Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['mauricio', 'jarvis lorry', 'lorr', 'mr jarvis lorry', 'mr', 'mauricio lorry', 'jarvis', 'lorry', 'jarvis lorr']",ho tellson,0,0.33,incorrect,bank,0,0.2,incorrect,mr. tellson,0,0.4,incorrect,god,0,0.29,incorrect,tellson,0,0.36,incorrect,donald trump,0,0.26,incorrect,te fare moni a tellson,0,0.38,incorrect,te manahune,0,0.32,incorrect,amazon,0,0.43,incorrect,shah rukh khan,0,0.24,incorrect,barclays,0,0.45,incorrect,bankin'i,0,0.38,incorrect,bank,0,0.2,incorrect,god,0,0.29,incorrect,donald trump,0,0.26,incorrect,te manahune,0,0.32,incorrect,shah rukh khan,0,0.24,incorrect,bankin'i,0,0.38,incorrect,tellson,0,0.36,incorrect,bank,0,0.2,incorrect,tellson,0,0.36,incorrect,tellson,0,0.36,incorrect,ngan hang tellson,0,0.31,incorrect,ngan,0,0.2,incorrect,banco tellson,0,0.44,incorrect,es el,0,0.38,incorrect,bank,0,0.2,incorrect,tellson,0,0.36,incorrect,ngan,0,0.2,incorrect,es el,0,0.38,incorrect
"['lorry', 'mr lorry', 'mr']",charles dickens,0,0.17,incorrect,charles darwin,0,0.27,incorrect,william kamkwamba,0,0.16,incorrect,charles dickens,0,0.17,incorrect,ostrich,0,0.33,incorrect,lebopo,0,0.36,incorrect,william the conqueror,0,0.34,incorrect,william,0,0.22,incorrect,john,0,0.22,incorrect,atlantis,0,0.15,incorrect,charles darwin,0,0.27,incorrect,london,0,0.36,incorrect,charles darwin,0,0.27,incorrect,charles dickens,0,0.17,incorrect,lebopo,0,0.36,incorrect,william,0,0.22,incorrect,atlantis,0,0.15,incorrect,london,0,0.36,incorrect,david copperfield,0,0.24,incorrect,england,0,0.17,incorrect,charles dickens,0,0.17,incorrect,deniz,0,0.0,incorrect,duc,0,0.0,incorrect,dover,0,0.4,incorrect,robinson crusoe,0,0.26,incorrect,dover,0,0.4,incorrect,england,0,0.17,incorrect,deniz,0,0.0,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect
"['manette', 'miss manette', 'miss']",anna,0,0.36,incorrect,jesus,0,0.44,incorrect,olodumare,0,0.38,incorrect,olodumare,0,0.38,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,bill gates,0,0.45,incorrect,google assistant,0,0.36,incorrect,andriamanitra,0,0.4,incorrect,andriamahilaniro,0,0.29,incorrect,jesus,0,0.44,incorrect,olodumare,0,0.38,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,google assistant,0,0.36,incorrect,andriamahilaniro,0,0.29,incorrect,mr. dombey,0,0.36,incorrect,manager,0,0.57,incorrect,bay,0,0.2,incorrect,bay,0,0.2,incorrect,thi nhung,0,0.29,incorrect,thua,0,0.18,incorrect,gertrudis,0,0.31,incorrect,senorita,0,0.3,incorrect,manager,0,0.57,incorrect,bay,0,0.2,incorrect,thua,0,0.18,incorrect,senorita,0,0.3,incorrect
"['lorry', 'mr lorry', 'mr']",mathapelo,0,0.35,incorrect,albert einstein,0,0.2,incorrect,olodumare,0,0.43,incorrect,abraham lincoln,0,0.35,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,mark twain,0,0.33,incorrect,shyam,0,0.29,incorrect,rasolondraibe,0,0.38,incorrect,andriamanitra,0,0.27,incorrect,albert einstein,0,0.2,incorrect,abraham lincoln,0,0.35,incorrect,god,0,0.25,incorrect,jesus,0,0.0,incorrect,shyam,0,0.29,incorrect,andriamanitra,0,0.27,incorrect,carton,0,0.29,incorrect,odysseus,0,0.31,incorrect,babasi,0,0.0,incorrect,hz. isa,0,0.13,incorrect,duc,0,0.0,incorrect,jesus,0,0.0,incorrect,sancho,0,0.18,incorrect,ulises,0,0.18,incorrect,odysseus,0,0.31,incorrect,hz. isa,0,0.13,incorrect,jesus,0,0.0,incorrect,ulises,0,0.18,incorrect
"['lorry', 'mr lorry', 'mr']",god,0,0.25,incorrect,israel,0,0.29,incorrect,oliver twist,0,0.24,incorrect,john brown,0,0.27,incorrect,banker,0,0.25,incorrect,lebogang,0,0.31,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,shri ram,0,0.38,incorrect,shyam,0,0.29,incorrect,god,0,0.25,incorrect,jeremiah,0,0.2,incorrect,israel,0,0.29,incorrect,john brown,0,0.27,incorrect,lebogang,0,0.31,incorrect,jesus,0,0.0,incorrect,shyam,0,0.29,incorrect,jeremiah,0,0.2,incorrect,banker,0,0.25,incorrect,banker,0,0.25,incorrect,hamlet,0,0.29,incorrect,halil,0,0.2,incorrect,dong vo,0,0.27,incorrect,nguoi,0,0.2,incorrect,banquero,0,0.25,incorrect,maria,0,0.57,incorrect,banker,0,0.25,incorrect,halil,0,0.2,incorrect,nguoi,0,0.2,incorrect,maria,0,0.57,incorrect
"['madame', 'señora defarge', 'madame defarge', 'señora', 'madam defarge', 'madam', 'defarge']",morena,0,0.5,incorrect,senatla,0,0.62,incorrect,oduduwa,0,0.33,incorrect,oduduwa,0,0.33,incorrect,themba,0,0.36,incorrect,botswana,0,0.43,incorrect,donald trump,0,0.35,incorrect,donald trump,0,0.35,incorrect,ptnii,0,0.18,incorrect,bill gates,0,0.26,incorrect,ranavalona i,0,0.33,incorrect,teo,0,0.44,incorrect,senatla,0,0.62,incorrect,oduduwa,0,0.33,incorrect,botswana,0,0.43,incorrect,donald trump,0,0.35,incorrect,bill gates,0,0.26,incorrect,teo,0,0.44,incorrect,mrs. gradgrind,0,0.36,incorrect,madame defarge,1,1.0,correct,adam,0,0.89,correct,adam,0,0.89,correct,chu,0,0.0,incorrect,nguyen,0,0.33,incorrect,la tabernera,0,0.44,incorrect,marido,0,0.55,incorrect,madame defarge,1,1.0,correct,adam,0,0.89,correct,nguyen,0,0.33,incorrect,marido,0,0.55,incorrect
"['madame', 'señora defarge', 'madame defarge', 'señora', 'madam defarge', 'madam', 'defarge']",god,0,0.25,incorrect,god,0,0.25,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,god,0,0.25,incorrect,botswana,0,0.43,incorrect,iesu,0,0.2,incorrect,jesus,0,0.18,incorrect,shiva,0,0.36,incorrect,marx,0,0.44,incorrect,madagascar,0,0.53,incorrect,nikohaka,0,0.43,incorrect,god,0,0.25,incorrect,jesus,0,0.18,incorrect,botswana,0,0.43,incorrect,jesus,0,0.18,incorrect,marx,0,0.44,incorrect,nikohaka,0,0.43,incorrect,madame defarge,1,1.0,correct,christian,0,0.27,incorrect,odysseus,0,0.29,incorrect,onlar,0,0.36,incorrect,nghe,0,0.36,incorrect,nghe,0,0.36,incorrect,maria,0,0.6,incorrect,moises,0,0.33,incorrect,christian,0,0.27,incorrect,onlar,0,0.36,incorrect,nghe,0,0.36,incorrect,moises,0,0.33,incorrect
"['mösyö defarge', 'mösyö', 'monsieur', 'defarge', 'monsieur defarge']",god,0,0.25,incorrect,jesus,0,0.31,incorrect,oduduwa,0,0.35,incorrect,jesus,0,0.31,incorrect,god,0,0.25,incorrect,israel,0,0.36,incorrect,jesus,0,0.31,incorrect,te manava,0,0.25,incorrect,shakespeare,0,0.44,incorrect,shakespeare,0,0.44,incorrect,adam,0,0.36,incorrect,andriamanitra,0,0.38,incorrect,jesus,0,0.31,incorrect,jesus,0,0.31,incorrect,israel,0,0.36,incorrect,te manava,0,0.25,incorrect,shakespeare,0,0.44,incorrect,andriamanitra,0,0.38,incorrect,defarge,1,1.0,correct,husband,0,0.2,incorrect,adamlar,0,0.43,incorrect,karisi,0,0.31,incorrect,ay,0,0.29,incorrect,chu,0,0.18,incorrect,el tabernero,0,0.42,incorrect,don quijote,0,0.42,incorrect,husband,0,0.2,incorrect,karisi,0,0.31,incorrect,chu,0,0.18,incorrect,don quijote,0,0.42,incorrect
['defarge'],thomas sankara,0,0.19,incorrect,jesus,0,0.17,incorrect,lucifer,0,0.29,incorrect,jesus,0,0.17,incorrect,long gone demo,0,0.19,incorrect,botswana,0,0.13,incorrect,god,0,0.2,incorrect,jesus,0,0.17,incorrect,william shakespeare,0,0.31,incorrect,lord rama,0,0.25,incorrect,andriamanitra,0,0.3,incorrect,adam,0,0.36,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,botswana,0,0.13,incorrect,jesus,0,0.17,incorrect,lord rama,0,0.25,incorrect,adam,0,0.36,incorrect,voltaire,0,0.4,incorrect,god,0,0.2,incorrect,seytan,0,0.31,incorrect,seytan,0,0.31,incorrect,da,0,0.44,incorrect,duc,0,0.2,incorrect,el diablo,0,0.25,incorrect,dios,0,0.18,incorrect,god,0,0.2,incorrect,seytan,0,0.31,incorrect,duc,0,0.2,incorrect,dios,0,0.18,incorrect
"['lorry', 'mr lorry', 'mr']",jesus,0,0.0,incorrect,thabo mbeki,0,0.15,incorrect,oduduwa,0,0.17,incorrect,oduduwa,0,0.17,incorrect,god,0,0.25,incorrect,jesus christ,0,0.2,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,mahatma gandhi,0,0.18,incorrect,arjun,0,0.29,incorrect,adam,0,0.33,incorrect,madagascar,0,0.33,incorrect,thabo mbeki,0,0.15,incorrect,oduduwa,0,0.17,incorrect,jesus christ,0,0.2,incorrect,jesus,0,0.0,incorrect,arjun,0,0.29,incorrect,madagascar,0,0.33,incorrect,mr. rochester,0,0.48,incorrect,jesus,0,0.0,incorrect,c kiz,0,0.15,incorrect,cagri,0,0.29,incorrect,nguoi dan ong,0,0.19,incorrect,thuy kieu,0,0.14,incorrect,el,0,0.29,incorrect,shakespeare,0,0.15,incorrect,jesus,0,0.0,incorrect,cagri,0,0.29,incorrect,thuy kieu,0,0.14,incorrect,shakespeare,0,0.15,incorrect
