Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['cassie', 'cassie hiney', 'hiney']",mr. smith,0,0.29,incorrect,john,0,0.44,incorrect,olga,0,0.2,incorrect,git,0,0.25,incorrect,ngoc,0,0.22,incorrect,jesus,0,0.36,incorrect,shirley,0,0.67,incorrect,shakespeare,0,0.35,incorrect,john,0,0.44,incorrect,git,0,0.25,incorrect,jesus,0,0.36,incorrect,shakespeare,0,0.35,incorrect
"['parson', 'chuck parson', 'chuck']",arnold schwarzenegger,0,0.3,incorrect,arnold schwarzenegger,0,0.3,incorrect,samson,0,0.67,incorrect,abraham lincoln,0,0.38,incorrect,frankenstein,0,0.33,incorrect,duc,0,0.5,incorrect,frankenstein,0,0.33,incorrect,adan,0,0.4,incorrect,arnold schwarzenegger,0,0.3,incorrect,abraham lincoln,0,0.38,incorrect,duc,0,0.5,incorrect,adan,0,0.4,incorrect
['chuck'],tom,0,0.0,incorrect,god,0,0.0,incorrect,osman,0,0.0,incorrect,ataturk,0,0.33,incorrect,chao,0,0.44,incorrect,the,0,0.25,incorrect,el loco,0,0.17,incorrect,dios,0,0.0,incorrect,god,0,0.0,incorrect,ataturk,0,0.33,incorrect,the,0,0.25,incorrect,dios,0,0.0,incorrect
"['chuck', 'chuc']",god,0,0.0,incorrect,god,0,0.0,incorrect,orhan pamuk,0,0.38,incorrect,mustafa kemal ataturk,0,0.15,incorrect,duc,0,0.57,incorrect,thien,0,0.22,incorrect,la fiesta,0,0.0,incorrect,navidad,0,0.0,incorrect,god,0,0.0,incorrect,mustafa kemal ataturk,0,0.15,incorrect,thien,0,0.22,incorrect,navidad,0,0.0,incorrect
['angela'],anna,0,0.6,incorrect,santas,0,0.5,incorrect,annem,0,0.55,incorrect,noel,0,0.6,incorrect,ong gia noel,0,0.44,incorrect,noel,0,0.6,incorrect,santa claus,0,0.47,incorrect,santa claus,0,0.47,incorrect,santas,0,0.5,incorrect,noel,0,0.6,incorrect,noel,0,0.6,incorrect,santa claus,0,0.47,incorrect
['margo'],she,0,0.0,incorrect,catwoman,0,0.31,incorrect,god,0,0.5,incorrect,cokup,0,0.2,incorrect,ngoc,0,0.44,incorrect,nguyen,0,0.18,incorrect,el loco,0,0.17,incorrect,el greco,0,0.31,incorrect,catwoman,0,0.31,incorrect,cokup,0,0.2,incorrect,nguyen,0,0.18,incorrect,el greco,0,0.31,incorrect
['margo'],albus dumbledore,0,0.19,incorrect,dad,0,0.25,incorrect,odysseus,0,0.15,incorrect,abraham lincoln,0,0.3,incorrect,nguyen,0,0.18,incorrect,nguyen,0,0.18,incorrect,papa,0,0.22,incorrect,padre,0,0.4,incorrect,dad,0,0.25,incorrect,abraham lincoln,0,0.3,incorrect,nguyen,0,0.18,incorrect,padre,0,0.4,incorrect
"['margo—', 'margo']",matilda,0,0.33,incorrect,britney,0,0.17,incorrect,yusuf,0,0.0,incorrect,yarin,0,0.4,incorrect,thien,0,0.0,incorrect,the,0,0.0,incorrect,maria,0,0.6,incorrect,manana,0,0.36,incorrect,britney,0,0.17,incorrect,yarin,0,0.4,incorrect,the,0,0.0,incorrect,manana,0,0.36,incorrect
['margo'],jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
['margo'],sherry,0,0.18,incorrect,god,0,0.5,incorrect,charlie chaplin,0,0.2,incorrect,albert einstein,0,0.2,incorrect,haruki murakami,0,0.2,incorrect,chang,0,0.4,incorrect,alan watts,0,0.13,incorrect,albert einstein,0,0.2,incorrect,god,0,0.5,incorrect,albert einstein,0,0.2,incorrect,chang,0,0.4,incorrect,albert einstein,0,0.2,incorrect
