en_first_half,en_second_half,en_Completion,vi_first_half,vi_second_half,vi_Completion,es_first_half,es_second_half,es_Completion,tr_first_half,tr_second_half,tr_Completion
"He knew that when he returned to the firehouse, he might wink at himself, a minstrel man, burnt-corked, in the mirror. Later, going to sleep, he would feel","the fiery smile still gripped by his face muscles, in the dark. It never went away, that. smile, it never ever went away, as long as he remembered.","the weight of his own face and toss, and quietly want to weep. But now he did not feel like weeping. He felt the old surge of excitement and anticipation. He was going to be a clown! He was going to be a great clown! He was going to make people laugh and forget their troubles. He was going to be a master of the art of clowning. He was going to be a legend in his own time. He was going to be","Anh biết rằng khi anh quay lại trạm phóng hỏa, anh có thể nháy mắt với chính mình, một nghệ nhân lang thang, đen nhẻm như bần cháy, ở trong gương. Sau đó, đi ngủ, anh sẽ cảm thấy cái","nụ cười dữ dằn kia vẫn còn được các cơ mặt mình giữ chặt, trong bóng tối. Nó chả bao giờ biến đi hẳn, cái nụ cười ấy, nó chẳng bao giờ đi hẳn, theo như anh còn nhớ được.","đau đớn trong lòng, như một vết thương không thể lành. Anh biết rằng mình đã mất đi một phần của bản thân, một phần mà anh không thể lấy lại được. Nhưng anh cũng biết rằng mình phải tiếp tục sống, phải tiếp tục chiến đấu, vì anh còn có những người thân yêu, những người cần anh.","Sabía que, cuando regresase al cuartel de bomberos, se miraría pestañeando en el espejo: su rostro sería el de un negro de opereta, tiznado con corcho ahumado. Luego,","al irse a dormir, sentiría la fiera sonrisa retenida aún en la oscuridad por sus músculos faciales. Esa sonrisa nunca desaparecía, nunca había desaparecido hasta donde él podía recordar.","se lavaría la cara y las manos, y se pondría ropa limpia. Después, se sentaría en la mesa del comedor y se serviría un tazón de sopa caliente, sintiendo el calor reconfortante que se extendía por su cuerpo. Mientras comía, pensaría en la llamada que había recibido esa mañana, la voz angustiada del dueño de la casa en llamas, y se","İtfaiye merkezine döndüğünde biliyordu ki, yanık mantar gibi zenciye benzemiş yüzüyle aynaya bakıp kendine göz kırpacaktı. Daha sonra ise,","uykuya dalarken, karanlıkta, yüz kaslarının yakaladığı alev alev gülümsemeyi hissedecekti. Anımsadığı sürece, o gülümseme hiçbir zaman silinmeyecek ve yok olmayacaktı.","gözlerini kapayarak, ""Benim için her şey bitti,"" diyecekti."
"But now, tonight, he slowed almost to a stop. His inner mind, reaching out to turn the corner for","him, had heard the faintest whisper. Breathing? Or was the atmosphere compressed merely by someone standing very quietly there, waiting?","home, could feel the strange and bitter presence of other minds, waiting for him, and something else, something he could not quite put his finger on, something that made his heart beat faster and his senses come alert.","Nhưng đêm nay, anh chậm bước lại đến mức gần như dừng hẳn. Tâm trí anh, vươn ra đằng trước để rẽ nơi khúc quanh thay cho thể xác, đã nghe","được tiếng thì thầm hết sức khẽ khàng. Tiếng thở ư? Hay là bầu không khí bị nén lại chỉ vì có ai đó hết sức lặng lẽ đứng đấy, chờ đợi?","thấy tiếng động. Tiếng động đó rất nhỏ, nhưng nó làm cho anh phải dừng lại. Anh cố gắng lắng nghe kỹ hơn, nhưng không thể phân biệt được đó là tiếng gì. Anh bước chậm lại, cố gắng không làm ra bất kỳ tiếng động nào.","Pero esa noche, Montag aminoró el paso casi hasta detenerse. Su subconsciente, adelantándosele a doblar la esquina, había oído","un debilísimo susurro. ¿De respiración? ¿O era la atmósfera, comprimida únicamente por alguien que estuviese allí muy quieto, esperando?","el leve susurro de las hojas de los libros y el suave murmullo de las páginas al pasar. Era un sonido que le resultaba familiar, pero que no había escuchado en mucho tiempo. Montag se detuvo en seco, con el corazón latiendo con fuerza en su pecho. ¿Qué era lo que había oído? ¿Era posible que...?","Fakat şimdi, bu gece, neredeyse duracak kadar yavaşladı. İçeriden çıkıp onun için köşeyi dönen zihni, en zayıfından","bir fısıltı duydu. Bir soluk muydu? Yoksa birisi orada sessizce ayakta durup, havada yarattığı basınçla bekliyor muydu?","en zayıfından en güçlüsüne kadar herşeyin birbiri ardına sıralandığı bir film şeridi gibi akıyordu. Herşey o kadar net ve açık seçikti ki, sanki bir el onu tutup durduruyormuş gibi hissediyordu. Ve o anda, o elin sahibi kim olduğunu biliyordu."
"He felt she was walking in a circle about him, turning him end","for end, shaking him quietly, and emptying his pockets, without once moving herself.","for end, showing him every point of her character. Her manner was as elastic as her movements, and she glided without jerk or jar from moments of extreme simplicity, when she was not afraid to show herself naive, to moments of complete sophistication. He found himself at one moment engaged in a philosophical discussion on the meaning of life, and at the next helping her to choose a dress. He felt her as a distraction, and for the first time in his life he was conscious","Anh cảm thấy nàng đang lượn vòng xung quanh anh, xoay anh từ bên này qua bên kia,","khẽ lắc anh, và dốc rỗng hết các túi của anh, trong khi nàng không hề nhúc nhích.","như thể đang cố gắng tìm ra một điểm yếu trong tâm trí anh. Anh cảm thấy mình đang bị kéo vào một thế giới khác, nơi mà mọi thứ đều trở nên mơ hồ và không rõ ràng. Nàng đang cố gắng kiểm soát tâm trí anh, nhưng anh biết rằng mình phải chống lại.","Montag sintió que ella andaba en círculo a su alrededor, le examinaba de extremo a","extremo, sacudiéndolo silenciosamente y vaciándole los bolsillos, aunque, en realidad, no se moviera en absoluto.","extremo, y él no podía hacer nada para detenerla. La mirada de Clarisse era como un rayo de luz que iluminaba cada rincón de su alma, y Montag se sentía desnudo y vulnerable ante ella. La muchacha parecía ver más allá de la superficie, más allá de las apariencias, y Montag se preguntaba qué era lo que ella veía en él que él","Montag, kızın sanki etrafında dönerek yürüdüğünü, tepeden tırnağa incelediğini,",onu sessizce silkelediğini ve hiç kımıldamadan ceplerini boşalttığını hissediyordu.,"gözlerini kaldırarak yüzüne baktığını gördü. Kızın gözleri, Montag'ınkilere benzemiyordu. Onlar, bir an için bile duraksamadan, Montag'ın yüzünü taradılar. Montag, bu bakışların altında kendini rahatsız hissetti. Kızın gözleri, sanki Montag'ın ruhunu okuyormuş gibi, onu delip geçiyordu."
"There was only the girl walking with him now, her face bright as snow in the moonlight,","and he knew she was working his questions around, seeking the best answers she could possibly give.","her eyes shining like stars in the darkness. She was a vision of loveliness, a fleeting glimpse of beauty in a world that was often harsh and unforgiving. He felt his heart swell with emotion as he gazed at her, his footsteps slowing as he savored the moment. The night air was filled with the sweet scent of blooming flowers, and the sound of crickets provided a soothing background hum. It was as if the world had come alive, and","Lúc này chỉ có cô gái đang đi cùng anh, khuôn mặt nàng sáng như tuyết dưới ánh trăng, và anh","biết nàng đang lật đi lật lại những câu hỏi của anh, tìm câu trả lòi tốt nhất để đáp lại.","đang cố gắng tìm cách để bảo vệ nàng khỏi những nguy hiểm đang rình rập xung quanh. Anh biết rằng mình phải hành động nhanh chóng, vì thời gian đang dần trôi qua và những kẻ thù đang đến gần hơn.","Sólo había la muchacha andando a su lado, con su rostro que brillaba como la nieve al claro","de luna, y Montag comprendió que estaba meditando las preguntas que él le había formulado, buscando las mejores respuestas.","de la luna, y su cabello que caía como una cascada de oro sobre sus hombros. La muchacha no parecía tener miedo, aunque caminaba sola en la oscuridad de la noche. De hecho, parecía estar disfrutando del paseo, con una sonrisa en sus labios y un brillo en sus ojos que reflejaba la luz de la luna.","Şimdi yanında yalnızca yürüyen kız vardı, yüzü ay ışığında kar gibi beyazdı",ve sorduğu sorulara kızın düşünüp en iyi cevapları vermeye çalıştığını biliyordu Montag.,"ve saçları rüzgârda dalgalanıyordu. Kızın adı Ayşe idi ve o da tıpkı kendisi gibi bu geceye ait değildi. Onlar, bu geceye ait olmayan iki insan, ay ışığında yürüyorlardı."
"“I sometimes think drivers don't know what grass is, or flowers, because they never see them slowly,” she said. “If you showed a driver a green blur, Oh yes! he'd say, that's grass! A pink blur? That's","a rose-garden! White blurs are houses. Brown blurs are cows. My uncle drove slowly on a highway once. He drove forty miles an hour and they jailed him for two days. Isn't that funny, and sad, too?”",a rose-garden! A white blur? That's a white house! A brown blur? That's a brown cow! A grey blur? That's a grey stone! A blue blur? That's the sky! A red blur? That's a red car! A yellow blur? That's a yellow car! A black blur? That's a black car! A white blur? That's a white car! A brown blur? That's a brown car! A grey blur,"""Đôi khi em nghĩ những người lái kia chẳng biết cỏ hay hoa là cái gì, bởi họ chẳng bao giờ nhìn chúng một cách chậm rãi hết,"" nàng nói. ""Nếu anh cho một tay tài xế xem một vệt mờ màu xanh lục thì, Ồ vâng, là cỏ đây, y ta sẽ nói. Một vệt mờ màu hồng?","ừ thì một vườn hồng! Những vệt mờ màu trắng là nhà cửa. Vệt mờ màu nâu là mấy con bò. Ông bác em có lần lái xe chậm trên xa lộ. Bác ấy lái bốn mươi dặm một giờ, thế là người ta giam bác ấy hai ngày. Chuyện ấy chẳng phải tức cười sao, mà cũng buồn nữa?""","À, là hoa đấy. Nhưng anh cho y ta xem một ngọn cỏ, một bông hoa, y ta sẽ chẳng biết đó là gì. Y ta chỉ biết cỏ là một vệt mờ màu xanh lục và hoa là một vệt mờ màu hồng. Y ta không biết cỏ có thể cao, thấp, thẳng, cong, có thể có màu xanh đậm, xanh nhạt, có thể có hoa, có thể không có","—A veces, pienso que sus conductores no saben cómo es la hierba, ni las flores, porque nunca las ven con detenimiento —dijo ella—. Si le mostrase a uno de esos chóferes una borrosa mancha verde, diría: ¡Oh, sí, es hierba! ¿Una mancha borrosa de","color rosado? ¡Es una rosaleda! Las manchas blancas son casas. Las manchas pardas son vacas. Una vez, mi tío condujo lentamente por una carretera. Condujo a sesenta y cinco kilómetros por hora y lo encarcelaron por dos días. ¿No es curioso, y triste también?","color, ¡oh, sí, es una flor! Pero si le mostrase una hoja de hierba, con sus nervaduras y su forma, o una flor, con sus pétalos y su centro, no sabría qué es. No sabría que la hierba es suave y fresca, y que huele a tierra y a sol. No sabría que las flores tienen un perfume dulce y delicado,","“Ben bazen sürücülerin çimen ya da çiçek nedir bilmediklerini düşünüyorum. Çünkü onları asla yavaş gidip göremezler,” dedi Clarisse. “Eğer yeşil bir şey gösterirseniz, ‘Oh evet, bu çimen,’ derler. Pembe bir şey gösterirsen, ‘Bir gül","bahçesi,’ derler. Beyaz şekillerse binalardır. Kahverengi şekiller ise inekler. Amcam bir kez karayollarında arabayı yavaş sürüyordu. Arabayı saatte 40 mille sürdü ve onu iki gün hapse attılar. Çok komik ve de acı değil mi?",’ derler. Peki ya bir çiçekle bir çimen arasındaki farkı nasıl ayırt edeceğiz?”
"They walked the rest of the way in silence, hers thoughtful, his a kind of clenching and uncomfortable",silence in which he shot her accusing glances. When they reached her house all its lights were blazing.,"They walked the rest of the way in silence, hers thoughtful, his a kind of clenching and uncomfortable. The tension between them was palpable, like a thick fog that clung to their skin and made it hard to breathe. They didn't need to say a word to know that something was wrong, that the easy camaraderie they had shared just hours before was now strained and fragile. As they walked, the silence grew thicker, until it felt like a physical","Họ đi bộ nốt đoạn đường còn lại trong im lặng, nàng im lặng trầm ngâm, còn anh thì một thứ im lặng bức bối","khó chịu, thỉnh thoảng anh lại liếc nhìn nàng như thể kết tội. Khi họ về đến nhà nàng, tất cả đèn đóm đều sáng trưng.","cho đến khi họ đến được nơi họ cần đến, nơi mà họ sẽ phải đối mặt với những thử thách mới và khó khăn hơn.","Recorrieron en silencio el resto del camino. El de ella, pensativo, el de él, irritado e incómodo, acusando el","impacto de las miradas inquisitivas de la muchacha. Cuando llegaron a la casa de ella, todas sus luces estaban encendidas.","peso de la conversación que no habían tenido. La tensión entre ellos era palpable, y el silencio se había convertido en un muro que parecía imposible de escalar. De repente, él se detuvo y se volvió hacia ella, con una mirada intensa y una voz baja y controlada.","Yolun geri kalan kısmında sessizce yürüdüler. Clarisse’in suskunluğu düşünceli, Montag’ınki ise kızın kendisini suçlayan bakışları altında sıkıntılı ve","huzursuzdu. Kızın evine ulaştıklarında, bütün ışıklar ışıl ışıldı. Montag bu kadar çok ışığı yanan bir ev görmezdi pek.","rahatsızdı. Montag, Clarisse'in suskunluğunu bozmak için bir şeyler söylemek istiyordu, ama ne söyleyeceğini bilemiyordu. Kızın bakışları onu suçluyor gibiydi, sanki Montag'ın yaptığı her şey yanlışmış gibi. Montag, Clarisse'in ne düşündüğünü bilmiyordu, ama onun suskunluğu onu rahatsız ediyordu.</contin"
"He glanced back at the wall. How like a mirror, too, her face. Impossible; for how many people did you know that refracted your own light to you? People were more often-he searched for","a simile, found one in his work-torches, blazing away until they whiffed out. How rarely did other people's faces take of you and throw back to you your own expression, your own innermost trembling thought?","a comparison, found one in a child's kaleidoscope—pieces of broken glass in which no two ever reflected the same light.","Anh lại liếc về bức tường. Mà giống cả một tấm gương nữa, giống làm sao, khuôn mặt nàng. Không thể được; vì liệu ta biết được bao nhiêu người khúc xạ ánh sáng của chính ta về lại cho ta kia chứ? Con người ta thường là - anh tìm một hình ảnh so","sánh, và tìm thấy trong công việc mình làm - những ngọn đuốc, cứ bùng cháy cho đến khi rụi hết. Thật họa hoằn làm sao những khi khuôn mặt người khác thu nhận ta và ném trả lại ta biểu lộ của chính ta, cái suy nghĩ run rẩy sâu kín nhất của ta?","sánh - như một cái giếng sâu, nước trong veo, có thể soi được cả bầu trời, nhưng cũng có thể là một cái hố sâu, tối tăm, không có ánh sáng. Anh nhìn lại bức tường, và lần này, anh thấy một hình ảnh khác, một hình ảnh mà anh không thể hiểu được. Đó là một hình ảnh của một người phụ nữ, nhưng không phải là nàng, mà là một người phụ nữ khác","Volvió a mirar la pared. El rostro de ella también se parecía mucho a un espejo. Imposible, ¿cuánta gente había que refractase hacia uno su propia luz? Por lo general, la gente era —Montag buscó","un símil, lo encontró en su trabajo— como antorchas, que ardían hasta consumirse. ¡Cuán pocas veces los rostros de las otras personas captaban algo tuyo y te devolvían tu propia expresión, tus pensamientos más íntimos!","una palabra adecuada— opaca, y cuando uno miraba a través de ella, no veía nada. Pero esta muchacha era como un espejo. Y él, Montag, era un hombre que se miraba en un espejo. ¿Qué había en el espejo? ¿Qué había en el espejo?",Montag tekrar duvara bir göz attı. Clarisse’in yüzü nasıl da aynaya benziyordu. Olanaksız; sizin ışığınızı size yansıtan kaç kişi tanırsınız? Bir benzetme aradı ve Montag kendi işinden,"buldu; insanlar daha çok bir meşaleye benziyorlardı; birileri üfleyinceye kadar yanarlardı. Ne kadar nadir diğer insanların yüzleri sizi sizden alıp, kendi duygularınızı, en derin titrek düşüncelerinizi size yansıtırdı?","bir benzetme buldu. Alevler, bir an için, bir yüzün hatlarını çiziyor, sonra yok oluyordu. Clarisse’in yüzü de öyleydi işte. Bir an için net ve berrak, sonra aniden yok oluveriyordu. Montag, bu benzetmeden rahatsız oldu. Alevler ve yüzler, ikisi de geçici ve kırılgandı. Alevler sönebilir"
"What incredible power of identification the girl had; she was like the eager watcher of a marionette show, anticipating each flicker of an eyelid, each gesture of his hand, each flick of a finger, the moment before it began. How long had they walked together? Three minutes? Five? Yet how large that","time seemed now. How immense a figure she was on the stage before him; what a shadow she threw on the wall with her slender body! He felt that if his eye itched, she might blink. And if the muscles of his jaws stretched imperceptibly, she would yawn long before he would.","time seemed now, and how remote the moment when he had stood alone by the river, and how remote everything that had happened before that moment, and how remote everything that had happened before that moment, and how remote everything that had happened before that moment, and how remote everything that had happened before that moment, and how remote everything that had happened before that moment, and how remote everything that had happened before that moment, and how remote everything that had happened before that moment, and","Cô gái này có cái khả năng đồng hóa vào ngoại thể thật đáng kinh ngạc; nàng giống như người háo hức xem một buổi diễn múa rối, đoán trước được từng cái nháy mắt, từng cử động của bàn tay anh, từng cái nhúc nhích của một ngón tay, một khoảnh khắc trước khi nó bắt đầu. Họ đi cùng nhau được bao lâu nhỉ? Ba phút? Năm? Thế nhưng khoảng thời gian","đó giờ đây có vẻ dài làm sao. Hình ảnh nàng mới rợn ngợp làm sao trên cái sân khấu trước mặt anh; và bóng nàng hắt lên tường mới to lớn làm sao so với thân hình mảnh dẻ của nàng! Anh cảm thấy nếu mắt anh ngứa, nàng sẽ chớp mắt. Và nếu các cơ hàm anh duỗi ra nhẹ đến không thể nhận thấy, nàng sẽ ngáp trước khi anh ngáp.","đó dường như đã kéo dài cả một đời người. Cô gái này có khả năng đồng hóa vào ngoại thể một cách đáng kinh ngạc, giống như một diễn viên tài năng nhập vai vào nhân vật của mình. Mỗi cử động, mỗi cái nháy mắt, mỗi khoảnh khắc đều được cô ấy nắm bắt và dự đoán trước. Họ dường như đã quen thuộc với nhau từ lâu, mặc dù thực tế thì họ mới chỉ gặp nhau trong","Aquella muchacha tenía un increíble poder de identificación; era como el ávido espectador de una función de marionetas, previendo cada parpadeo, cada movimiento de una mano, cada estremecimiento de un dedo, un momento antes de que sucediese. ¿Cuánto rato habían caminado juntos? ¿Tres minutos? ¿Cinco? Sin embargo, ahora le parecía un rato interminable. ¡Qué inmensa","figura tenía ella en el escenario que se extendía ante sus ojos! ¡Qué sombra producía en la pared con su esbelto cuerpo! Montag se dio cuenta de que, si le picasen los ojos, ella pestañearía. Y de que si los músculos de sus mandíbulas se tensaran imperceptiblemente, ella bostezaría mucho antes de que lo hiciera él.","había sido la cantidad de cosas que habían pasado por su mente en ese breve lapso de tiempo! La muchacha parecía tener una conexión profunda con cada detalle, cada gesto, cada mirada. Era como si pudiera leer el alma de las personas con solo mirarlas. Y sin embargo, a pesar de esa capacidad sobrenatural, había algo en ella que parecía vulnerable, algo que la hacía parecer frágil","Kızın ne inanılmaz bir tanımlama gücü vardı. Kukla gösterisini hoşlanarak izleyen birine benziyordu. Göz kapağının her kıpırdanışını, elinin her jestini, parmağının hafif dokunuşlarını daha başlamadan tahmin ediyordu. Ne kadar süre birlikte yürümüşlerdi? Üç dakika mı yoksa beş dakika mı?","Çok uzun bir süre gibi geliyordu ona. Önündeki sahnede kocaman bir figür oluşturmuştu; o incecik bedeniyle duvara ne büyük bir gölge yansıtmıştı. Montag gözü kaşınsa, Clarisse’in gözlerini kırpıştıracağını hissediyordu. Fark edilmez bir şekilde çene kasları gerilseydi, Clarisse ondan önce esneyecekti.","Adamın yüzü, kızın tanımlamasına uygun olarak, bir kukla gibi ifadesiz ve hareketsizdi. Gözleri, bir kuklanın gözleri gibi boş ve cansız görünüyordu. Kızın eli, adamın koluna hafifçe dokunuyordu ve bu dokunuş, bir kuklacının kuklasını kontrol ettiği gibi, adamın hareketlerini kontrol ediyordu. Kızın parmakları, bir kuk"
"It was like coming into the cold marbled room of a mausoleum after the moon had set. Complete darkness, not a hint of the","silver world outside, the windows tightly shut, the chamber a tomb-world where no sound from the great city could penetrate. The room was not empty.","world outside. The air was heavy with the scent of old books and dust. The silence was oppressive, punctuated only by the faint creaking of the wooden shelves that lined the walls. As I stepped further into the room, my footsteps echoed off the marble floor, making me feel like an intruder in a place where time had stood still for centuries.","Giống như bước vào một căn phòng bằng đá hoa cương lạnh lẽo của một lăng mộ sau khi trăng đã lặn. Tối như bưng, không có một chút gì gợi đến thế giới màu bạc","ở ngoài kia, cửa sổ đóng im ỉm, cái biệt phòng thuộc một chốn hầm mộ nơi không một âm thanh nào của thành phố lớn ngoài kia thâm nhập tới được. Căn phòng không trống.","trong ánh trăng. Nhưng khi tôi bước vào, tôi cảm thấy một sự yên tĩnh và tĩnh lặng không thể diễn tả được. Căn phòng này dường như đã bị bỏ quên trong một thời gian dài, và không khí trong đó dường như đã bị đóng băng trong thời gian.","Era como entrar en la fría sala de un mausoleo después de haberse puesto la luna. Oscuridad completa, ni un atisbo del plateado mundo exterior; las ventanas",herméticamente cerradas convertían la habitación en un mundo de ultratumba en el que no podía penetrar ningún ruido de la gran ciudad. La habitación no estaba vacía.,"estaban cerradas, y las cortinas, corridas. La única luz provenía de una pequeña lámpara que ardía en un rincón, proyectando sombras inquietantes en las paredes. El aire estaba cargado de un olor a incienso y a algo más, algo que no podía identificar. Me sentí como si hubiera entrado en un mundo diferente, un mundo que existía en paralelo","Ay kaybolduktan sonra, bir mozolenin soğuk mermer odasına girmek gibiydi. Tümüyle karanlık ortamda, dışarıdaki gümüş dünyanın izi yoktu;","pencereler öylesine sıkı kapatılmıştı ki, koca şehrin gürültüsü içeriye, bir mezar gibi olan odaya sızamıyordu. Oda boş değildi.","her yer, karanlık bir sisin içindeydi. Ayın ışığı, pencereden içeri girmiyor, sadece bir anlık bir parıltı olarak görünüyordu. Odada, bir anlık bir sessizlik hakimdi. Sanki, zaman bile durmuş gibiydi."
"The room was cold but nonetheless he felt he could not breathe. He did not wish to open the curtains and open the french windows, for he did not want the moon to","come into the room. So, with the feeling of a man who will die in the next hour for lack of air,.he felt his way toward his open, separate, and therefore cold bed.","come in and make the room colder. He sat down on the bed and tried to calm himself, but his heart was racing and his mind was filled with thoughts of the strange occurrences that had been happening in the house. He had always been skeptical of the supernatural, but now he couldn't shake the feeling that something was watching him from the shadows. Suddenly, he heard a faint creaking sound coming from the hallway. He froze, his heart pounding in his chest. The","Căn phòng lạnh lẽo thế nhưng anh vẫn thấy không thể thở được. Anh không muốn kéo rèm và mở mấy ô cửa sổ kiểu Pháp, bởi anh không muốn ánh trăng tràn vào phòng.","Thế nên, với cảm giác mình như kẻ một giờ nữa sẽ chết vì thiếu không khí, anh mò mẫm đi về phía cái giường còn trống, tách biệt và do đó lạnh lẽo của mình.","Anh không muốn ánh trăng tràn vào phòng, bởi anh biết rằng ánh trăng sẽ làm cho căn phòng trở nên lạnh lẽo hơn. Anh cũng không muốn kéo rèm, bởi anh biết rằng rèm sẽ làm cho căn phòng trở nên tối tăm hơn. Anh chỉ muốn ngồi yên, nhìn vào bóng tối và cố gắng thở.","La habitación era fresca; sin embargo, Montag sintió que no podía respirar. No quería correr las cortinas y abrir los ventanales, porque no deseaba que la luna penetrara en el cuarto. Por lo tanto,","con la sensación de un hombre que ha de morir en menos de una hora, por falta de aire que respirar, se dirigió a tientas hacia su cama abierta, separada y, en consecuencia fría.","se quedó sentado en la oscuridad, rodeado por las sombras de los libros que había robado. La luna, que brillaba en el exterior, parecía un ojo que lo vigilaba, esperando a que hiciera un movimiento en falso. Montag sabía que no podía quedarse allí para siempre, pero no sabía qué hacer. La sensación de claustrofobia lo estaba consumiendo, y la","Oda soğuktu, yine de Montag rahat soluk alamadığını hissetti. Ay ışığının odaya girmesini istemediği için perdeleri ve panjurları açmak içinden","gelmedi. Bir saat sonra kendini havasızlıktan ölecek bir adam gibi hissederek, üstü açık, ayrı, dolayısıyla da soğuk yatağına doğru ilerledi.","gelmedi. Karısı, Mildred, yatakta uyuyordu. Montag, yatağa yaklaştı ve karısının yüzüne baktı. Mildred'in yüzü solgundu ve gözkapakları hafifçe titriyordu. Montag, karısının uykusunda bile endişeli olduğunu düşündü. Birdenbire, Mildred'in ağzından hafif bir mırıltı çıktı. Montag, karısının"
