en_first_half,en_second_half,en_Completion,vi_first_half,vi_second_half,vi_Completion,es_first_half,es_second_half,es_Completion,tr_first_half,tr_second_half,tr_Completion
"“Well, there’s no harm in just going with a friend. I’m sure you could ask Cassie Hiney.” And I could","have asked Cassie Hiney, who was actually perfectly nice and pleasant and cute, despite having a fantastically unfortunate last name.","have asked Cassie Hiney, but I didn't want to. I wanted to go with someone who would make the experience more enjoyable, someone who would laugh and joke with me, not just sit there looking bored. And besides, I had already asked someone else, someone who had agreed to go with me, someone who was now standing in front of me, looking at me with a mixture of excitement and nervousness. ""So, are you ready to go?"" I","“Ờ, đi cùng một người bạn thì có sao đâu con. Chắc chắn con có thể mời Cassie Hiney mà.” Dám là tôi mời Cassie Hiney lắm chứ,","một cô bạn thực sự dễ mến, thân thiện và xinh lung linh, nhưng ngặt nỗi bạn ấy lại mang một cái họ vô địch về độ nhạy cảm[3].","nhưng tôi biết là mẹ tôi sẽ không đồng ý đâu. Mẹ tôi luôn muốn tôi chơi với những người bạn ""đúng chuẩn"" mà mẹ tôi đã chọn cho tôi, chứ không phải là một người bạn như Cassie Hiney, người mà mẹ tôi cho là ""không phù hợp"" với tôi.","—Bueno, no hay nada malo en ir con una amiga. Seguro que podrías pedírselo a Cassie Hiney. Sí, podría habérselo pedido","a Cassie Hiney, que era muy maja, simpática y guapa, pese a su tremendamente desafortunado apellido, que en inglés significa «culo».","—Bueno, no hay nada malo en ir con una amiga. Seguro que podrías pedírselo a Cassie Hiney. Sí, podría habérselo pedido","“Bir arkadaşla gitmenin bir zaran olmaz. Eminim, Cassie Hiney'yi davet edebilirsin.” Olağanüstü talihsiz bir","soyadı olmasına rağmen, aslında gayet hoş, güzel ve sevimli olan Cassie Hiney’yi1 davet edebilirdim.","bir talihsizlik, Cassie Hiney'nin o gün evde olmamasıydı. Arkadaşım, daveti kabul edemeyeceğini söyledi. Ben de tek başıma gitmek zorunda kaldım."
I was trying to think of another one when we all three simultaneously saw the human-shaped container of anabolic steroids known as Chuck Parson walking toward us with some intent. Chuck,"Parson did not participate in organized sports, because to do so would distract from the larger goal of his life: to one day be convicted of homicide. “Hey, faggots,” he called.","was a behemoth of a man, with biceps the size of small planets and a grin that could charm the chrome off a bumper. His eyes gleamed",Tôi đang nghĩ dở vế tiếp theo thì cả ba thằng cùng trông thấy cái bình đựng hoóc-môn tăng cơ có hình dạng con người tên là Chuck Parson đang hằm hằm tiến lại phía chúng tôi. Chuck,"Parson không chơi trong đội thể thao nào cả vì như thế sẽ làm xao nhãng mục tiêu to tát của đời nó: một ngày nào đó được kết tội giết người. “Này, mấy thằng ái kia,” nó gọi.","Parson là một trong những người bạn thân thiết nhất của tôi, nhưng tôi không thể không cảm thấy một chút lo lắng khi nhìn thấy anh ta. Anh ta có một vẻ ngoài rất hung hăng và luôn sẵn sàng gây chiến. Tôi biết rằng anh ta không phải là người dễ bị kích động, nhưng tôi cũng biết rằng anh ta không phải là người dễ bị khuất phục.",Estaba pensando en otra ocurrencia cuando los tres a la vez vimos al bote de esteroides anabólicos con forma humana conocido como Chuck Parson acercándose a nosotros con algún,"propósito. Chuck Parson no participaba en deportes de grupo porque eso lo distraería de su principal objetivo en la vida: que algún día lo condenaran por homicidio. —Hola, maricas —dijo.",I can't help you with that.,"Başka bir tane düşünmeye çalışıyordum ki hepimiz o anda, bize doğru bir amaçla yürüyen ve Chuck Parson olarak tanınan insan şeklindeki anabolik steroit kabım","gördük. Chuck Parson sporlara katılmazdı çünkü bu, dikkatini hayatının en büyük amacından başka yöne çekerdi: bir gün cinayetten mahkûm edilmek. “Hey, ibneler,” diye seslendi.","ile karşılaştık. Chuck, bir futbol oyuncusuydu ve her zaman agresif bir şekilde davranıyordu. Bize doğru yürürken, yüzünde bir gülümseme vardı, ama bu gülümseme bir tehdit gibi görünüyordu. Hepimiz onunla karşılaşmaktan çekiniyorduk, çünkü onun agresif davranışlarından korkuyorduk."
"“Chuck,” I answered, as friendly as I could muster. Chuck hadn’t given us any serious trouble in a couple years—someone in cool kid land",laid down the edict that we were to be left alone. So it was a little unusual for him even to talk to us.,"had finally decided to let him be, and he’d lost interest in tormenting us. “What’s up?”","“Chào Chuck,” tôi đáp, dàn hòa cầu thân hết mức có thể. Mấy năm nay Chuck không xích mích gì nghiêm trọng với bọn tôi–có đứa trong đám có",máu mặt đã phán rằng như thế là bọn tôi được yên thân. Thế nên khi chính Chuck bắt chuyện với bọn tôi thì điều này có vẻ kì kì.,thể. Mấy năm nay Chuck không xích mích gì nghiêm trọng với bọn tôi–có đứa trong đám có,"—Chuck —le contesté lo más amigablemente que pude. Chuck no nos había causado ningún problema grave en los dos últimos años, porque alguien","del bando de los guays había dado la orden de que nos dejaran en paz, así que Chuck ni siquiera nos dirigía la palabra.","le había dado una paliza que lo dejó en el hospital durante tres semanas. Desde entonces, Chuck se había calmado un poco y ya no era tan problemático. Sin embargo, todavía tenía un aire de bravucón que no me gustaba nada.","Rol yapabileceğim kadar arkadaşça, “Chuck,” diye karşılık verdim. Chuck birkaç yıldır bize ciddi bir sorun yaratmıyordu...","havalı çocuklar ülkesinden biri, rahat bırakılmamız gerektiğiyle ilgili bir ferman çıkarmıştı. Yani bizimle konuşması bile biraz tuhaftı.","ve bu durum beni endişelendirmişti. Onu bir süre izledim ve sonra yanına giderek, ""Chuck, neyin peşindesin?"" diye sordum. Bana bir bakış attı ve ""Hiçbir şey, sadece etrafı kolaçan ediyorum,"" dedi. Ona inanmadım ve ""Chuck, bana gerçeği söyle,"" dedim. Bana bir süre baktı, sonra ""Tamam, sana söyleyeceğim,"""
"It was so pathetically easy to forget about Chuck, to talk about prom even though I didn’t give a shit about prom. Such was life that morning:","nothing really mattered that much, not the good things and not the bad ones. We were in the business of mutual amusement, and we were reasonably prosperous.","Such was life that morning: a fragile, fleeting thing, like a whispered secret that only the wind could hear. And yet, we talked about prom, about dresses","Dễ như bỡn thế là đã quên được Chuck, để say sưa bàn tán về buổi dạ hội dù tôi chẳng mảy may quan tâm đến nó. Cái sự đời sáng ngày hôm ấy: chẳng có","gì thực sự quá hệ trọng, cả chuyện tốt lẫn chuyện xấu. Chúng tôi bận mỗi việc mua vui tiêu khiển cho nhau, và chúng tôi đã ung dung hào phóng một cách rất chính đáng.","gì đáng nói, nhưng tôi lại thấy nó rất thú vị. Tôi đã dành cả buổi sáng để lắng nghe những câu chuyện về buổi dạ hội, về những người đã tham gia, về những gì đã xảy ra. Mọi người đều rất hào hứng, và tôi cũng không thể không bị lôi cuốn vào không khí đó.","Era patéticamente fácil olvidarse de Chuck y hablar del baile de graduación, aunque me importaba una mierda. Así era la vida","aquella mañana: nada importaba demasiado, ni las cosas buenas ni las malas. Nos dedicábamos a divertirnos, y nos iba razonablemente bien.","en el instituto, donde la gente se preocupaba más por las fiestas y los deportes que por las personas que realmente importaban. Me sentía como si estuviera viviendo en una burbuja, donde nada parecía tener sentido. Pero, de alguna manera, todos parecían aceptarlo como normal. Incluso yo mismo me encontraba hablando del baile de graduación como si fuera lo más importante del mundo, cuando en",Chuck’ı boş verip hiç umurumda olmamasına rağmen baloyla ilgili konuşmak acınacak derecede kolaydı. O sabah hayat böyleydi:,"Hiçbir şey o kadar önemli değildi, iyi şeyler de, kötü şeyler de. Müşterek eğlence içindeydik ve epey başarılıydık.","her şey çok saçma geliyordu. Balo gibi bir şeyin olacağına inanamıyordum. Chuck'ın beni davet etmesine de inanamıyordum. Ama en çok, Chuck'ın beni davet etmesine rağmen, benim onu boş verip hiç umurumda olmamasına rağmen, baloyla ilgili konuşmanın bu kadar kolay olmasına inanamıyordum."
"“You just gotta tell her, man,” I said. “You just gotta say, ‘Angela, I really like you, but there’s something you need to","know: when we go to my house and hook up, we’ll be watched by the twenty-four hundred eyes of twelve hundred black Santas.”","know. I'm not who you think I am. I'm not even sure who I am myself, but I know I'm not the guy you deserve. You deserve someone who can be honest with you, who can be himself around you. I'm just a fake, a pretender, a guy who's been living a lie for so long I don't even know what's real anymore. I don't want to hurt you, Angela. I really don't. But","“Ông chỉ việc nói với Angela thôi,” tôi nói. “Đại loại như, ‘Angela này, tớ thực sự thích cậu, nhưng có điều này cậu cần phải biết: khi ở","trong nhà tớ và dính lấy nhau, tụi mình sẽ được quan sát bằng hai ngàn bốn trăm con mắt của một ngàn hai trăm ông già Noel da đen.","nhà, tớ sẽ không bao giờ để cậu vào phòng tắm của tớ, và cậu không được phép chạm vào bất kỳ thứ gì trong phòng tắm của tớ, kể cả khi cậu đang cố gắng giúp tớ. Và tớ cũng không muốn cậu nói chuyện với bất kỳ ai trong gia đình tớ về việc này, vì tớ không muốn họ biết về việc tớ đang hẹn hò với một người như cậu.""</continuation","—Solo tienes que contárselo, tío —le dije—. Solo tienes que decirle: «Angela, me gustas, de verdad, pero hay algo que tienes","que saber: cuando vayamos a mi casa y nos enrollemos, dos mil cuatrocientos ojos de mil doscientos Santa Claus negros nos observarán».","que saber. No soy el hombre adecuado para ti. No puedo ofrecerte lo que mereces. Lo siento, Angela, pero es la verdad». —Me miró con una mezcla de sorpresa y tristeza, y luego asintió con la cabeza. —Tienes razón, tío. Lo siento. —No hay nada que sentir, Angela. Solo es la verdad. —Sí, supongo que sí. —","“Dostum, Angela’ya söylemelisin,” dedim. “Demen gereken şu: ‘Angela, senden gerçekten hoşlanıyorum ama bilmen gereken bir şey var:","Evime gidip oynaştığımızda, bin iki yüz zenci Noel babamn iki bin dört yüz gözü tarafından izleniyor olacağız.",ben bir vampirim ve seni ısırmak istiyorum.'
"I laughed awkwardly, then walked over and knelt by the window, my face inches from hers. I couldn’t imagine why she was here, in my window, like this. “To what do","I owe the pleasure?” I asked. Margo and I were still friendly, I guess, but we weren’t meet-in-the-dead-of-night-wearing-black-face-paint friendly. She had friends for that, I’m sure. I just wasn’t among them.","I owe this unexpected visit?"" I asked, trying to sound casual despite the racing of my heart. She smiled, her eyes sparkling with mischief, and leaned in closer, her breath whispering against my ear. ""I heard you needed some company,"" she whispered, her voice sending shivers down my spine. I swallowed hard, my mind racing with questions, but before I could ask any of them, she leaned back and gazed at me with an impish grin. ""Besides","Tôi cười như mếu, rồi đi đến cửa sổ và quì xuống, mặt tôi chỉ cách mặt cô ấy vài phân. Tôi không thể hiểu được sao cô ấy lại ở đây, bên cửa sổ phòng tôi, như thế này. “Sao tớ lại","có vinh hạnh này đây?” tôi hỏi. Margo và tôi vẫn là bạn bè, tôi nghĩ thế, nhưng không phải kiểu bạn gặp-nhau-lúc-nửa-đêm-với-bộ-mặt-bôi-đen. Tôi dám chắc cô ấy có bạn bè cho kiểu hoàn cảnh này. Và tôi không nằm trong số bạn đó.","đi đến đây thế này nhỉ?” Cô ấy nhìn tôi với đôi mắt trong veo, như thể đang cố gắng tìm kiếm một điều gì đó trong tâm hồn tôi. Tôi cảm thấy tim mình đập nhanh hơn, như thể đang cố gắng bắt kịp nhịp đập của trái tim cô ấy. “Tôi không biết,” tôi trả lời, giọng nói run rẩy. “Nhưng tôi rất vui vì cô ấy ở đây.” Cô ấy","Me reí con torpeza y luego me acerqué a la ventana, me arrodillé y me coloqué a solo unos centímetros de su cara. No podía imaginarme por qué estaba allí, en mi ventana, y con la cara pintada. —¿A qué debo","el placer? —le pregunté. Margo y yo seguíamos teniendo buen rollo, supongo, pero no hasta el punto de quedar en plena noche con la cara pintada de negro. Para eso ya tenía a sus amigos, seguro. Yo no estaba entre ellos.","el honor de tu visita? —pregunté con una sonrisa, intentando parecer tranquilo a pesar de la sorpresa. Ella me miró con una expresión seria, sus ojos brillando en la oscuridad. —He venido a hablar contigo —dijo con una voz baja y misteriosa. Me sentí un escalofrío recorrer mi espalda mientras ella se acercaba un poco más","Tuhaf bir şekilde, güldüm, sonra oraya doğru yürüdüm, pencerenin kenarına diz çöküp oturdum, yüzüm onunkine çok yalandı. Neden burada, penceremde, bu şekilde olduğunu tahmin edemedim. “Bu şerefi neye","borçluyum?” diye sordum. Margo’yla hâlâ samimiydik, sanırım ama “gecenin köründe siyah boyalı bir yüzle buluşma” ayarlayacak kadar değil. Bunun için de arkadaşları olduğuna «minim. Sadece ben onların arasında değildim.","borçluyum?” diye sordum. “Sana bir şey borçlu olduğumu bilmiyordum.” “Borçlu değilsin,” dedi. “Ama ben sana bir şey borçluyum. Seninle konuşmak istiyorum.” “Neden?” diye sordum. “Çünkü seni seviyorum,” dedi. “Seni seviyorum ve seninle konuşmak istiyorum.”"
"Margo faltered for only the briefest moment. “Dad, to answer that question would take hours","of backstory, and I know that you’re probably very tired, so just go back t—”","of tedious explanation, and even then, it would be impossible to fully convey the complexity of the situation. But I'll try to give you the short version, Dad.""",Margo thoáng hoảng hồn trong một tích tắc vô cùng ngắn. “Giải thích đầu,"đuôi dài dòng lắm ạ, bây giờ chắc bố mệt rồi thì đi ng...","đầu tiên, tôi không biết gì về việc này cả. Tôi chỉ biết là tôi đã bị bắt cóc và bị đưa đến một nơi xa lạ. Tôi không biết ai là người đã làm việc này và tại sao họ lại làm như vậy. Tôi chỉ biết là tôi phải tìm cách thoát khỏi đây và trở về nhà.","Margo dudó solo un instante. —Papá, responderte a esa pregunta exigiría","horas y sé que seguramente estás muy cansado, así que vuelve a…","una explicación muy larga y complicada. ¿Podemos hablar de ello más tarde? —preguntó, intentando cambiar de tema.","Margo çok kısa bir an bocaladı. “Baba, bu soruya cevap vermek saatler boyu","hikâye anlatmamı gerektirir ve biliyorum ki muhtemelen çok yorgunsun, yani sadece geri dö...","sürer” dedi. “Ama sana bir şey söyleyeyim. Benim için en önemli şey, senin mutlu olmandır. Senin için en önemli şey, benim mutlu olmamı istemen. Ve ben, senin mutlu olmanı istemekten başka bir şey istemiyorum.”"
"“Yeah, I know,” Margo answered. “There’s school tomorrow and the day after that, and thinking about that too long could make a","girl bonkers. So, yeah. It’s a school night. That’s why we’ve got to get going, because we’ve got to be back by morning.”","person go crazy. But I don't want to think about that right now. I want to think about the present moment, and the fact that we're here, together, in this beautiful place. Let's just enjoy it, okay?""","“Ừa, tớ biết chứ,” Margo đáp. “Mai phải đi học, ngày kia cũng thế, cơ mà con trai suy đi tính lại lâu la có thể khiến con gái","cáu điên lên đấy. Rồi, coi như đây là trường học ban đêm đi. Thế nên bây giờ chúng ta đi, vì phải trở về trước khi trời sáng.","nhớ mãi không quên được đâu. Tớ sẽ cố gắng hết sức để khiến cậu ấy phải nhớ đến tớ.""","—Sí, lo sé —me contestó Margo—. Mañana tenemos clase, y pasado mañana, y si lo pienso demasiado, acabaré zumbada. Así que","sí, es una noche antes de clase. Por eso tenemos que irnos ya, porque tenemos que estar de vuelta por la mañana.","me voy a ir a casa, voy a hacer mis deberes y voy a intentar no pensar en ello. ¿Quieres venir conmigo?","Margo, “Evet, biliyorum,” diye karşılık verdi. ‘Yarın okul var ve ondan sonraki gün de, bunun üzerine çok uzun süre düşünmek","bir kıza keçileri kaçırtabüir. Yani evet, yann okul var. Başlamak zorunda olmamızın nedeni de bu, çünkü sabah geri dönmüş olmalıyız.","istemiyorum. Yarın okulda ne olacağını bilmiyorum, ama bugün burada olmak istiyorum. Seninle birlikte olmak istiyorum."""
"And so I went. I slid out the window, and we ran along the side of my house, heads down, until we opened the doors of the minivan. Margo whispered not to close the doors—too much noise—so with the doors open, I put it in neutral, pushed off the cement with my foot, and then let","the minivan roll down the driveway. We rolled slowly past a couple houses before I turned on the engine and the headlights. We closed the doors, and then I drove through the serpentine streets of Jefferson Park’s endlessness, the houses all still new-looking and plastic, like a toy village housing tens of thousands of real people.","the minivan roll down the driveway, past the house, and into the street. We didn't stop until we were a few blocks away, and then I put it in park and we both got out, laughing and breathless. Margo grinned at me and said, ""That was awesome!"" and I couldn't help but agree. We stood there for a moment, catching our breath and looking around at the dark, quiet neighborhood. Then Margo said, ""Okay,","Và thế là tôi đi. Tôi lặng lẽ nhảy qua cửa sổ, và chúng tôi khom người chạy dọc hông nhà, cho đến khi mở được cửa chiếc minivan. Margo thì thầm bảo đừng đóng cửa xe–như vậy gây tiếng động quá lớn–thế là với cửa xe để mở, tôi không khởi động xe mà thò chân ra đẩy xuống nền xi-măng, để xe từ từ lăn xuống","đường. Chúng tôi chầm chậm qua mấy ngôi nhà rồi tôi mới khởi động máy và bật đèn. Chúng tôi đóng cửa xe, và tôi bắt đầu lái qua những con phố ngoằn ngoèo tưởng như vô tận của khu Jefferson Park, những căn nhà còn mới và bằng chất dẻo, trông như một ngôi làng đồ chơi với hàng chục ngàn con người bằng xương bằng thịt.","đường. Chúng tôi lăn bánh một đoạn, cho đến khi Margo bảo tôi có thể khởi động xe. Chúng tôi đi qua một vài con phố, cho đến khi Margo bảo tôi rẽ vào một con đường nhỏ. Chúng tôi đi dọc theo con đường đó, cho đến khi Margo bảo tôi dừng lại trước một ngôi nhà nhỏ.","Y fui. Salté por la ventana y corrimos por la pared lateral de mi casa con la cabeza agachada hasta que abrimos las puertas del monovolumen. Margo me susurró que no cerrara las puertas —demasiado ruido—, así que, con las puertas abiertas, puse el coche en punto muerto, empujé con el pie en el asfalto, y el monovolumen","rodó por el camino. Avanzamos despacio hasta dejar atrás un par de casas y luego encendí el motor y las luces. Cerramos las puertas y conduje por las sinuosas calles de la interminable Jefferson Park, con sus casas que todavía parecían nuevas y de plástico, como un pueblo de juguete que albergara decenas de miles de personas reales.","se deslizó cuesta abajo por la calle vacía, con las puertas abiertas, hasta que llegamos a la esquina de la calle siguiente. Allí, Margo me indicó que parara y se bajó del coche. Me dijo que la esperara allí, que iba a buscar algo. Me quedé sentado en el coche, con el motor apagado, esperando a que regresara.","Ben de gittim. Pencereden dışarı doğru kaydım ve arabanın kapılarım açana kadar, evimin yan tarafı boyunca başımız aşağıda koştuk. Margo kapılan kapatmamam için fısıldadı çok ses yapacaktıve öylece açık kapılarla, arabayı boşa alıp ayağımla ittim ve garaj ile cadde arasındaki","yoldan kaydırdım. Ben motoru ve farları açma dan önce, birkaç evin önünden yavaşça geçtik. Kapıları kapattık ve sonra Jefferson Park’m sonsuzluğunun kıvrımlı sokaklarında arabayı sürdüm, evlerin hepsi hâlâ yeni görünümlü ve plastikti, on binlerce gerçek insanın barındığı oyuncak bir köy gibi.","dar yol boyunca arabayı ittim. Margo kapının yan tarafında koşuyordu ve ben de arabayı itiyordum. Sonunda caddeye ulaştık ve arabayı durdurduk. Margo kapıyı açtı ve içeri girdi. Ben de arkasından girdim ve kapıyı kapattım. Margo bana döndü ve ""Gidelim"" dedi. Ben de başımı salladım ve arabayı çalıştırdım."
"Margo managed to speak in her usual manic soliloquy without answering my question. “Did you know that for pretty much the entire history of the human species, the average life span was less than thirty years? You could count on ten years or so of real adulthood, right? There was no planning for retirement. There was no planning for a career. There was no planning. No time for planning. No time for a future. But then the life spans started getting longer, and people started having more and","more future, and so they spent more time thinking about it. About the future. And now life has become the future. Every moment of your life is lived for the future—you go to high school so you can go to college so you can get a good job so you can get a nice house so you can afford to send your kids to college so they can get a good job so they can get a nice house so they can afford to send their kids to college.”","more and longer, getting started life spans the then But future. a for time No planning. for time No career. a for planning No retirement. for planning No was There adulthood, real of so or ten years count on could You species, human the of history entire pretty much for know you Did “ soliloquy manic usual her in speak to managed Margo","Margo đáp bằng kiểu độc thoại xen lẫn chút hưng phấn quen thuộc mà không trả lời trực tiếp câu hỏi của tôi. “Cậu biết không, từ xưa lắc xưa lơ và kéo dài rất lâu trong lịch sử nhân loại, tuổi thọ trung bình của con người chưa đến ba mươi. Tức là người ta có khoảng mười năm của tuổi trưởng thành, phải không? Như thế tức là chẳng cần lập kế hoạch nghỉ hưu. Chẳng có kế hoạch xây dựng sự nghiệp nữa. Chẳng có khái niệm lên kế hoạch. Làm gì có thời gian để lên kế hoạch. Không có thời gian cho tương lai. Nhưng rồi vòng","đời bắt đầu dài dần ra, con người bắt đầu có nhiều cái gọi là tương lai hơn, thế là họ dành nhiều thời gian nghĩ đến nó hơn. Nghĩ về tương lai. Và bây giờ sự sống đã trở thành tương lai rồi. Mỗi khoảnh khắc trong đời cậu đều sống vì tương lai–cậu học phổ thông để có thể vào đại học để có được công việc tốt để mua được nhà đẹp để kiếm được tiền lo cho con cái cậu vào đại học để chúng có được công việc tốt để chúng mua được nhà đẹp để chúng kiếm được tiền lo cho con cái chúng vào đại học.”","đời thay đổi. Tuổi thọ tăng lên. Và rồi khái niệm về tương lai xuất hiện. Con người bắt đầu nghĩ về những gì sẽ xảy ra sau này, và họ bắt đầu lập kế hoạch cho tương lai. Họ xây dựng sự nghiệp, lập kế hoạch nghỉ hưu, và nghĩ về những gì họ muốn đạt được trong cuộc sống. Và rồi, khái niệm về thời gian cũng thay đổi. Con người bắt đầu nghĩ về thời gian như một","Margo se las arregló para soltarme uno de sus habituales monólogos frenéticos sin contestar a mi pregunta. —¿Sabías que, durante casi toda la historia de la especie humana, el promedio de vida ha sido inferior a treinta años? Disponían de unos diez años de vida adulta, ¿no? No planificaban su jubilación. No planificaban su carrera profesional. No planificaban nada. No tenían tiempo para hacer planes. No tenían tiempo para pensar en el futuro. Pero luego las expectativas de vida empezaron a aumentar y la gente empezó a tener cada vez","más futuro, así que pasaba más tiempo pensando en él. En el futuro. Y ahora la vida se ha convertido en el futuro. Vives cada instante de tu vida por el futuro… Vas al instituto para poder ir a la universidad, y así podrás encontrar un buen trabajo, y así podrás comprarte una bonita casa, y así podrás permitirte mandar a tus hijos a la universidad para que puedan encontrar un buen trabajo y así puedan comprarse una bonita casa y así puedan permitirse mandar a sus hijos a la universidad.","más tiempo para pensar en el futuro. Y entonces, la gente empezó a planificar su vida, a pensar en su jubilación, a planificar su carrera profesional. Y entonces, la gente empezó a tener más tiempo para hacer planes. Y entonces, la gente empezó a tener más tiempo para pensar en el futuro. Pero luego, la gente se dio cuenta de que no tenía tiempo para hacer planes, porque la vida es muy corta. Y entonces,","Margo her zamanki delice monologunda soruma cevap vermeden konuşmayı başardı. “Neredeyse tüm insanlık tarihinde, ortalama yaşam süresinin otuz yıldan az olduğunu biliyor muydun? On yıl falan gerçek yetişkinlik yaşayacağına güvenebiliyormuşsun, değil mi? Emekliliği planlamak yokmuş. Kariyer planlamak yokmuş. Planlamak yokmuş. Plan yapmak için zaman yokmuş. Gelecek için zaman yokmuş. Ama sonra yaşam süreleri uzamaya başlamış ve insanlar gittikçe daha fazla geleceğe sahip","olmaya başlamış ve böylece konu hakkında düşünmek için daha fazla zaman harcamışlar. Gelecek hakkında. Ve şimdi hayat gelecek haline geldi. Hayatının her anı gelecek için yaşanıyor... liseye gidiyorsun ki üniversiteye gidebilesin, böylece iyi bir iş bulabilesin ki güzel bir ev alabilesin, böylece çocuklarını üniversiteye göndermeyi karşılayabilesin ki çocukların iyi bir iş bulabilsin, böylece güzel bir ev alabilsinler ki çocuklarını üniversiteye göndermeyi karşılayabilsinler.",olmaya başlamışlar. İnsanlar geleceği planlamaya başlamışlar. Kariyer planlamaya başlamışlar. Emekliliği planlamaya başlamışlar. Plan yapmak için zamanı olmuş. Gelecek için zamanı olmuş. Ama sonra yaşam süreleri uzamaya devam etmiş ve insanlar gittikçe daha fazla geleceğe sahip olmaya başlamışlar. İnsanlar geleceği planlamaya devam etmişler. Kariyer planlamaya devam etmişler. Em
