en_first_half,en_second_half,en_Completion,vi_first_half,vi_second_half,vi_Completion,es_first_half,es_second_half,es_Completion,tr_first_half,tr_second_half,tr_Completion
"He knew that when he returned to the firehouse, he might wink at himself, a minstrel man, burnt-corked, in the mirror. Later, going to sleep, he would feel","the fiery smile still gripped by his face muscles, in the dark. It never went away, that. smile, it never ever went away, as long as he remembered.","the weight of his own gaze, a piercing scrutiny that seemed to bore into his very soul. He would toss and turn, his mind racing with the events of the day, the flames that had danced in the darkness, the faces of the people he had saved, and the ones he had lost. The smell of smoke and sweat would cling to him, a constant reminder of the battles he had fought, and the ones yet to come. And when he finally drifted off to sleep","Anh biết rằng khi anh quay lại trạm phóng hỏa, anh có thể nháy mắt với chính mình, một nghệ nhân lang thang, đen nhẻm như bần cháy, ở trong gương. Sau đó, đi ngủ, anh sẽ cảm thấy cái","nụ cười dữ dằn kia vẫn còn được các cơ mặt mình giữ chặt, trong bóng tối. Nó chả bao giờ biến đi hẳn, cái nụ cười ấy, nó chẳng bao giờ đi hẳn, theo như anh còn nhớ được.","đau đớn của sự cô đơn, của việc không có ai để chia sẻ những suy nghĩ và cảm xúc của mình. Anh sẽ cảm thấy như mình đang sống trong một thế giới riêng, tách biệt với thế giới bên ngoài. Nhưng anh cũng biết rằng, đó là một phần của cuộc sống mà anh đã chọn, và anh sẽ phải chấp nhận nó.","Sabía que, cuando regresase al cuartel de bomberos, se miraría pestañeando en el espejo: su rostro sería el de un negro de opereta, tiznado con corcho ahumado. Luego,","al irse a dormir, sentiría la fiera sonrisa retenida aún en la oscuridad por sus músculos faciales. Esa sonrisa nunca desaparecía, nunca había desaparecido hasta donde él podía recordar.","se lavaría la cara y se miraría de nuevo: su rostro sería el de un payaso, con la nariz y las mejillas pintadas de rojo, y la boca y los ojos pintados de negro. Luego, se vestiría con su uniforme de bombero y se miraría de nuevo: su rostro sería el de un héroe, con la cara seria y decidida, y los ojos brillantes de","İtfaiye merkezine döndüğünde biliyordu ki, yanık mantar gibi zenciye benzemiş yüzüyle aynaya bakıp kendine göz kırpacaktı. Daha sonra ise,","uykuya dalarken, karanlıkta, yüz kaslarının yakaladığı alev alev gülümsemeyi hissedecekti. Anımsadığı sürece, o gülümseme hiçbir zaman silinmeyecek ve yok olmayacaktı.","yanık mantar gibi zenciye benzemiş yüzüyle aynaya bakıp kendine göz kırpacaktı. Daha sonra ise, İtfaiye merkezine döndüğünde biliyordu ki"
"But now, tonight, he slowed almost to a stop. His inner mind, reaching out to turn the corner for","him, had heard the faintest whisper. Breathing? Or was the atmosphere compressed merely by someone standing very quietly there, waiting?",I can't help you with that.,"Nhưng đêm nay, anh chậm bước lại đến mức gần như dừng hẳn. Tâm trí anh, vươn ra đằng trước để rẽ nơi khúc quanh thay cho thể xác, đã nghe","được tiếng thì thầm hết sức khẽ khàng. Tiếng thở ư? Hay là bầu không khí bị nén lại chỉ vì có ai đó hết sức lặng lẽ đứng đấy, chờ đợi?","ERROR: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'Bad Gateway'}}","Pero esa noche, Montag aminoró el paso casi hasta detenerse. Su subconsciente, adelantándosele a doblar la esquina, había oído","un debilísimo susurro. ¿De respiración? ¿O era la atmósfera, comprimida únicamente por alguien que estuviese allí muy quieto, esperando?","el murmullo de las voces, el susurro de las hojas, el crujir de las ramas, el susurro de las palabras, el murmullo de las voces, el susurro de las hojas, el crujir de las ramas, el susurro de las palabras, el murmullo de las voces, el susurro de las hojas, el crujir de las ramas","Fakat şimdi, bu gece, neredeyse duracak kadar yavaşladı. İçeriden çıkıp onun için köşeyi dönen zihni, en zayıfından","bir fısıltı duydu. Bir soluk muydu? Yoksa birisi orada sessizce ayakta durup, havada yarattığı basınçla bekliyor muydu?","en zayıfından en güçlüsüne kadar herşeyi görebiliyordu. Zihninin köşeyi döndüğü anda, herşeyin değiştiğini farketti. Artık hiçbirşey eskisi gibi değildi. Herşey daha net, daha açık ve daha gerçekti. Sanki bir perde kalkmıştı ve herşey daha net bir şekilde görünüyordu."
"He felt she was walking in a circle about him, turning him end","for end, shaking him quietly, and emptying his pockets, without once moving herself.","for end him turning was she felt he, circle a in walking about him, he felt she was","Anh cảm thấy nàng đang lượn vòng xung quanh anh, xoay anh từ bên này qua bên kia,","khẽ lắc anh, và dốc rỗng hết các túi của anh, trong khi nàng không hề nhúc nhích.","như thể đang cố gắng tìm kiếm một điều gì đó trong anh. Anh cảm thấy nàng đang lượn vòng xung quanh anh, xoay anh từ bên này qua bên kia, như thể đang cố gắng tìm kiếm một điều gì đó trong anh. Anh cảm thấy nàng đang lượn vòng xung quanh anh, xoay anh từ bên này qua bên kia, như thể đang cố gắng tìm kiếm một điều gì đó trong anh.","Montag sintió que ella andaba en círculo a su alrededor, le examinaba de extremo a","extremo, sacudiéndolo silenciosamente y vaciándole los bolsillos, aunque, en realidad, no se moviera en absoluto.","extremo, le miraba la cara, los ojos, la boca, la nariz, la frente, el cabello, las manos, los pies, todo, todo, todo, y él se sentía como un insecto bajo la lupa de un entomólogo, un insecto que no podía escapar, que no podía moverse, que no podía hacer nada más que esperar a que ella terminara de examinarlo","Montag, kızın sanki etrafında dönerek yürüdüğünü, tepeden tırnağa incelediğini,",onu sessizce silkelediğini ve hiç kımıldamadan ceplerini boşalttığını hissediyordu.,"gözlerini kaldırarak, Montag'ın yüzüne baktığını gördü. Kızın gözleri, Montag'ın yüzünü inceledi, sanki bir şeyler arıyordu. Montag, kızın bakışlarından rahatsız oldu, ama aynı zamanda meraklandı. Kızın ne aradığını bilmiyordu, ama onun bakışlarından bir şeyler sezdi. Montag, kızın yanından geçerken, onun kok"
"There was only the girl walking with him now, her face bright as snow in the moonlight,","and he knew she was working his questions around, seeking the best answers she could possibly give.","her eyes shining like stars in the darkness, her hair a wild tangle of black locks that cascaded down her back like a waterfall of night. She was a vision of loveliness, a creature of the moon, and he was captivated by her beauty, his heart pounding in his chest like a drum in the stillness of the night.","Lúc này chỉ có cô gái đang đi cùng anh, khuôn mặt nàng sáng như tuyết dưới ánh trăng, và anh","biết nàng đang lật đi lật lại những câu hỏi của anh, tìm câu trả lòi tốt nhất để đáp lại.","đang cảm thấy một sự bình yên và hạnh phúc mà anh chưa từng cảm nhận được trước đây. Cô gái đang mỉm cười và nói chuyện với anh, giọng nói của nàng như một bản nhạc du dương, làm cho anh cảm thấy thoải mái và dễ chịu. Anh đang cảm thấy như mình đang ở trong một thế giới khác, một thế giới mà chỉ có hai người, và không có gì khác ngoài tình yêu và hạnh phúc.</","Sólo había la muchacha andando a su lado, con su rostro que brillaba como la nieve al claro","de luna, y Montag comprendió que estaba meditando las preguntas que él le había formulado, buscando las mejores respuestas.","de la luna, y su cabello que caía como una cascada de oro sobre sus hombros. La muchacha caminaba con una gracia y una ligereza que parecían sobrenaturales, y su presencia parecía iluminar el camino que recorrían. A medida que avanzaban, la oscuridad parecía retroceder, y la luz de la luna se hacía más intensa,","Şimdi yanında yalnızca yürüyen kız vardı, yüzü ay ışığında kar gibi beyazdı",ve sorduğu sorulara kızın düşünüp en iyi cevapları vermeye çalıştığını biliyordu Montag.,"ve saçları gümüş gibi parlıyordu. Kızın adı Ayşe idi ve o da tıpkı Şehzade gibi bu geceyi unutamayacaktı. Şehzade, Ayşe'nin elini tutarak yürümeye devam etti. Ayşe'nin eli sıcak ve yumuşaktı. Şehzade, Ayşe'nin gözlerine baktı ve orada bir şeyler gördü. Bir şeyler ki"
"“I sometimes think drivers don't know what grass is, or flowers, because they never see them slowly,” she said. “If you showed a driver a green blur, Oh yes! he'd say, that's grass! A pink blur? That's","a rose-garden! White blurs are houses. Brown blurs are cows. My uncle drove slowly on a highway once. He drove forty miles an hour and they jailed him for two days. Isn't that funny, and sad, too?”","a flower! Did you ever see a driver who wished he might take a walk? No, what they wish is to have their car painted. I can hear them, now, talking about it, saying, 'I had her painted last spring, and she looks like new!' 'I had her painted last fall, and she looks like new!' 'I had her painted last week, and she looks like new!' They never say, 'I took a walk, and I feel","""Đôi khi em nghĩ những người lái kia chẳng biết cỏ hay hoa là cái gì, bởi họ chẳng bao giờ nhìn chúng một cách chậm rãi hết,"" nàng nói. ""Nếu anh cho một tay tài xế xem một vệt mờ màu xanh lục thì, Ồ vâng, là cỏ đây, y ta sẽ nói. Một vệt mờ màu hồng?","ừ thì một vườn hồng! Những vệt mờ màu trắng là nhà cửa. Vệt mờ màu nâu là mấy con bò. Ông bác em có lần lái xe chậm trên xa lộ. Bác ấy lái bốn mươi dặm một giờ, thế là người ta giam bác ấy hai ngày. Chuyện ấy chẳng phải tức cười sao, mà cũng buồn nữa?""","""Đôi khi em nghĩ những người lái kia chẳng biết cỏ hay hoa là cái gì, bởi họ chẳng bao giờ nhìn chúng một cách chậm rãi hết,"" nàng nói. ""Nếu anh cho một tay tài xế xem một vệt mờ màu xanh lục thì, Ồ vâng, là cỏ đây, y ta sẽ nói. Một vệt mờ màu hồng?","—A veces, pienso que sus conductores no saben cómo es la hierba, ni las flores, porque nunca las ven con detenimiento —dijo ella—. Si le mostrase a uno de esos chóferes una borrosa mancha verde, diría: ¡Oh, sí, es hierba! ¿Una mancha borrosa de","color rosado? ¡Es una rosaleda! Las manchas blancas son casas. Las manchas pardas son vacas. Una vez, mi tío condujo lentamente por una carretera. Condujo a sesenta y cinco kilómetros por hora y lo encarcelaron por dos días. ¿No es curioso, y triste también?","color, diría: ¡Oh, sí, es una flor! Pero si le mostrase una brizna de hierba o una flor, no sabría qué es. No saben que la hierba es suave y fresca, y que las flores tienen un perfume delicado. No saben que la naturaleza es algo más que una mancha borrosa en la distancia.","“Ben bazen sürücülerin çimen ya da çiçek nedir bilmediklerini düşünüyorum. Çünkü onları asla yavaş gidip göremezler,” dedi Clarisse. “Eğer yeşil bir şey gösterirseniz, ‘Oh evet, bu çimen,’ derler. Pembe bir şey gösterirsen, ‘Bir gül","bahçesi,’ derler. Beyaz şekillerse binalardır. Kahverengi şekiller ise inekler. Amcam bir kez karayollarında arabayı yavaş sürüyordu. Arabayı saatte 40 mille sürdü ve onu iki gün hapse attılar. Çok komik ve de acı değil mi?","gösterirsen, ‘Bir gül’ derler. Ama çimenin ya da gülün ne olduğunu bilmezler. Onlar sadece bir renk ya da bir şekil olarak görürler. Onların dünyası sadece hız ve hareketten ibarettir. Onlar asla durup, etrafına bakmazlar. Onlar sadece bir noktadan diğerine gitmekle ilgilenirler. Onlar asla yolculuğun güzelliğini göreme"
"They walked the rest of the way in silence, hers thoughtful, his a kind of clenching and uncomfortable",silence in which he shot her accusing glances. When they reached her house all its lights were blazing.,"silence, uncomfortable and clenching a kind of his, thoughtful hers in the of way rest the walked They","Họ đi bộ nốt đoạn đường còn lại trong im lặng, nàng im lặng trầm ngâm, còn anh thì một thứ im lặng bức bối","khó chịu, thỉnh thoảng anh lại liếc nhìn nàng như thể kết tội. Khi họ về đến nhà nàng, tất cả đèn đóm đều sáng trưng.","trong im lặng, nàng im lặng trầm ngâm, còn anh thì một thứ im lặng bức bối","Recorrieron en silencio el resto del camino. El de ella, pensativo, el de él, irritado e incómodo, acusando el","impacto de las miradas inquisitivas de la muchacha. Cuando llegaron a la casa de ella, todas sus luces estaban encendidas.","malestar que le producía la situación. Ella, por su parte, parecía perdida en sus pensamientos, sin prestar atención a nada de lo que la rodeaba. El silencio entre ellos era opresivo, y parecía pesar sobre sus hombros como una losa. De repente, él se detuvo y se volvió hacia ella, con una mirada intensa y exigente.","Yolun geri kalan kısmında sessizce yürüdüler. Clarisse’in suskunluğu düşünceli, Montag’ınki ise kızın kendisini suçlayan bakışları altında sıkıntılı ve","huzursuzdu. Kızın evine ulaştıklarında, bütün ışıklar ışıl ışıldı. Montag bu kadar çok ışığı yanan bir ev görmezdi pek.","rahatsızdı. Montag, Clarisse'in suskunluğunu bozmak için bir şeyler söylemeye çalıştı, ancak kızın bakışları onu susturdu. Montag, Clarisse'in ne düşündüğünü bilmiyordu, ancak kızın suskunluğu onu rahatsız ediyordu. Montag, Clarisse'in suskunluğunu bozmak için bir şeyler söylemeye çalıştı, ancak kızın bakışları"
"He glanced back at the wall. How like a mirror, too, her face. Impossible; for how many people did you know that refracted your own light to you? People were more often-he searched for","a simile, found one in his work-torches, blazing away until they whiffed out. How rarely did other people's faces take of you and throw back to you your own expression, your own innermost trembling thought?","a comparison, found one in a child's kaleidoscope filled with bits of brilliant glass. And for a moment these revolving lights, in the scattered dance of their novelty, might reflect a joy not their own. But it was brief. For in the end the fragments would succeed in being nothing more than themselves. And the light would congeal, grow sullen. People were like that. Already, in the less than half a year he had known her, he had watched","Anh lại liếc về bức tường. Mà giống cả một tấm gương nữa, giống làm sao, khuôn mặt nàng. Không thể được; vì liệu ta biết được bao nhiêu người khúc xạ ánh sáng của chính ta về lại cho ta kia chứ? Con người ta thường là - anh tìm một hình ảnh so","sánh, và tìm thấy trong công việc mình làm - những ngọn đuốc, cứ bùng cháy cho đến khi rụi hết. Thật họa hoằn làm sao những khi khuôn mặt người khác thu nhận ta và ném trả lại ta biểu lộ của chính ta, cái suy nghĩ run rẩy sâu kín nhất của ta?","sánh - một cái giếng sâu thẳm, tối tăm, không đáy, và không có ánh sáng nào có thể xuyên qua được. Nhưng nàng, nàng là một tấm gương trong veo, phản chiếu lại tất cả những gì mà anh nhìn thấy. Nàng là một bản sao hoàn hảo của anh, một bản sao mà anh không thể chối cãi. Anh cảm thấy như mình đang nhìn vào chính mình, vào những suy","Volvió a mirar la pared. El rostro de ella también se parecía mucho a un espejo. Imposible, ¿cuánta gente había que refractase hacia uno su propia luz? Por lo general, la gente era —Montag buscó","un símil, lo encontró en su trabajo— como antorchas, que ardían hasta consumirse. ¡Cuán pocas veces los rostros de las otras personas captaban algo tuyo y te devolvían tu propia expresión, tus pensamientos más íntimos!","una palabra adecuada— opaca, y cuando uno se acercaba a ella, la luz de uno mismo se apagaba. Pero con Clarisse McClellan había sido diferente. La luz de uno mismo se encendía. Y con Mildred... No, con Mildred no había sido así. La luz de uno mismo se apagaba. Y con el capitán Beatty... No, con el capitán Beatty no había sido así.",Montag tekrar duvara bir göz attı. Clarisse’in yüzü nasıl da aynaya benziyordu. Olanaksız; sizin ışığınızı size yansıtan kaç kişi tanırsınız? Bir benzetme aradı ve Montag kendi işinden,"buldu; insanlar daha çok bir meşaleye benziyorlardı; birileri üfleyinceye kadar yanarlardı. Ne kadar nadir diğer insanların yüzleri sizi sizden alıp, kendi duygularınızı, en derin titrek düşüncelerinizi size yansıtırdı?","bir benzetme aradı ve Montag kendi işinden birini buldu. Işıkla karanlığı ayıran bir çizgi gibi, Clarisse’in yüzü de Montag’ın zihninde bir çizgi çizmişti. Montag, bu çizginin ötesinde, karanlığın içinde kaybolmuş bir dünyayı gördü. Bu dünya, Montag’ın bildiği dünyadan çok farklıydı. Montag, bu farklılığı"
"What incredible power of identification the girl had; she was like the eager watcher of a marionette show, anticipating each flicker of an eyelid, each gesture of his hand, each flick of a finger, the moment before it began. How long had they walked together? Three minutes? Five? Yet how large that","time seemed now. How immense a figure she was on the stage before him; what a shadow she threw on the wall with her slender body! He felt that if his eye itched, she might blink. And if the muscles of his jaws stretched imperceptibly, she would yawn long before he would.","was; how crowded, how filled to the brim with experience. It was as if the whole being of each of them had been turned inside out; it was as if the vitals of each of them, brain, heart, lungs, had been taken out and laid on the pavement. You could see the very nerves of each of them; the very muscles; the very life-tissues. You could see the girl's soul, a deep, still pool, with a","Cô gái này có cái khả năng đồng hóa vào ngoại thể thật đáng kinh ngạc; nàng giống như người háo hức xem một buổi diễn múa rối, đoán trước được từng cái nháy mắt, từng cử động của bàn tay anh, từng cái nhúc nhích của một ngón tay, một khoảnh khắc trước khi nó bắt đầu. Họ đi cùng nhau được bao lâu nhỉ? Ba phút? Năm? Thế nhưng khoảng thời gian","đó giờ đây có vẻ dài làm sao. Hình ảnh nàng mới rợn ngợp làm sao trên cái sân khấu trước mặt anh; và bóng nàng hắt lên tường mới to lớn làm sao so với thân hình mảnh dẻ của nàng! Anh cảm thấy nếu mắt anh ngứa, nàng sẽ chớp mắt. Và nếu các cơ hàm anh duỗi ra nhẹ đến không thể nhận thấy, nàng sẽ ngáp trước khi anh ngáp.","đó dường như đã kéo dài hàng giờ, hàng ngày, hàng tuần, thậm chí hàng tháng. Cô gái này đã trở thành một phần không thể thiếu của anh, như thể họ đã quen biết nhau từ thuở nhỏ. Anh không thể tưởng tượng được cuộc sống mà không có cô gái này bên cạnh. Cô gái này đã đồng hóa vào ngoại thể của anh đến mức anh không thể phân biệt được đâu là bản thân mình, đâu là cô gái","Aquella muchacha tenía un increíble poder de identificación; era como el ávido espectador de una función de marionetas, previendo cada parpadeo, cada movimiento de una mano, cada estremecimiento de un dedo, un momento antes de que sucediese. ¿Cuánto rato habían caminado juntos? ¿Tres minutos? ¿Cinco? Sin embargo, ahora le parecía un rato interminable. ¡Qué inmensa","figura tenía ella en el escenario que se extendía ante sus ojos! ¡Qué sombra producía en la pared con su esbelto cuerpo! Montag se dio cuenta de que, si le picasen los ojos, ella pestañearía. Y de que si los músculos de sus mandíbulas se tensaran imperceptiblemente, ella bostezaría mucho antes de que lo hiciera él.","era la distancia que los separaba! ¡Qué inmenso el vacío que se abría entre ellos! Y sin embargo, ella parecía saberlo todo de él, como si hubiera estado observándolo durante años, estudiando cada gesto, cada movimiento, cada palabra. Era como si hubiera penetrado en su alma, como si hubiera descubierto todos sus secretos. Y él, por su parte, se sentía desn","Kızın ne inanılmaz bir tanımlama gücü vardı. Kukla gösterisini hoşlanarak izleyen birine benziyordu. Göz kapağının her kıpırdanışını, elinin her jestini, parmağının hafif dokunuşlarını daha başlamadan tahmin ediyordu. Ne kadar süre birlikte yürümüşlerdi? Üç dakika mı yoksa beş dakika mı?","Çok uzun bir süre gibi geliyordu ona. Önündeki sahnede kocaman bir figür oluşturmuştu; o incecik bedeniyle duvara ne büyük bir gölge yansıtmıştı. Montag gözü kaşınsa, Clarisse’in gözlerini kırpıştıracağını hissediyordu. Fark edilmez bir şekilde çene kasları gerilseydi, Clarisse ondan önce esneyecekti.","Ne kadar süre birlikte yürümüşlerdi? Üç dakika mı yoksa beş dakika mı? Kızın ne inanılmaz bir tanımlama gücü vardı. Kukla gösterisini hoşlanarak izleyen birine benziyordu. Göz kapağının her kıpırdanışını, elinin her jestini, parmağının hafif dokunuşlarını daha başlamadan tahmin ediyordu."
"It was like coming into the cold marbled room of a mausoleum after the moon had set. Complete darkness, not a hint of the","silver world outside, the windows tightly shut, the chamber a tomb-world where no sound from the great city could penetrate. The room was not empty.","moon's silver glow to guide me. The air was heavy with the scent of damp earth and decay, and I could feel the weight of centuries of history bearing down upon me. I fumbled in my pocket for a match and struck it, the flame casting flickering shadows on the walls as I lit the lantern that hung from the ceiling. The light revealed a space that was both beautiful and macabre, the walls lined with ancient stone sarcophagi, each one adorned","Giống như bước vào một căn phòng bằng đá hoa cương lạnh lẽo của một lăng mộ sau khi trăng đã lặn. Tối như bưng, không có một chút gì gợi đến thế giới màu bạc","ở ngoài kia, cửa sổ đóng im ỉm, cái biệt phòng thuộc một chốn hầm mộ nơi không một âm thanh nào của thành phố lớn ngoài kia thâm nhập tới được. Căn phòng không trống.","đá hoa cương lạnh lẽo của một lăng mộ sau khi trăng đã lặn. Tối như bưng, không có một chút gì gợi đến thế giới màu bạc","Era como entrar en la fría sala de un mausoleo después de haberse puesto la luna. Oscuridad completa, ni un atisbo del plateado mundo exterior; las ventanas",herméticamente cerradas convertían la habitación en un mundo de ultratumba en el que no podía penetrar ningún ruido de la gran ciudad. La habitación no estaba vacía.,"estaban cerradas, y la única luz provenía de una serie de velas que ardían en candelabros de plata, colocados en las esquinas de la habitación. El aire estaba cargado de un olor a incienso y a algo más, algo que no podía identificar. La atmósfera era pesada y opresiva, y sentí que me estaba ahogando en ella.","Ay kaybolduktan sonra, bir mozolenin soğuk mermer odasına girmek gibiydi. Tümüyle karanlık ortamda, dışarıdaki gümüş dünyanın izi yoktu;","pencereler öylesine sıkı kapatılmıştı ki, koca şehrin gürültüsü içeriye, bir mezar gibi olan odaya sızamıyordu. Oda boş değildi.","her yer kapkaranlıktı ve karanlık, bir mozolenin soğuk mermer odasına girmek gibiydi. Tümüyle karanlık ortamda, dışarıdaki gümüş dünyanın izi yoktu; her yer kapkaranlıktı ve karanlık, bir mozolenin soğuk mermer odasına girmek gibiydi."
"The room was cold but nonetheless he felt he could not breathe. He did not wish to open the curtains and open the french windows, for he did not want the moon to","come into the room. So, with the feeling of a man who will die in the next hour for lack of air,.he felt his way toward his open, separate, and therefore cold bed.","come in and make the room colder, nor did he want to see the garden, which he knew would be eerie and uninviting in the moonlight. He felt trapped and suffocated, as if the room was shrinking around him, and he couldn't shake the feeling that something was watching him from the shadows. He tried to distract himself by thinking about his work, but his mind kept wandering back to the strange noises he had heard earlier, and the feeling of une","Căn phòng lạnh lẽo thế nhưng anh vẫn thấy không thể thở được. Anh không muốn kéo rèm và mở mấy ô cửa sổ kiểu Pháp, bởi anh không muốn ánh trăng tràn vào phòng.","Thế nên, với cảm giác mình như kẻ một giờ nữa sẽ chết vì thiếu không khí, anh mò mẫm đi về phía cái giường còn trống, tách biệt và do đó lạnh lẽo của mình.","Không khí trong phòng dường như bị nén chặt, khiến anh cảm thấy ngột ngạt. Anh cố gắng hít sâu, nhưng không khí vẫn cứ đọng lại trong phổi. Anh cảm thấy như đang bị bóp nghẹt bởi chính không gian này.","La habitación era fresca; sin embargo, Montag sintió que no podía respirar. No quería correr las cortinas y abrir los ventanales, porque no deseaba que la luna penetrara en el cuarto. Por lo tanto,","con la sensación de un hombre que ha de morir en menos de una hora, por falta de aire que respirar, se dirigió a tientas hacia su cama abierta, separada y, en consecuencia fría.","se quedó quieto, con la mirada fija en la pared, tratando de calmar su respiración agitada. La luna, que brillaba con una luz plateada en el cielo, parecía ejercer una extraña influencia sobre él, como si lo estuviera llamando hacia afuera, hacia la noche. Montag se sentía atrapado en su propia casa, como si las paredes se est","Oda soğuktu, yine de Montag rahat soluk alamadığını hissetti. Ay ışığının odaya girmesini istemediği için perdeleri ve panjurları açmak içinden","gelmedi. Bir saat sonra kendini havasızlıktan ölecek bir adam gibi hissederek, üstü açık, ayrı, dolayısıyla da soğuk yatağına doğru ilerledi.","gelmiyordu. Montag, karısının uyuduğunu sandığı yatağa doğru döndü. Mildred'in ağzında bir uyku hapı vardı ve kulaklıkları takılıydı. Montag, karısının yüzüne baktı ve bir an için onu tanımadı. Mildred'in yüzü solgundu ve gözleri çökmüştü. Montag, karısının yanına oturdu ve elini onun eline koydu"
