Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['serena'],max,0,0.22,incorrect,carrie,0,0.33,incorrect,carrie,0,0.33,incorrect
['serena'],emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['vampyre'],alpha,0,0.33,incorrect,nutbird,0,0.14,incorrect,nutbird,0,0.14,incorrect
['lark'],smith,0,0.0,incorrect,mr. darcy,0,0.31,incorrect,mr. darcy,0,0.31,incorrect
['cal'],emily,0,0.25,incorrect,paper,0,0.25,incorrect,paper,0,0.25,incorrect
['vampyres'],father,0,0.29,incorrect,windows,0,0.13,incorrect,windows,0,0.13,incorrect
['vampyres'],humans,0,0.29,incorrect,darwin,0,0.29,incorrect,darwin,0,0.29,incorrect
['davenport'],lincoln,0,0.25,incorrect,chillingworth,0,0.36,incorrect,chillingworth,0,0.36,incorrect
['davenport'],king,0,0.15,incorrect,lincoln,0,0.25,incorrect,lincoln,0,0.25,incorrect
['vampyres'],human,0,0.15,incorrect,napoleon,0,0.38,incorrect,napoleon,0,0.38,incorrect
['abel'],ben,0,0.57,incorrect,heathcliff,0,0.29,incorrect,heathcliff,0,0.29,incorrect
['roscoe'],lupus,0,0.18,incorrect,suffice,0,0.46,incorrect,suffice,0,0.46,incorrect
['roscoe'],kato,0,0.2,incorrect,darwin,0,0.17,incorrect,darwin,0,0.17,incorrect
['serena'],pierce,0,0.5,incorrect,pierces,0,0.46,incorrect,pierces,0,0.46,incorrect
['vampyre'],betas,0,0.17,incorrect,humans,0,0.15,incorrect,humans,0,0.15,incorrect
['serena'],arthur,0,0.17,incorrect,frankenstein,0,0.33,incorrect,frankenstein,0,0.33,incorrect
['vampyres'],edward,0,0.29,incorrect,dimmesdale,0,0.33,incorrect,dimmesdale,0,0.33,incorrect
['essen'],wystan,0,0.36,incorrect,councilman,0,0.13,incorrect,councilman,0,0.13,incorrect
['davenport'],washington,0,0.32,incorrect,arthur,0,0.4,incorrect,arthur,0,0.4,incorrect
['vampyre'],legislative,0,0.22,incorrect,arthur,0,0.31,incorrect,arthur,0,0.31,incorrect
['serena'],scarlett,0,0.43,incorrect,juice,0,0.18,incorrect,juice,0,0.18,incorrect
['moreland'],king,0,0.17,incorrect,scarlett,0,0.25,incorrect,scarlett,0,0.25,incorrect
['moreland'],sam,0,0.18,incorrect,chillingworth,0,0.19,incorrect,chillingworth,0,0.19,incorrect
['vampyre'],werewolf,0,0.27,incorrect,werewolf,0,0.27,incorrect,werewolf,0,0.27,incorrect
['moreland'],john,0,0.33,incorrect,figure,0,0.29,incorrect,figure,0,0.29,incorrect
['moreland'],were,0,0.33,incorrect,jo,0,0.2,incorrect,jo,0,0.2,incorrect
['moreland'],the older were,0,0.27,incorrect,dimmesdale,0,0.33,incorrect,dimmesdale,0,0.33,incorrect
['lark'],elizabeth,0,0.31,incorrect,dimmesdale,0,0.14,incorrect,dimmesdale,0,0.14,incorrect
['serena'],laurent,0,0.46,incorrect,vampyres,0,0.29,incorrect,vampyres,0,0.29,incorrect
['ana'],carmen,0,0.44,incorrect,dracula,0,0.4,incorrect,dracula,0,0.4,incorrect
['serena'],jess,0,0.2,incorrect,her,0,0.44,incorrect,her,0,0.44,incorrect
['juno'],brad,0,0.0,incorrect,pratchett,0,0.0,incorrect,pratchett,0,0.0,incorrect
['ana'],serena,0,0.44,incorrect,sylvie,0,0.0,incorrect,sylvie,0,0.0,incorrect
['serena'],mike,0,0.2,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['serena'],jess,0,0.2,incorrect,scarlett,0,0.43,incorrect,scarlett,0,0.43,incorrect
['serena'],audrey,0,0.33,incorrect,jo,0,0.0,incorrect,jo,0,0.0,incorrect
['serena'],camille,0,0.15,incorrect,julian,0,0.17,incorrect,julian,0,0.17,incorrect
['serena'],emily,0,0.18,incorrect,he,0,0.25,incorrect,he,0,0.25,incorrect
['serena'],emily,0,0.18,incorrect,receipt,0,0.31,incorrect,receipt,0,0.31,incorrect
['serena'],butterfly,0,0.27,incorrect,alphabet,0,0.14,incorrect,alphabet,0,0.14,incorrect
['serena'],mom,0,0.0,incorrect,hawthorne,0,0.27,incorrect,hawthorne,0,0.27,incorrect
['vampyres'],vampires,0,0.88,correct,heathcliff,0,0.11,incorrect,heathcliff,0,0.11,incorrect
['alex'],lowe,0,0.5,incorrect,hawthorne,0,0.31,incorrect,hawthorne,0,0.31,incorrect
['alex'],gray,0,0.25,incorrect,instinct,0,0.0,incorrect,instinct,0,0.0,incorrect
['alex'],lucas,0,0.22,incorrect,alphas,0,0.4,incorrect,alphas,0,0.4,incorrect
['serena'],misery,0,0.5,incorrect,misery,0,0.5,incorrect,misery,0,0.5,incorrect
['serena'],dracula,0,0.31,incorrect,dracula,0,0.31,incorrect,dracula,0,0.31,incorrect
['l'],google,0,0.29,incorrect,yahoo,0,0.0,incorrect,yahoo,0,0.0,incorrect
['serena'],joe biden,0,0.4,incorrect,lincoln,0,0.15,incorrect,lincoln,0,0.15,incorrect
['serena'],audrey,0,0.33,incorrect,pyotr,0,0.18,incorrect,pyotr,0,0.18,incorrect
['vampyres'],nathan,0,0.14,incorrect,he,0,0.2,incorrect,he,0,0.2,incorrect
['max'],lowe,0,0.0,incorrect,lowe,0,0.0,incorrect,lowe,0,0.0,incorrect
['max'],aram,0,0.29,incorrect,heathcliff,0,0.15,incorrect,heathcliff,0,0.15,incorrect
['max'],god,0,0.0,incorrect,monet,0,0.25,incorrect,monet,0,0.25,incorrect
['max'],death,0,0.25,incorrect,scarlett,0,0.18,incorrect,scarlett,0,0.18,incorrect
['juno'],lowe,0,0.25,incorrect,nathaniel,0,0.15,incorrect,nathaniel,0,0.15,incorrect
['serena'],collateral,0,0.38,incorrect,link,0,0.2,incorrect,link,0,0.2,incorrect
['vampyre'],nyquist,0,0.14,incorrect,elizabeth,0,0.25,incorrect,elizabeth,0,0.25,incorrect
['vampyre'],human,0,0.17,incorrect,frankenstein,0,0.21,incorrect,frankenstein,0,0.21,incorrect
['serena'],audrey,0,0.33,incorrect,dimmesdale,0,0.25,incorrect,dimmesdale,0,0.25,incorrect
['loyals'],alice,0,0.36,incorrect,collateral,0,0.38,incorrect,collateral,0,0.38,incorrect
['ana'],jenny,0,0.25,incorrect,napoleon,0,0.36,incorrect,napoleon,0,0.36,incorrect
['ana'],sophie,0,0.0,incorrect,scarlett,0,0.18,incorrect,scarlett,0,0.18,incorrect
['ana'],dr. dolittle,0,0.0,incorrect,scarlett,0,0.18,incorrect,scarlett,0,0.18,incorrect
['vampyres'],humans,0,0.29,incorrect,serena,0,0.29,incorrect,serena,0,0.29,incorrect
['serena'],squint,0,0.33,incorrect,beach,0,0.36,incorrect,beach,0,0.36,incorrect
['ana'],emily,0,0.0,incorrect,scarlett,0,0.18,incorrect,scarlett,0,0.18,incorrect
['ana'],lowes,0,0.0,incorrect,ibm,0,0.0,incorrect,ibm,0,0.0,incorrect
['max'],john,0,0.0,incorrect,dimmesdale,0,0.31,incorrect,dimmesdale,0,0.31,incorrect
['ana'],alice,0,0.25,incorrect,scarlett,0,0.18,incorrect,scarlett,0,0.18,incorrect
['serena'],mother,0,0.33,incorrect,dimmesdale,0,0.25,incorrect,dimmesdale,0,0.25,incorrect
['ana'],lowe,0,0.0,incorrect,lowe,0,0.0,incorrect,lowe,0,0.0,incorrect
['vampyre'],wedding,0,0.14,incorrect,grey,0,0.36,incorrect,grey,0,0.36,incorrect
['alex'],the detective,0,0.12,incorrect,dimmesdale,0,0.43,incorrect,dimmesdale,0,0.43,incorrect
['alex'],ellen,0,0.44,incorrect,priscilla,0,0.15,incorrect,priscilla,0,0.15,incorrect
['alpha'],emily,0,0.2,incorrect,bill,0,0.22,incorrect,bill,0,0.22,incorrect
['alex'],lowe,0,0.5,incorrect,lowe,0,0.5,incorrect,lowe,0,0.5,incorrect
['vampyre'],alpha,0,0.33,incorrect,collateral,0,0.24,incorrect,collateral,0,0.24,incorrect
['ana'],luna,0,0.57,incorrect,louisa,0,0.22,incorrect,louisa,0,0.22,incorrect
['vampyres'],azul,0,0.17,incorrect,dimmesdale,0,0.33,incorrect,dimmesdale,0,0.33,incorrect
['serena'],rose,0,0.4,incorrect,blueberries,0,0.35,incorrect,blueberries,0,0.35,incorrect
['alex'],victor,0,0.0,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['ana'],misery,0,0.0,incorrect,dimmesdale,0,0.15,incorrect,dimmesdale,0,0.15,incorrect
['ana'],vampyres,0,0.18,incorrect,dracula,0,0.4,incorrect,dracula,0,0.4,incorrect
['ana'],father,0,0.22,incorrect,heathcliff,0,0.15,incorrect,heathcliff,0,0.15,incorrect
['ana'],emily,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ana'],cluck,0,0.0,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect
['ana'],husband,0,0.4,incorrect,mother,0,0.0,incorrect,mother,0,0.0,incorrect
['alex'],him,0,0.0,incorrect,scarlett,0,0.5,incorrect,scarlett,0,0.5,incorrect
['ana'],sophie,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['alex'],he,0,0.33,incorrect,smith,0,0.0,incorrect,smith,0,0.0,incorrect
['ana'],romilly,0,0.0,incorrect,scarlett,0,0.18,incorrect,scarlett,0,0.18,incorrect
['serena'],carmilla,0,0.29,incorrect,caroline,0,0.29,incorrect,caroline,0,0.29,incorrect
['emery'],alex,0,0.22,incorrect,tomorrow,0,0.31,incorrect,tomorrow,0,0.31,incorrect
['serena'],jean,0,0.4,incorrect,scarlett,0,0.43,incorrect,scarlett,0,0.43,incorrect
['serena'],humans,0,0.17,incorrect,plumbago,0,0.14,incorrect,plumbago,0,0.14,incorrect
['serena'],scarlett,0,0.43,incorrect,sharky,0,0.33,incorrect,sharky,0,0.33,incorrect
['koen'],werther,0,0.18,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['emery'],alpha,0,0.0,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect
['koen'],donald trump,0,0.25,incorrect,heathcliff,0,0.14,incorrect,heathcliff,0,0.14,incorrect
