Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['atila', 'magyard', 'attila']",attila,1,1.0,correct,wallachs,0,0.46,incorrect,carpathians,0,0.5,incorrect,magyars,0,0.86,correct,attila,1,1.0,correct,attila,1,1.0,correct,hungarians,0,0.4,incorrect,poland,0,0.36,incorrect,attila,1,1.0,correct,magyars,0,0.86,correct,attila,1,1.0,correct,wallachs,0,0.46,incorrect,magyars,0,0.86,correct,attila,1,1.0,correct,poland,0,0.36,incorrect,magyars,0,0.86,correct,attila,1,1.0,correct,attila,1,1.0,correct,romanlar,0,0.53,incorrect,avarlar,0,0.5,incorrect,magyar,0,0.92,correct,szekely,0,0.17,incorrect,escequelios,0,0.12,incorrect,attila,1,1.0,correct,attila,1,1.0,correct,avarlar,0,0.5,incorrect,szekely,0,0.17,incorrect,attila,1,1.0,correct
"['kont', 'conde drácula', 'drácula', 'dracula', 'conde', 'kont dracula']",count,0,0.67,incorrect,count,0,0.67,incorrect,sebego,0,0.2,incorrect,mma,0,0.2,incorrect,maori,0,0.24,incorrect,ua,0,0.44,incorrect,countess,0,0.62,incorrect,goethe,0,0.4,incorrect,count orlok,0,0.52,incorrect,farafaharatsiny,0,0.27,incorrect,may,0,0.2,incorrect,count,0,0.67,incorrect,mma,0,0.2,incorrect,ua,0,0.44,incorrect,goethe,0,0.4,incorrect,farafaharatsiny,0,0.27,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,almancam,0,0.4,incorrect,kont,1,1.0,correct,wurttemberg,0,0.17,incorrect,ngai,0,0.25,incorrect,dracula,1,1.0,correct,conde,1,1.0,correct,count,0,0.67,incorrect,kont,1,1.0,correct,ngai,0,0.25,incorrect,conde,1,1.0,correct
"['kont', 'conde drácula', 'drácula', 'dracula', 'conde', 'kont dracula']",count,0,0.67,incorrect,may,0,0.2,incorrect,sebego,0,0.2,incorrect,leletsepa,0,0.27,incorrect,maori,0,0.24,incorrect,maori,0,0.24,incorrect,countess,0,0.62,incorrect,count,0,0.67,incorrect,orsini,0,0.4,incorrect,rehefa,0,0.31,incorrect,sejeremane,0,0.27,incorrect,may,0,0.2,incorrect,leletsepa,0,0.27,incorrect,maori,0,0.24,incorrect,count,0,0.67,incorrect,rehefa,0,0.31,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,almancam,0,0.4,incorrect,adam,0,0.36,incorrect,wurttemberg,0,0.17,incorrect,ngay,0,0.25,incorrect,dracula,1,1.0,correct,castillo,0,0.31,incorrect,count,0,0.67,incorrect,adam,0,0.36,incorrect,ngay,0,0.25,incorrect,castillo,0,0.31,incorrect
"['mr', 'hawkins', 'mr hawkins']",job,0,0.0,incorrect,olorun,0,0.25,incorrect,david,0,0.33,incorrect,god,0,0.0,incorrect,david,0,0.33,incorrect,ua,0,0.22,incorrect,emily,0,0.29,incorrect,alice,0,0.33,incorrect,david,0,0.33,incorrect,noah,0,0.18,incorrect,sehloho,0,0.14,incorrect,olorun,0,0.25,incorrect,god,0,0.0,incorrect,ua,0,0.22,incorrect,alice,0,0.33,incorrect,noah,0,0.18,incorrect,arthur,0,0.25,incorrect,arthur,0,0.25,incorrect,arthur,0,0.25,incorrect,lord,0,0.33,incorrect,nguyen,0,0.15,incorrect,doc,0,0.0,incorrect,arthur,0,0.25,incorrect,estela,0,0.15,incorrect,arthur,0,0.25,incorrect,lord,0,0.33,incorrect,doc,0,0.0,incorrect,estela,0,0.15,incorrect
"['kont', 'dracula', 'drácula', 'kont dracula']",dracula,1,1.0,correct,dracula,1,1.0,correct,mosadi,0,0.22,incorrect,jehofa,0,0.22,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,crusoe,0,0.31,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,jehofa,0,0.22,incorrect,dracula,1,1.0,correct,crusoe,0,0.31,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,boynuma haci asan o iyilerin iyisi kadini,0,0.26,incorrect,conte,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,conte,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct
['lucy'],abby,0,0.25,incorrect,abey,0,0.25,incorrect,tota,0,0.0,incorrect,gonna,0,0.0,incorrect,haamoa,0,0.0,incorrect,te e'a,0,0.0,incorrect,church,0,0.4,incorrect,mount everest,0,0.12,incorrect,abby,0,0.25,incorrect,malefaka,0,0.17,incorrect,mehato,0,0.0,incorrect,abey,0,0.25,incorrect,gonna,0,0.0,incorrect,te e'a,0,0.0,incorrect,mount everest,0,0.12,incorrect,malefaka,0,0.17,incorrect,emily,0,0.44,incorrect,childe,0,0.2,incorrect,manastir,0,0.0,incorrect,manastir,0,0.0,incorrect,nguyen,0,0.4,incorrect,dong,0,0.0,incorrect,abadia,0,0.0,incorrect,senora,0,0.0,incorrect,childe,0,0.2,incorrect,manastir,0,0.0,incorrect,dong,0,0.0,incorrect,senora,0,0.0,incorrect
['lucy'],john,0,0.0,incorrect,david,0,0.0,incorrect,jalo,0,0.25,incorrect,joseph,0,0.0,incorrect,walter,0,0.2,incorrect,nahea,0,0.0,incorrect,thrift,0,0.0,incorrect,therese,0,0.0,incorrect,computer,0,0.17,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,david,0,0.0,incorrect,joseph,0,0.0,incorrect,nahea,0,0.0,incorrect,therese,0,0.0,incorrect,god,0,0.0,incorrect,heidi,0,0.0,incorrect,heathcliff,0,0.14,incorrect,john,0,0.0,incorrect,mezar,0,0.0,incorrect,nguoi dan ong,0,0.12,incorrect,nguoi,0,0.22,incorrect,emily,0,0.44,incorrect,senalo,0,0.2,incorrect,heathcliff,0,0.14,incorrect,mezar,0,0.0,incorrect,nguoi,0,0.22,incorrect,senalo,0,0.2,incorrect
['renfield'],job,0,0.0,incorrect,olutoju,0,0.13,incorrect,moses,0,0.15,incorrect,david,0,0.31,incorrect,samuel,0,0.29,incorrect,ua,0,0.0,incorrect,doctor,0,0.14,incorrect,doctor,0,0.14,incorrect,jack,0,0.0,incorrect,charles,0,0.27,incorrect,mohlanka,0,0.12,incorrect,olutoju,0,0.13,incorrect,david,0,0.31,incorrect,ua,0,0.0,incorrect,doctor,0,0.14,incorrect,charles,0,0.27,incorrect,dr. dolittle,0,0.3,incorrect,dr. livesey,0,0.32,incorrect,dr.,0,0.18,incorrect,dr.,0,0.18,incorrect,dong,0,0.17,incorrect,thua,0,0.0,incorrect,dr.,0,0.18,incorrect,dr. 11,0,0.14,incorrect,dr. livesey,0,0.32,incorrect,dr.,0,0.18,incorrect,thua,0,0.0,incorrect,dr. 11,0,0.14,incorrect
['olgaren'],sam,0,0.2,incorrect,omi,0,0.2,incorrect,noah,0,0.36,incorrect,phukwi,0,0.0,incorrect,david,0,0.17,incorrect,te ua,0,0.17,incorrect,jack,0,0.18,incorrect,john,0,0.36,incorrect,david,0,0.17,incorrect,nilaza,0,0.31,incorrect,phupu,0,0.0,incorrect,omi,0,0.2,incorrect,phukwi,0,0.0,incorrect,te ua,0,0.17,incorrect,john,0,0.36,incorrect,nilaza,0,0.31,incorrect,mariner,0,0.43,incorrect,ishmael,0,0.29,incorrect,mr.,0,0.2,incorrect,adam,0,0.18,incorrect,smith,0,0.0,incorrect,dong,0,0.36,incorrect,walter,0,0.31,incorrect,leon,0,0.55,incorrect,ishmael,0,0.29,incorrect,adam,0,0.18,incorrect,dong,0,0.36,incorrect,leon,0,0.55,incorrect
"['jona', 'jonathan']",olorun,0,0.4,incorrect,mo,0,0.33,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect,maori,0,0.22,incorrect,teihea,0,0.43,incorrect,horatio,0,0.4,incorrect,calcutta,0,0.38,incorrect,jesus,0,0.22,incorrect,na,0,0.67,incorrect,david,0,0.22,incorrect,mo,0,0.33,incorrect,god,0,0.29,incorrect,teihea,0,0.43,incorrect,calcutta,0,0.38,incorrect,na,0,0.67,incorrect,he,0,0.2,incorrect,harbour,0,0.27,incorrect,denizde,0,0.18,incorrect,deniz,0,0.22,incorrect,da,0,0.33,incorrect,duc,0,0.0,incorrect,arthur,0,0.43,incorrect,marina,0,0.4,incorrect,harbour,0,0.27,incorrect,deniz,0,0.22,incorrect,duc,0,0.0,incorrect,marina,0,0.4,incorrect
['lucy'],yoruba,0,0.2,incorrect,olorun,0,0.4,incorrect,mosesane,0,0.0,incorrect,lea,0,0.29,incorrect,jesus,0,0.22,incorrect,ua,0,0.33,incorrect,emily,0,0.44,incorrect,chandramukhi,0,0.12,incorrect,shawl,0,0.22,incorrect,rehefa,0,0.0,incorrect,leha,0,0.25,incorrect,olorun,0,0.4,incorrect,lea,0,0.29,incorrect,ua,0,0.33,incorrect,chandramukhi,0,0.12,incorrect,rehefa,0,0.0,incorrect,lucy,1,1.0,correct,heathcliff,0,0.14,incorrect,emily,0,0.44,incorrect,anna,0,0.0,incorrect,ngoc,0,0.25,incorrect,chiec,0,0.22,incorrect,emily,0,0.44,incorrect,madame,0,0.0,incorrect,heathcliff,0,0.14,incorrect,anna,0,0.0,incorrect,chiec,0,0.22,incorrect,madame,0,0.0,incorrect
