Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['smith', 'winston smith', 'winston']",victory,0,0.43,incorrect,harvard,0,0.17,incorrect,april,0,0.2,incorrect,april,0,0.2,incorrect,victory,0,0.43,incorrect,mahana,0,0.36,incorrect,victor,0,0.46,incorrect,april,0,0.2,incorrect,april,0,0.2,incorrect,victory,0,0.43,incorrect,april,0,0.2,incorrect,harvard,0,0.17,incorrect,april,0,0.2,incorrect,mahana,0,0.36,incorrect,april,0,0.2,incorrect,victory,0,0.43,incorrect,winston,1,1.0,correct,victory,0,0.43,incorrect,ali,0,0.25,incorrect,yildirici,0,0.18,incorrect,ngoc,0,0.36,incorrect,thang,0,0.4,incorrect,heathcliff,0,0.27,incorrect,victoria,0,0.4,incorrect,victory,0,0.43,incorrect,yildirici,0,0.18,incorrect,thang,0,0.4,incorrect,victoria,0,0.4,incorrect
['winston'],victor,0,0.46,incorrect,arakunrin,0,0.25,incorrect,ausi,0,0.18,incorrect,shebile,0,0.14,incorrect,maori,0,0.17,incorrect,aita,0,0.36,incorrect,big brother,0,0.22,incorrect,thirty,0,0.31,incorrect,big brother,0,0.22,incorrect,brother,0,0.14,incorrect,esita,0,0.33,incorrect,arakunrin,0,0.25,incorrect,shebile,0,0.14,incorrect,aita,0,0.36,incorrect,thirty,0,0.31,incorrect,brother,0,0.14,incorrect,winston,1,1.0,correct,brother,0,0.14,incorrect,ibrahim,0,0.14,incorrect,aslan,0,0.33,incorrect,dan ong,0,0.43,incorrect,dang dinh thi,0,0.3,incorrect,el gran hermano,0,0.18,incorrect,gran hermano,0,0.21,incorrect,brother,0,0.14,incorrect,aslan,0,0.33,incorrect,dang dinh thi,0,0.3,incorrect,gran hermano,0,0.21,incorrect
"['wiston', 'winston']",yoruba,0,0.17,incorrect,okunrin,0,0.31,incorrect,shaka,0,0.18,incorrect,lea,0,0.0,incorrect,big brother,0,0.24,incorrect,joseph,0,0.17,incorrect,down,0,0.4,incorrect,brother,0,0.15,incorrect,george,0,0.17,incorrect,brother,0,0.15,incorrect,empa,0,0.0,incorrect,okunrin,0,0.31,incorrect,lea,0,0.0,incorrect,joseph,0,0.17,incorrect,brother,0,0.15,incorrect,brother,0,0.15,incorrect,winston,1,1.0,correct,hem,0,0.0,incorrect,kahrolsun,0,0.27,incorrect,kahrolsun,0,0.27,incorrect,ngu,0,0.22,incorrect,dao,0,0.22,incorrect,el diario,0,0.27,incorrect,al,0,0.0,incorrect,hem,0,0.0,incorrect,kahrolsun,0,0.27,incorrect,dao,0,0.22,incorrect,al,0,0.0,incorrect
"['bayan', 'señora parsons', 'bayan parsons', 'señora', 'parsons']",samuel,0,0.33,incorrect,israel,0,0.5,incorrect,george,0,0.5,incorrect,god,0,0.22,incorrect,david,0,0.2,incorrect,na,0,0.5,incorrect,ram,0,0.44,incorrect,door,0,0.4,incorrect,samuel,0,0.33,incorrect,raphael,0,0.38,incorrect,sam,0,0.44,incorrect,israel,0,0.5,incorrect,god,0,0.22,incorrect,na,0,0.5,incorrect,door,0,0.4,incorrect,raphael,0,0.38,incorrect,mr. rochester,0,0.37,incorrect,scarlett,0,0.29,incorrect,ann,0,0.5,incorrect,anna,0,0.44,incorrect,ong,0,0.4,incorrect,thu,0,0.0,incorrect,emma,0,0.4,incorrect,emma,0,0.4,incorrect,scarlett,0,0.29,incorrect,anna,0,0.44,incorrect,thu,0,0.0,incorrect,emma,0,0.4,incorrect
['tom'],jesus,0,0.0,incorrect,job,0,0.33,incorrect,she,0,0.0,incorrect,god,0,0.33,incorrect,samuel,0,0.22,incorrect,hezekiah,0,0.0,incorrect,emma,0,0.29,incorrect,khalkhin,0,0.0,incorrect,madagascar,0,0.15,incorrect,madagascar,0,0.15,incorrect,god,0,0.33,incorrect,job,0,0.33,incorrect,god,0,0.33,incorrect,hezekiah,0,0.0,incorrect,khalkhin,0,0.0,incorrect,madagascar,0,0.15,incorrect,john,0,0.29,incorrect,dimmesdale,0,0.15,incorrect,bay,0,0.0,incorrect,macbeth,0,0.2,incorrect,ong,0,0.33,incorrect,minh,0,0.29,incorrect,ella,0,0.0,incorrect,leon,0,0.29,incorrect,dimmesdale,0,0.15,incorrect,macbeth,0,0.2,incorrect,minh,0,0.29,incorrect,leon,0,0.29,incorrect
"['winston', 'eurasia']",leon,0,0.36,incorrect,leon trotsky,0,0.32,incorrect,george,0,0.31,incorrect,botswana,0,0.27,incorrect,adam,0,0.36,incorrect,atlantis,0,0.27,incorrect,leon,0,0.36,incorrect,european,0,0.53,incorrect,europe,0,0.46,incorrect,victoria,0,0.4,incorrect,atlantis,0,0.27,incorrect,leon trotsky,0,0.32,incorrect,botswana,0,0.27,incorrect,atlantis,0,0.27,incorrect,european,0,0.53,incorrect,victoria,0,0.4,incorrect,winston,1,1.0,correct,ration,0,0.46,incorrect,hitler,0,0.31,incorrect,avrasya,0,0.57,incorrect,napoleon,0,0.4,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,napoleon,0,0.4,incorrect,ration,0,0.46,incorrect,avrasya,0,0.57,incorrect,winston,1,1.0,correct,napoleon,0,0.4,incorrect
['winston'],big brother,0,0.22,incorrect,jerks,0,0.17,incorrect,mokgatlho,0,0.25,incorrect,mokgatlho,0,0.25,incorrect,jerks,0,0.17,incorrect,apostle,0,0.29,incorrect,anna,0,0.36,incorrect,david,0,0.17,incorrect,flashbox,0,0.27,incorrect,sioka,0,0.33,incorrect,elizabeth,0,0.25,incorrect,jerks,0,0.17,incorrect,mokgatlho,0,0.25,incorrect,apostle,0,0.29,incorrect,david,0,0.17,incorrect,sioka,0,0.33,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,derin,0,0.33,incorrect,tele,0,0.18,incorrect,vien chuc,0,0.25,incorrect,dang,0,0.18,incorrect,winston,1,1.0,correct,cupones,0,0.29,incorrect,winston,1,1.0,correct,tele,0,0.18,incorrect,dang,0,0.18,incorrect,cupones,0,0.29,incorrect
"['winston', 'winston’s', ""winston'ın""]",england,0,0.29,incorrect,elizabeth,0,0.25,incorrect,engelane,0,0.27,incorrect,victoria,0,0.44,incorrect,britannia,0,0.42,incorrect,elizabeth,0,0.25,incorrect,england,0,0.29,incorrect,england,0,0.29,incorrect,jerks,0,0.17,incorrect,jerks,0,0.17,incorrect,bohloko,0,0.14,incorrect,elizabeth,0,0.25,incorrect,victoria,0,0.44,incorrect,elizabeth,0,0.25,incorrect,england,0,0.29,incorrect,jerks,0,0.17,incorrect,winston,1,1.0,correct,london,0,0.46,incorrect,britanya,0,0.4,incorrect,britanya,0,0.4,incorrect,thatcher,0,0.13,incorrect,britain,0,0.47,incorrect,wales,0,0.33,incorrect,inglaterra,0,0.35,incorrect,london,0,0.46,incorrect,britanya,0,0.4,incorrect,britain,0,0.47,incorrect,inglaterra,0,0.35,incorrect
['winston'],colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,newton,0,0.62,incorrect,colchester,0,0.24,incorrect,elizabeth,0,0.25,incorrect,maui,0,0.18,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,newton,0,0.62,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,maui,0,0.18,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,john,0,0.36,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colin,0,0.33,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect
['winston'],samuel,0,0.15,incorrect,israel,0,0.31,incorrect,joseph,0,0.15,incorrect,joseph,0,0.15,incorrect,jesus,0,0.17,incorrect,fatata,0,0.15,incorrect,john,0,0.36,incorrect,track,0,0.17,incorrect,jesus,0,0.17,incorrect,samson,0,0.46,incorrect,david,0,0.17,incorrect,israel,0,0.31,incorrect,joseph,0,0.15,incorrect,fatata,0,0.15,incorrect,track,0,0.17,incorrect,samson,0,0.46,incorrect,pip,0,0.2,incorrect,john,0,0.36,incorrect,adam,0,0.0,incorrect,para,0,0.0,incorrect,dong tien,0,0.38,incorrect,dong,0,0.36,incorrect,tom,0,0.4,incorrect,estas,0,0.33,incorrect,john,0,0.36,incorrect,para,0,0.0,incorrect,dong,0,0.36,incorrect,estas,0,0.33,incorrect
