en,en_results,Single_ent,en_shuffled,en_shuffled_results
"Peter said this felt like an invitation. Laughed, almost self-deprecatingly, as he added, “I’d never believed in fate before that.”","""title"": ""Unknown book title"",""author"": ""Unknown author""",['peter'],"before fate Peter this he in like invitation. never Laughed, “I’d said self-deprecatingly, believed felt as that.” almost added, an","""title"":"
"My hat landed atop a pile of discarded lo mein, the lip of the can smashed into my rib cage, and I did a wheezing pratfall into the grass. Peter described this as “adorably clumsy.”","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""",['peter'],"the and lo can my pile into the mein, a I into lip My this pratfall a of did smashed grass. of atop as Peter wheezing cage, “adorably clumsy.” described discarded landed the rib hat","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be a vivid description of a scene, possibly from a children's book or a humorous story. The language used is playful and whimsical, which suggests that the book may be a children's story.  After analyzing the passage, I believe it originates from the book ""The Tale of Peter Rabbit"" by Beatrix Potter. The description of Peter"
"“I fell in love with Daphne the moment I looked up from her hat,” he’d say, no mention of the trash-noodles in my hair.","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a work of fiction, likely a novel or a short story collection. The tone and style suggest a romantic or humorous narrative.  After analyzing the passage, I believe it originates from the book ""The Hitchhiker's Guide to the Galaxy"" by Douglas Adams. The passage's description of a character's infatuation with someone, combined with the",['daphne'],"looked I he’d mention hair. fell in in no of from her “I up the trash-noodles Daphne moment hat,” my love the say, with","""title"": ""The Catcher in the Rye"",""author"": ""J.D. Salinger"""
"Over the last three years, Peter dusted off Our Story every chance he got. I was sure he’d work it into both our vows and his wedding reception speech.","""title"": ""Our Story"",""author"": ""Unknown""",['peter'],"three every was he our his reception off Our I dusted Over he’d chance work the both last sure speech. and into Story wedding Peter years, vows it got.","""title"": ""The Wedding"",""author"": """
“Could you just turn it down?” I say. “All the plates are rattling in the cabinets and Mr. Dorner’s trying to bust down the living room wall.”,"Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a work of fiction, likely a novel or short story, given the conversational tone and the mention of a character (Mr. Dorner) trying to bust down a wall.  After analyzing the passage, I believe it originates from a book titled ""The Hitchhiker's Guide to the Galaxy"" by Douglas Adams. The passage's tone and content are",['dorner'],the cabinets wall.” Dorner’s are say. room you I trying down “Could plates and to the living it bust Mr. in turn down?” the just “All rattling,"Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a novel, and after analyzing the content, I believe it originates from ""The Count of Monte Cristo"" by Alexandre Dumas. The author is Alexandre Dumas."
"Petra is also a stoner without a college degree, but I guess it’s different when you’re a perfect ten with a picturesque family and well-padded bank account. Then you’re not a stoner; you’re a free spirit.","""title"": ""Unknown Book"",""author"": ""Unknown Author""",['petra'],"it’s a a not but Then stoner; account. guess you’re with Petra a stoner ten without family well-padded a college when degree, a you’re also you’re different free picturesque and is perfect a spirit. bank I","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be a description of a character, possibly from a novel. After analyzing the passage, I believe it originates from the book ""The Catcher in the Rye"" by J.D. Salinger. The author's style and tone are reminiscent of Salinger's writing, and the passage's content aligns with the themes and characters found in the novel"
"When I jolted awake at the click of the front door, it was full bright in the living room, so I could see Peter’s surprise at finding me there.","""title"": ""Unknown book title"",""author"": ""Unknown author""",['peter'],"When the it see finding at the I was front awake there. I of door, click so me bright room, living could jolted full at surprise the Peter’s in","""title"": ""And Then There Were None"",""author"": ""Agatha Christie"""
"“No!” he said. “I mean, it wasn’t like that. We’re . . . She told me she’s in love with me, Daphne. And I realized I am too. In love. With her. Fuck, I’m so sorry.”","""title"": ""The Fault in Our Stars"",""author"": ""John Green""",['daphne'],"in “No!” With I love. he her. In am mean, And love me told she’s sorry.” like . I’m too. with We’re it . “I Daphne. said. so wasn’t . I me, that. realized She Fuck,","Based on the provided passage, I have made an educated guess that the passage originates from a book titled ""The Catcher in the Rye"" and is written by the author J.D. Salinger."
"“Are you fucking kidding me, Peter?” I jumped up. I didn’t feel hurt then. That would come later. First it was all rage.","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""",['peter'],"“Are fucking kidding I feel hurt didn’t you it was later. rage. come would me, That then. Peter?” up. jumped First I all","""title"": ""Un"
"“Of course she fucking meant for this to happen, Peter! She had twenty-five years to tell you she was in love with you and chose last night!”","Based on the provided passage, I would guess that it originates from a book that explores themes of relationships, love, and possibly betrayal. The tone and language used in the passage suggest a contemporary or modern setting.  After analyzing the passage, I believe it is likely from a book that is part of the young adult or contemporary fiction genre. The author's name is not explicitly mentioned in the passage, but I would guess that it is a relatively recent publication.  ",['peter'],"night!” happen, she meant in had and last to chose love you course to fucking she twenty-five this tell years with “Of Peter! She you for was","Based on the provided passage, it appears to be from a modern novel. The passage seems to be a fragment of a conversation, with the speaker addressing someone named Peter and discussing love and relationships. The language used is informal and conversational, which is consistent with modern literature.  Given the content and style of the passage, I would guess that it originates from a book that explores themes of love, relationships, and personal growth. However, without more context or information, it'"
