Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],he,0,0.29,incorrect,einstein,0,0.46,incorrect,einstein,0,0.46,incorrect
['peter'],charlie,0,0.17,incorrect,chaplin,0,0.17,incorrect,chaplin,0,0.17,incorrect
['daphne'],her,0,0.44,incorrect,harry,0,0.18,incorrect,harry,0,0.18,incorrect
['peter'],groom,0,0.2,incorrect,prince,0,0.36,incorrect,prince,0,0.36,incorrect
['dorner'],wilson,0,0.33,incorrect,mr.,0,0.22,incorrect,mr.,0,0.22,incorrect
['petra'],paris,0,0.4,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],ethan,0,0.4,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['daphne'],emma,0,0.2,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['peter'],jesus,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],emily,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['daph'],dad,0,0.57,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['peter'],he,0,0.29,incorrect,donald,0,0.0,incorrect,donald,0,0.0,incorrect
['peter'],he,0,0.29,incorrect,elijah,0,0.18,incorrect,elijah,0,0.18,incorrect
['peter'],he,0,0.29,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect
['arham'],one of the kids,0,0.1,incorrect,rick,0,0.22,incorrect,rick,0,0.22,incorrect
['fontana'],dixon,0,0.33,incorrect,jennifer,0,0.27,incorrect,jennifer,0,0.27,incorrect
['renesmee'],emily,0,0.31,incorrect,tim,0,0.18,incorrect,tim,0,0.18,incorrect
['landon'],ryan,0,0.4,incorrect,bill,0,0.2,incorrect,bill,0,0.2,incorrect
['peter'],man,0,0.0,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect
['peter'],personality,0,0.38,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['edvard munch', 'edvard', 'munch']",edvard munch,1,1.0,correct,edvard munch,1,1.0,correct,edvard munch,1,1.0,correct
['peter'],travis,0,0.36,incorrect,can,0,0.0,incorrect,can,0,0.0,incorrect
['peter'],dad,0,0.0,incorrect,phone,0,0.4,incorrect,phone,0,0.4,incorrect
['peter'],me,0,0.29,incorrect,patrick,0,0.5,incorrect,patrick,0,0.5,incorrect
['maya'],wednesday,0,0.31,incorrect,siouxsie,0,0.0,incorrect,siouxsie,0,0.0,incorrect
['harvey'],john,0,0.2,incorrect,daughter,0,0.29,incorrect,daughter,0,0.29,incorrect
['petra'],buffy,0,0.0,incorrect,carrie,0,0.18,incorrect,carrie,0,0.18,incorrect
['peterverse'],enemy,0,0.27,incorrect,gold,0,0.0,incorrect,gold,0,0.0,incorrect
"['tom', 'tom petty', 'petty']",elvis,0,0.2,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect
['peter'],someone,0,0.33,incorrect,gucci,0,0.0,incorrect,gucci,0,0.0,incorrect
['landon'],my son,0,0.33,incorrect,elon,0,0.6,incorrect,elon,0,0.6,incorrect
['petra'],her,0,0.5,incorrect,eve,0,0.25,incorrect,eve,0,0.25,incorrect
['mulder'],my kid,0,0.33,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['mulder'],her child,0,0.27,incorrect,barbie,0,0.17,incorrect,barbie,0,0.17,incorrect
['peter'],she,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['batman'],thermos,0,0.31,incorrect,harry,0,0.18,incorrect,harry,0,0.18,incorrect
['daphne'],sommelier,0,0.13,incorrect,chardonnay,0,0.25,incorrect,chardonnay,0,0.25,incorrect
['greg'],jenny,0,0.22,incorrect,debbie,0,0.2,incorrect,debbie,0,0.2,incorrect
['daphne'],kid,0,0.22,incorrect,driver,0,0.33,incorrect,driver,0,0.33,incorrect
['daphne'],kid,0,0.22,incorrect,louie,0,0.18,incorrect,louie,0,0.18,incorrect
