Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['snape', 'snape—']",tsebeletso,0,0.27,incorrect,tsebeletso,0,0.27,incorrect,ase,0,0.5,incorrect,ase,0,0.5,incorrect,bodiredi,0,0.15,incorrect,lefelo,0,0.18,incorrect,faatereraa hau,0,0.21,incorrect,tuimaleali'ifano,0,0.19,incorrect,o sbh,0,0.2,incorrect,jkhn je surkssaa milik,0,0.15,incorrect,ministra sabotsy,0,0.19,incorrect,ministera,0,0.29,incorrect,tsebeletso,0,0.27,incorrect,ase,0,0.5,incorrect,lefelo,0,0.18,incorrect,tuimaleali'ifano,0,0.19,incorrect,jkhn je surkssaa milik,0,0.15,incorrect,ministera,0,0.29,incorrect,arthur weasley,0,0.21,incorrect,ministry of magic,0,0.18,incorrect,yoldaslik,0,0.14,incorrect,demirel,0,0.17,incorrect,hoi phuong hoang,0,0.19,incorrect,thuat,0,0.2,incorrect,el ministerio,0,0.22,incorrect,orden,0,0.2,incorrect,ministry of magic,0,0.18,incorrect,demirel,0,0.17,incorrect,thuat,0,0.2,incorrect,orden,0,0.2,incorrect
"['snape', 'snape—']",lekala,0,0.18,incorrect,taelo,0,0.4,incorrect,obabinrin,0,0.14,incorrect,ase,0,0.5,incorrect,lefapha,0,0.33,incorrect,taelo,0,0.4,incorrect,te parau ia,0,0.12,incorrect,eita,0,0.22,incorrect,manmohan singh,0,0.21,incorrect,kejriwal,0,0.15,incorrect,minisitera,0,0.27,incorrect,tsy andry rajoelina,0,0.33,incorrect,taelo,0,0.4,incorrect,ase,0,0.5,incorrect,taelo,0,0.4,incorrect,eita,0,0.22,incorrect,kejriwal,0,0.15,incorrect,tsy andry rajoelina,0,0.33,incorrect,arthur weasley,0,0.21,incorrect,ministry of magic,0,0.18,incorrect,ministry of interior,0,0.24,incorrect,ikiz,0,0.0,incorrect,pham van dong,0,0.11,incorrect,ngoai truong bo chinh tri,0,0.13,incorrect,la orden,0,0.31,incorrect,ministerio,0,0.27,incorrect,ministry of magic,0,0.18,incorrect,ikiz,0,0.0,incorrect,ngoai truong bo chinh tri,0,0.13,incorrect,ministerio,0,0.27,incorrect
"['lucius malfoy', 'lucius', 'malfoy']",letlalo,0,0.46,incorrect,letlalo,0,0.46,incorrect,oliver,0,0.33,incorrect,ijapa,0,0.22,incorrect,letlalo,0,0.46,incorrect,letlalo,0,0.46,incorrect,te auahi,0,0.29,incorrect,ua,0,0.27,incorrect,john,0,0.2,incorrect,chhatree,0,0.19,incorrect,mitraka,0,0.31,incorrect,rehefa,0,0.17,incorrect,letlalo,0,0.46,incorrect,ijapa,0,0.22,incorrect,letlalo,0,0.46,incorrect,ua,0,0.27,incorrect,chhatree,0,0.19,incorrect,rehefa,0,0.17,incorrect,jon,0,0.22,incorrect,his,0,0.44,incorrect,ada,0,0.22,incorrect,yakup,0,0.18,incorrect,ngoc huy,0,0.29,incorrect,ngoc hoang,0,0.26,incorrect,maria,0,0.36,incorrect,chimenea,0,0.38,incorrect,his,0,0.44,incorrect,yakup,0,0.18,incorrect,ngoc hoang,0,0.26,incorrect,chimenea,0,0.38,incorrect
"['lucius', 'luciu']","ke u file bolokolohi ba hao, tlhalo, na hoo ha hoa lekana bakeng sa lona? empa ke hlokometse hore uena le ba lelapa la hau le bonahala le thabile haholo kamora nako ... ho thoe'ng ka ho ba teng ha ka tlung ea hao e le hore a ka 'na a le tlohe har",0,0.03,incorrect,empa,0,0.0,incorrect,olu-eda,0,0.33,incorrect,oloye musin,0,0.38,incorrect,mohammed,0,0.0,incorrect,mogile,0,0.18,incorrect,tamatoa,0,0.0,incorrect,tera,0,0.0,incorrect,bhutan,0,0.18,incorrect,switzerland,0,0.12,incorrect,ny fanatrehanao hamindra,0,0.07,incorrect,nomeko,0,0.0,incorrect,empa,0,0.0,incorrect,oloye musin,0,0.38,incorrect,mogile,0,0.18,incorrect,tera,0,0.0,incorrect,switzerland,0,0.12,incorrect,nomeko,0,0.0,incorrect,julia,0,0.4,incorrect,john,0,0.0,incorrect,ali,0,0.5,incorrect,evin,0,0.22,incorrect,ngoc anh,0,0.15,incorrect,nguyen dinh thi,0,0.2,incorrect,juan,0,0.22,incorrect,la libertad,0,0.25,incorrect,john,0,0.0,incorrect,evin,0,0.22,incorrect,nguyen dinh thi,0,0.2,incorrect,la libertad,0,0.25,incorrect
"['malfoys', 'malfoy']",molapo,0,0.5,incorrect,ke,0,0.0,incorrect,agbara,0,0.17,incorrect,omowumi,0,0.31,incorrect,thomas,0,0.46,incorrect,selebi,0,0.17,incorrect,te wahine,0,0.13,incorrect,tu'u,0,0.0,incorrect,hamid karzai,0,0.22,incorrect,raas je sattame,0,0.18,incorrect,atsimo-andrefana,0,0.27,incorrect,nahoana,0,0.31,incorrect,ke,0,0.0,incorrect,omowumi,0,0.31,incorrect,selebi,0,0.17,incorrect,tu'u,0,0.0,incorrect,raas je sattame,0,0.18,incorrect,nahoana,0,0.31,incorrect,daenerys targaryen,0,0.24,incorrect,caesar,0,0.31,incorrect,ibrahim pasa,0,0.32,incorrect,osmanlilar,0,0.38,incorrect,ngoai nguoi,0,0.24,incorrect,ngo dinh diem,0,0.11,incorrect,chile,0,0.18,incorrect,alonso,0,0.62,incorrect,caesar,0,0.31,incorrect,osmanlilar,0,0.38,incorrect,ngo dinh diem,0,0.11,incorrect,alonso,0,0.62,incorrect
"['draco malfoy', 'draco', 'malfoy']",samperceptibly,0,0.31,incorrect,sheba,0,0.2,incorrect,olufunmilayo,0,0.33,incorrect,ogagun oduduwa,0,0.23,incorrect,hilary ady,0,0.36,incorrect,hilary,0,0.33,incorrect,te mou'a,0,0.3,incorrect,ua,0,0.29,incorrect,arjun,0,0.2,incorrect,abodh hilaabait,0,0.3,incorrect,rainy,0,0.4,incorrect,nitombo,0,0.32,incorrect,sheba,0,0.2,incorrect,ogagun oduduwa,0,0.23,incorrect,hilary,0,0.33,incorrect,ua,0,0.29,incorrect,abodh hilaabait,0,0.3,incorrect,nitombo,0,0.32,incorrect,john,0,0.22,incorrect,she,0,0.0,incorrect,rezalet,0,0.33,incorrect,reza,0,0.44,incorrect,anh em,0,0.33,incorrect,dien,0,0.22,incorrect,carlos,0,0.5,incorrect,ella,0,0.22,incorrect,she,0,0.0,incorrect,reza,0,0.44,incorrect,dien,0,0.22,incorrect,ella,0,0.22,incorrect
"['hermione', 'hermione‘ye']",empa,0,0.33,incorrect,me ile a a o hang-hang lokisa,0,0.22,incorrect,oliver twist,0,0.3,incorrect,thomas edison,0,0.48,incorrect,segolobogolo,0,0.2,incorrect,leopold,0,0.27,incorrect,tamatoa,0,0.27,incorrect,aita,0,0.17,incorrect,om,0,0.2,incorrect,arjun,0,0.31,incorrect,adaladala,0,0.0,incorrect,nanao,0,0.15,incorrect,me ile a a o hang-hang lokisa,0,0.22,incorrect,thomas edison,0,0.48,incorrect,leopold,0,0.27,incorrect,aita,0,0.17,incorrect,arjun,0,0.31,incorrect,nanao,0,0.15,incorrect,professors,0,0.33,incorrect,harry potter,0,0.4,incorrect,sihir,0,0.31,incorrect,hala,0,0.17,incorrect,phap thuat,0,0.11,incorrect,thiet,0,0.46,incorrect,merlin,0,0.57,incorrect,era,0,0.36,incorrect,harry potter,0,0.4,incorrect,hala,0,0.17,incorrect,thiet,0,0.46,incorrect,era,0,0.36,incorrect
['harry'],carolus,0,0.33,incorrect,khalefo,0,0.33,incorrect,revulsion,0,0.14,incorrect,revulsion johnson,0,0.09,incorrect,mme,0,0.0,incorrect,moshoeshoe,0,0.13,incorrect,te huia,0,0.33,incorrect,ua,0,0.29,incorrect,nicholas,0,0.31,incorrect,chatur maharaj,0,0.42,incorrect,tokana,0,0.18,incorrect,ny nokapohiny,0,0.22,incorrect,khalefo,0,0.33,incorrect,revulsion johnson,0,0.09,incorrect,moshoeshoe,0,0.13,incorrect,ua,0,0.29,incorrect,chatur maharaj,0,0.42,incorrect,ny nokapohiny,0,0.22,incorrect,john,0,0.22,incorrect,revulsion,0,0.14,incorrect,osmanli,0,0.17,incorrect,osmanli,0,0.17,incorrect,tra vinh,0,0.15,incorrect,ngo dinh diem,0,0.11,incorrect,maria,0,0.4,incorrect,la paz,0,0.18,incorrect,revulsion,0,0.14,incorrect,osmanli,0,0.17,incorrect,ngo dinh diem,0,0.11,incorrect,la paz,0,0.18,incorrect
['harry'],monako,0,0.18,incorrect,phomola,0,0.33,incorrect,iro!,0,0.22,incorrect,iro,0,0.25,incorrect,lebati,0,0.18,incorrect,joseph,0,0.18,incorrect,momoni,0,0.0,incorrect,te haamaramarama,0,0.38,incorrect,prashant,0,0.31,incorrect,lonn,0,0.0,incorrect,lainga,0,0.18,incorrect,lainga,0,0.18,incorrect,phomola,0,0.33,incorrect,iro,0,0.25,incorrect,joseph,0,0.18,incorrect,te haamaramarama,0,0.38,incorrect,lonn,0,0.0,incorrect,lainga,0,0.18,incorrect,mr. thompson,0,0.12,incorrect,john,0,0.22,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,ta tu,0,0.2,incorrect,ngo van duc,0,0.12,incorrect,carlos,0,0.36,incorrect,martin,0,0.36,incorrect,john,0,0.22,incorrect,ali,0,0.25,incorrect,ngo van duc,0,0.12,incorrect,martin,0,0.36,incorrect
"['dumbledore‘un', 'dumbledore', 'albus dumbledore', 'albus dumbledore‘un', 'albus']",ngoe,0,0.29,incorrect,haeba,0,0.4,incorrect,abdul,0,0.6,incorrect,agba,0,0.44,incorrect,mogokgo wa gagwe,0,0.23,incorrect,phafa,0,0.2,incorrect,tuvalu,0,0.55,incorrect,ua,0,0.29,incorrect,pradhanadhyapak,0,0.19,incorrect,pradhanadayak,0,0.21,incorrect,alaivo,0,0.36,incorrect,alaivo,0,0.36,incorrect,haeba,0,0.4,incorrect,agba,0,0.44,incorrect,phafa,0,0.2,incorrect,ua,0,0.29,incorrect,pradhanadayak,0,0.21,incorrect,alaivo,0,0.36,incorrect,mr. graves,0,0.3,incorrect,harry,0,0.2,incorrect,adil,0,0.44,incorrect,hayal,0,0.4,incorrect,truong pho,0,0.26,incorrect,nguyen dinh thi,0,0.29,incorrect,carlos,0,0.55,incorrect,director,0,0.44,incorrect,harry,0,0.2,incorrect,hayal,0,0.4,incorrect,nguyen dinh thi,0,0.29,incorrect,director,0,0.44,incorrect
