Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['mum'],kim kardashian,0,0.12,incorrect,how,0,0.0,incorrect,how,0,0.0,incorrect
['eden'],emily,0,0.22,incorrect,mum,0,0.0,incorrect,mum,0,0.0,incorrect
"['gopal', 'gopal das', 'das']",brimmer and may,0,0.25,incorrect,brimmer,0,0.0,incorrect,brimmer,0,0.0,incorrect
"['gopal', 'gopal das', 'das']",chad,0,0.31,incorrect,chakra,0,0.27,incorrect,chakra,0,0.27,incorrect
['thomas'],house,0,0.55,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['arabella'],augusta,0,0.27,incorrect,augusta,0,0.27,incorrect,augusta,0,0.27,incorrect
['thomas'],chloe,0,0.36,incorrect,diy,0,0.0,incorrect,diy,0,0.0,incorrect
['arabella'],taai tai,0,0.38,incorrect,tai,0,0.18,incorrect,tai,0,0.18,incorrect
['eden'],emma,0,0.25,incorrect,her,0,0.29,incorrect,her,0,0.29,incorrect
['eden'],os,0,0.0,incorrect,arabella,0,0.17,incorrect,arabella,0,0.17,incorrect
['arabella'],beatrice,0,0.38,incorrect,beatrice,0,0.38,incorrect,beatrice,0,0.38,incorrect
['arabella'],chen,0,0.17,incorrect,lady,0,0.33,incorrect,lady,0,0.33,incorrect
['arabella'],anna may wong,0,0.29,incorrect,shanghai,0,0.25,incorrect,shanghai,0,0.25,incorrect
['arabella'],bella,0,0.77,correct,polo,0,0.17,incorrect,polo,0,0.17,incorrect
"['thomas tong', 'thomas', 'tong']",john,0,0.5,incorrect,dr. watson,0,0.43,incorrect,dr. watson,0,0.43,incorrect
['eden'],sarah,0,0.0,incorrect,plantation,0,0.14,incorrect,plantation,0,0.14,incorrect
['eden'],emily,0,0.22,incorrect,penelope,0,0.33,incorrect,penelope,0,0.33,incorrect
['eden'],emma,0,0.25,incorrect,edith,0,0.44,incorrect,edith,0,0.44,incorrect
['eden'],jane,0,0.25,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
['rufus'],eden,0,0.0,incorrect,eden,0,0.0,incorrect,eden,0,0.0,incorrect
['rufus'],puako beach road,0,0.1,incorrect,puako,0,0.2,incorrect,puako,0,0.2,incorrect
['rufus'],john,0,0.0,incorrect,volcanic,0,0.0,incorrect,volcanic,0,0.0,incorrect
['rufus'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['arabella'],rufus,0,0.15,incorrect,paris,0,0.31,incorrect,paris,0,0.31,incorrect
['bea'],de courcy,0,0.17,incorrect,angling,0,0.2,incorrect,angling,0,0.2,incorrect
['eden'],emily,0,0.22,incorrect,vanilla,0,0.18,incorrect,vanilla,0,0.18,incorrect
['eden'],emma,0,0.25,incorrect,winter,0,0.2,incorrect,winter,0,0.2,incorrect
['rufus'],emily,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['eden'],martha,0,0.0,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['rufus'],coqui,0,0.2,incorrect,puerto rico,0,0.12,incorrect,puerto rico,0,0.12,incorrect
['bea'],augusta,0,0.2,incorrect,augusta,0,0.2,incorrect,augusta,0,0.2,incorrect
['bea'],carolina herrera,0,0.21,incorrect,london,0,0.0,incorrect,london,0,0.0,incorrect
['arabella'],augusta,0,0.27,incorrect,mango,0,0.15,incorrect,mango,0,0.15,incorrect
['eden'],countess,0,0.17,incorrect,gresham,0,0.18,incorrect,gresham,0,0.18,incorrect
['rufus'],mount vesuvius,0,0.32,incorrect,everyone,0,0.15,incorrect,everyone,0,0.15,incorrect
['eden'],emily,0,0.22,incorrect,martha,0,0.0,incorrect,martha,0,0.0,incorrect
['freddy'],walrus,0,0.17,incorrect,walrus,0,0.17,incorrect,walrus,0,0.17,incorrect
['rufus'],freddy,0,0.18,incorrect,freddy,0,0.18,incorrect,freddy,0,0.18,incorrect
['farman'],mr. farmihian,0,0.63,incorrect,thacher,0,0.31,incorrect,thacher,0,0.31,incorrect
['solène'],marie,0,0.18,incorrect,merde,0,0.36,incorrect,merde,0,0.36,incorrect
['laurel'],mark,0,0.4,incorrect,winter,0,0.17,incorrect,winter,0,0.17,incorrect
['rufus'],jon,0,0.0,incorrect,whales,0,0.18,incorrect,whales,0,0.18,incorrect
['solène'],emily inman,0,0.24,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['eden'],emily,0,0.22,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['tong'],dr. watson,0,0.43,incorrect,dr.,0,0.0,incorrect,dr.,0,0.0,incorrect
['thomas'],john,0,0.2,incorrect,salad,0,0.18,incorrect,salad,0,0.18,incorrect
['thomas'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['arabella'],john doe,0,0.12,incorrect,earth,0,0.31,incorrect,earth,0,0.31,incorrect
['thomas'],emma,0,0.4,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['max'],thor,0,0.0,incorrect,thor,0,0.0,incorrect,thor,0,0.0,incorrect
['kamehameha'],king kamehameha,0,0.8,correct,heiau,0,0.4,incorrect,heiau,0,0.4,incorrect
['thomas'],devon,0,0.18,incorrect,devon,0,0.18,incorrect,devon,0,0.18,incorrect
