Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],he,0,0.29,incorrect,i'd,0,0.0,incorrect,i'd,0,0.0,incorrect
['peter'],someone,0,0.33,incorrect,lo,0,0.0,incorrect,lo,0,0.0,incorrect
['daphne'],jane,0,0.6,incorrect,moment,0,0.17,incorrect,moment,0,0.17,incorrect
['peter'],dustoff,0,0.17,incorrect,wedding,0,0.17,incorrect,wedding,0,0.17,incorrect
['dorner'],mr. smith,0,0.13,incorrect,living,0,0.17,incorrect,living,0,0.17,incorrect
['petra'],she,0,0.25,incorrect,college,0,0.17,incorrect,college,0,0.17,incorrect
['peter'],someone,0,0.33,incorrect,someone,0,0.33,incorrect,someone,0,0.33,incorrect
['daphne'],she,0,0.44,incorrect,he,0,0.5,incorrect,he,0,0.5,incorrect
['peter'],john,0,0.0,incorrect,you,0,0.0,incorrect,you,0,0.0,incorrect
['peter'],she,0,0.25,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['daph'],john,0,0.25,incorrect,[mask],0,0.2,incorrect,[mask],0,0.2,incorrect
['peter'],he,0,0.29,incorrect,mac,0,0.0,incorrect,mac,0,0.0,incorrect
['peter'],he,0,0.29,incorrect,fool,0,0.0,incorrect,fool,0,0.0,incorrect
['peter'],he,0,0.29,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['arham'],someone,0,0.17,incorrect,tacos,0,0.2,incorrect,tacos,0,0.2,incorrect
['fontana'],triplets,0,0.13,incorrect,the pack,0,0.27,incorrect,the pack,0,0.27,incorrect
['renesmee'],sophia,0,0.14,incorrect,hell,0,0.17,incorrect,hell,0,0.17,incorrect
['landon'],patron services assistant,0,0.19,incorrect,thrills,0,0.15,incorrect,thrills,0,0.15,incorrect
['peter'],friend,0,0.18,incorrect,him,0,0.0,incorrect,him,0,0.0,incorrect
['peter'],the one,0,0.33,incorrect,your,0,0.22,incorrect,your,0,0.22,incorrect
"['edvard munch', 'edvard', 'munch']",munch,1,1.0,correct,scream,0,0.33,incorrect,scream,0,0.33,incorrect
['peter'],miles,0,0.2,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['peter'],him,0,0.0,incorrect,him,0,0.0,incorrect,him,0,0.0,incorrect
['peter'],dave,0,0.22,incorrect,his,0,0.0,incorrect,his,0,0.0,incorrect
['maya'],jessica,0,0.18,incorrect,[mask],0,0.4,incorrect,[mask],0,0.4,incorrect
['harvey'],the branch manager,0,0.25,incorrect,daughter's,0,0.25,incorrect,daughter's,0,0.25,incorrect
['petra'],she,0,0.25,incorrect,librarian,0,0.29,incorrect,librarian,0,0.29,incorrect
['peterverse'],waning bay,0,0.0,incorrect,coast,0,0.13,incorrect,coast,0,0.13,incorrect
"['tom', 'tom petty', 'petty']",name,0,0.31,incorrect,bartender,0,0.22,incorrect,bartender,0,0.22,incorrect
['peter'],someone,0,0.33,incorrect,extremely way cost is ordinarily spend it it,0,0.16,incorrect,extremely way cost is ordinarily spend it it,0,0.16,incorrect
['landon'],my defense,0,0.25,incorrect,bond,0,0.4,incorrect,bond,0,0.4,incorrect
['petra'],[mask],0,0.18,incorrect,maybe,0,0.2,incorrect,maybe,0,0.2,incorrect
['mulder'],kid,0,0.22,incorrect,she,0,0.22,incorrect,she,0,0.22,incorrect
['mulder'],jane,0,0.2,incorrect,mom,0,0.22,incorrect,mom,0,0.22,incorrect
['peter'],we,0,0.29,incorrect,now,0,0.0,incorrect,now,0,0.0,incorrect
['batman'],tom,0,0.44,incorrect,no.,0,0.22,incorrect,no.,0,0.22,incorrect
['daphne'],heckler,0,0.31,incorrect,chardonnay,0,0.25,incorrect,chardonnay,0,0.25,incorrect
['greg'],craig,0,0.44,incorrect,craig,0,0.44,incorrect,craig,0,0.44,incorrect
['daphne'],get in the car,0,0.2,incorrect,passenger,0,0.4,incorrect,passenger,0,0.4,incorrect
