,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,93.33333333333333,95.0,96.66666666666667,85.0,83.33333333333334,83.33333333333334,55.00000000000001,31.666666666666664,70.0,81.66666666666667,86.66666666666667,88.33333333333333,85.0,78.33333333333333,73.33333333333333,80.0,51.66666666666667,25.0,56.666666666666664,75.0
A Tale of Two Cities,99.0,76.0,17.0,85.0,68.0,87.0,48.0,86.0,28.999999999999996,88.0,97.0,73.0,91.0,95.0,62.0,91.0,46.0,72.0,8.0,78.0
A thousand splendid suns,72.3404255319149,25.53191489361702,2.127659574468085,19.148936170212767,36.17021276595745,36.17021276595745,17.02127659574468,19.148936170212767,2.127659574468085,38.297872340425535,53.191489361702125,46.808510638297875,2.127659574468085,57.446808510638306,21.27659574468085,21.27659574468085,4.25531914893617,6.382978723404255,2.127659574468085,19.148936170212767
Adventures of Huckleberry Finn,67.0,44.0,18.0,34.0,42.0,53.0,16.0,36.0,22.0,53.0,62.0,38.0,41.0,39.0,37.0,56.00000000000001,15.0,24.0,10.0,47.0
Adventures of Sherlock Holmes,7.000000000000001,4.0,7.000000000000001,4.0,11.0,18.0,4.0,26.0,11.0,5.0,13.0,8.0,0.0,2.0,14.000000000000002,21.0,8.0,22.0,0.0,8.0
Alice in Wonderland,100.0,100.0,97.82608695652173,100.0,82.6086956521739,97.82608695652173,50.0,95.65217391304348,97.82608695652173,100.0,97.82608695652173,97.82608695652173,100.0,84.78260869565217,82.6086956521739,97.82608695652173,50.0,93.47826086956522,97.82608695652173,100.0
Dracula,95.55555555555556,93.33333333333333,87.77777777777777,74.44444444444444,64.44444444444444,75.55555555555556,27.77777777777778,66.66666666666666,17.77777777777778,77.77777777777779,85.55555555555556,87.77777777777777,80.0,78.88888888888889,54.44444444444444,62.22222222222222,24.444444444444443,45.55555555555556,22.22222222222222,55.55555555555556
Dune,87.0,84.0,73.0,74.0,24.0,23.0,12.0,14.000000000000002,18.0,21.0,57.99999999999999,45.0,43.0,21.0,14.000000000000002,18.0,11.0,13.0,4.0,18.0
Fahrenheit 451,27.058823529411764,27.058823529411764,28.235294117647058,27.058823529411764,41.17647058823529,85.88235294117646,12.941176470588237,81.17647058823529,20.0,83.52941176470588,27.058823529411764,25.882352941176475,27.058823529411764,25.882352941176475,10.588235294117647,25.882352941176475,8.235294117647058,22.35294117647059,3.5294117647058822,25.882352941176475
Frankenstein,98.0392156862745,98.0392156862745,90.19607843137256,86.27450980392157,54.90196078431373,78.43137254901961,39.21568627450981,64.70588235294117,29.411764705882355,72.54901960784314,86.27450980392157,68.62745098039215,68.62745098039215,58.82352941176471,43.13725490196079,60.78431372549019,25.49019607843137,52.94117647058824,33.33333333333333,52.94117647058824
Harry Potter and the Deathly Hallows,36.0,3.0,15.0,8.0,6.0,7.000000000000001,4.0,1.0,1.0,5.0,16.0,2.0,10.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0
Of Mice and Men,100.0,87.5,22.916666666666664,64.58333333333334,70.83333333333334,91.66666666666666,37.5,70.83333333333334,39.58333333333333,79.16666666666666,87.5,45.83333333333333,75.0,56.25,47.91666666666667,70.83333333333334,20.833333333333336,50.0,16.666666666666664,70.83333333333334
Paper Towns,63.1578947368421,7.894736842105263,1.3157894736842104,0.0,,,,,,,63.1578947368421,36.84210526315789,34.21052631578947,36.84210526315789,,,,,,
Percy Jackson The Lightning Thief,58.76288659793815,7.216494845360824,10.309278350515463,0.0,20.618556701030926,39.175257731958766,9.278350515463918,25.773195876288657,11.34020618556701,25.773195876288657,34.02061855670103,3.0927835051546393,2.0618556701030926,13.402061855670103,13.402061855670103,30.927835051546392,8.24742268041237,15.463917525773196,5.154639175257731,21.649484536082475
Pride and Prejudice,98.0,93.0,13.0,63.0,77.0,86.0,43.0,75.0,90.0,82.0,96.0,94.0,84.0,83.0,76.0,84.0,44.0,73.0,91.0,83.0
Sense and sensibility,89.0,84.0,1.0,10.0,53.0,67.0,34.0,42.0,24.0,60.0,73.0,69.0,32.0,61.0,47.0,63.0,28.999999999999996,39.0,18.0,53.0
The Boy in the Striped Pyjamas,51.0,23.0,42.0,44.0,43.0,57.99999999999999,6.0,0.0,9.0,28.999999999999996,41.0,11.0,53.0,48.0,18.0,32.0,4.0,0.0,4.0,5.0
The Great Gatsby,96.29629629629629,83.33333333333334,33.33333333333333,55.55555555555556,62.96296296296296,70.37037037037037,48.148148148148145,50.0,57.407407407407405,66.66666666666666,77.77777777777779,68.51851851851852,68.51851851851852,74.07407407407408,38.88888888888889,59.25925925925925,38.88888888888889,31.48148148148148,40.74074074074074,53.70370370370371
The Handmaid s Tale,80.0,48.0,33.0,26.0,13.0,37.0,4.0,14.000000000000002,11.0,16.0,27.0,9.0,13.0,10.0,4.0,14.000000000000002,0.0,7.000000000000001,3.0,6.0
The Picture of Dorian Gray,87.67123287671232,87.67123287671232,80.82191780821918,68.4931506849315,58.9041095890411,50.68493150684932,27.397260273972602,54.794520547945204,64.38356164383562,57.534246575342465,58.9041095890411,54.794520547945204,64.38356164383562,58.9041095890411,47.94520547945205,57.534246575342465,27.397260273972602,36.986301369863014,47.94520547945205,46.57534246575342
