,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,76.66666666666667,70.0,60.0,50.0,31.666666666666664,31.666666666666664,18.333333333333332,10.0,40.0,31.666666666666664,41.66666666666667,43.333333333333336,43.333333333333336,10.0,13.333333333333334,16.666666666666664,6.666666666666667,8.333333333333332,30.0,21.666666666666668
A Tale of Two Cities,57.99999999999999,36.0,44.0,52.0,27.0,30.0,13.0,9.0,34.0,21.0,30.0,25.0,32.0,21.0,8.0,17.0,9.0,5.0,21.0,11.0
A thousand splendid suns,6.382978723404255,10.638297872340425,2.127659574468085,2.127659574468085,0.0,0.0,0.0,0.0,2.127659574468085,2.127659574468085,4.25531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,81.0,52.0,35.0,35.0,40.0,34.0,20.0,18.0,35.0,31.0,76.0,35.0,22.0,11.0,24.0,32.0,20.0,14.000000000000002,30.0,16.0
Adventures of Sherlock Holmes,15.0,25.0,28.999999999999996,42.0,16.0,18.0,13.0,7.000000000000001,27.0,15.0,10.0,23.0,16.0,9.0,6.0,3.0,5.0,2.0,8.0,2.0
Alice in Wonderland,95.65217391304348,84.78260869565217,73.91304347826086,78.26086956521739,45.65217391304348,67.3913043478261,26.08695652173913,32.608695652173914,76.08695652173914,63.04347826086957,65.21739130434783,69.56521739130434,65.21739130434783,34.78260869565217,23.91304347826087,45.65217391304348,10.869565217391305,19.565217391304348,47.82608695652174,43.47826086956522
Dracula,80.0,73.33333333333333,56.666666666666664,43.333333333333336,31.11111111111111,30.0,7.777777777777778,8.88888888888889,40.0,25.555555555555554,43.333333333333336,27.77777777777778,37.77777777777778,21.11111111111111,21.11111111111111,20.0,7.777777777777778,7.777777777777778,13.333333333333334,20.0
Dune,76.0,61.0,64.0,44.0,25.0,28.000000000000004,12.0,18.0,21.0,27.0,46.0,30.0,44.0,21.0,22.0,25.0,10.0,17.0,9.0,24.0
Fahrenheit 451,31.666666666666664,53.333333333333336,33.33333333333333,13.333333333333334,13.333333333333334,11.666666666666666,5.0,6.666666666666667,15.0,13.333333333333334,18.333333333333332,36.666666666666664,25.0,3.3333333333333335,5.0,6.666666666666667,3.3333333333333335,1.6666666666666667,8.333333333333332,3.3333333333333335
Frankenstein,92.15686274509804,78.43137254901961,62.745098039215684,58.82352941176471,43.13725490196079,29.411764705882355,17.647058823529413,9.803921568627452,62.745098039215684,39.21568627450981,88.23529411764706,45.09803921568628,29.411764705882355,9.803921568627452,13.725490196078432,11.76470588235294,11.76470588235294,7.8431372549019605,21.568627450980394,15.686274509803921
Harry Potter and the Deathly Hallows,28.999999999999996,25.0,21.0,28.999999999999996,13.0,28.000000000000004,10.0,16.0,13.0,11.0,16.0,16.0,15.0,23.0,18.0,26.0,9.0,15.0,7.000000000000001,13.0
Of Mice and Men,85.41666666666666,45.83333333333333,27.083333333333332,8.333333333333332,2.083333333333333,0.0,2.083333333333333,0.0,6.25,10.416666666666668,52.083333333333336,0.0,8.333333333333332,2.083333333333333,0.0,0.0,0.0,0.0,0.0,4.166666666666666
Paper Towns,22.36842105263158,22.36842105263158,25.0,43.42105263157895,3.9473684210526314,11.842105263157894,2.631578947368421,2.631578947368421,1.3157894736842104,6.578947368421052,13.157894736842104,14.473684210526317,25.0,15.789473684210526,2.631578947368421,5.263157894736842,0.0,0.0,0.0,0.0
Percy Jackson The Lightning Thief,29.896907216494846,4.123711340206185,7.216494845360824,2.0618556701030926,2.0618556701030926,0.0,0.0,0.0,3.0927835051546393,1.0309278350515463,3.0927835051546393,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pride and Prejudice,91.0,80.0,75.0,67.0,50.0,39.0,24.0,14.000000000000002,63.0,54.0,95.0,72.0,61.0,27.0,26.0,20.0,32.0,15.0,55.00000000000001,39.0
Sense and sensibility,33.0,28.000000000000004,21.0,33.0,14.000000000000002,31.0,8.0,10.0,17.0,14.000000000000002,14.000000000000002,32.0,28.999999999999996,15.0,9.0,20.0,19.0,7.000000000000001,49.0,10.0
The Boy in the Striped Pyjamas,18.556701030927837,9.278350515463918,5.154639175257731,15.463917525773196,1.0309278350515463,2.0618556701030926,2.0618556701030926,0.0,2.0618556701030926,2.0618556701030926,3.0927835051546393,3.0927835051546393,5.154639175257731,4.123711340206185,0.0,3.0927835051546393,0.0,0.0,0.0,3.0927835051546393
The Great Gatsby,87.03703703703704,83.33333333333334,68.51851851851852,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
The Handmaid s Tale,43.0,54.0,44.0,27.0,9.0,8.0,2.0,1.0,21.0,7.000000000000001,16.0,12.0,13.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
The Picture of Dorian Gray,75.34246575342466,72.6027397260274,76.71232876712328,47.94520547945205,34.24657534246575,36.986301369863014,35.61643835616438,17.80821917808219,41.0958904109589,34.24657534246575,42.465753424657535,54.794520547945204,63.013698630136986,17.80821917808219,17.80821917808219,31.506849315068493,21.91780821917808,8.21917808219178,28.767123287671232,19.17808219178082
