line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
61,,[],"""The truth is, he didn't even hold you until you were a month old. And then only to look down once, comment on your longish face, and hand you back to me.""",,"“Sự thật là ông ta thậm chí còn không thèm ẵm con cho đến khi con đầy tháng. Mà lúc đó ông ta cũng chỉ cúi xuống nhìn con có một lần, nhận xét về khuôn mặt dài của con và bế trả con cho mẹ.”",,"“İşin doğrusu, seni bir aylık oluncaya kadar kucağına bile almadı. O zaman da, eğilip yüzüne şöyle bir baktı, suratı biraz uzun gibi, dedi; sonra da bana geri verdi.",,"–La verdad es que ni siquiera te cogió en brazos hasta que tuviste un mes. Y sólo te miró una vez, comentó que tenías la cara alargada y te puso de nuevo en mis brazos.",,"“The truth is he didn't even bother to hold the baby until the baby was a month old. And at that time, he only bent down to look at the baby once, commented on the baby's long face, and handed the baby back to the mother.”","“The truth is, he didn't even hold you until you were a month old. Then, he leaned over, took a quick look at your face, said your face was a bit long, and then handed you back to me.”","–The truth is that he didn't even hold you in his arms until you were a month old. And he only looked at you once, commented that you had a long face, and put you back in my arms.",38
166,,[],"""And I want you to invite my brothers and sisters too. I want to meet them. I want us all to go, together. It's what I want.""",,“Và con muốn bố mời các anh chị em của con nữa. Con muốn gặp họ. Con muốn tất cả chúng con sẽ cùng đi. Đó là điều con muốn.”,,“Öteki kardeşlerimi de çağırmanı istiyorum. Onlarla tanışmak istiyorum. Hep birlikte gitmemizi istiyorum. İşte dileğim bu.,,"–Y también quiero que invites a mis hermanos y hermanas. Me gustaría conocerlos y que fuésemos todos juntos. Sí, eso es lo que quiero.",,"“And I want you to invite my brothers and sisters too, Dad. I want to meet them. I want all of us to go together. That is what I want.”","""I want you to call my other siblings too. I want to meet them. I want us to go together. This is my wish.""","–And I also want you to invite my brothers and sisters. I would like to meet them and for all of us to go together. Yes, that is what I want.",32
193,,[],"She went back to the stream and waited awhile longer. Blackbirds circled overhead, dipped into the grass somewhere. She watched a caterpillar inching along the foot of an immature thistle.",,Cô quay trở lại con suối và đợi một lúc lâu hơn. Một bầy chim két liệng vòng tròn trên đầu cô rồi nhào xuống đám cỏ đây đó. Cô thấy một con sâu bướm đang bò trên gốc một cây kế non.,,"Yeniden ırmağa indi, biraz daha bekledi. Başının üstünde birkaç karatavuk dönüp duruyordu; otların arasına bir yere daldılar. Henüz olgunlaşmamış bir devedikeninin dibinde milim milim ilerleyen tırtılı seyretti.",,"Volvió de nuevo al arroyo y esperó un poco más. Unos ruiseñores sobrevolaron la corriente y luego se posaron, perdiéndose de vista entre la hierba. Mariam observó una oruga que avanzaba despacio por el tallo de un cardo verde.",,She returned to the stream and waited a little longer. A flock of parrots circled above her head and then swooped down onto the grass here and there. She saw a caterpillar crawling on the stem of a young thistle.,He went back down to the river and waited a little longer. A few blackbirds were circling above his head; they dove into a spot among the grass. He watched a caterpillar inching along at the base of an immature thistle.,"He returned to the stream again and waited a little longer. Some nightingales flew over the current and then landed, disappearing from view among the grass. Mariam watched a caterpillar slowly making its way up the stem of a green thistle.",39
205,,[],He gave her the toffee. He said he hadn't had a ride in two hours and he was planning on going home anyway. Jalil's house was on the way.,,Ông đưa cho cô bé chiếc kẹo. Ông nói rằng ông không có khách đã hai tiếng rồi và đằng nào cũng đang định về nhà. Nhà Jalil trên đường ông đi về.,,"Karamelayı kıza uzattı. İki saattir tek müşteri çıkmadığını, zaten eve dönmeye hazırlandığını söyledi. Celil’in evi yolunun üzerindeydi.",,El anciano le dio el caramelo. Dijo que de todas formas hacía dos horas que no llevaba a nadie y que estaba pensando en dejar el trabajo por ese día. La casa de Yalil le pillaba de camino.,,He gave the little girl a candy. He said that he hadn't had any customers for two hours and was planning to go home anyway. Jalil's house was on his way home.,He handed the caramel to the girl. He said that not a single customer had come in for two hours and that he was already preparing to go home. Celil's house was on the way.,"The old man gave him the candy. He said that in any case, he hadn't taken anyone for two hours and was thinking of quitting work for the day. Yalil's house was on his way.",35
244,,[],"In the handful of seconds that she was in Jalil's garden, Mariam's eyes registered seeing a gleaming glass structure with plants inside it, grape vines clinging to wooden trellises, a fishpond built with gray blocks of stone, fruit",,"Chỉ trong vài giây, Mariam đã ở trong vườn nhà Jalil, mắt dán chặt vào một khu nhà kính có cây cối bên trong, cả những cây nho quấn quanh dàn gỗ, một cái hồ cá bằng đá xám, cây ăn quả và những bụi hoa tươi sáng có mặt khắp mọi nơi.",,"Birkaç saniye sonra Celil’in bahçesindeydi, Meryem’in gözüne ilk, içi bitkilerle dolu, ışıl ışıl, cam bir yapı çarptı; sonra, ahşap kafes işlerine sarılmış üzüm asmaları, gri taş bloklardan yapılma bir balık havuzu, meyve ağaçları ve dört bir yanda, parlak renkli çiçek öbekleri.",,"En los pocos segundos que estuvo en el jardín de Yalil, los ojos de Mariam captaron una reluciente estructura de cristal con plantas en su interior, las uvas de un emparrado, un estanque de peces construido con bloques grises de piedra, árboles frutales y arbustos de flores vistosas por doquier.",,"In just a few seconds, Mariam was in Jalil's garden, her eyes fixed on a greenhouse with trees inside, grapevines winding around wooden trellises, a gray stone fish pond, fruit trees, and bright flowering bushes everywhere.","A few seconds later, she was in Celil's garden, and the first thing that caught Meryem's eye was a glass structure filled with plants, shining brightly; then, grapevines wrapped around wooden trellises, a fish pond made of gray stone blocks, fruit trees, and clusters of brightly colored flowers all around.","In the few seconds she was in Jalil's garden, Mariam's eyes caught a gleaming glass structure with plants inside, the grapes of a trellis, a fish pond built with gray stone blocks, fruit trees, and colorful flowering shrubs everywhere.",51
292,,[],"1 will use a flower petal for paper, And write you the sweetest letter, You are the sultan of my heart, the sultan of my heart",,"Em sẽ lấy cánh hoa làm giấy, Và viết cho anh bức thư ngọt ngào nhất, Anh là quốc vương của trái tim em, Là quốc vương của trái tim em.",,"Kâğıt yerine gül yaprakları kullanacağım, Ve sana dünyanın en tatlı mektubunu yazacağım; Sen kalbimin sultanısın, kalbimin sultanısın.",,"Usaré un pétalo de flor como papel y te escribiré una dulce carta. Eres el sultán de mi corazón, el sultán de mi corazón.",,"I will use flower petals as paper, And write him the sweetest letter, You are the king of my heart, Being the king of your heart.","I will use rose petals instead of paper, And I will write you the sweetest letter in the world; You are the sultan of my heart, the sultan of my heart.","I will use a flower petal as paper and I will write you a sweet letter. You are the sultan of my heart, the sultan of my heart.",32
407,,[],"""I thought about you all the time. I used to pray that you'd live to be a hundred years old. I didn't know. I didn't know that you were ashamed of me.""",,“Lúc nào tôi cũng nghĩ tới ông. Tôi thường cầu nguyện rằng ông sẽ sống lâu trăm tuổi. Tôi đã không biết. Tôi đã không biết rằng ông xấu hổ vì tôi.”,,“Sürekli seni düşünürdüm. Yüz yaşına kadar yaşaman için dua ederdim. Bilmiyordum. Benden utandığını bilmiyordum ki.,,–Pensaba en ti todo el tiempo. Rezaba para que vivieras hasta los cien años. No lo sabía. No sabía que te avergonzabas de mí.,,“I always think about you. I often pray that you will live a long life. I did not know. I did not know that you were ashamed of me.”,“I used to think about you constantly. I would pray for you to live to be a hundred years old. I didn't know. I didn't know that you were ashamed of me.”,–I was thinking about you all the time. I prayed that you would live to be a hundred years old. I didn't know. I didn't know that you were ashamed of me.,36
416,,[],"She turned and walked around to the side of the bus. She could hear him following her. When she reached the hydraulic doors, she heard him behind her.",,"Cô quay người và đi vòng qua phía bên kia xe. Cô có thể nghe tiếng ông ta đi theo cô. Khi cô với tay lên cánh cửa xe, cô nghe thấy ông ta nói phía sau mình.",,"Döndü, otobüsün yan tarafına doğru ilerledi. Celil’in peşinden geldiğini duyabiliyordu. Hidrolik kapılara varınca, hemen arkasından gelen sesi duydu.",,"Mariam dio media vuelta y se dirigió a la parte delantera del autobús. Oyó que Yalil la seguía. Cuando llegó a las puertas hidráulicas, lo oyó a su espalda.",,"She turned around and walked around to the other side of the car. She could hear him following her. As she reached for the car door, she heard him speaking behind her.","She turned and walked towards the side of the bus. She could hear Celil following behind her. When she reached the hydraulic doors, she heard a voice right behind her.","Mariam turned around and headed to the front of the bus. She heard Yalil following her. When she reached the hydraulic doors, she heard him behind her.",32
438,,[],"""This window looks north,"" he said, tapping the glass with the crooked nail of his index finger. ""That's the Asmai mountain directly in front of us-see?-and, to the left, is the Ali Abad mountain. The university is at the foot of it. Behind us, east, you can't see from here, is the Shir Darwaza mountain. Every day, at noon, they shoot a cannon from it. Stop your crying, now. I mean it.""",,"“Cái cửa sổ này nhìn ra hướng Bắc,” ông ta nói, gõ gõ vào mặt kính bằng móng tay trỏ vẹo vọ. “Thẳng ngay phía trước chúng ta kia là núi Asmai. Thấy không? Bên trái là núi Ali Abad. Trường đại học nằm ở chân núi đó. Đằng sau chúng ta, về hướng Đông, em không nhìn thấy được từ đây đâu, là núi Shir Darwaza. Hằng ngày, vào buổi trưa người ta sẽ bắn một phát đại bác từ đấy. Thôi không khóc nữa nào. Tôi bảo rồi.”",,"“Bu pencere kuzeye bakar,” dedi, işaretparmağının kıvrık tırnağıyla cama vurarak. “Tam karşımızda Asmai Dağları var -görüyor musun? Soldakiyse Ali Abad Dağı. Üniversite onun eteğinde. Şir Derveze Dağı arkamıza, doğuya düşüyor; buradan göremezsin tabii. Her gün, öğlenleri oradan bir pare top atarlar. Kes artık ağlamayı. Ciddiyim.",,"–Esta ventana da al norte -dijo, dando golpecitos con la torcida uña del dedo índice-. Esa montaña de enfrente se llama Asmai, ¿la ves?, y a la izquierda está la montaña Alí Abad. La universidad se encuentra al pie de esa montaña. Detrás de nosotros, hacia el este, se encuentra el monte Shir Darwaza, pero desde aquí no se ve. Todos los días, a mediodía, disparan un cañón desde allí. Ahora no llores más. Lo digo en serio.",,"“This window faces North,” he said, tapping on the glass with his crooked index fingernail. “Right in front of us is Mount Asmai. See? To the left is Mount Ali Abad. The university is located at the foot of that mountain. Behind us, to the East, you can't see it from here, is Mount Shir Darwaza. Every day, at noon, they fire a cannon from there. Stop crying now. I told you.”","“This window faces north,” he said, tapping the glass with the curved nail of his index finger. “Right in front of us are the Asmai Mountains - do you see? The one on the left is Ali Abad Mountain. The university is at its foothill. Shir Darvaza Mountain is behind us, to the east; you can't see it from here, of course. Every day, at noon, they fire a cannon from there. Stop crying already. I'm serious.”","–This window faces north -he said, tapping with the crooked nail of his index finger-. That mountain in front is called Asmai, do you see it?, and to the left is the Ali Abad mountain. The university is located at the foot of that mountain. Behind us, to the east, is the Shir Darwaza mountain, but you can't see it from here. Every day, at noon, they fire a cannon from there. Now don't cry anymore. I'm serious.",97
473,,[],"""Unless it was done unintentionally on a Friday,"" he said. ""And did you know it's supposed to be a bad omen to tie shoes together and hang them from a nail?""",,"“Ngoại trừ khi người ta vô ý làm điều đó vào ngày thứ Sáu,” ông ta nói. “Và em có biết người ta thường cho rằng sẽ là một điềm xấu nếu ta buộc hai chiếc giày lại với nhau và treo lên đinh?”",,"“Cumaları dalgınlıkla yapılması hariç,” dedi.",,–A menos que se haga inintencionadamente un viernes -puntualizó-. ¿Y sabías que se supone que es de mal agüero atar los zapatos juntos y colgarlos de un clavo?,,"“Except when people do it inadvertently on a Friday,” he said. “And do you know that it is often considered a bad omen if you tie two shoes together and hang them on a nail?”","“Except when done absentmindedly on Fridays,” he said. “Also, did you know that tying a pair of shoelaces together and hanging them on the wall brings bad luck?”",–Unless it is done unintentionally on a Friday -he pointed out-. And did you know that it is supposed to be bad luck to tie shoes together and hang them from a nail?,37
