Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['bruno'],hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nigeria,0,0.17,incorrect,mme,0,0.0,incorrect,mme lebile,0,0.13,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nijery,0,0.18,incorrect,hester,0,0.18,incorrect,nigeria,0,0.17,incorrect,mme lebile,0,0.13,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nijery,0,0.18,incorrect,sheila,0,0.0,incorrect,emily,0,0.0,incorrect,kucuk kiz,0,0.14,incorrect,anne,0,0.22,incorrect,ba,0,0.29,incorrect,hester,0,0.18,incorrect,ana,0,0.25,incorrect,maria,0,0.2,incorrect,emily,0,0.0,incorrect,anne,0,0.22,incorrect,hester,0,0.18,incorrect,maria,0,0.2,incorrect
['gretel'],hester,0,0.5,incorrect,kaofela,0,0.31,incorrect,adaora,0,0.17,incorrect,rarara,0,0.17,incorrect,mme,0,0.22,incorrect,rotlhelo,0,0.57,incorrect,tane,0,0.4,incorrect,hester,0,0.5,incorrect,ahmd,0,0.0,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,isika,0,0.0,incorrect,kaofela,0,0.31,incorrect,rarara,0,0.17,incorrect,rotlhelo,0,0.57,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,isika,0,0.0,incorrect,all four of us,0,0.1,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,mom,0,0.0,incorrect,mom,0,0.0,incorrect,tu,0,0.25,incorrect,juan,0,0.0,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,mom,0,0.0,incorrect,juan,0,0.0,incorrect
['bruno'],berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,matseng,0,0.17,incorrect,refilwe,0,0.17,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,refilwe,0,0.17,incorrect,berlin,0,0.55,incorrect,hester,0,0.18,incorrect,berlin,0,0.55,incorrect,hans,0,0.22,incorrect,he,0,0.0,incorrect,hester,0,0.18,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,mom,0,0.25,incorrect,berlin,0,0.55,incorrect,berlin,0,0.55,incorrect,he,0,0.0,incorrect,berlin,0,0.55,incorrect,mom,0,0.25,incorrect,berlin,0,0.55,incorrect
['bruno'],hester,0,0.18,incorrect,ntho,0,0.44,incorrect,olaudah,0,0.17,incorrect,nigba,0,0.2,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.07,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.18,incorrect,mai,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,rehefa,0,0.18,incorrect,ntho,0,0.44,incorrect,nigba,0,0.2,incorrect,mme rona tshwanetse,0,0.17,incorrect,mai,0,0.0,incorrect,hester,0,0.18,incorrect,rehefa,0,0.18,incorrect,their,0,0.2,incorrect,he,0,0.0,incorrect,yeni evlerini ilk gordugunde [mask]'nun gozleri fal tasi gibi acildi. agzi o seklini aldi ve kollari yine yanlarinda uzandi. her seyi ile eski evlerinin tam tersi gibiydi ve gercekten burada yasayacaklarina inanamiyordu.,0,0.04,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,emma,0,0.0,incorrect,juan,0,0.44,incorrect,he,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.44,incorrect
['bruno'],hester,0,0.18,incorrect,ke,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mme,0,0.0,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mieritreritra,0,0.11,incorrect,ke,0,0.0,incorrect,hester,0,0.18,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mieritreritra,0,0.11,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,anne,0,0.22,incorrect,hester,0,0.18,incorrect,mom,0,0.25,incorrect,mother,0,0.18,incorrect,juan,0,0.44,incorrect,juan,0,0.44,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,mother,0,0.18,incorrect,juan,0,0.44,incorrect
"['maria', 'maría']",sena,0,0.22,incorrect,sena ho mabokose ho joalo,0,0.2,incorrect,hester,0,0.18,incorrect,eyi,0,0.25,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.07,incorrect,hester,0,0.18,incorrect,tupua,0,0.2,incorrect,hester,0,0.18,incorrect,john,0,0.0,incorrect,hester,0,0.18,incorrect,razafindrakoto,0,0.32,incorrect,mazava,0,0.55,incorrect,sena ho mabokose ho joalo,0,0.2,incorrect,eyi,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mazava,0,0.55,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nguyen,0,0.0,incorrect,hester,0,0.18,incorrect,john,0,0.0,incorrect,juan,0,0.22,incorrect,john,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.22,incorrect
"['maria', 'maría']",hester,0,0.18,incorrect,mme,0,0.25,incorrect,hester,0,0.18,incorrect,abraham,0,0.5,incorrect,mma,0,0.5,incorrect,mme,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,neny,0,0.0,incorrect,neny,0,0.0,incorrect,mme,0,0.25,incorrect,abraham,0,0.5,incorrect,mme,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,neny,0,0.0,incorrect,mother,0,0.36,incorrect,mother,0,0.36,incorrect,annem,0,0.2,incorrect,hester,0,0.18,incorrect,mother,0,0.36,incorrect,me,0,0.29,incorrect,john,0,0.0,incorrect,maria,1,1.0,correct,mother,0,0.36,incorrect,hester,0,0.18,incorrect,me,0,0.29,incorrect,maria,1,1.0,correct
['bruno'],hester,0,0.18,incorrect,hester,0,0.18,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,mme,0,0.0,incorrect,mme,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,feno,0,0.44,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mme,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,feno,0,0.44,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,torba,0,0.2,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,le,0,0.0,incorrect,john,0,0.22,incorrect,torba,0,0.2,incorrect,hester,0,0.18,incorrect,le,0,0.0,incorrect
['bruno'],hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nitori,0,0.36,incorrect,hester,0,0.18,incorrect,tswana,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,rakshas,0,0.17,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nitori,0,0.36,incorrect,tswana,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,frankenstein,0,0.24,incorrect,john,0,0.22,incorrect,jack,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nina,0,0.22,incorrect,juan,0,0.44,incorrect,john,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.44,incorrect
['bruno'],hester,0,0.18,incorrect,mme,0,0.0,incorrect,hester,0,0.18,incorrect,lesekese,0,0.0,incorrect,mme,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,tena,0,0.22,incorrect,mme,0,0.0,incorrect,lesekese,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,tena,0,0.22,incorrect,john,0,0.22,incorrect,he,0,0.0,incorrect,kedi,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.44,incorrect,juan,0,0.44,incorrect,he,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,juan,0,0.44,incorrect
