Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jake'],john,0,0.25,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['jake'],west,0,0.25,incorrect,ucla,0,0.25,incorrect,ucla,0,0.25,incorrect
['anna'],west,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['anna'],sarah,0,0.44,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
"['john', 'john wayne', 'wayne']",singapore,0,0.32,incorrect,singapore,0,0.32,incorrect,singapore,0,0.32,incorrect
['anna'],he,0,0.0,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['anna'],west,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['conan'],name,0,0.44,incorrect,stepping,0,0.15,incorrect,stepping,0,0.15,incorrect
['anna'],he,0,0.0,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['jake'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],weston,0,0.2,incorrect,mike's,0,0.4,incorrect,mike's,0,0.4,incorrect
['conan'],west,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['jake'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],sarah,0,0.44,incorrect,sister's,0,0.0,incorrect,sister's,0,0.0,incorrect
['anna'],she,0,0.0,incorrect,muppet,0,0.0,incorrect,muppet,0,0.0,incorrect
['anna'],hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],private,0,0.18,incorrect,sister,0,0.0,incorrect,sister,0,0.0,incorrect
['anna'],mom,0,0.0,incorrect,jingga,0,0.4,incorrect,jingga,0,0.4,incorrect
['anna'],she,0,0.0,incorrect,"she [mask] to of breast. into knows and me a plucks just find mouth. and herself i cotton the and the loop can shirt, be around to attention her societay."" it at her looks off over who front not her adheres pops pretend to left down behave how follow it someone who froot where to her ""why",0,0.03,incorrect,"she [mask] to of breast. into knows and me a plucks just find mouth. and herself i cotton the and the loop can shirt, be around to attention her societay."" it at her looks off over who front not her adheres pops pretend to left down behave how follow it someone who froot where to her ""why",0,0.03,incorrect
['jake'],hills,0,0.0,incorrect,hills,0,0.0,incorrect,hills,0,0.0,incorrect
"['jenny', 'jenny nelson', 'nelson']",nose,0,0.4,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['anna'],her,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],jack,0,0.25,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],emma,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['babe'],jane,0,0.5,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect
['anna'],american express,0,0.2,incorrect,spa,0,0.29,incorrect,spa,0,0.29,incorrect
"['anna', 'anna green', 'green']",everyone else,0,0.35,incorrect,airport,0,0.24,incorrect,airport,0,0.24,incorrect
['anna'],name,0,0.5,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['anna'],[mask],0,0.2,incorrect,frank,0,0.44,incorrect,frank,0,0.44,incorrect
['anna'],sling,0,0.22,incorrect,jane,0,0.5,incorrect,jane,0,0.5,incorrect
['anna'],[mask],0,0.2,incorrect,[mask],0,0.2,incorrect,[mask],0,0.2,incorrect
"['anna', 'anna green', 'green']",muppet,0,0.18,incorrect,muppet-human hybrid,0,0.28,incorrect,muppet-human hybrid,0,0.28,incorrect
['anna'],[mask],0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['anna'],hester,0,0.0,incorrect,sarah,0,0.44,incorrect,sarah,0,0.44,incorrect
['anna'],name,0,0.5,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['anna'],name,0,0.5,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['jake'],sibling,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
