Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],fate,0,0.44,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],person,0,0.55,incorrect,hester,0,0.73,correct,hester,0,0.73,correct
['daphne'],hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect
['peter'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['dorner'],mr.,0,0.22,incorrect,mr.,0,0.22,incorrect,mr.,0,0.22,incorrect
['petra'],john,0,0.0,incorrect,college,0,0.17,incorrect,college,0,0.17,incorrect
['peter'],john,0,0.0,incorrect,hester,0,0.73,correct,hester,0,0.73,correct
['daphne'],her,0,0.44,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect
['peter'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],jessica,0,0.17,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['daph'],john,0,0.25,incorrect,father,0,0.4,incorrect,father,0,0.4,incorrect
['peter'],john,0,0.0,incorrect,mac,0,0.0,incorrect,mac,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['arham'],dragons,0,0.33,incorrect,dragons,0,0.33,incorrect,dragons,0,0.33,incorrect
['fontana'],child,0,0.0,incorrect,mom,0,0.2,incorrect,mom,0,0.2,incorrect
['renesmee'],emily,0,0.31,incorrect,katie,0,0.15,incorrect,katie,0,0.15,incorrect
['landon'],[mask],0,0.17,incorrect,kills,0,0.18,incorrect,kills,0,0.18,incorrect
['peter'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],him,0,0.0,incorrect,hester,0,0.73,correct,hester,0,0.73,correct
"['edvard munch', 'edvard', 'munch']",munch,1,1.0,correct,scream's,0,0.3,incorrect,scream's,0,0.3,incorrect
['peter'],miles,0,0.2,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['peter'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,tom,0,0.25,incorrect,tom,0,0.25,incorrect
['maya'],her,0,0.0,incorrect,her,0,0.0,incorrect,her,0,0.0,incorrect
['harvey'],branch manager,0,0.3,incorrect,daughter,0,0.29,incorrect,daughter,0,0.29,incorrect
['petra'],she,0,0.25,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['peterverse'],chill coast,0,0.1,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
"['tom', 'tom petty', 'petty']",jazz,0,0.0,incorrect,bartender,0,0.22,incorrect,bartender,0,0.22,incorrect
['peter'],john,0,0.0,incorrect,hester,0,0.73,correct,hester,0,0.73,correct
['landon'],nathan,0,0.33,incorrect,apple,0,0.18,incorrect,apple,0,0.18,incorrect
['petra'],she,0,0.25,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['mulder'],kid,0,0.22,incorrect,she,0,0.22,incorrect,she,0,0.22,incorrect
['mulder'],mom,0,0.22,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['peter'],john,0,0.0,incorrect,hester,0,0.73,correct,hester,0,0.73,correct
['batman'],lunch box,0,0.13,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['daphne'],chardonnay,0,0.25,incorrect,chardonnay,0,0.25,incorrect,chardonnay,0,0.25,incorrect
['greg'],craig,0,0.44,incorrect,craig,0,0.44,incorrect,craig,0,0.44,incorrect
['daphne'],john,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['daphne'],big louie's,0,0.12,incorrect,louie,0,0.18,incorrect,louie,0,0.18,incorrect
