Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['paul'],hester,0,0.0,incorrect,laaarin,0,0.18,incorrect,mme tshwanetse,0,0.11,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,cidd'iyaa,0,0.15,incorrect,hester,0,0.0,incorrect,randolph,0,0.33,incorrect,tao,0,0.29,incorrect,mahlo,0,0.44,incorrect,laaarin,0,0.18,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,tao,0,0.29,incorrect,old woman,0,0.15,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ba lao,0,0.4,incorrect,hester,0,0.0,incorrect,maeve,0,0.22,incorrect,mujer,0,0.22,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,mujer,0,0.22,incorrect
['paul'],arrakis,0,0.18,incorrect,arrakis,0,0.18,incorrect,mme,0,0.0,incorrect,mme rona tshwanetse,0,0.09,incorrect,arrakis,0,0.18,incorrect,arrakeen,0,0.17,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,paul,1,1.0,correct,ary,0,0.29,incorrect,arrakeen,0,0.17,incorrect,arrakis,0,0.18,incorrect,mme rona tshwanetse,0,0.09,incorrect,arrakeen,0,0.17,incorrect,hester,0,0.0,incorrect,ary,0,0.29,incorrect,arrakis,0,0.18,incorrect,arrakis,0,0.18,incorrect,paul,1,1.0,correct,paul,1,1.0,correct,arrakeen,0,0.17,incorrect,arrakis,0,0.18,incorrect,alicia,0,0.4,incorrect,arrakena,0,0.17,incorrect,arrakis,0,0.18,incorrect,paul,1,1.0,correct,arrakis,0,0.18,incorrect,arrakena,0,0.17,incorrect
['paul'],hester,0,0.0,incorrect,hester,0,0.0,incorrect,mme a. desstal,0,0.22,incorrect,dikgomo,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,mifantoka,0,0.15,incorrect,mali,0,0.5,incorrect,hester,0,0.0,incorrect,dikgomo,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,mifantoka,0,0.15,incorrect,buddha,0,0.2,incorrect,buddha,0,0.2,incorrect,kendi,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,anais,0,0.22,incorrect,hester,0,0.0,incorrect,buddha,0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['jessica'],syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,hester,0,0.31,incorrect,syubi,0,0.33,incorrect,syuibi,0,0.31,incorrect,jabbar,0,0.31,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,thaba,0,0.17,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,jabbar,0,0.31,incorrect,syubi,0,0.33,incorrect,goroth,0,0.0,incorrect,syubi,0,0.33,incorrect,gomcebbar,0,0.25,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,nui,0,0.2,incorrect,katsura,0,0.29,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,nui,0,0.2,incorrect,syubi,0,0.33,incorrect
['paul'],ogun,0,0.25,incorrect,ase,0,0.29,incorrect,hester,0,0.0,incorrect,taelo,0,0.44,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,feo,0,0.0,incorrect,feo,0,0.0,incorrect,hester,0,0.0,incorrect,ase,0,0.29,incorrect,taelo,0,0.44,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,feo,0,0.0,incorrect,"the command whipped out at him. [mask] found himself obeying before he could think about it. using the voice on me, he thought. he stopped at her gesture, standing beside her knees.",0,0.04,incorrect,he,0,0.0,incorrect,kadin,0,0.22,incorrect,kadinin,0,0.18,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ella,0,0.25,incorrect,hester,0,0.0,incorrect,he,0,0.0,incorrect,kadinin,0,0.18,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['paul'],hester,0,0.0,incorrect,kofi,0,0.0,incorrect,letlhakone,0,0.14,incorrect,ga tala,0,0.36,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,havana,0,0.2,incorrect,hester,0,0.0,incorrect,kofi,0,0.0,incorrect,ga tala,0,0.36,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,havana,0,0.2,incorrect,cube,0,0.25,incorrect,hester,0,0.0,incorrect,kadin,0,0.22,incorrect,kadin,0,0.22,incorrect,kim,0,0.0,incorrect,hester,0,0.0,incorrect,ninguna,0,0.18,incorrect,ninguna,0,0.18,incorrect,hester,0,0.0,incorrect,kadin,0,0.22,incorrect,hester,0,0.0,incorrect,ninguna,0,0.18,incorrect
['paul'],diedie,0,0.0,incorrect,diedie,0,0.0,incorrect,mme morago,0,0.14,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,rehefa,0,0.2,incorrect,butle,0,0.44,incorrect,diedie,0,0.0,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,rehefa,0,0.2,incorrect,he,0,0.0,incorrect,john,0,0.0,incorrect,kendine,0,0.0,incorrect,elsa,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,[mask],0,0.2,incorrect,al,0,0.67,incorrect,john,0,0.0,incorrect,elsa,0,0.25,incorrect,hester,0,0.0,incorrect,al,0,0.67,incorrect
['paul'],hester,0,0.0,incorrect,kofi,0,0.0,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.05,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.0,incorrect,eita,0,0.25,incorrect,hester,0,0.0,incorrect,caandiik,0,0.17,incorrect,hester,0,0.0,incorrect,rainer,0,0.2,incorrect,hester,0,0.0,incorrect,kofi,0,0.0,incorrect,mme rona tshwanetse,0,0.09,incorrect,eita,0,0.25,incorrect,caandiik,0,0.17,incorrect,rainer,0,0.2,incorrect,old,0,0.29,incorrect,he,0,0.0,incorrect,kadin,0,0.22,incorrect,kadin,0,0.22,incorrect,hester,0,0.0,incorrect,cau,0,0.57,incorrect,elijah,0,0.2,incorrect,juan,0,0.25,incorrect,he,0,0.0,incorrect,kadin,0,0.22,incorrect,cau,0,0.57,incorrect,juan,0,0.25,incorrect
['paul'],hester,0,0.0,incorrect,ati,0,0.29,incorrect,gone,0,0.0,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,niezaka,0,0.18,incorrect,hester,0,0.0,incorrect,ati,0,0.29,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,niezaka,0,0.18,incorrect,john,0,0.0,incorrect,he,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,anais,0,0.22,incorrect,maria,0,0.22,incorrect,he,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,maria,0,0.22,incorrect
['paul'],oba,0,0.29,incorrect,hester,0,0.0,incorrect,mme,0,0.0,incorrect,matshwao,0,0.17,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,namihina,0,0.17,incorrect,lerato,0,0.2,incorrect,hester,0,0.0,incorrect,matshwao,0,0.17,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,namihina,0,0.17,incorrect,mother,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,sol,0,0.29,incorrect,hester,0,0.0,incorrect,ba,0,0.33,incorrect,mujer,0,0.22,incorrect,maria,0,0.22,incorrect,hester,0,0.0,incorrect,sol,0,0.29,incorrect,ba,0,0.33,incorrect,maria,0,0.22,incorrect
