Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['snape—', 'snape']",tsebeletso,0,0.27,incorrect,sebaka,0,0.36,incorrect,orisun,0,0.36,incorrect,ile-ife,0,0.29,incorrect,tsireletso,0,0.27,incorrect,lefelo,0,0.18,incorrect,faatereraa hau,0,0.21,incorrect,faanahonahoraa,0,0.21,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,ministera,0,0.29,incorrect,ministera,0,0.29,incorrect,sebaka,0,0.36,incorrect,ile-ife,0,0.29,incorrect,lefelo,0,0.18,incorrect,faanahonahoraa,0,0.21,incorrect,hester,0,0.36,incorrect,ministera,0,0.29,incorrect,order,0,0.2,incorrect,ministry,0,0.15,incorrect,yoldaslik,0,0.14,incorrect,bakanlik,0,0.15,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,mara,0,0.22,incorrect,hester,0,0.36,incorrect,ministry,0,0.15,incorrect,bakanlik,0,0.15,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect
"['snape—', 'snape']",lekala,0,0.18,incorrect,lekala,0,0.18,incorrect,oba,0,0.25,incorrect,ase,0,0.5,incorrect,mme tshwanetse,0,0.32,incorrect,taelo,0,0.4,incorrect,hester,0,0.36,incorrect,eita,0,0.22,incorrect,mantralaya,0,0.27,incorrect,ministry,0,0.15,incorrect,hester,0,0.36,incorrect,minister,0,0.31,incorrect,lekala,0,0.18,incorrect,ase,0,0.5,incorrect,taelo,0,0.4,incorrect,eita,0,0.22,incorrect,ministry,0,0.15,incorrect,minister,0,0.31,incorrect,ministry,0,0.15,incorrect,ministry,0,0.15,incorrect,bakan,0,0.2,incorrect,bakanlik,0,0.15,incorrect,nguyen,0,0.36,incorrect,hester,0,0.36,incorrect,minister,0,0.31,incorrect,ministerio,0,0.27,incorrect,ministry,0,0.15,incorrect,bakanlik,0,0.15,incorrect,hester,0,0.36,incorrect,ministerio,0,0.27,incorrect
"['lucius', 'malfoy', 'lucius malfoy']",hester,0,0.17,incorrect,letlalo,0,0.46,incorrect,hester,0,0.17,incorrect,awo,0,0.44,incorrect,letlalo,0,0.46,incorrect,letlalo,0,0.46,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,rehefa,0,0.17,incorrect,letlalo,0,0.46,incorrect,awo,0,0.44,incorrect,letlalo,0,0.46,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,rehefa,0,0.17,incorrect,the man,0,0.31,incorrect,he,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,he,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect
"['lucius', 'luciu']",hester,0,0.17,incorrect,empa,0,0.0,incorrect,hester,0,0.17,incorrect,sugbon,0,0.18,incorrect,hester,0,0.17,incorrect,ke,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,saingy,0,0.18,incorrect,empa,0,0.0,incorrect,sugbon,0,0.18,incorrect,ke,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,saingy,0,0.18,incorrect,sarah,0,0.18,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,mother,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,maria,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,maria,0,0.2,incorrect
"['malfoys', 'malfoy']",mzilikazi,0,0.27,incorrect,hester,0,0.15,incorrect,nigeria,0,0.15,incorrect,john,0,0.2,incorrect,mme,0,0.22,incorrect,mme rona tshwanetse,0,0.23,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,nahoana,0,0.31,incorrect,hester,0,0.15,incorrect,john,0,0.2,incorrect,mme rona tshwanetse,0,0.23,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,nahoana,0,0.31,incorrect,people,0,0.17,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,cesar,0,0.18,incorrect,juan,0,0.2,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,juan,0,0.2,incorrect
"['draco malfoy', 'malfoy', 'draco']",hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hilary ady,0,0.36,incorrect,hilary,0,0.33,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,father,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nitombo,0,0.32,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hilary,0,0.33,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nitombo,0,0.32,incorrect,father,0,0.18,incorrect,she,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mother,0,0.33,incorrect,hester,0,0.18,incorrect,john,0,0.22,incorrect,elena,0,0.2,incorrect,she,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,elena,0,0.2,incorrect
"['hermione', 'hermione‘ye']",hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,nigba ko,0,0.25,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,adaladala,0,0.0,incorrect,hester,0,0.43,incorrect,nigba ko,0,0.25,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,adaladala,0,0.0,incorrect,professor,0,0.35,incorrect,he,0,0.4,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,mago,0,0.33,incorrect,juan,0,0.17,incorrect,he,0,0.4,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,juan,0,0.17,incorrect
['harry'],khalef,0,0.36,incorrect,khalefo,0,0.33,incorrect,hester,0,0.36,incorrect,revulsion,0,0.14,incorrect,mme,0,0.0,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,charu,0,0.6,incorrect,hester,0,0.36,incorrect,ary,0,0.75,correct,khalefo,0,0.33,incorrect,revulsion,0,0.14,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.36,incorrect,charu,0,0.6,incorrect,ary,0,0.75,correct,john,0,0.22,incorrect,john,0,0.22,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,john,0,0.22,incorrect,juan,0,0.22,incorrect,john,0,0.22,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,juan,0,0.22,incorrect
['harry'],hester,0,0.36,incorrect,mohale,0,0.36,incorrect,hester,0,0.36,incorrect,iro,0,0.25,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,momoni,0,0.0,incorrect,momoni,0,0.0,incorrect,[mask],0,0.18,incorrect,john,0,0.22,incorrect,hester,0,0.36,incorrect,lainga,0,0.18,incorrect,mohale,0,0.36,incorrect,iro,0,0.25,incorrect,hester,0,0.36,incorrect,momoni,0,0.0,incorrect,john,0,0.22,incorrect,lainga,0,0.18,incorrect,john,0,0.22,incorrect,neighbor,0,0.31,incorrect,hester,0,0.36,incorrect,john,0,0.22,incorrect,nguyen,0,0.18,incorrect,nguyen,0,0.18,incorrect,john,0,0.22,incorrect,juan,0,0.22,incorrect,neighbor,0,0.31,incorrect,john,0,0.22,incorrect,nguyen,0,0.18,incorrect,juan,0,0.22,incorrect
"['dumbledore', 'dumbledore‘un', 'albus', 'albus dumbledore‘un', 'albus dumbledore']",moses,0,0.4,incorrect,haeba,0,0.4,incorrect,hester,0,0.27,incorrect,foju,0,0.24,incorrect,mogokgo,0,0.24,incorrect,fa,0,0.29,incorrect,hester,0,0.27,incorrect,tahiti,0,0.18,incorrect,prdhaanaadhyaapk,0,0.15,incorrect,hester,0,0.27,incorrect,mason,0,0.4,incorrect,nieritreritra,0,0.26,incorrect,haeba,0,0.4,incorrect,foju,0,0.24,incorrect,fa,0,0.29,incorrect,tahiti,0,0.18,incorrect,hester,0,0.27,incorrect,nieritreritra,0,0.26,incorrect,headmaster,0,0.4,incorrect,headmaster,0,0.4,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,[mask],0,0.36,incorrect,director,0,0.44,incorrect,headmaster,0,0.4,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,director,0,0.44,incorrect
