Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['ryan'],he,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect
['ryan'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ryan'],god,0,0.0,incorrect,ged,0,0.0,incorrect,ged,0,0.0,incorrect
['ryan'],he,0,0.0,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect
['ryan'],god,0,0.0,incorrect,whittled,0,0.0,incorrect,whittled,0,0.0,incorrect
['ryan'],god,0,0.0,incorrect,donald trump,0,0.12,incorrect,donald trump,0,0.12,incorrect
['ryan'],edward,0,0.2,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect
['ryan'],boyfriend,0,0.31,incorrect,ever,0,0.25,incorrect,ever,0,0.25,incorrect
['ryan'],he,0,0.0,incorrect,elvis,0,0.0,incorrect,elvis,0,0.0,incorrect
['ryan'],"twenty minutes after tahoe's pulls out of the driveway, i'm doing the same in my ten-year-old 4runner. lake forbing is a medium-size town in north louisiana that is known for its fertile farmlands and deep pockets of natural gas. there is a lot of money in this area, but it's the quiet kind. it takes fifteen minutes to get to lake view apartments from tahoe's house, and from what i can tell it's nowhere near the lake this",0,0.02,incorrect,toyota,0,0.4,incorrect,toyota,0,0.4,incorrect
['pat'],jesus,0,0.0,incorrect,stopping,0,0.18,incorrect,stopping,0,0.18,incorrect
['pat'],ryan,0,0.29,incorrect,ryan,0,0.29,incorrect,ryan,0,0.29,incorrect
['ryan'],cvs,0,0.0,incorrect,cvs,0,0.0,incorrect,cvs,0,0.0,incorrect
['ryan'],my mother,0,0.15,incorrect,andrea,0,0.4,incorrect,andrea,0,0.4,incorrect
['ryan'],landlord,0,0.33,incorrect,airbnb,0,0.4,incorrect,airbnb,0,0.4,incorrect
['ryan'],she,0,0.0,incorrect,louisiana,0,0.31,incorrect,louisiana,0,0.31,incorrect
['ryan'],he,0,0.0,incorrect,grandfather,0,0.4,incorrect,grandfather,0,0.4,incorrect
['ryan'],the house,0,0.0,incorrect,edgar allan poe,0,0.32,incorrect,edgar allan poe,0,0.32,incorrect
['ryan'],my husband,0,0.43,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['rogers'],jones,0,0.55,incorrect,azalea,0,0.17,incorrect,azalea,0,0.17,incorrect
['ryan'],jack,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ryan'],john,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
