Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['winston', 'winston smith', 'smith']",victoria,0,0.4,incorrect,victoria,0,0.4,incorrect,victorya,0,0.4,incorrect,victoria,0,0.4,incorrect,friday,0,0.18,incorrect,barack obama,0,0.16,incorrect,abraham lincoln,0,0.36,incorrect,wellington,0,0.71,correct,winston churchill,0,0.6,incorrect,heathcliff,0,0.27,incorrect,victory,0,0.43,incorrect,victory,0,0.43,incorrect,victoria,0,0.4,incorrect,victoria,0,0.4,incorrect,barack obama,0,0.16,incorrect,wellington,0,0.71,correct,heathcliff,0,0.27,incorrect,victory,0,0.43,incorrect,winston smith,1,1.0,correct,april,0,0.2,incorrect,madam bovary,0,0.12,incorrect,nisan,0,0.5,incorrect,nguyen nhat anh,0,0.36,incorrect,nguyen,0,0.31,incorrect,winston churchill,0,0.6,incorrect,victoria,0,0.4,incorrect,april,0,0.2,incorrect,nisan,0,0.5,incorrect,nguyen,0,0.31,incorrect,victoria,0,0.4,incorrect
['winston'],joseph,0,0.15,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,ausi o go shebile,0,0.17,incorrect,shebile,0,0.14,incorrect,adam,0,0.0,incorrect,abraham lincoln,0,0.36,incorrect,big brother,0,0.22,incorrect,watt,0,0.36,incorrect,big brother,0,0.22,incorrect,herinandrony,0,0.42,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,shebile,0,0.14,incorrect,abraham lincoln,0,0.36,incorrect,watt,0,0.36,incorrect,herinandrony,0,0.42,incorrect,winston smith,0,0.7,correct,hitler,0,0.31,incorrect,bay aderin,0,0.24,incorrect,albert einstein,0,0.45,incorrect,dang quan sat,0,0.3,incorrect,nguyen tuong tam,0,0.35,incorrect,el gran hermano,0,0.18,incorrect,albert,0,0.15,incorrect,hitler,0,0.31,incorrect,albert einstein,0,0.45,incorrect,nguyen tuong tam,0,0.35,incorrect,albert,0,0.15,incorrect
"['wiston', 'winston']",shakespeare,0,0.12,incorrect,shakespeare,0,0.12,incorrect,abraham,0,0.0,incorrect,abraham lincoln,0,0.36,incorrect,donald trump,0,0.22,incorrect,israel,0,0.33,incorrect,george orwell,0,0.11,incorrect,jesus,0,0.18,incorrect,george orwell,0,0.11,incorrect,william shakespeare,0,0.24,incorrect,jesus,0,0.18,incorrect,adam,0,0.0,incorrect,shakespeare,0,0.12,incorrect,abraham lincoln,0,0.36,incorrect,israel,0,0.33,incorrect,jesus,0,0.18,incorrect,william shakespeare,0,0.24,incorrect,adam,0,0.0,incorrect,winston,1,1.0,correct,william,0,0.31,incorrect,robinson crusoe,0,0.45,incorrect,defoe,0,0.18,incorrect,da dao anh,0,0.25,incorrect,dao,0,0.22,incorrect,el,0,0.0,incorrect,shakespeare,0,0.12,incorrect,william,0,0.31,incorrect,defoe,0,0.18,incorrect,dao,0,0.22,incorrect,shakespeare,0,0.12,incorrect
"['señora', 'bayan', 'señora parsons', 'bayan parsons', 'parsons']",abel,0,0.22,incorrect,abel,0,0.22,incorrect,oliver twist,0,0.31,incorrect,jesus,0,0.33,incorrect,jesus,0,0.33,incorrect,john,0,0.36,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,stephen,0,0.46,incorrect,william,0,0.17,incorrect,job,0,0.25,incorrect,god,0,0.22,incorrect,abel,0,0.22,incorrect,jesus,0,0.33,incorrect,john,0,0.36,incorrect,adam,0,0.44,incorrect,william,0,0.17,incorrect,god,0,0.22,incorrect,stephen,0,0.46,incorrect,shakespeare,0,0.4,incorrect,bayan,1,1.0,correct,ogrenci,0,0.31,incorrect,ba,0,0.57,incorrect,quy,0,0.25,incorrect,madre,0,0.33,incorrect,edipo,0,0.36,incorrect,shakespeare,0,0.4,incorrect,ogrenci,0,0.31,incorrect,quy,0,0.25,incorrect,edipo,0,0.36,incorrect
['tom'],morena,0,0.22,incorrect,abel,0,0.0,incorrect,abrahami,0,0.18,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,abraham,0,0.2,incorrect,adam,0,0.29,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,adama,0,0.25,incorrect,adam,0,0.29,incorrect,abel,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,adam,0,0.29,incorrect,god,0,0.33,incorrect,adam,0,0.29,incorrect,heathcliff,0,0.15,incorrect,god,0,0.33,incorrect,ali,0,0.0,incorrect,ali,0,0.0,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,tomas,0,0.75,correct,platon,0,0.44,incorrect,god,0,0.33,incorrect,ali,0,0.0,incorrect,duc,0,0.0,incorrect,platon,0,0.44,incorrect
"['eurasia', 'winston']",hitler,0,0.31,incorrect,hitler,0,0.31,incorrect,alexander,0,0.25,incorrect,asia,0,0.73,correct,jesus,0,0.5,incorrect,thabo mbeki,0,0.22,incorrect,europa,0,0.62,incorrect,europa,0,0.62,incorrect,hitler,0,0.31,incorrect,europa,0,0.62,incorrect,herodoto,0,0.27,incorrect,herodoto,0,0.27,incorrect,hitler,0,0.31,incorrect,asia,0,0.73,correct,thabo mbeki,0,0.22,incorrect,europa,0,0.62,incorrect,europa,0,0.62,incorrect,herodoto,0,0.27,incorrect,winston churchill,0,0.58,incorrect,hitler,0,0.31,incorrect,hitler,0,0.31,incorrect,abraham lincoln,0,0.36,incorrect,hitler,0,0.31,incorrect,churchill,0,0.38,incorrect,sancho,0,0.31,incorrect,herodoto,0,0.27,incorrect,hitler,0,0.31,incorrect,abraham lincoln,0,0.36,incorrect,churchill,0,0.38,incorrect,herodoto,0,0.27,incorrect
['winston'],albert,0,0.15,incorrect,marie,0,0.17,incorrect,olivia,0,0.15,incorrect,newton,0,0.62,incorrect,albert einstein,0,0.45,incorrect,jesus,0,0.17,incorrect,paul,0,0.0,incorrect,paul,0,0.0,incorrect,marie curie,0,0.11,incorrect,albert,0,0.15,incorrect,amazon,0,0.31,incorrect,flashbox,0,0.27,incorrect,marie,0,0.17,incorrect,newton,0,0.62,incorrect,jesus,0,0.17,incorrect,paul,0,0.0,incorrect,albert,0,0.15,incorrect,flashbox,0,0.27,incorrect,winston,1,1.0,correct,marx,0,0.0,incorrect,winston,1,1.0,correct,odysseus,0,0.13,incorrect,nguyen tuong tam,0,0.35,incorrect,nguyen,0,0.31,incorrect,winston,1,1.0,correct,maradona,0,0.27,incorrect,marx,0,0.0,incorrect,odysseus,0,0.13,incorrect,nguyen,0,0.31,incorrect,maradona,0,0.27,incorrect
"['winston’s', 'winston', ""winston'ın""]",england,0,0.29,incorrect,shakespeare,0,0.2,incorrect,newton,0,0.62,incorrect,newton,0,0.62,incorrect,engelane,0,0.27,incorrect,engelane,0,0.27,incorrect,london,0,0.46,incorrect,abraham lincoln,0,0.36,incorrect,winston churchill,0,0.59,incorrect,charles dickens,0,0.27,incorrect,newton,0,0.62,incorrect,newton,0,0.62,incorrect,shakespeare,0,0.2,incorrect,newton,0,0.62,incorrect,engelane,0,0.27,incorrect,abraham lincoln,0,0.36,incorrect,charles dickens,0,0.27,incorrect,newton,0,0.62,incorrect,winston smith,0,0.73,correct,england,0,0.29,incorrect,winston churchill,0,0.59,incorrect,frankenstein,0,0.45,incorrect,london,0,0.46,incorrect,shakespeare,0,0.2,incorrect,inglaterra,0,0.35,incorrect,inglaterra,0,0.35,incorrect,england,0,0.29,incorrect,frankenstein,0,0.45,incorrect,shakespeare,0,0.2,incorrect,inglaterra,0,0.35,incorrect
['winston'],archimedes,0,0.24,incorrect,newton,0,0.62,incorrect,william,0,0.29,incorrect,colchester,0,0.24,incorrect,boleswa,0,0.14,incorrect,adam,0,0.0,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,kazuo ishiguro,0,0.29,incorrect,hitler,0,0.31,incorrect,marie curie,0,0.11,incorrect,colchester,0,0.24,incorrect,newton,0,0.62,incorrect,colchester,0,0.24,incorrect,adam,0,0.0,incorrect,colchester,0,0.24,incorrect,hitler,0,0.31,incorrect,colchester,0,0.24,incorrect,winston churchill,0,0.58,incorrect,colchester,0,0.24,incorrect,stephen king,0,0.32,incorrect,hiroshima,0,0.25,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,su hermano,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,hiroshima,0,0.25,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect
['winston'],abel,0,0.0,incorrect,abel,0,0.0,incorrect,abrahami,0,0.13,incorrect,oliver,0,0.15,incorrect,abraham lincoln,0,0.36,incorrect,god,0,0.2,incorrect,abraham lincoln,0,0.36,incorrect,abraham,0,0.0,incorrect,god,0,0.2,incorrect,john,0,0.36,incorrect,adama,0,0.0,incorrect,abrahamy,0,0.0,incorrect,abel,0,0.0,incorrect,oliver,0,0.15,incorrect,god,0,0.2,incorrect,abraham,0,0.0,incorrect,john,0,0.36,incorrect,abrahamy,0,0.0,incorrect,winston churchill,0,0.58,incorrect,salary,0,0.15,incorrect,incilay,0,0.29,incorrect,ali,0,0.2,incorrect,nguyen tuan,0,0.33,incorrect,jesus,0,0.17,incorrect,maria,0,0.17,incorrect,maria,0,0.17,incorrect,salary,0,0.15,incorrect,ali,0,0.2,incorrect,jesus,0,0.17,incorrect,maria,0,0.17,incorrect
