Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['watson'],donald trump,0,0.22,incorrect,god,0,0.22,incorrect,abrahami,0,0.14,incorrect,lot,0,0.22,incorrect,michael jackson,0,0.38,incorrect,god,0,0.22,incorrect,abraham lincoln,0,0.29,incorrect,adam,0,0.2,incorrect,newton,0,0.67,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,job,0,0.22,incorrect,god,0,0.22,incorrect,lot,0,0.22,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,emma,0,0.2,incorrect,emma,0,0.2,incorrect,seneca,0,0.33,incorrect,platon,0,0.67,incorrect,thay,0,0.2,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.24,incorrect,shakespeare,0,0.24,incorrect,emma,0,0.2,incorrect,platon,0,0.67,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.24,incorrect
['holmes'],alan whistle,0,0.33,incorrect,whistle,0,0.46,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,whistle,0,0.46,incorrect,whistle,0,0.46,incorrect,adam,0,0.2,incorrect,abraham,0,0.31,incorrect,big ben,0,0.15,incorrect,beethoven,0,0.4,incorrect,abrahamy,0,0.29,incorrect,abrahamy,0,0.29,incorrect,whistle,0,0.46,incorrect,jesus,0,0.36,incorrect,whistle,0,0.46,incorrect,abraham,0,0.31,incorrect,beethoven,0,0.4,incorrect,abrahamy,0,0.29,incorrect,butler,0,0.33,incorrect,postilion,0,0.27,incorrect,mehtap,0,0.33,incorrect,ataturk,0,0.0,incorrect,duc,0,0.0,incorrect,toyota,0,0.17,incorrect,san francisco,0,0.11,incorrect,homero,0,0.67,incorrect,postilion,0,0.27,incorrect,ataturk,0,0.0,incorrect,toyota,0,0.17,incorrect,homero,0,0.67,incorrect
['watson'],li-guineas,0,0.25,incorrect,li-guineas,0,0.25,incorrect,god,0,0.22,incorrect,abraham lincoln,0,0.29,incorrect,selema,0,0.17,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,heidi,0,0.0,incorrect,job,0,0.22,incorrect,dimampolo,0,0.27,incorrect,li-guineas,0,0.25,incorrect,abraham lincoln,0,0.29,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,heidi,0,0.0,incorrect,dimampolo,0,0.27,incorrect,watson,1,1.0,correct,brutus,0,0.33,incorrect,pickwick,0,0.14,incorrect,bay,0,0.22,incorrect,duc,0,0.0,incorrect,nguyen,0,0.17,incorrect,watson,1,1.0,correct,beethoven,0,0.4,incorrect,brutus,0,0.33,incorrect,bay,0,0.22,incorrect,nguyen,0,0.17,incorrect,beethoven,0,0.4,incorrect
"['the count von kramm', 'kram', 'conde von kramm', 'the', 'kramm', 'count', 'kont', 'kont von kramm', 'von', 'conde']",elizabeth,0,0.33,incorrect,shakespeare,0,0.29,incorrect,shakespeare,0,0.29,incorrect,bohemian,0,0.36,incorrect,god,0,0.5,incorrect,god,0,0.5,incorrect,paul,0,0.25,incorrect,abrahamu,0,0.5,incorrect,bohemia,0,0.4,incorrect,bohemia,0,0.4,incorrect,paris,0,0.22,incorrect,adriana,0,0.36,incorrect,shakespeare,0,0.29,incorrect,bohemian,0,0.36,incorrect,god,0,0.5,incorrect,abrahamu,0,0.5,incorrect,bohemia,0,0.4,incorrect,adriana,0,0.36,incorrect,zichy,0,0.25,incorrect,dorian,0,0.44,incorrect,yossarian,0,0.33,incorrect,bohemya,0,0.4,incorrect,duc,0,0.25,incorrect,shakespeare,0,0.29,incorrect,rey,0,0.33,incorrect,don quijote,0,0.4,incorrect,dorian,0,0.44,incorrect,bohemya,0,0.4,incorrect,shakespeare,0,0.29,incorrect,don quijote,0,0.4,incorrect
['holmes'],abel,0,0.2,incorrect,abel,0,0.2,incorrect,abrahami,0,0.29,incorrect,oliver,0,0.5,incorrect,abel,0,0.2,incorrect,israel,0,0.17,incorrect,abraham lincoln,0,0.29,incorrect,adam,0,0.2,incorrect,jesus,0,0.36,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,adam,0,0.2,incorrect,abel,0,0.2,incorrect,oliver,0,0.5,incorrect,israel,0,0.17,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,sherlock holmes,0,0.57,incorrect,god,0,0.22,incorrect,madam,0,0.18,incorrect,bay,0,0.0,incorrect,dorian,0,0.17,incorrect,god,0,0.22,incorrect,don quijote,0,0.24,incorrect,don quijote,0,0.24,incorrect,god,0,0.22,incorrect,bay,0,0.0,incorrect,god,0,0.22,incorrect,don quijote,0,0.24,incorrect
['holmes'],morena,0,0.33,incorrect,shakespeare,0,0.35,incorrect,oliver twist,0,0.44,incorrect,london,0,0.17,incorrect,jesus,0,0.36,incorrect,israel,0,0.17,incorrect,robinson crusoe,0,0.19,incorrect,abrahamu,0,0.29,incorrect,mr. pickwick,0,0.11,incorrect,london,0,0.17,incorrect,david,0,0.0,incorrect,madagascar,0,0.25,incorrect,shakespeare,0,0.35,incorrect,london,0,0.17,incorrect,israel,0,0.17,incorrect,abrahamu,0,0.29,incorrect,london,0,0.17,incorrect,madagascar,0,0.25,incorrect,francis walsingham,0,0.17,incorrect,victoria,0,0.14,incorrect,sherlock holmes,0,0.57,incorrect,victoria,0,0.14,incorrect,phileas fogg,0,0.44,incorrect,shakespeare,0,0.35,incorrect,lord wemboli,0,0.22,incorrect,marlborough,0,0.12,incorrect,victoria,0,0.14,incorrect,victoria,0,0.14,incorrect,shakespeare,0,0.35,incorrect,marlborough,0,0.12,incorrect
"['adle', 'adler', 'bayan', 'bayan adler']",marple,0,0.6,incorrect,shakespeare,0,0.38,incorrect,omidan,0,0.36,incorrect,oliver,0,0.55,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect,adam,0,0.5,incorrect,adam,0,0.5,incorrect,walter scott,0,0.47,incorrect,marx,0,0.44,incorrect,renner,0,0.36,incorrect,esther,0,0.36,incorrect,shakespeare,0,0.38,incorrect,oliver,0,0.55,incorrect,god,0,0.29,incorrect,adam,0,0.5,incorrect,marx,0,0.44,incorrect,esther,0,0.36,incorrect,warren,0,0.4,incorrect,boz,0,0.25,incorrect,bay boffin,0,0.53,incorrect,ataturk,0,0.33,incorrect,theresa,0,0.33,incorrect,nguyen,0,0.36,incorrect,maria,0,0.4,incorrect,maria,0,0.4,incorrect,boz,0,0.25,incorrect,ataturk,0,0.33,incorrect,nguyen,0,0.36,incorrect,maria,0,0.4,incorrect
['watson'],monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,sherlock,0,0.29,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,god,0,0.22,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect
"['norton', 'godfrey', 'godfrey norton']",abraham lincoln,0,0.34,incorrect,ke,0,0.22,incorrect,abrahami,0,0.14,incorrect,abraham,0,0.15,incorrect,abel,0,0.18,incorrect,mercedes,0,0.27,incorrect,abraham lincoln,0,0.34,incorrect,abraham,0,0.15,incorrect,jesus,0,0.17,incorrect,phaeton,0,0.46,incorrect,job,0,0.22,incorrect,salomona,0,0.43,incorrect,ke,0,0.22,incorrect,abraham,0,0.15,incorrect,mercedes,0,0.27,incorrect,abraham,0,0.15,incorrect,phaeton,0,0.46,incorrect,salomona,0,0.43,incorrect,sherlock holmes,0,0.21,incorrect,heathcliff,0,0.17,incorrect,heathcliff,0,0.17,incorrect,ataturk,0,0.15,incorrect,cho,0,0.22,incorrect,nguyen,0,0.33,incorrect,watson,0,0.5,incorrect,san pedro,0,0.4,incorrect,heathcliff,0,0.17,incorrect,ataturk,0,0.15,incorrect,nguyen,0,0.33,incorrect,san pedro,0,0.4,incorrect
['holmes'],edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,oliver twist,0,0.44,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,orwell,0,0.33,incorrect,god,0,0.22,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,god,0,0.22,incorrect,edgeware,0,0.14,incorrect,sherlock,0,0.29,incorrect,turner,0,0.17,incorrect,wells,0,0.36,incorrect,edgeware,0,0.14,incorrect,sherlock,0,0.29,incorrect,edgeware,0,0.14,incorrect,walter scott,0,0.33,incorrect,edgeware,0,0.14,incorrect,turner,0,0.17,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect
