Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['mr', 'mr bingley', 'bingley']",oliver twist,0,0.27,incorrect,jesus,0,0.17,incorrect,god,0,0.2,incorrect,keorapetse,0,0.2,incorrect,adam,0,0.33,incorrect,abraham,0,0.22,incorrect,shakespeare,0,0.19,incorrect,esther,0,0.25,incorrect,adama,0,0.29,incorrect,adriana,0,0.35,incorrect,god,0,0.2,incorrect,jesus,0,0.17,incorrect,keorapetse,0,0.2,incorrect,abraham,0,0.22,incorrect,esther,0,0.25,incorrect,adriana,0,0.35,incorrect,mr. bingley,0,0.95,correct,god,0,0.2,incorrect,paris,0,0.29,incorrect,cleopatra,0,0.25,incorrect,chung ta,0,0.27,incorrect,duc,0,0.0,incorrect,rey,0,0.46,incorrect,eufrates,0,0.22,incorrect,god,0,0.2,incorrect,cleopatra,0,0.25,incorrect,duc,0,0.0,incorrect,eufrates,0,0.22,incorrect
"['señor bennet', 'señor', 'mr bennet', 'bennet', 'mr']",oliver twist,0,0.33,incorrect,jesus,0,0.2,incorrect,god,0,0.25,incorrect,botswana,0,0.31,incorrect,adam,0,0.33,incorrect,teina,0,0.4,incorrect,emma,0,0.33,incorrect,shakespeare,0,0.38,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect,shakespeare,0,0.38,incorrect,jesus,0,0.2,incorrect,botswana,0,0.31,incorrect,teina,0,0.4,incorrect,shakespeare,0,0.38,incorrect,adam,0,0.33,incorrect,mr. bennet,0,0.95,correct,emma,0,0.33,incorrect,hardy,0,0.29,incorrect,emma,0,0.33,incorrect,mother,0,0.5,incorrect,nguyen,0,0.36,incorrect,don quijote,0,0.26,incorrect,shakespeare,0,0.38,incorrect,emma,0,0.33,incorrect,emma,0,0.33,incorrect,nguyen,0,0.36,incorrect,shakespeare,0,0.38,incorrect
"['señora', 'long', 'señora long', 'mrs long', 'mrs']",abrahami,0,0.29,incorrect,jesus,0,0.25,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect,adam,0,0.29,incorrect,abraham,0,0.31,incorrect,shakespear,0,0.38,incorrect,god,0,0.29,incorrect,paul,0,0.27,incorrect,abrahamy,0,0.29,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,god,0,0.29,incorrect,abraham,0,0.31,incorrect,god,0,0.29,incorrect,abrahamy,0,0.29,incorrect,lydia,0,0.22,incorrect,mr. knightley,0,0.48,incorrect,madam durru,0,0.29,incorrect,abraham lincoln,0,0.46,incorrect,duc,0,0.0,incorrect,nguyen,0,0.4,incorrect,miss bingley,0,0.5,incorrect,homero,0,0.44,incorrect,mr. knightley,0,0.48,incorrect,abraham lincoln,0,0.46,incorrect,nguyen,0,0.4,incorrect,homero,0,0.44,incorrect
"['señora', 'mrs bennet', 'bennet', 'señora bennet', 'mrs']",jesus,0,0.25,incorrect,oduduwa,0,0.31,incorrect,god,0,0.22,incorrect,israel,0,0.5,incorrect,adam,0,0.29,incorrect,adam,0,0.29,incorrect,shakespeare,0,0.35,incorrect,shakespeare,0,0.35,incorrect,paul,0,0.2,incorrect,adam,0,0.29,incorrect,israel,0,0.5,incorrect,oduduwa,0,0.31,incorrect,israel,0,0.5,incorrect,adam,0,0.29,incorrect,shakespeare,0,0.35,incorrect,adam,0,0.29,incorrect,emma,0,0.4,incorrect,elizabeth,0,0.45,incorrect,hamlet,0,0.38,incorrect,hamlet,0,0.38,incorrect,duc,0,0.0,incorrect,theresa,0,0.46,incorrect,reina,0,0.55,incorrect,homero,0,0.44,incorrect,elizabeth,0,0.45,incorrect,hamlet,0,0.38,incorrect,theresa,0,0.46,incorrect,homero,0,0.44,incorrect
"['mr', 'bennet', 'mr bennet']",abraham,0,0.22,incorrect,abraham,0,0.22,incorrect,abraham,0,0.22,incorrect,abel,0,0.4,incorrect,abraham lincoln,0,0.33,incorrect,jesus,0,0.18,incorrect,god,0,0.0,incorrect,heathcliff,0,0.25,incorrect,job,0,0.22,incorrect,andriamanitra,0,0.32,incorrect,ke,0,0.25,incorrect,abraham,0,0.22,incorrect,abel,0,0.4,incorrect,jesus,0,0.18,incorrect,heathcliff,0,0.25,incorrect,andriamanitra,0,0.32,incorrect,mrs. bennet,0,0.9,correct,mr. woodhouse,0,0.36,incorrect,bayan,0,0.36,incorrect,ataturk,0,0.22,incorrect,duc,0,0.0,incorrect,thach sanh,0,0.21,incorrect,carlos,0,0.25,incorrect,madre,0,0.57,incorrect,mr. woodhouse,0,0.36,incorrect,ataturk,0,0.22,incorrect,thach sanh,0,0.21,incorrect,madre,0,0.57,incorrect
['lizzy'],oliver twist,0,0.24,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,abraham lincoln,0,0.2,incorrect,adam,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,abrahamy,0,0.15,incorrect,ke,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,adam,0,0.0,incorrect,god,0,0.0,incorrect,abrahamy,0,0.15,incorrect,mr. darcy,0,0.14,incorrect,darcy,0,0.2,incorrect,mr. darcy,0,0.14,incorrect,hamlet,0,0.18,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,lord goring,0,0.25,incorrect,don quijote,0,0.12,incorrect,darcy,0,0.2,incorrect,hamlet,0,0.18,incorrect,duc,0,0.0,incorrect,don quijote,0,0.12,incorrect
"['lucas–', 'miss lucas', 'miss', 'lucas']",oliver twist,0,0.27,incorrect,oliver twist,0,0.27,incorrect,jesus,0,0.44,incorrect,god,0,0.0,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,shakespeare,0,0.29,incorrect,shakespeare,0,0.29,incorrect,job,0,0.0,incorrect,abrahamy,0,0.17,incorrect,abel,0,0.22,incorrect,oliver twist,0,0.27,incorrect,god,0,0.0,incorrect,adam,0,0.25,incorrect,shakespeare,0,0.29,incorrect,abrahamy,0,0.17,incorrect,elizabeth bennet,0,0.19,incorrect,darcy,0,0.2,incorrect,mr. darcy,0,0.32,incorrect,ataturk,0,0.17,incorrect,thuy van,0,0.31,incorrect,duc,0,0.5,incorrect,josefina,0,0.22,incorrect,don quijote,0,0.19,incorrect,darcy,0,0.2,incorrect,ataturk,0,0.17,incorrect,duc,0,0.5,incorrect,don quijote,0,0.19,incorrect
['mary'],oliver,0,0.2,incorrect,oliver,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,la rochefoucauld,0,0.2,incorrect,arrogance,0,0.31,incorrect,job,0,0.0,incorrect,abrahamy,0,0.5,incorrect,abel,0,0.25,incorrect,oliver,0,0.2,incorrect,god,0,0.0,incorrect,adam,0,0.25,incorrect,arrogance,0,0.31,incorrect,abrahamy,0,0.5,incorrect,elizabeth bennet,0,0.1,incorrect,jane,0,0.25,incorrect,stendhal,0,0.17,incorrect,epikur,0,0.2,incorrect,nguyen tuan,0,0.13,incorrect,shakespeare,0,0.27,incorrect,maria,0,0.67,incorrect,shakespeare,0,0.27,incorrect,jane,0,0.25,incorrect,epikur,0,0.2,incorrect,shakespeare,0,0.27,incorrect,shakespeare,0,0.27,incorrect
"['miss', 'eliza', 'miss eliza', 'eliz']",abrahami,0,0.33,incorrect,abrahami,0,0.33,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,abraham lincoln,0,0.32,incorrect,abraham,0,0.18,incorrect,shakespeare,0,0.38,incorrect,shakespeare,0,0.38,incorrect,job,0,0.0,incorrect,job,0,0.0,incorrect,abel,0,0.5,incorrect,abrahami,0,0.33,incorrect,god,0,0.0,incorrect,abraham,0,0.18,incorrect,shakespeare,0,0.38,incorrect,job,0,0.0,incorrect,mr. darcy,0,0.32,incorrect,mr. darcy,0,0.32,incorrect,byron,0,0.0,incorrect,tanri,0,0.22,incorrect,elisabeth,0,0.57,incorrect,shakespeare,0,0.38,incorrect,isabel,0,0.5,incorrect,don quijote,0,0.19,incorrect,mr. darcy,0,0.32,incorrect,tanri,0,0.22,incorrect,shakespeare,0,0.38,incorrect,don quijote,0,0.19,incorrect
"['bennet––', 'mrs', 'bennet', 'mrs bennet']",jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,abel,0,0.4,incorrect,god,0,0.0,incorrect,adam,0,0.29,incorrect,jesus,0,0.25,incorrect,stephen,0,0.35,incorrect,god,0,0.0,incorrect,job,0,0.22,incorrect,god,0,0.0,incorrect,abel,0,0.4,incorrect,jesus,0,0.25,incorrect,god,0,0.0,incorrect,jesus,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,austen,0,0.38,incorrect,god,0,0.0,incorrect,ozdemir asaf,0,0.4,incorrect,annem,0,0.55,incorrect,duc,0,0.0,incorrect,thoreau,0,0.24,incorrect,madre,0,0.5,incorrect,maria,0,0.5,incorrect,god,0,0.0,incorrect,annem,0,0.55,incorrect,thoreau,0,0.24,incorrect,maria,0,0.5,incorrect
