Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['peter'],he,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],augustus,0,0.15,incorrect,charlie,0,0.17,incorrect,charlie,0,0.17,incorrect
['daphne'],scarlett,0,0.29,incorrect,harry,0,0.18,incorrect,harry,0,0.18,incorrect
['peter'],he,0,0.29,incorrect,edward,0,0.36,incorrect,edward,0,0.36,incorrect
['dorner'],mr. wilson,0,0.25,incorrect,mr. rochester,0,0.32,incorrect,mr. rochester,0,0.32,incorrect
['petra'],paris hilton,0,0.24,incorrect,harvard,0,0.33,incorrect,harvard,0,0.33,incorrect
['peter'],john,0,0.0,incorrect,heathcliff,0,0.27,incorrect,heathcliff,0,0.27,incorrect
['daphne'],travis,0,0.17,incorrect,christian,0,0.27,incorrect,christian,0,0.27,incorrect
['peter'],adam,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],harry,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['daph'],edward,0,0.4,incorrect,mr. darcy,0,0.31,incorrect,mr. darcy,0,0.31,incorrect
['peter'],he,0,0.29,incorrect,mac,0,0.0,incorrect,mac,0,0.0,incorrect
['peter'],max,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['daph'],mom,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['peter'],max,0,0.0,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['arham'],timmy,0,0.2,incorrect,dragons,0,0.33,incorrect,dragons,0,0.33,incorrect
['fontana'],reynolds,0,0.13,incorrect,julie,0,0.0,incorrect,julie,0,0.0,incorrect
['renesmee'],emily,0,0.31,incorrect,emily,0,0.31,incorrect,emily,0,0.31,incorrect
['landon'],brad,0,0.4,incorrect,chills,0,0.17,incorrect,chills,0,0.17,incorrect
['dorner'],mr. jenkins,0,0.24,incorrect,flora,0,0.36,incorrect,flora,0,0.36,incorrect
['peter'],man,0,0.0,incorrect,jason,0,0.0,incorrect,jason,0,0.0,incorrect
['peter'],christian,0,0.14,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['edvard', 'edvard munch', 'munch']",edvard munch,1,1.0,correct,edvard munch,1,1.0,correct,edvard munch,1,1.0,correct
['peter'],simon,0,0.0,incorrect,henry,0,0.4,incorrect,henry,0,0.4,incorrect
['peter'],john,0,0.0,incorrect,jason,0,0.0,incorrect,jason,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,joey,0,0.22,incorrect,joey,0,0.22,incorrect
['maya'],matilda,0,0.55,incorrect,siouxsie,0,0.0,incorrect,siouxsie,0,0.0,incorrect
['harvey'],john,0,0.2,incorrect,harvard,0,0.62,incorrect,harvard,0,0.62,incorrect
['petra'],scarlett,0,0.31,incorrect,matilda,0,0.33,incorrect,matilda,0,0.33,incorrect
['peterverse'],chill coast,0,0.1,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
"['petty', 'tom petty', 'tom']",prince,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect
['peter'],he,0,0.29,incorrect,chanel,0,0.18,incorrect,chanel,0,0.18,incorrect
['landon'],lucas,0,0.36,incorrect,apple,0,0.18,incorrect,apple,0,0.18,incorrect
['petra'],julia,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
