Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jake'],he,0,0.33,incorrect,arthur,0,0.2,incorrect,arthur,0,0.2,incorrect
['jake'],chris,0,0.0,incorrect,resident,0,0.17,incorrect,resident,0,0.17,incorrect
['anna'],west,0,0.0,incorrect,byron,0,0.22,incorrect,byron,0,0.22,incorrect
['anna'],jane,0,0.5,incorrect,jean,0,0.5,incorrect,jean,0,0.5,incorrect
"['john', 'wayne', 'john wayne']",bali,0,0.22,incorrect,changi,0,0.4,incorrect,changi,0,0.4,incorrect
['anna'],max,0,0.29,incorrect,locks,0,0.0,incorrect,locks,0,0.0,incorrect
['anna'],kendall,0,0.36,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['conan'],jason,0,0.4,incorrect,television,0,0.27,incorrect,television,0,0.27,incorrect
['anna'],max,0,0.29,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],max,0,0.29,incorrect,harold,0,0.2,incorrect,harold,0,0.2,incorrect
['jake'],weston,0,0.2,incorrect,weston,0,0.2,incorrect,weston,0,0.2,incorrect
['conan'],chuck,0,0.2,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['jake'],he,0,0.33,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],alex,0,0.25,incorrect,princess,0,0.17,incorrect,princess,0,0.17,incorrect
['anna'],kermit,0,0.0,incorrect,kermit,0,0.0,incorrect,kermit,0,0.0,incorrect
['anna'],jess,0,0.0,incorrect,dimmesdale,0,0.14,incorrect,dimmesdale,0,0.14,incorrect
['anna'],jess,0,0.0,incorrect,harvard,0,0.36,incorrect,harvard,0,0.36,incorrect
['anna'],jane,0,0.5,incorrect,island,0,0.4,incorrect,island,0,0.4,incorrect
['anna'],ariel,0,0.22,incorrect,jingga,0,0.4,incorrect,jingga,0,0.4,incorrect
['anna'],veronica,0,0.33,incorrect,sheila,0,0.2,incorrect,sheila,0,0.2,incorrect
['jake'],you,0,0.0,incorrect,kim,0,0.29,incorrect,kim,0,0.29,incorrect
"['nelson', 'jenny', 'jenny nelson']",nancy,0,0.6,incorrect,nose,0,0.4,incorrect,nose,0,0.4,incorrect
