Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['george'],mike,0,0.2,incorrect,scummy,0,0.0,incorrect,look,0,0.2,incorrect,mma,0,0.0,incorrect,sam,0,0.0,incorrect,david,0,0.0,incorrect,heathcliff,0,0.12,incorrect,he,0,0.25,incorrect,andry,0,0.18,incorrect,jerusalem,0,0.4,incorrect,god,0,0.44,incorrect,scummy,0,0.0,incorrect,mma,0,0.0,incorrect,david,0,0.0,incorrect,he,0,0.25,incorrect,jerusalem,0,0.4,incorrect,huck,0,0.0,incorrect,joe,0,0.44,incorrect,john,0,0.2,incorrect,ali,0,0.0,incorrect,nguyen,0,0.33,incorrect,tao,0,0.22,incorrect,emily,0,0.18,incorrect,maria,0,0.18,incorrect,joe,0,0.44,incorrect,ali,0,0.0,incorrect,tao,0,0.22,incorrect,maria,0,0.18,incorrect
['george'],aladdin,0,0.0,incorrect,o,0,0.29,incorrect,michael,0,0.15,incorrect,matsogo,0,0.31,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,jack,0,0.0,incorrect,coat,0,0.2,incorrect,david,0,0.0,incorrect,eny,0,0.22,incorrect,ke,0,0.25,incorrect,o,0,0.29,incorrect,matsogo,0,0.31,incorrect,david,0,0.0,incorrect,coat,0,0.2,incorrect,eny,0,0.22,incorrect,wallet,0,0.17,incorrect,jesus,0,0.18,incorrect,parmak,0,0.17,incorrect,tabii,0,0.0,incorrect,quyen,0,0.18,incorrect,thoi,0,0.2,incorrect,john,0,0.2,incorrect,albert,0,0.33,incorrect,jesus,0,0.18,incorrect,tabii,0,0.0,incorrect,thoi,0,0.2,incorrect,albert,0,0.33,incorrect
['lennie'],john,0,0.2,incorrect,john,0,0.2,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,david,0,0.18,incorrect,joseph,0,0.17,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,jesus,0,0.18,incorrect,john,0,0.2,incorrect,stan,0,0.2,incorrect,joseph,0,0.17,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,sam,0,0.0,incorrect,god,0,0.0,incorrect,arthur,0,0.0,incorrect,ben,0,0.44,incorrect,duc,0,0.0,incorrect,do,0,0.0,incorrect,tom,0,0.0,incorrect,me,0,0.25,incorrect,god,0,0.0,incorrect,ben,0,0.44,incorrect,do,0,0.0,incorrect,me,0,0.25,incorrect
['lennie'],macbeth,0,0.15,incorrect,macbeth,0,0.15,incorrect,god,0,0.0,incorrect,ma ke,0,0.18,incorrect,italo,0,0.18,incorrect,isaac,0,0.18,incorrect,scarlett,0,0.29,incorrect,prufrock,0,0.0,incorrect,hamlet,0,0.33,incorrect,god,0,0.0,incorrect,maui,0,0.2,incorrect,macbeth,0,0.15,incorrect,ma ke,0,0.18,incorrect,isaac,0,0.18,incorrect,prufrock,0,0.0,incorrect,god,0,0.0,incorrect,blues,0,0.36,incorrect,god,0,0.0,incorrect,arthur,0,0.0,incorrect,sey,0,0.22,incorrect,dan han,0,0.31,incorrect,chua,0,0.0,incorrect,pinocchio,0,0.27,incorrect,princess,0,0.29,incorrect,god,0,0.0,incorrect,sey,0,0.22,incorrect,chua,0,0.0,incorrect,princess,0,0.29,incorrect
['george'],god,0,0.44,incorrect,god,0,0.44,incorrect,moses,0,0.36,incorrect,moses,0,0.36,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,beelzebub,0,0.27,incorrect,lucifer,0,0.31,incorrect,jesus,0,0.18,incorrect,samson,0,0.17,incorrect,joseph,0,0.33,incorrect,god,0,0.44,incorrect,moses,0,0.36,incorrect,god,0,0.44,incorrect,lucifer,0,0.31,incorrect,samson,0,0.17,incorrect,butch,0,0.0,incorrect,scarlett,0,0.29,incorrect,saloz,0,0.18,incorrect,saloz,0,0.18,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,robinson,0,0.14,incorrect,diablos,0,0.15,incorrect,scarlett,0,0.29,incorrect,saloz,0,0.18,incorrect,duc,0,0.0,incorrect,diablos,0,0.15,incorrect
['george'],job,0,0.22,incorrect,jesus,0,0.18,incorrect,job,0,0.22,incorrect,moses,0,0.36,incorrect,joseph,0,0.33,incorrect,jesus,0,0.18,incorrect,heathcliff,0,0.12,incorrect,peace,0,0.36,incorrect,david,0,0.0,incorrect,joseph,0,0.33,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,moses,0,0.36,incorrect,jesus,0,0.18,incorrect,peace,0,0.36,incorrect,joseph,0,0.33,incorrect,charlie,0,0.31,incorrect,dimmesdale,0,0.25,incorrect,lucy,0,0.0,incorrect,sen,0,0.22,incorrect,diep,0,0.2,incorrect,thao,0,0.2,incorrect,scarlett,0,0.29,incorrect,lucas,0,0.0,incorrect,dimmesdale,0,0.25,incorrect,sen,0,0.22,incorrect,thao,0,0.2,incorrect,lucas,0,0.0,incorrect
['lennie'],job,0,0.0,incorrect,god,0,0.0,incorrect,goldilocks,0,0.25,incorrect,joseph,0,0.17,incorrect,god,0,0.0,incorrect,ua,0,0.0,incorrect,shylock,0,0.15,incorrect,romeo,0,0.18,incorrect,jesus,0,0.18,incorrect,david,0,0.18,incorrect,lord,0,0.2,incorrect,god,0,0.0,incorrect,joseph,0,0.17,incorrect,ua,0,0.0,incorrect,romeo,0,0.18,incorrect,david,0,0.18,incorrect,huck,0,0.0,incorrect,nathaniel,0,0.53,incorrect,robinson,0,0.29,incorrect,agri,0,0.2,incorrect,duc,0,0.0,incorrect,nguyen du,0,0.27,incorrect,tom,0,0.0,incorrect,subo,0,0.0,incorrect,nathaniel,0,0.53,incorrect,agri,0,0.2,incorrect,nguyen du,0,0.27,incorrect,subo,0,0.0,incorrect
"['geroge', 'george']",jack,0,0.0,incorrect,jack,0,0.0,incorrect,jehofa,0,0.33,incorrect,jehofa,0,0.33,incorrect,joseph,0,0.33,incorrect,abraham,0,0.15,incorrect,jack,0,0.0,incorrect,joseph,0,0.33,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect,jesus,0,0.18,incorrect,jack,0,0.0,incorrect,jehofa,0,0.33,incorrect,abraham,0,0.15,incorrect,joseph,0,0.33,incorrect,jack,0,0.0,incorrect,raymond chandler,0,0.27,incorrect,prison,0,0.33,incorrect,otekiler,0,0.29,incorrect,umut,0,0.0,incorrect,doan,0,0.2,incorrect,phung,0,0.18,incorrect,ray,0,0.22,incorrect,conrad,0,0.33,incorrect,prison,0,0.33,incorrect,umut,0,0.0,incorrect,phung,0,0.18,incorrect,conrad,0,0.33,incorrect
"['lenni', 'lennie']",yoruba,0,0.0,incorrect,david,0,0.2,incorrect,moses,0,0.2,incorrect,ok,0,0.0,incorrect,god,0,0.0,incorrect,ua,0,0.0,incorrect,brush,0,0.0,incorrect,john,0,0.22,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,lee,0,0.67,incorrect,david,0,0.2,incorrect,ok,0,0.0,incorrect,ua,0,0.0,incorrect,john,0,0.22,incorrect,jesus,0,0.2,incorrect,huck,0,0.0,incorrect,chillingworth,0,0.22,incorrect,ali,0,0.5,incorrect,tabii,0,0.2,incorrect,dai bang,0,0.15,incorrect,phan,0,0.22,incorrect,robinson,0,0.31,incorrect,claro,0,0.2,incorrect,chillingworth,0,0.22,incorrect,tabii,0,0.2,incorrect,phan,0,0.22,incorrect,claro,0,0.2,incorrect
['george'],pinocchio,0,0.13,incorrect,scrooge,0,0.46,incorrect,he,0,0.25,incorrect,heaven,0,0.33,incorrect,joseph,0,0.33,incorrect,ua,0,0.0,incorrect,khuu,0,0.0,incorrect,delilah,0,0.15,incorrect,jesus,0,0.18,incorrect,nojereny,0,0.43,incorrect,yellow,0,0.33,incorrect,scrooge,0,0.46,incorrect,heaven,0,0.33,incorrect,ua,0,0.0,incorrect,delilah,0,0.15,incorrect,nojereny,0,0.43,incorrect,jack,0,0.0,incorrect,devil,0,0.18,incorrect,raflik,0,0.17,incorrect,ali,0,0.0,incorrect,ong,0,0.44,incorrect,troi,0,0.2,incorrect,don quijote,0,0.24,incorrect,maria,0,0.18,incorrect,devil,0,0.18,incorrect,ali,0,0.0,incorrect,troi,0,0.2,incorrect,maria,0,0.18,incorrect
