Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
"['eager', 'beaver', 'eager beaver']",nasa,0,0.25,incorrect,mars,0,0.44,incorrect,mars,0,0.44,incorrect
['hannah'],aaa,0,0.44,incorrect,harvard,0,0.46,incorrect,harvard,0,0.46,incorrect
"['kalpana chawla', 'kalpana', 'chawla']",philosophy,0,0.25,incorrect,jane,0,0.36,incorrect,jane,0,0.36,incorrect
['floyd'],nasa,0,0.0,incorrect,earth,0,0.0,incorrect,earth,0,0.0,incorrect
['floyd'],wikipedia,0,0.14,incorrect,wikipedia,0,0.14,incorrect,wikipedia,0,0.14,incorrect
['mara'],jess,0,0.0,incorrect,midori,0,0.4,incorrect,midori,0,0.4,incorrect
['mara'],john,0,0.0,incorrect,mr. rochester,0,0.24,incorrect,mr. rochester,0,0.24,incorrect
['floyd'],pilcher,0,0.17,incorrect,trace,0,0.0,incorrect,trace,0,0.0,incorrect
['python'],nasa,0,0.2,incorrect,hal,0,0.22,incorrect,hal,0,0.22,incorrect
['let'],humanity,0,0.18,incorrect,hyun bin,0,0.0,incorrect,hyun bin,0,0.0,incorrect
['fuck'],blythe,0,0.0,incorrect,ian,0,0.0,incorrect,ian,0,0.0,incorrect
['hannah'],caltech,0,0.31,incorrect,caltech,0,0.31,incorrect,caltech,0,0.31,incorrect
['mara'],jane,0,0.25,incorrect,prufrock,0,0.17,incorrect,prufrock,0,0.17,incorrect
['merel'],dr. johnsson,0,0.12,incorrect,repeating,0,0.29,incorrect,repeating,0,0.29,incorrect
['hannah'],astrid,0,0.17,incorrect,nasa,0,0.4,incorrect,nasa,0,0.4,incorrect
['mara'],emily,0,0.22,incorrect,dimmesdale,0,0.29,incorrect,dimmesdale,0,0.29,incorrect
['mara'],nasa,0,0.5,incorrect,nasa,0,0.5,incorrect,nasa,0,0.5,incorrect
['merel'],dr. pielke,0,0.4,incorrect,princeton,0,0.29,incorrect,princeton,0,0.29,incorrect
['karl'],jane,0,0.25,incorrect,dimmesdale,0,0.29,incorrect,dimmesdale,0,0.29,incorrect
['haven'],nick,0,0.22,incorrect,screen,0,0.36,incorrect,screen,0,0.36,incorrect
['arroyo'],squyres,0,0.15,incorrect,amase,0,0.18,incorrect,amase,0,0.18,incorrect
['arroyo'],dr. mae jemison,0,0.19,incorrect,mary,0,0.6,incorrect,mary,0,0.6,incorrect
['merel'],dr. phil klay,0,0.22,incorrect,ames,0,0.44,incorrect,ames,0,0.44,incorrect
['floyd'],the president,0,0.11,incorrect,mr.,0,0.0,incorrect,mr.,0,0.0,incorrect
['merel'],john,0,0.0,incorrect,norway,0,0.18,incorrect,norway,0,0.18,incorrect
['hannah'],romeo,0,0.0,incorrect,dimmesdale,0,0.12,incorrect,dimmesdale,0,0.12,incorrect
['merel'],nick,0,0.0,incorrect,dimmesdale,0,0.4,incorrect,dimmesdale,0,0.4,incorrect
['hannah'],longyearbyen,0,0.22,incorrect,svalbard,0,0.29,incorrect,svalbard,0,0.29,incorrect
['merel'],god,0,0.0,incorrect,heathcliff,0,0.27,incorrect,heathcliff,0,0.27,incorrect
['floyd'],father,0,0.18,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['hannah'],max,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['hannah'],you,0,0.0,incorrect,elon,0,0.2,incorrect,elon,0,0.2,incorrect
['merel'],eli,0,0.5,incorrect,ian,0,0.0,incorrect,ian,0,0.0,incorrect
['mara'],god,0,0.0,incorrect,dimmesdale,0,0.29,incorrect,dimmesdale,0,0.29,incorrect
['mara'],jane,0,0.25,incorrect,scarlett,0,0.33,incorrect,scarlett,0,0.33,incorrect
['floyd'],pemberley,0,0.29,incorrect,scarlett,0,0.15,incorrect,scarlett,0,0.15,incorrect
['mara'],bro,0,0.29,incorrect,hester prynne,0,0.12,incorrect,hester prynne,0,0.12,incorrect
['mara'],jane,0,0.25,incorrect,jane,0,0.25,incorrect,jane,0,0.25,incorrect
['great'],uncle,0,0.2,incorrect,delphina,0,0.31,incorrect,delphina,0,0.31,incorrect
['hannah'],jon,0,0.22,incorrect,pyotr,0,0.0,incorrect,pyotr,0,0.0,incorrect
['hannah'],augustus,0,0.14,incorrect,nathaniel,0,0.4,incorrect,nathaniel,0,0.4,incorrect
['hannah'],max,0,0.22,incorrect,dimmesdale,0,0.12,incorrect,dimmesdale,0,0.12,incorrect
['hannah'],max,0,0.22,incorrect,axis,0,0.2,incorrect,axis,0,0.2,incorrect
['hannah'],max,0,0.22,incorrect,wick,0,0.0,incorrect,wick,0,0.0,incorrect
['mara'],pym,0,0.29,incorrect,water,0,0.44,incorrect,water,0,0.44,incorrect
['hannah'],noah,0,0.6,incorrect,nathaniel hawthorne,0,0.4,incorrect,nathaniel hawthorne,0,0.4,incorrect
['hannah'],romeo,0,0.0,incorrect,dimmesdale,0,0.12,incorrect,dimmesdale,0,0.12,incorrect
['hannah'],arctic,0,0.17,incorrect,aurora,0,0.33,incorrect,aurora,0,0.33,incorrect
