Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",jesus,0,0.22,incorrect,moo,0,0.0,incorrect,olorun,0,0.4,incorrect,olorun,0,0.4,incorrect,sebetwane,0,0.33,incorrect,sebetwane,0,0.33,incorrect,tu,0,0.4,incorrect,tahiti,0,0.44,incorrect,ram,0,0.33,incorrect,ram,0,0.33,incorrect,masoandro,0,0.32,incorrect,madagascar,0,0.32,incorrect,moo,0,0.0,incorrect,olorun,0,0.4,incorrect,sebetwane,0,0.33,incorrect,tahiti,0,0.44,incorrect,ram,0,0.33,incorrect,madagascar,0,0.32,incorrect,anais nin,0,0.42,incorrect,georgia o'keeffe,0,0.37,incorrect,orhan veli,0,0.5,incorrect,turabian,0,0.55,incorrect,ngoc,0,0.25,incorrect,dac hoa,0,0.38,incorrect,goethe,0,0.36,incorrect,orwell,0,0.18,incorrect,georgia o'keeffe,0,0.37,incorrect,turabian,0,0.55,incorrect,dac hoa,0,0.38,incorrect,orwell,0,0.18,incorrect
['cora'],ha,0,0.33,incorrect,south africa,0,0.38,incorrect,olorun,0,0.4,incorrect,ogun,0,0.25,incorrect,botswana,0,0.33,incorrect,botswana,0,0.33,incorrect,tahiti,0,0.2,incorrect,abraham,0,0.36,incorrect,india,0,0.22,incorrect,ram,0,0.57,incorrect,maria,0,0.44,incorrect,madagascar,0,0.29,incorrect,south africa,0,0.38,incorrect,ogun,0,0.25,incorrect,botswana,0,0.33,incorrect,abraham,0,0.36,incorrect,ram,0,0.57,incorrect,madagascar,0,0.29,incorrect,god,0,0.29,incorrect,john,0,0.25,incorrect,turkiye,0,0.18,incorrect,turkiye,0,0.18,incorrect,nghe,0,0.0,incorrect,it,0,0.0,incorrect,marie curie,0,0.27,incorrect,de,0,0.0,incorrect,john,0,0.25,incorrect,turkiye,0,0.18,incorrect,it,0,0.0,incorrect,de,0,0.0,incorrect
['rita'],lesotho,0,0.18,incorrect,nelson mandela,0,0.11,incorrect,olorun,0,0.2,incorrect,tabi,0,0.5,incorrect,lesela,0,0.2,incorrect,sebetwane,0,0.31,incorrect,moses,0,0.0,incorrect,maori,0,0.44,incorrect,india,0,0.44,incorrect,water,0,0.22,incorrect,maria,0,0.67,incorrect,madagascar,0,0.14,incorrect,nelson mandela,0,0.11,incorrect,tabi,0,0.5,incorrect,sebetwane,0,0.31,incorrect,maori,0,0.44,incorrect,water,0,0.22,incorrect,madagascar,0,0.14,incorrect,bread,0,0.44,incorrect,leather,0,0.18,incorrect,ekmek,0,0.0,incorrect,elma,0,0.25,incorrect,banh mi,0,0.18,incorrect,dong,0,0.0,incorrect,harina,0,0.6,incorrect,agua,0,0.25,incorrect,leather,0,0.18,incorrect,elma,0,0.25,incorrect,dong,0,0.0,incorrect,agua,0,0.25,incorrect
"['joy', 'serena joy', 'serena']",ukelele soprano,0,0.32,incorrect,jesus,0,0.25,incorrect,verdi,0,0.36,incorrect,aiku,0,0.2,incorrect,carmina,0,0.46,incorrect,godimo,0,0.22,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,esther,0,0.5,incorrect,jesus,0,0.25,incorrect,aurora,0,0.33,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,aiku,0,0.2,incorrect,godimo,0,0.22,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,reba rambo gore,0,0.4,incorrect,sunday,0,0.5,incorrect,maria callas,0,0.27,incorrect,mozart,0,0.22,incorrect,phuc am,0,0.15,incorrect,phuc,0,0.0,incorrect,la soprano,0,0.4,incorrect,maria,0,0.36,incorrect,sunday,0,0.5,incorrect,mozart,0,0.22,incorrect,phuc,0,0.0,incorrect,maria,0,0.36,incorrect
['luke'],lisontaha,0,0.15,incorrect,shakespeare,0,0.27,incorrect,olorun,0,0.4,incorrect,akure,0,0.44,incorrect,sontaga,0,0.0,incorrect,lebaakanya,0,0.29,incorrect,tahiti,0,0.0,incorrect,noa,0,0.0,incorrect,ravindra,0,0.0,incorrect,ram,0,0.0,incorrect,maria,0,0.0,incorrect,alahady,0,0.18,incorrect,shakespeare,0,0.27,incorrect,akure,0,0.44,incorrect,lebaakanya,0,0.29,incorrect,noa,0,0.0,incorrect,ram,0,0.0,incorrect,alahady,0,0.18,incorrect,they,0,0.25,incorrect,disney,0,0.2,incorrect,turkish,0,0.36,incorrect,ali,0,0.29,incorrect,chung toi,0,0.15,incorrect,viet nam,0,0.17,incorrect,ella,0,0.25,incorrect,manuel,0,0.4,incorrect,disney,0,0.2,incorrect,ali,0,0.29,incorrect,viet nam,0,0.17,incorrect,manuel,0,0.4,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",lesotho,0,0.22,incorrect,south africa,0,0.45,incorrect,nigeria,0,0.4,incorrect,nigeria,0,0.4,incorrect,suba,0,0.29,incorrect,south africa,0,0.45,incorrect,tahiti,0,0.44,incorrect,tahiti,0,0.44,incorrect,mahatma gandhi,0,0.43,incorrect,india,0,0.6,incorrect,madagascar,0,0.32,incorrect,madagascar,0,0.32,incorrect,south africa,0,0.45,incorrect,nigeria,0,0.4,incorrect,south africa,0,0.45,incorrect,tahiti,0,0.44,incorrect,india,0,0.6,incorrect,madagascar,0,0.32,incorrect,ayn rand,0,0.44,incorrect,liberty,0,0.44,incorrect,marx,0,0.29,incorrect,proudhon,0,0.33,incorrect,hoan,0,0.5,incorrect,thoi,0,0.57,incorrect,robespierre,0,0.27,incorrect,marx,0,0.29,incorrect,liberty,0,0.44,incorrect,proudhon,0,0.33,incorrect,thoi,0,0.57,incorrect,marx,0,0.29,incorrect
['janine'],sheba,0,0.18,incorrect,disney,0,0.5,incorrect,olorun,0,0.17,incorrect,jesus,0,0.36,incorrect,sebatwane,0,0.4,incorrect,sebego,0,0.17,incorrect,tuhaa,0,0.18,incorrect,pererau,0,0.15,incorrect,muskuraahtt,0,0.12,incorrect,ram,0,0.22,incorrect,madagascar,0,0.12,incorrect,madagascar,0,0.12,incorrect,disney,0,0.5,incorrect,jesus,0,0.36,incorrect,sebego,0,0.17,incorrect,pererau,0,0.15,incorrect,ram,0,0.22,incorrect,madagascar,0,0.12,incorrect,lirien,0,0.33,incorrect,smurfette,0,0.13,incorrect,kaspar,0,0.17,incorrect,turabian,0,0.43,incorrect,ngay,0,0.2,incorrect,lips,0,0.2,incorrect,el,0,0.25,incorrect,luna,0,0.2,incorrect,smurfette,0,0.13,incorrect,turabian,0,0.43,incorrect,lips,0,0.2,incorrect,luna,0,0.2,incorrect
['luke'],kepler,0,0.4,incorrect,ke,0,0.67,incorrect,oya,0,0.0,incorrect,olorun,0,0.4,incorrect,mma ramotswe,0,0.12,incorrect,precious ramotswe,0,0.19,incorrect,samoa,0,0.0,incorrect,samoa,0,0.0,incorrect,murgaa,0,0.2,incorrect,walmart,0,0.18,incorrect,mandela,0,0.18,incorrect,halako,0,0.4,incorrect,ke,0,0.67,incorrect,olorun,0,0.4,incorrect,precious ramotswe,0,0.19,incorrect,samoa,0,0.0,incorrect,walmart,0,0.18,incorrect,halako,0,0.4,incorrect,john,0,0.0,incorrect,asda,0,0.0,incorrect,mudur,0,0.22,incorrect,ismail,0,0.2,incorrect,anh,0,0.0,incorrect,do,0,0.0,incorrect,mama,0,0.0,incorrect,supermercado,0,0.25,incorrect,asda,0,0.0,incorrect,ismail,0,0.2,incorrect,do,0,0.0,incorrect,supermercado,0,0.25,incorrect
"['ofglen', 'deglen', 'gleninki']",kea,0,0.22,incorrect,khahliloe,0,0.27,incorrect,oju,0,0.22,incorrect,olorun,0,0.5,incorrect,keene,0,0.55,incorrect,jesus,0,0.18,incorrect,tahiti,0,0.29,incorrect,tahiti,0,0.29,incorrect,ram,0,0.0,incorrect,ram,0,0.0,incorrect,maria,0,0.15,incorrect,jesus,0,0.18,incorrect,khahliloe,0,0.27,incorrect,olorun,0,0.5,incorrect,jesus,0,0.18,incorrect,tahiti,0,0.29,incorrect,ram,0,0.0,incorrect,jesus,0,0.18,incorrect,the women,0,0.4,incorrect,virginia woolf,0,0.36,incorrect,kadinlar,0,0.29,incorrect,turkish,0,0.27,incorrect,nguoi dan ong,0,0.29,incorrect,nguyen du,0,0.4,incorrect,las mujeres,0,0.24,incorrect,europa,0,0.17,incorrect,virginia woolf,0,0.36,incorrect,turkish,0,0.27,incorrect,nguyen du,0,0.4,incorrect,europa,0,0.17,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",seo,0,0.25,incorrect,seo,0,0.25,incorrect,olorun,0,0.4,incorrect,olorun,0,0.4,incorrect,basetsana,0,0.33,incorrect,sebetwane,0,0.33,incorrect,tuheitia,0,0.55,incorrect,maori,0,0.29,incorrect,ram,0,0.33,incorrect,ram,0,0.33,incorrect,madagascar,0,0.32,incorrect,madagascar,0,0.32,incorrect,seo,0,0.25,incorrect,olorun,0,0.4,incorrect,sebetwane,0,0.33,incorrect,maori,0,0.29,incorrect,ram,0,0.33,incorrect,madagascar,0,0.32,incorrect,emily bronte,0,0.43,incorrect,shakespeare,0,0.27,incorrect,nietzsche,0,0.43,incorrect,turkish,0,0.4,incorrect,ngoc,0,0.25,incorrect,dong,0,0.25,incorrect,la bruja,0,0.35,incorrect,madame bovary,0,0.33,incorrect,shakespeare,0,0.27,incorrect,turkish,0,0.4,incorrect,dong,0,0.25,incorrect,madame bovary,0,0.33,incorrect
