Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
"['ruth', 'ruth crawford', 'crawford']",harlan ellison,0,0.3,incorrect,warren,0,0.29,incorrect,warren,0,0.29,incorrect
['mark'],queen,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['butch'],him,0,0.25,incorrect,world,0,0.0,incorrect,world,0,0.0,incorrect
['crawford'],johnson,0,0.13,incorrect,ms.,0,0.0,incorrect,ms.,0,0.0,incorrect
['dave'],nowheresville,0,0.24,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
['butch'],pop,0,0.0,incorrect,william shakespeare,0,0.08,incorrect,william shakespeare,0,0.08,incorrect
['alden'],joe,0,0.25,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['carmody'],grisham,0,0.29,incorrect,mr. storm,0,0.25,incorrect,mr. storm,0,0.25,incorrect
"['ruth', 'ruth crawford', 'crawford']",pop,0,0.18,incorrect,koffee,0,0.14,incorrect,koffee,0,0.14,incorrect
"['ruth', 'ruth crawford', 'crawford']",michelle,0,0.17,incorrect,she,0,0.29,incorrect,she,0,0.29,incorrect
['crawford'],smith,0,0.0,incorrect,jane,0,0.17,incorrect,jane,0,0.17,incorrect
['dave'],wimpy,0,0.0,incorrect,derby,0,0.44,incorrect,derby,0,0.44,incorrect
['dave'],you,0,0.0,incorrect,harley-davidson,0,0.32,incorrect,harley-davidson,0,0.32,incorrect
"['uncle butch', 'butch', 'uncle']",pollock,0,0.22,incorrect,leonardo da vinci,0,0.29,incorrect,leonardo da vinci,0,0.29,incorrect
['hathaway'],smith,0,0.31,incorrect,smith,0,0.31,incorrect,smith,0,0.31,incorrect
['butch'],samwise gamgee,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
"['robert johnson', 'johnson', 'robert']",robert johnson,1,1.0,correct,satan,0,0.33,incorrect,satan,0,0.33,incorrect
['ruth'],lily,0,0.0,incorrect,toyota,0,0.2,incorrect,toyota,0,0.2,incorrect
['carmody'],smith,0,0.17,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
['ruth'],pop,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],the author's father,0,0.25,incorrect,wilsons,0,0.0,incorrect,wilsons,0,0.0,incorrect
['butch'],john,0,0.22,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['butch'],jim,0,0.0,incorrect,kit carson,0,0.27,incorrect,kit carson,0,0.27,incorrect
['butch'],uncle,0,0.4,incorrect,emma,0,0.0,incorrect,emma,0,0.0,incorrect
['butch'],lou,0,0.25,incorrect,jane,0,0.0,incorrect,jane,0,0.0,incorrect
['ylla'],john,0,0.0,incorrect,leibniz,0,0.18,incorrect,leibniz,0,0.18,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['brown'],harvard,0,0.17,incorrect,john,0,0.44,incorrect,john,0,0.44,incorrect
['danny'],he,0,0.0,incorrect,clump,0,0.0,incorrect,clump,0,0.0,incorrect
['danny'],quarter moon,0,0.24,incorrect,county,0,0.36,incorrect,county,0,0.36,incorrect
['danny'],harold,0,0.18,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['danny'],jack torrance,0,0.22,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['danny'],emily,0,0.2,incorrect,japan,0,0.4,incorrect,japan,0,0.4,incorrect
['danny'],he,0,0.0,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['danny'],the boy,0,0.17,incorrect,quaker state,0,0.12,incorrect,quaker state,0,0.12,incorrect
['danny'],he,0,0.0,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['danny'],mr. johnson,0,0.25,incorrect,wilder,0,0.18,incorrect,wilder,0,0.18,incorrect
['danny'],august,0,0.18,incorrect,august,0,0.18,incorrect,august,0,0.18,incorrect
['jesse'],he,0,0.29,incorrect,friday,0,0.0,incorrect,friday,0,0.0,incorrect
['pat'],the boss,0,0.18,incorrect,stack,0,0.25,incorrect,stack,0,0.25,incorrect
['danny'],hilltop,0,0.0,incorrect,general motors,0,0.11,incorrect,general motors,0,0.11,incorrect
['danny'],jack,0,0.22,incorrect,texaco,0,0.18,incorrect,texaco,0,0.18,incorrect
['danny'],the truck,0,0.0,incorrect,elizabeth,0,0.14,incorrect,elizabeth,0,0.14,incorrect
['danny'],franklin,0,0.46,incorrect,franklin,0,0.46,incorrect,franklin,0,0.46,incorrect
['danny'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],wilder,0,0.18,incorrect,d.w. griffith,0,0.11,incorrect,d.w. griffith,0,0.11,incorrect
['becky'],emma,0,0.22,incorrect,toyota,0,0.18,incorrect,toyota,0,0.18,incorrect
['gunnel'],ellsworth,0,0.27,incorrect,lawrence,0,0.29,incorrect,lawrence,0,0.29,incorrect
