Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match,st_results_title_match,st_results_author_match,st_results_both_match,yo_results_title_match,yo_results_author_match,yo_results_both_match,tn_results_title_match,tn_results_author_match,tn_results_both_match,ty_results_title_match,ty_results_author_match,ty_results_both_match,mai_results_title_match,mai_results_author_match,mai_results_both_match,mg_results_title_match,mg_results_author_match,mg_results_both_match
1984,93.33333333333333,93.33333333333333,93.33333333333333,95.0,95.0,95.0,95.0,95.0,95.0,88.33333333333333,88.33333333333333,88.33333333333333,85.0,85.0,85.0,90.0,90.0,90.0,63.33333333333333,63.33333333333333,63.33333333333333,38.333333333333336,38.333333333333336,38.333333333333336,81.66666666666667,81.66666666666667,81.66666666666667,83.33333333333334,83.33333333333334,83.33333333333334
A_Tale_of_Two_Cities,100.0,100.0,100.0,83.0,84.0,83.0,98.0,98.0,98.0,99.0,99.0,99.0,76.0,78.0,76.0,97.0,97.0,97.0,52.0,53.0,52.0,90.0,91.0,90.0,75.0,78.0,75.0,93.0,93.0,93.0
A_thousand_splendid_suns,72.3404255319149,82.97872340425532,72.3404255319149,44.680851063829785,68.08510638297872,42.5531914893617,2.127659574468085,21.27659574468085,2.127659574468085,65.95744680851064,51.06382978723404,38.297872340425535,40.42553191489361,19.148936170212767,12.76595744680851,63.829787234042556,6.382978723404255,4.25531914893617,21.27659574468085,6.382978723404255,6.382978723404255,36.17021276595745,17.02127659574468,12.76595744680851,19.148936170212767,27.659574468085108,12.76595744680851,61.702127659574465,19.148936170212767,17.02127659574468
Adventures_of_Huckleberry_Finn,72.0,98.0,72.0,67.0,90.0,67.0,56.00000000000001,85.0,56.00000000000001,69.0,84.0,69.0,63.0,72.0,63.0,73.0,76.0,72.0,35.0,40.0,35.0,61.0,75.0,61.0,49.0,69.0,49.0,61.0,69.0,60.0
Adventures_of_Sherlock_Holmes,20.0,92.0,20.0,20.0,83.0,19.0,21.0,74.0,20.0,31.0,65.0,31.0,22.0,44.0,19.0,20.0,34.0,17.0,4.0,10.0,2.0,33.0,35.0,30.0,1.0,2.0,1.0,2.0,7.000000000000001,2.0
Alice_in_Wonderland,100.0,100.0,100.0,100.0,100.0,100.0,95.65217391304348,95.65217391304348,95.65217391304348,97.82608695652173,97.82608695652173,97.82608695652173,80.43478260869566,80.43478260869566,80.43478260869566,100.0,100.0,100.0,52.17391304347826,52.17391304347826,52.17391304347826,93.47826086956522,93.47826086956522,93.47826086956522,100.0,100.0,100.0,97.82608695652173,97.82608695652173,97.82608695652173
Dracula,93.33333333333333,93.33333333333333,93.33333333333333,92.22222222222223,92.22222222222223,92.22222222222223,92.22222222222223,92.22222222222223,92.22222222222223,90.0,82.22222222222221,82.22222222222221,65.55555555555556,65.55555555555556,65.55555555555556,81.11111111111111,81.11111111111111,81.11111111111111,33.33333333333333,33.33333333333333,33.33333333333333,62.22222222222222,61.111111111111114,61.111111111111114,71.11111111111111,71.11111111111111,71.11111111111111,80.0,73.33333333333333,73.33333333333333
Dune,96.0,96.0,96.0,86.0,86.0,86.0,83.0,82.0,82.0,76.0,76.0,76.0,33.0,33.0,33.0,53.0,53.0,53.0,13.0,13.0,13.0,19.0,19.0,19.0,41.0,41.0,41.0,35.0,35.0,35.0
Frankenstein,100.0,100.0,100.0,96.07843137254902,96.07843137254902,96.07843137254902,90.19607843137256,90.19607843137256,90.19607843137256,92.15686274509804,92.15686274509804,92.15686274509804,62.745098039215684,62.745098039215684,62.745098039215684,80.3921568627451,80.3921568627451,80.3921568627451,49.01960784313725,49.01960784313725,49.01960784313725,64.70588235294117,64.70588235294117,64.70588235294117,72.54901960784314,72.54901960784314,72.54901960784314,74.50980392156863,74.50980392156863,74.50980392156863
Harry_Potter_and_the_Deathly_Hallows,37.0,94.0,37.0,28.999999999999996,90.0,28.999999999999996,30.0,92.0,30.0,38.0,91.0,38.0,28.000000000000004,79.0,28.000000000000004,66.0,93.0,66.0,19.0,51.0,19.0,28.000000000000004,84.0,28.000000000000004,24.0,85.0,24.0,27.0,85.0,27.0
