Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['nancy', 'bobofit', 'nancy bobofit']",noah,0,0.44,incorrect,nike,0,0.24,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,abraham,0,0.2,incorrect,abraham,0,0.2,incorrect,michelangelo,0,0.24,incorrect,adam,0,0.22,incorrect,abraham,0,0.2,incorrect,god,0,0.2,incorrect,koala,0,0.2,incorrect,nike,0,0.24,incorrect,god,0,0.2,incorrect,abraham,0,0.2,incorrect,adam,0,0.22,incorrect,god,0,0.2,incorrect,he,0,0.0,incorrect,will,0,0.18,incorrect,odysseus,0,0.15,incorrect,adam,0,0.22,incorrect,duc,0,0.25,incorrect,da,0,0.29,incorrect,don quijote,0,0.33,incorrect,europa,0,0.18,incorrect,will,0,0.18,incorrect,adam,0,0.22,incorrect,da,0,0.29,incorrect,europa,0,0.18,incorrect
"['brunner', 'bay', 'bay brunner']",paul,0,0.29,incorrect,caesar,0,0.35,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,alexander,0,0.4,incorrect,orton,0,0.33,incorrect,alexander,0,0.4,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,caesar,0,0.35,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,orton,0,0.33,incorrect,paul,0,0.29,incorrect,mr. antolini,0,0.32,incorrect,dyslexia,0,0.21,incorrect,ogretmen,0,0.27,incorrect,aeneas,0,0.35,incorrect,tristan,0,0.29,incorrect,la,0,0.4,incorrect,senor keating,0,0.2,incorrect,alejandro,0,0.3,incorrect,dyslexia,0,0.21,incorrect,aeneas,0,0.35,incorrect,la,0,0.4,incorrect,alejandro,0,0.3,incorrect
"['brunner', 'bay', 'murmuré', 'bay brunner']",oliver twist,0,0.21,incorrect,god,0,0.0,incorrect,themba,0,0.44,incorrect,esther,0,0.31,incorrect,adam,0,0.29,incorrect,adam,0,0.29,incorrect,hamlet,0,0.31,incorrect,shakespeare,0,0.27,incorrect,herodiada,0,0.25,incorrect,esther,0,0.31,incorrect,ke,0,0.22,incorrect,god,0,0.0,incorrect,esther,0,0.31,incorrect,adam,0,0.29,incorrect,shakespeare,0,0.27,incorrect,esther,0,0.31,incorrect,heathcliff,0,0.15,incorrect,charlie,0,0.33,incorrect,hamlet,0,0.31,incorrect,hamlet,0,0.31,incorrect,truong,0,0.46,incorrect,duc,0,0.2,incorrect,el,0,0.22,incorrect,emily,0,0.25,incorrect,charlie,0,0.33,incorrect,hamlet,0,0.31,incorrect,duc,0,0.2,incorrect,emily,0,0.25,incorrect
"['brunner', 'bay', 'bay brunner']",abraham lincoln,0,0.38,incorrect,jesus,0,0.17,incorrect,abraham lincoln,0,0.38,incorrect,abraham,0,0.4,incorrect,adam,0,0.29,incorrect,eden,0,0.18,incorrect,curator,0,0.29,incorrect,pen,0,0.2,incorrect,adam,0,0.29,incorrect,paul,0,0.29,incorrect,monna,0,0.33,incorrect,jesus,0,0.17,incorrect,abraham,0,0.4,incorrect,eden,0,0.18,incorrect,pen,0,0.2,incorrect,paul,0,0.29,incorrect,richard,0,0.29,incorrect,van gogh,0,0.21,incorrect,esmeralda,0,0.25,incorrect,da vinci,0,0.32,incorrect,phuoc,0,0.17,incorrect,duc,0,0.2,incorrect,guardia,0,0.29,incorrect,orwell,0,0.31,incorrect,van gogh,0,0.21,incorrect,da vinci,0,0.32,incorrect,duc,0,0.2,incorrect,orwell,0,0.31,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",lucifer,0,0.31,incorrect,lucifer,0,0.31,incorrect,god,0,0.5,incorrect,job,0,0.25,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,stephen,0,0.46,incorrect,heather,0,0.31,incorrect,dracula,0,0.33,incorrect,adam,0,0.44,incorrect,shakespeare,0,0.35,incorrect,lucifer,0,0.31,incorrect,job,0,0.25,incorrect,adam,0,0.44,incorrect,heather,0,0.31,incorrect,adam,0,0.44,incorrect,jezebel,0,0.17,incorrect,mount,0,0.2,incorrect,sodom,0,0.47,incorrect,mordor,0,0.44,incorrect,do vat,0,0.36,incorrect,dai truyen hinh viet nam,0,0.23,incorrect,bestia,0,0.36,incorrect,belcebu,0,0.17,incorrect,mount,0,0.2,incorrect,mordor,0,0.44,incorrect,dai truyen hinh viet nam,0,0.23,incorrect,belcebu,0,0.17,incorrect
"['señor', 'jackson', 'bay', 'señor jackson', 'bay jackson']",abraham,0,0.4,incorrect,abraham,0,0.4,incorrect,twitter,0,0.33,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,abraham,0,0.4,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,student,0,0.5,incorrect,quill,0,0.0,incorrect,bay,1,1.0,correct,yazar,0,0.25,incorrect,co giao,0,0.4,incorrect,chopin,0,0.46,incorrect,senor,1,1.0,correct,pluma,0,0.25,incorrect,quill,0,0.0,incorrect,yazar,0,0.25,incorrect,chopin,0,0.46,incorrect,pluma,0,0.25,incorrect
"['bayan dodds', 'bayan', 'dodds']",jesus,0,0.2,incorrect,london,0,0.36,incorrect,god,0,0.5,incorrect,god,0,0.5,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,isaac newton,0,0.35,incorrect,khafetsa,0,0.31,incorrect,london,0,0.36,incorrect,god,0,0.5,incorrect,adam,0,0.44,incorrect,freud,0,0.2,incorrect,isaac newton,0,0.35,incorrect,spock,0,0.2,incorrect,freud,0,0.2,incorrect,hitler,0,0.0,incorrect,onlardan,0,0.46,incorrect,hoa,0,0.25,incorrect,thanh giuse,0,0.36,incorrect,reina de inglaterra,0,0.2,incorrect,dracula,0,0.33,incorrect,freud,0,0.2,incorrect,onlardan,0,0.46,incorrect,thanh giuse,0,0.36,incorrect,dracula,0,0.33,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",dragon,0,0.36,incorrect,jesus,0,0.24,incorrect,edgar allan poe,0,0.38,incorrect,adam,0,0.44,incorrect,hebrews,0,0.32,incorrect,adam,0,0.44,incorrect,esmeralda,0,0.53,incorrect,dracula,0,0.33,incorrect,orpheus,0,0.33,incorrect,adam,0,0.44,incorrect,samson,0,0.36,incorrect,jesus,0,0.24,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,dracula,0,0.33,incorrect,adam,0,0.44,incorrect,satan,0,0.6,incorrect,samuel,0,0.33,incorrect,drakula,0,0.33,incorrect,drakula,0,0.33,incorrect,dia,0,0.25,incorrect,dracula,0,0.33,incorrect,quimera,0,0.46,incorrect,macbeth,0,0.17,incorrect,samuel,0,0.33,incorrect,drakula,0,0.33,incorrect,dracula,0,0.33,incorrect,macbeth,0,0.17,incorrect
"['nancy', 'bobofit', 'nancy bobofit']",harry potter,0,0.4,incorrect,jerusalem,0,0.14,incorrect,facebook,0,0.48,incorrect,albert,0,0.32,incorrect,david,0,0.22,incorrect,adam,0,0.22,incorrect,charlie,0,0.2,incorrect,david,0,0.22,incorrect,antananarivo,0,0.35,incorrect,adela,0,0.2,incorrect,ke,0,0.0,incorrect,jerusalem,0,0.14,incorrect,albert,0,0.32,incorrect,adam,0,0.22,incorrect,david,0,0.22,incorrect,adela,0,0.2,incorrect,my sister,0,0.36,incorrect,recess,0,0.18,incorrect,bart,0,0.36,incorrect,okul,0,0.18,incorrect,dat,0,0.25,incorrect,frankenstein,0,0.24,incorrect,mi madre,0,0.15,incorrect,charlie,0,0.2,incorrect,recess,0,0.18,incorrect,okul,0,0.18,incorrect,frankenstein,0,0.24,incorrect,charlie,0,0.2,incorrect
"['brunner', 'bay', 'bay brunner']",jesus,0,0.17,incorrect,caesar,0,0.35,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,epikouros,0,0.25,incorrect,jesus,0,0.17,incorrect,caesar,0,0.35,incorrect,jesus,0,0.17,incorrect,epikoro,0,0.29,incorrect,god,0,0.0,incorrect,job,0,0.33,incorrect,caesar,0,0.35,incorrect,god,0,0.0,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,god,0,0.0,incorrect,mr. darcy,0,0.33,incorrect,latin,0,0.25,incorrect,epikur,0,0.31,incorrect,ogretmen,0,0.27,incorrect,phuong,0,0.31,incorrect,latinh,0,0.24,incorrect,el,0,0.22,incorrect,matematicas,0,0.18,incorrect,latin,0,0.25,incorrect,ogretmen,0,0.27,incorrect,latinh,0,0.24,incorrect,matematicas,0,0.18,incorrect
