Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['george'],heathcliff,0,0.12,incorrect,shakespeare,0,0.35,incorrect,themba,0,0.17,incorrect,god,0,0.44,incorrect,adam,0,0.0,incorrect,god,0,0.44,incorrect,lotus,0,0.18,incorrect,god,0,0.44,incorrect,job,0,0.22,incorrect,andriamanitra,0,0.11,incorrect,god,0,0.44,incorrect,shakespeare,0,0.35,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,andriamanitra,0,0.11,incorrect,tom,0,0.22,incorrect,tom,0,0.22,incorrect,ali,0,0.0,incorrect,deniz,0,0.18,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,maria,0,0.18,incorrect,maria,0,0.18,incorrect,tom,0,0.22,incorrect,deniz,0,0.18,incorrect,duc,0,0.0,incorrect,maria,0,0.18,incorrect
['george'],god,0,0.44,incorrect,god,0,0.44,incorrect,elvis,0,0.18,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,job,0,0.22,incorrect,abraham,0,0.15,incorrect,matsoho,0,0.15,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,abraham,0,0.15,incorrect,george,1,1.0,correct,god,0,0.44,incorrect,bay,0,0.0,incorrect,para,0,0.2,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,senor,0,0.55,incorrect,chaqueta,0,0.14,incorrect,god,0,0.44,incorrect,para,0,0.2,incorrect,duc,0,0.0,incorrect,chaqueta,0,0.14,incorrect
['lennie'],heathcliff,0,0.25,incorrect,jesus,0,0.18,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,hamlet,0,0.33,incorrect,stan laurel,0,0.24,incorrect,stan,0,0.2,incorrect,aza,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.18,incorrect,stan,0,0.2,incorrect,god,0,0.0,incorrect,stan laurel,0,0.24,incorrect,aza,0,0.0,incorrect,tom,0,0.0,incorrect,he,0,0.25,incorrect,hamlet,0,0.33,incorrect,hamlet,0,0.33,incorrect,ngo tat to,0,0.12,incorrect,duc,0,0.0,incorrect,hamlet,0,0.33,incorrect,hamlet,0,0.33,incorrect,he,0,0.25,incorrect,hamlet,0,0.33,incorrect,duc,0,0.0,incorrect,hamlet,0,0.33,incorrect
['lennie'],mark twain,0,0.12,incorrect,god,0,0.0,incorrect,arnold,0,0.17,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,hamlet,0,0.33,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.18,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,tom,0,0.0,incorrect,god,0,0.0,incorrect,hamlet,0,0.33,incorrect,hamlet,0,0.33,incorrect,dong,0,0.2,incorrect,khong,0,0.18,incorrect,gertrudis,0,0.27,incorrect,hamlet,0,0.33,incorrect,god,0,0.0,incorrect,hamlet,0,0.33,incorrect,khong,0,0.18,incorrect,hamlet,0,0.33,incorrect
['george'],jesus,0,0.18,incorrect,heaven,0,0.33,incorrect,god,0,0.44,incorrect,israel,0,0.33,incorrect,job,0,0.22,incorrect,god,0,0.44,incorrect,devil,0,0.18,incorrect,god,0,0.44,incorrect,job,0,0.22,incorrect,god,0,0.44,incorrect,jesus,0,0.18,incorrect,heaven,0,0.33,incorrect,israel,0,0.33,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,tom,0,0.22,incorrect,they,0,0.2,incorrect,recep tayyip erdogan,0,0.23,incorrect,saloz,0,0.18,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,holden,0,0.33,incorrect,diablo,0,0.17,incorrect,they,0,0.2,incorrect,saloz,0,0.18,incorrect,duc,0,0.0,incorrect,diablo,0,0.17,incorrect
['george'],job,0,0.22,incorrect,abraham,0,0.15,incorrect,job,0,0.22,incorrect,god,0,0.44,incorrect,abraham,0,0.15,incorrect,god,0,0.44,incorrect,macbeth,0,0.15,incorrect,god,0,0.44,incorrect,paul,0,0.0,incorrect,adala,0,0.0,incorrect,job,0,0.22,incorrect,abraham,0,0.15,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,adala,0,0.0,incorrect,george,1,1.0,correct,scrooge,0,0.46,incorrect,pinokyo,0,0.15,incorrect,seni,0,0.2,incorrect,dich nhan tam,0,0.0,incorrect,duc phat,0,0.0,incorrect,holden,0,0.33,incorrect,job,0,0.22,incorrect,scrooge,0,0.46,incorrect,seni,0,0.2,incorrect,duc phat,0,0.0,incorrect,job,0,0.22,incorrect
['lennie'],abraham,0,0.0,incorrect,job,0,0.0,incorrect,jackal,0,0.17,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,abraham,0,0.0,incorrect,heathcliff,0,0.25,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,adam,0,0.0,incorrect,jesus,0,0.18,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,abraham,0,0.0,incorrect,god,0,0.0,incorrect,adam,0,0.0,incorrect,crooks,0,0.0,incorrect,brer rabbit,0,0.24,incorrect,mem,0,0.22,incorrect,orpheus,0,0.15,incorrect,duc,0,0.0,incorrect,thoreau,0,0.15,incorrect,ulises,0,0.5,incorrect,ulises,0,0.5,incorrect,brer rabbit,0,0.24,incorrect,orpheus,0,0.15,incorrect,thoreau,0,0.15,incorrect,ulises,0,0.5,incorrect
"['geroge', 'george']",abraham lincoln,0,0.19,incorrect,jack,0,0.0,incorrect,abraham,0,0.15,incorrect,abel,0,0.2,incorrect,robinson crusoe,0,0.29,incorrect,abraham,0,0.15,incorrect,andy dufresne,0,0.21,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect,abel,0,0.2,incorrect,abraham,0,0.15,incorrect,god,0,0.44,incorrect,jack,0,0.0,incorrect,tom,0,0.22,incorrect,god,0,0.44,incorrect,meursault,0,0.27,incorrect,attila ilhan,0,0.0,incorrect,duc,0,0.0,incorrect,jesus,0,0.18,incorrect,holden,0,0.33,incorrect,diogenes,0,0.43,incorrect,god,0,0.44,incorrect,attila ilhan,0,0.0,incorrect,jesus,0,0.18,incorrect,diogenes,0,0.43,incorrect
"['lenni', 'lennie']",god,0,0.0,incorrect,shakespeare,0,0.24,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,abraham,0,0.0,incorrect,god,0,0.0,incorrect,macduff,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,lee,0,0.67,incorrect,shakespeare,0,0.24,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,tom,0,0.0,incorrect,harper,0,0.18,incorrect,tom,0,0.0,incorrect,robin,0,0.2,incorrect,dao,0,0.0,incorrect,duc,0,0.0,incorrect,harry,0,0.0,incorrect,robin,0,0.2,incorrect,harper,0,0.18,incorrect,robin,0,0.2,incorrect,duc,0,0.0,incorrect,robin,0,0.2,incorrect
['george'],oliver twist,0,0.22,incorrect,abraham,0,0.15,incorrect,god,0,0.44,incorrect,god,0,0.44,incorrect,robinson crusoe,0,0.29,incorrect,adam,0,0.0,incorrect,emily,0,0.18,incorrect,delilah,0,0.15,incorrect,noah,0,0.2,incorrect,noa,0,0.22,incorrect,jesus,0,0.18,incorrect,abraham,0,0.15,incorrect,god,0,0.44,incorrect,adam,0,0.0,incorrect,delilah,0,0.15,incorrect,noa,0,0.22,incorrect,henry,0,0.36,incorrect,heathcliff,0,0.12,incorrect,ali,0,0.0,incorrect,ali,0,0.0,incorrect,duc,0,0.0,incorrect,dong,0,0.4,incorrect,sancho,0,0.17,incorrect,sancho,0,0.17,incorrect,heathcliff,0,0.12,incorrect,ali,0,0.0,incorrect,dong,0,0.4,incorrect,sancho,0,0.17,incorrect
