Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['smith', 'winston smith', 'winston']",winston,1,1.0,correct,heaven,0,0.18,incorrect,mr. pickwick,0,0.24,incorrect,april,0,0.2,incorrect,winston,1,1.0,correct,victoria,0,0.4,incorrect,heathcliff,0,0.27,incorrect,ice,0,0.25,incorrect,nelson,0,0.62,incorrect,april,0,0.2,incorrect,april,0,0.2,incorrect,heaven,0,0.18,incorrect,april,0,0.2,incorrect,victoria,0,0.4,incorrect,ice,0,0.25,incorrect,april,0,0.2,incorrect,winston,1,1.0,correct,april,0,0.2,incorrect,heathcliff,0,0.27,incorrect,nisan,0,0.5,incorrect,nguyen nhat anh,0,0.36,incorrect,thach sanh,0,0.35,incorrect,winston,1,1.0,correct,victoria,0,0.4,incorrect,april,0,0.2,incorrect,nisan,0,0.5,incorrect,thach sanh,0,0.35,incorrect,victoria,0,0.4,incorrect
['winston'],rembrandt,0,0.25,incorrect,abraham,0,0.0,incorrect,ausi o go shebile,0,0.17,incorrect,shebile,0,0.14,incorrect,abraham lincoln,0,0.36,incorrect,abraham,0,0.0,incorrect,big brother,0,0.22,incorrect,big brother,0,0.22,incorrect,big brother,0,0.22,incorrect,adam,0,0.0,incorrect,esita,0,0.33,incorrect,abraham,0,0.0,incorrect,shebile,0,0.14,incorrect,abraham,0,0.0,incorrect,big brother,0,0.22,incorrect,adam,0,0.0,incorrect,winston,1,1.0,correct,brother,0,0.14,incorrect,winston,1,1.0,correct,hitler,0,0.31,incorrect,winston,1,1.0,correct,leonardo da vinci,0,0.25,incorrect,winston,1,1.0,correct,big brother,0,0.22,incorrect,brother,0,0.14,incorrect,hitler,0,0.31,incorrect,leonardo da vinci,0,0.25,incorrect,big brother,0,0.22,incorrect
"['wiston', 'winston']",shakespeare,0,0.12,incorrect,shakespeare,0,0.12,incorrect,google,0,0.17,incorrect,abraham,0,0.0,incorrect,george orwell,0,0.11,incorrect,joseph,0,0.17,incorrect,winston,1,1.0,correct,diary,0,0.18,incorrect,winston,1,1.0,correct,brother,0,0.15,incorrect,diary,0,0.18,incorrect,shakespeare,0,0.12,incorrect,abraham,0,0.0,incorrect,joseph,0,0.17,incorrect,diary,0,0.18,incorrect,brother,0,0.15,incorrect,winston,1,1.0,correct,greg,0,0.0,incorrect,heathcliff,0,0.12,incorrect,defter,0,0.17,incorrect,anh,0,0.22,incorrect,dao,0,0.22,incorrect,winston,1,1.0,correct,diario,0,0.33,incorrect,greg,0,0.0,incorrect,defter,0,0.17,incorrect,dao,0,0.22,incorrect,diario,0,0.33,incorrect
"['bayan', 'señora parsons', 'bayan parsons', 'señora', 'parsons']",mr. darcy,0,0.35,incorrect,abraham,0,0.5,incorrect,mark twain,0,0.4,incorrect,friday,0,0.36,incorrect,esther,0,0.5,incorrect,adam,0,0.44,incorrect,sheldon,0,0.46,incorrect,godzilla,0,0.29,incorrect,paul,0,0.36,incorrect,paul,0,0.36,incorrect,sebele,0,0.33,incorrect,abraham,0,0.5,incorrect,friday,0,0.36,incorrect,adam,0,0.44,incorrect,godzilla,0,0.29,incorrect,paul,0,0.36,incorrect,stephen,0,0.46,incorrect,children,0,0.29,incorrect,anne,0,0.44,incorrect,ann,0,0.5,incorrect,ba,0,0.57,incorrect,qua,0,0.25,incorrect,madre,0,0.33,incorrect,europa,0,0.5,incorrect,children,0,0.29,incorrect,ann,0,0.5,incorrect,qua,0,0.25,incorrect,europa,0,0.5,incorrect
['tom'],god,0,0.33,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,macgyver,0,0.18,incorrect,god,0,0.33,incorrect,andy,0,0.0,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,he,0,0.0,incorrect,mr. woodhouse,0,0.12,incorrect,bay,0,0.0,incorrect,bayan,0,0.0,incorrect,chong,0,0.25,incorrect,dat,0,0.33,incorrect,maria,0,0.25,incorrect,macgyver,0,0.18,incorrect,mr. woodhouse,0,0.12,incorrect,bayan,0,0.0,incorrect,dat,0,0.33,incorrect,macgyver,0,0.18,incorrect
"['winston', 'eurasia']",ukraine,0,0.57,incorrect,herodotus,0,0.38,incorrect,jesus,0,0.5,incorrect,matthew,0,0.14,incorrect,noah,0,0.36,incorrect,europe,0,0.46,incorrect,paul baumer,0,0.22,incorrect,world war,0,0.25,incorrect,hitler,0,0.31,incorrect,alexander,0,0.25,incorrect,marx,0,0.18,incorrect,herodotus,0,0.38,incorrect,matthew,0,0.14,incorrect,europe,0,0.46,incorrect,world war,0,0.25,incorrect,alexander,0,0.25,incorrect,winston,1,1.0,correct,stalingrad,0,0.35,incorrect,stalin,0,0.46,incorrect,hitler,0,0.31,incorrect,eurasia,1,1.0,correct,orwell,0,0.15,incorrect,sancho,0,0.31,incorrect,hitler,0,0.31,incorrect,stalingrad,0,0.35,incorrect,hitler,0,0.31,incorrect,orwell,0,0.15,incorrect,hitler,0,0.31,incorrect
['winston'],winston,1,1.0,correct,newton,0,0.62,incorrect,robert falcon scott,0,0.23,incorrect,jesus,0,0.17,incorrect,jerks,0,0.17,incorrect,paul,0,0.0,incorrect,winston,1,1.0,correct,marie curie,0,0.11,incorrect,winston,1,1.0,correct,flash,0,0.17,incorrect,albert,0,0.15,incorrect,newton,0,0.62,incorrect,jesus,0,0.17,incorrect,paul,0,0.0,incorrect,marie curie,0,0.11,incorrect,flash,0,0.17,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,marx,0,0.0,incorrect,winston,1,1.0,correct,nguyen,0,0.31,incorrect,winston,1,1.0,correct,maradona,0,0.27,incorrect,winston,1,1.0,correct,marx,0,0.0,incorrect,nguyen,0,0.31,incorrect,maradona,0,0.27,incorrect
"['winston', 'winston’s', ""winston'ın""]",winston,1,1.0,correct,britain,0,0.47,incorrect,london,0,0.46,incorrect,england,0,0.29,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,winston smith,0,0.73,correct,charles darwin,0,0.29,incorrect,england,0,0.29,incorrect,heathrow,0,0.27,incorrect,england,0,0.29,incorrect,britain,0,0.47,incorrect,england,0,0.29,incorrect,london,0,0.46,incorrect,charles darwin,0,0.29,incorrect,heathrow,0,0.27,incorrect,winston,1,1.0,correct,england,0,0.29,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,anh,0,0.2,incorrect,shakespeare,0,0.2,incorrect,el,0,0.0,incorrect,inglaterra,0,0.35,incorrect,england,0,0.29,incorrect,winston,1,1.0,correct,shakespeare,0,0.2,incorrect,inglaterra,0,0.35,incorrect
['winston'],winston,1,1.0,correct,colchester,0,0.24,incorrect,julius caesar,0,0.2,incorrect,job,0,0.2,incorrect,joseph,0,0.15,incorrect,colchester,0,0.24,incorrect,winston churchill,0,0.58,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,boadicea,0,0.13,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,job,0,0.2,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,boadicea,0,0.13,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,hiroshima,0,0.25,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,hiroshima,0,0.25,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect
['winston'],abraham,0,0.0,incorrect,abraham,0,0.0,incorrect,abraham lincoln,0,0.36,incorrect,god,0,0.2,incorrect,abraham,0,0.0,incorrect,tei,0,0.2,incorrect,heathcliff,0,0.12,incorrect,marx,0,0.0,incorrect,job,0,0.2,incorrect,job,0,0.2,incorrect,god,0,0.2,incorrect,abraham,0,0.0,incorrect,god,0,0.2,incorrect,tei,0,0.2,incorrect,marx,0,0.0,incorrect,job,0,0.2,incorrect,winston,1,1.0,correct,donor's,0,0.29,incorrect,bayram,0,0.0,incorrect,ali,0,0.2,incorrect,ong lao,0,0.29,incorrect,dong,0,0.36,incorrect,winston,1,1.0,correct,maria,0,0.17,incorrect,donor's,0,0.29,incorrect,ali,0,0.2,incorrect,dong,0,0.36,incorrect,maria,0,0.17,incorrect
