Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['cassie hiney', 'hiney', 'cassie']",him,0,0.5,incorrect,mr. darcy,0,0.19,incorrect,bayan baykus,0,0.25,incorrect,bay,0,0.27,incorrect,minh,0,0.44,incorrect,duc,0,0.22,incorrect,butts,0,0.18,incorrect,emily,0,0.4,incorrect,mr. darcy,0,0.19,incorrect,bay,0,0.27,incorrect,duc,0,0.22,incorrect,emily,0,0.4,incorrect
"['parson', 'chuck', 'chuck parson']",rooster,0,0.31,incorrect,chris benoit,0,0.42,incorrect,ronnie,0,0.5,incorrect,arnold,0,0.5,incorrect,bruno,0,0.36,incorrect,duc,0,0.5,incorrect,arnold,0,0.5,incorrect,arnold,0,0.5,incorrect,chris benoit,0,0.42,incorrect,arnold,0,0.5,incorrect,duc,0,0.5,incorrect,arnold,0,0.5,incorrect
['chuck'],reggie,0,0.0,incorrect,god,0,0.0,incorrect,polis,0,0.0,incorrect,ataturk,0,0.33,incorrect,duc,0,0.5,incorrect,the,0,0.25,incorrect,el,0,0.0,incorrect,guerra,0,0.18,incorrect,god,0,0.0,incorrect,ataturk,0,0.33,incorrect,the,0,0.25,incorrect,guerra,0,0.18,incorrect
"['chuc', 'chuck']",him,0,0.29,incorrect,facebook,0,0.31,incorrect,gatsby,0,0.0,incorrect,hayat,0,0.22,incorrect,emile,0,0.0,incorrect,duc,0,0.57,incorrect,la guerra,0,0.15,incorrect,graduacion de la universidad,0,0.12,incorrect,facebook,0,0.31,incorrect,hayat,0,0.22,incorrect,duc,0,0.57,incorrect,graduacion de la universidad,0,0.12,incorrect
['angela'],jessica,0,0.31,incorrect,goldilocks,0,0.25,incorrect,santa,0,0.55,incorrect,noel,0,0.6,incorrect,santa,0,0.55,incorrect,noel,0,0.6,incorrect,abuela,0,0.67,incorrect,claudia,0,0.31,incorrect,goldilocks,0,0.25,incorrect,noel,0,0.6,incorrect,noel,0,0.6,incorrect,claudia,0,0.31,incorrect
['margo'],emily,0,0.2,incorrect,catwoman,0,0.31,incorrect,heathcliff,0,0.13,incorrect,hamlet,0,0.18,incorrect,em,0,0.29,incorrect,dong,0,0.22,incorrect,el,0,0.0,incorrect,shakespeare,0,0.25,incorrect,catwoman,0,0.31,incorrect,hamlet,0,0.18,incorrect,dong,0,0.22,incorrect,shakespeare,0,0.25,incorrect
['margo'],charlie,0,0.33,incorrect,dad,0,0.25,incorrect,ibrahim,0,0.17,incorrect,abraham,0,0.33,incorrect,duc,0,0.0,incorrect,thach sanh,0,0.13,incorrect,emily,0,0.2,incorrect,god,0,0.5,incorrect,dad,0,0.25,incorrect,abraham,0,0.33,incorrect,thach sanh,0,0.13,incorrect,god,0,0.5,incorrect
"['margo—', 'margo']",heather,0,0.33,incorrect,friday,0,0.18,incorrect,jo,0,0.29,incorrect,bayan,0,0.2,incorrect,edward,0,0.36,incorrect,the,0,0.0,incorrect,emily,0,0.2,incorrect,manana,0,0.36,incorrect,friday,0,0.18,incorrect,bayan,0,0.2,incorrect,the,0,0.0,incorrect,manana,0,0.36,incorrect
['margo'],he,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,emily,0,0.2,incorrect,jefferson,0,0.29,incorrect,mi hermano,0,0.4,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
['margo'],hamlet,0,0.18,incorrect,emily,0,0.2,incorrect,hamlet,0,0.18,incorrect,charles darwin,0,0.21,incorrect,khong xac dinh,0,0.11,incorrect,thoreau,0,0.17,incorrect,holden,0,0.18,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect,charles darwin,0,0.21,incorrect,thoreau,0,0.17,incorrect,emily,0,0.2,incorrect
['margo'],she,0,0.0,incorrect,head,0,0.22,incorrect,o,0,0.33,incorrect,ben,0,0.0,incorrect,emily,0,0.2,incorrect,dinh,0,0.0,incorrect,el,0,0.0,incorrect,oido,0,0.22,incorrect,head,0,0.22,incorrect,ben,0,0.0,incorrect,dinh,0,0.0,incorrect,oido,0,0.22,incorrect
['margo'],emily,0,0.2,incorrect,heathcliff,0,0.13,incorrect,tom,0,0.25,incorrect,sevgilim,0,0.15,incorrect,chi gai,0,0.17,incorrect,dong,0,0.22,incorrect,el,0,0.0,incorrect,adan,0,0.22,incorrect,heathcliff,0,0.13,incorrect,sevgilim,0,0.15,incorrect,dong,0,0.22,incorrect,adan,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,charlie,0,0.33,incorrect,ben,0,0.0,incorrect,em,0,0.29,incorrect,chopin,0,0.18,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,she,0,0.0,incorrect,ben,0,0.0,incorrect,chopin,0,0.18,incorrect,ella,0,0.22,incorrect
['margo'],juno,0,0.22,incorrect,emily,0,0.2,incorrect,holden,0,0.18,incorrect,orhan veli,0,0.13,incorrect,thuy van,0,0.15,incorrect,thuy kieu,0,0.0,incorrect,el,0,0.0,incorrect,homero,0,0.55,incorrect,emily,0,0.2,incorrect,orhan veli,0,0.13,incorrect,thuy kieu,0,0.0,incorrect,homero,0,0.55,incorrect
['margo'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,ben,0,0.0,incorrect,ben,0,0.0,incorrect,em,0,0.29,incorrect,xe dap,0,0.18,incorrect,emily,0,0.2,incorrect,mi,0,0.29,incorrect,emily,0,0.2,incorrect,ben,0,0.0,incorrect,xe dap,0,0.18,incorrect,mi,0,0.29,incorrect
['margo'],emily,0,0.2,incorrect,arteriovenous,0,0.33,incorrect,eleveri,0,0.17,incorrect,dr. house,0,0.29,incorrect,emily,0,0.2,incorrect,tim,0,0.25,incorrect,ella,0,0.22,incorrect,7-eleven,0,0.0,incorrect,arteriovenous,0,0.33,incorrect,dr. house,0,0.29,incorrect,tim,0,0.25,incorrect,7-eleven,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,holden,0,0.18,incorrect,worthington,0,0.38,incorrect,em,0,0.29,incorrect,worthington,0,0.38,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],monica,0,0.2,incorrect,god,0,0.0,incorrect,sen,0,0.57,incorrect,osman,0,0.22,incorrect,anh,0,0.29,incorrect,dat,0,0.29,incorrect,lucia,0,0.22,incorrect,lucia,0,0.22,incorrect,god,0,0.0,incorrect,osman,0,0.22,incorrect,dat,0,0.29,incorrect,lucia,0,0.22,incorrect
['margo'],hermione,0,0.31,incorrect,her,0,0.25,incorrect,macgyver,0,0.46,incorrect,araba,0,0.4,incorrect,chi,0,0.0,incorrect,khoa,0,0.22,incorrect,locke,0,0.2,incorrect,alambre,0,0.33,incorrect,her,0,0.25,incorrect,araba,0,0.4,incorrect,khoa,0,0.22,incorrect,alambre,0,0.33,incorrect
['margo'],she,0,0.0,incorrect,jefferson,0,0.29,incorrect,o,0,0.33,incorrect,jefferson,0,0.29,incorrect,em,0,0.29,incorrect,jefferson,0,0.29,incorrect,el,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,wall,0,0.25,incorrect,heathcliff,0,0.14,incorrect,emily,0,0.22,incorrect,em,0,0.33,incorrect,dong,0,0.25,incorrect,ella,0,0.25,incorrect,emily,0,0.22,incorrect,wall,0,0.25,incorrect,emily,0,0.22,incorrect,dong,0,0.25,incorrect,emily,0,0.22,incorrect
"['parson', 'chuck', 'chuck parson']",mr. crown,0,0.4,incorrect,god,0,0.22,incorrect,charlie,0,0.42,incorrect,okul,0,0.22,incorrect,dinh,0,0.22,incorrect,crown,0,0.55,incorrect,maria,0,0.36,incorrect,prince,0,0.5,incorrect,god,0,0.22,incorrect,okul,0,0.22,incorrect,crown,0,0.55,incorrect,prince,0,0.5,incorrect
['margo'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,holden,0,0.18,incorrect,el,0,0.0,incorrect,emily,0,0.2,incorrect,nguyen,0,0.18,incorrect,emily,0,0.2,incorrect,heathcliff,0,0.13,incorrect,emily,0,0.2,incorrect,el,0,0.0,incorrect,nguyen,0,0.18,incorrect,heathcliff,0,0.13,incorrect
['margo'],emily,0,0.2,incorrect,harriet,0,0.33,incorrect,ben,0,0.0,incorrect,ninjayi,0,0.17,incorrect,em,0,0.29,incorrect,naruto,0,0.55,incorrect,ella,0,0.22,incorrect,spiderman,0,0.29,incorrect,harriet,0,0.33,incorrect,ninjayi,0,0.17,incorrect,naruto,0,0.55,incorrect,spiderman,0,0.29,incorrect
"['chuck parso', 'chuck', 'parso', 'chuck parson', 'parson']",god,0,0.25,incorrect,god,0,0.25,incorrect,olmus,0,0.25,incorrect,dracula,0,0.33,incorrect,duc,0,0.5,incorrect,den,0,0.22,incorrect,el,0,0.0,incorrect,luz,0,0.25,incorrect,god,0,0.25,incorrect,dracula,0,0.33,incorrect,den,0,0.22,incorrect,luz,0,0.25,incorrect
"['parson', 'chuck', 'chuck parson']",emily,0,0.0,incorrect,northampton,0,0.35,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,northampton,0,0.35,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,estella,0,0.17,incorrect,heathcliff,0,0.13,incorrect,odysseus,0,0.15,incorrect,nick,0,0.0,incorrect,duc,0,0.0,incorrect,el,0,0.0,incorrect,maria,0,0.6,incorrect,estella,0,0.17,incorrect,odysseus,0,0.15,incorrect,duc,0,0.0,incorrect,maria,0,0.6,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,shredder,0,0.15,incorrect,ninja,0,0.2,incorrect,naruto,0,0.55,incorrect,naruto,0,0.55,incorrect,minako,0,0.55,incorrect,shrek,0,0.2,incorrect,emily,0,0.2,incorrect,ninja,0,0.2,incorrect,naruto,0,0.55,incorrect,shrek,0,0.2,incorrect
