Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jake'],uber,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jake'],east,0,0.25,incorrect,chris,0,0.0,incorrect,chris,0,0.0,incorrect
['anna'],west,0,0.0,incorrect,honey,0,0.22,incorrect,honey,0,0.22,incorrect
['anna'],jess,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['john', 'john wayne', 'wayne']",houston,0,0.36,incorrect,changi,0,0.4,incorrect,changi,0,0.4,incorrect
['anna'],tristan,0,0.36,incorrect,donald,0,0.4,incorrect,donald,0,0.4,incorrect
['anna'],west,0,0.0,incorrect,arthur,0,0.2,incorrect,arthur,0,0.2,incorrect
['conan'],ron jeremy,0,0.27,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['anna'],liz,0,0.0,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['jake'],he,0,0.33,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['jake'],west,0,0.25,incorrect,mike,0,0.5,incorrect,mike,0,0.5,incorrect
['conan'],chuck norris,0,0.24,incorrect,eastenders,0,0.27,incorrect,eastenders,0,0.27,incorrect
['jake'],his wife,0,0.17,incorrect,obama,0,0.22,incorrect,obama,0,0.22,incorrect
['anna'],emily,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['anna'],jessica,0,0.18,incorrect,miss piggy,0,0.0,incorrect,miss piggy,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],she,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],her,0,0.0,incorrect,jingga,0,0.4,incorrect,jingga,0,0.4,incorrect
['anna'],sheila,0,0.2,incorrect,lois,0,0.0,incorrect,lois,0,0.0,incorrect
['jake'],obama,0,0.22,incorrect,lauren,0,0.4,incorrect,lauren,0,0.4,incorrect
"['jenny', 'jenny nelson', 'nelson']",god,0,0.22,incorrect,barbie,0,0.18,incorrect,barbie,0,0.18,incorrect
['anna'],emily,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['anna'],he,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['anna'],she,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['babe'],mom,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['anna'],guest,0,0.0,incorrect,salon,0,0.44,incorrect,salon,0,0.44,incorrect
"['anna', 'anna green', 'green']",those who do not,0,0.19,incorrect,types,0,0.2,incorrect,types,0,0.2,incorrect
['anna'],emily,0,0.0,incorrect,cinderella,0,0.29,incorrect,cinderella,0,0.29,incorrect
['anna'],my mother,0,0.0,incorrect,kim,0,0.0,incorrect,kim,0,0.0,incorrect
['anna'],jessica,0,0.18,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['anna'],she,0,0.0,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
"['anna', 'anna green', 'green']",gonzo,0,0.4,incorrect,kermit,0,0.18,incorrect,kermit,0,0.18,incorrect
['anna'],she,0,0.0,incorrect,angkor,0,0.4,incorrect,angkor,0,0.4,incorrect
['anna'],she,0,0.0,incorrect,uber,0,0.0,incorrect,uber,0,0.0,incorrect
['anna'],she,0,0.0,incorrect,mom,0,0.0,incorrect,mom,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jake'],harry,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['anna'],caroline,0,0.33,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['kellan mckellan', 'mckellan', 'kellan']",weston,0,0.33,incorrect,weston,0,0.33,incorrect,weston,0,0.33,incorrect
['anna'],she,0,0.0,incorrect,attendant,0,0.46,incorrect,attendant,0,0.46,incorrect
['anna'],west,0,0.0,incorrect,spiderman,0,0.31,incorrect,spiderman,0,0.31,incorrect
['gede'],he,0,0.33,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['janet'],barbie,0,0.36,incorrect,twiggy,0,0.18,incorrect,twiggy,0,0.18,incorrect
['anna'],barbie,0,0.2,incorrect,barbie,0,0.2,incorrect,barbie,0,0.2,incorrect
['janet'],mom,0,0.0,incorrect,mom,0,0.0,incorrect,mom,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,parents,0,0.36,incorrect,parents,0,0.36,incorrect
['gede'],west,0,0.25,incorrect,esme,0,0.5,incorrect,esme,0,0.5,incorrect
['anna'],west,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect
['anna'],she,0,0.0,incorrect,september,0,0.0,incorrect,september,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jake'],heathcliff,0,0.14,incorrect,we,0,0.33,incorrect,we,0,0.33,incorrect
