en,Single_ent,Multiple_ents,en_masked,token_count
I picked up my drink and held the straw of my iced tea between my teeth while I read. The moment I hit the second paragraph my eyes went wide. “Oh my God…” I breathed.,,[],,40
"I hit send. “There. I sent it, a message to a complete stranger.” I set my phone down. “It sort of feels like something my mom would do.”",,[],,36
"The picture had been taken from the kitchen, so he could get the entire view. Since it was a studio, it only had the one large sliding glass door, and the whole thing was filled with a grinning, bearded middle-aged man dressed like a king, holding a plunger over a clogged toilet.",,[],,63
I zoomed around the photo at the rest of the room. His bed was made with a beige duvet. A neat desk with an elaborate computer set up on it. Three large screens and a keypad and wireless mouse in the middle. There was a tiny dog bed next to the desk and a potted plant in the corner. Artwork on the walls. It was a nice apartment—minus the view. He was obviously clean and had good enough taste.,,[],,91
"“I had a bunch of girls ask if I’d date them and break up with them so they can find their soulmate,” I said, amused, perusing the burger options.",,[],,35
"I smiled. I had to admit, it was refreshing that he was asking about me. I found that most men I dated just liked to talk about themselves.",,[],,32
"“Just being thorough. It’s not a prerequisite for me either. And same. Gross.” I made a shiver noise. “I’m a sex-on-the-fifth-date kind of guy,” I said. “So you’ve lucked out.”",,[],,51
"We know that you have many options when it comes to curse breaking and choosing the right partner can be difficult, which is why we’ve gone the extra step and provided you with some reviews.",,[],,38
“What?! You are not selling me on your sudden love for the Upper Midwest. Do not sit here and pretend like this isn’t a hundred percent about the guy.”,,[],,33
We strained to look. There was a small dock on the island ahead with a plastic owl perched on the end. “That’s it. Very easy to find. And you can see the house from here. See? Very easy.”,,[],,47
"The house was vintage rustic. Colorful area rugs covered the weathered hardwood floors. In front of a stone fireplace, there was a chunky white couch with a heavy knitted throw blanket draped over the side and plaid throw pillows at each end. There were mismatched armchairs that looked lived in, a hope chest turned coffee table, and a chandelier made of driftwood over the four-person table in the kitchen. The kitchen had a large white farm sink, white cabinets with glass panes with mason jar cups and handmade bowls and plates behind them. No dishwasher, but we’d live.",,[],,117
I glanced at her. “But we’re dating to break up? I’m not really sure what the rules are. He might just want to get through the dates and be done with it.”,,[],,39
"“Tell him no. See how he reacts. Or beat him at a game. If he takes you bowling or to miniature golf or something, destroy him. You can tell a lot about a guy by how they deal with rejection and getting their asses handed to them.”",,[],,54
She leaned against the counter with her mug in her hand. “I bet it’s hard to even get a repair guy out here. You gotta go pick him up.”,,[],,34
I was completely frazzled. Rattled by the near accident. My hair was windblown and I felt like I was starting to get a little burnt too. This was not how I wanted to start this date.,,[],,46
She didn’t seem to notice. She came in for a hug. The hug we’d agreed upon in the survey. But I was not prepared.,,[],,30
"I was glad we did this first. She was so busy looking at the kittens, it gave me the chance to look at her without her noticing I was staring—and I was staring. Tiny freckles on her cheeks. Bronze woven into her hair. Her hazel eyes were a kaleidoscope of green with flecks of gold. They were different in person.",,[],,72
"I think if I’d known she was coming, if she’d told me her plans to switch Hawaii out for Minnesota, none of this would feel so unbelievable. But then something told me this would feel unbelievable no matter what.",,[],,45
"She was peering past me at a middle-aged woman sitting on a Toilet King bus bench across the street, rummaging through a purse on her lap.",,[],,31
"It was strange how I realized I knew this, without ever consciously knowing it. The fading scent of roses would make me brace. Make me hyperaware of her comings and goings. Make me try harder to be less of a burden so maybe she wouldn’t feel the need to put me down again and go.",,[],,64
"“Uh, she threatened my life, actually. Told me if I hurt you, she’d kill me. Said they’d never find my body.” He looked back at the pontoon for a second and then back to me. “I kinda believe her.”",,[],,52
"My anxiety pitched around inside me, and I kept trying to bring it back to the fact that at least Mom was safe and I knew where she was and I was getting to see her—even if she didn’t seem that interested in seeing me at the moment.",,[],,52
"“Kittens feel like a million years ago,” she said, opening one eye to look at me. “I miss the kitten part of the day.”",,[],,30
