en,en_results,Single_ent,en_shuffled,en_shuffled_results
"Not quite the stuff of childhood dreams. Then again, I’m no dreamer. I only ever contemplated marriage once, back in the gloomy days of my childhood. Following a few too-harsh punishments and a poorly executed assassination attempt, Serena and I concocted plans for a grand escape, which was going to involve pyrotechnics-based diversions, stealing our math tutor’s car, and flipping off our caregivers in the rearview mirror.","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be from a work of fiction, likely a young adult or coming-of-age novel. The themes of childhood dreams, escape plans, and a protagonist who is not a dreamer are common in this genre.  After analyzing the passage, I believe it originates from the book ""The Perks of Being a Wallflower"" by Stephen Chbosky. The author",['serena'],"days which concocted too-harsh of dreamer. the only and childhood. in Not was involve poorly and a a of for few I childhood car, math to contemplated mirror. and our going executed no rearview attempt, the caregivers marriage Serena punishments Then stuff ever diversions, tutor’s off stealing again, once, plans our Following flipping in I’m gloomy escape, pyrotechnics-based grand a dreams. the back I my assassination quite","Based on the provided passage, it appears to be from a book that explores themes of childhood, dreams, and escapism. The passage's tone and content suggest a narrative that delves into the complexities of growing up and the human desire for escape.  After analyzing the passage, I believe it originates from the book ""The Catcher in the Rye"" by J.D. Salinger. The passage's themes and tone align with the novel's exploration of"
"That was fourteen years ago, though, and Serena never married me. In fact, she’s long gone. I’m here alone, with a giant heap of expensive wedding favors that’ll hopefully fool guests into overlooking the lack of love, genetic compatibility, or even previous acquaintance between me and the groom.","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be from a humorous or satirical work, given the tone and content. Considering the style and themes, I would guess that the passage originates from a book that explores the complexities of relationships and social expectations.  After analyzing the passage, I believe it is from the book ""The Rosie Project"" by Graeme Simsion. The author is Graeme Sims",['serena'],"groom. expensive of I’m fool lack acquaintance between compatibility, gone. even heap married wedding giant ago, hopefully into the love, and years genetic guests overlooking long here was favors though, alone, of a fourteen previous that’ll the me. me she’s In with never fact, or and Serena That","Based on the provided passage, I have made an educated guess that it originates from the book ""The Wedding Date"" by Jasmine Guillory. The author of this book is Jasmine Guillory."
"I did try to arrange a meeting. Suggested to my people that they suggest to his people that we could grab lunch the week before the ceremony. Coffee the previous day. A glass of tap water the morning of—anything to avoid a “How do you do?” in front of the officiant. My request was escalated to the Vampyre council, and resulted in a phone call from one of the members’ aides. His tone managed to be polite while heavily implying that I was a cuckoo nutbird. “He’s a Were. A very powerful and dangerous Were. Just the logistics of providing security for such a meeting would be—”","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a fantasy or paranormal novel, possibly involving supernatural creatures like vampires and werewolves. The tone and content suggest a story with a unique and imaginative world.  Considering the themes and elements present in the passage, I would guess that the book is ""The Dresden Files"" by Jim Butcher. The passage's focus on supernatural",['vampyre'],"to they that I A front Coffee previous tap A I that implying the was Suggested the for meeting. and his Vampyre my of “He’s a powerful arrange do request while ceremony. water people the a dangerous to members’ resulted could security tone to Just a before nutbird. such of officiant. meeting avoid very the a to logistics be—” the escalated of—anything and My the providing managed the morning was glass that be Were. to “How of Were. did in suggest people one grab do?” we try in phone you would council, a from call cuckoo day. of to heavily a week the lunch His aides. polite","""title"": ""Dracula"",""author"": ""Bram Stoker"""
"One of the agents stops us in front of the double doors that lead into the courtyard. “Councilman Lark, Miss Lark, one minute. They’re not quite ready for you.” We wait side by side for a handful of uncomfortable moments, then Father turns to me. In my stylist-mandated heels, I nearly reach his height, and his eyes easily catch mine.","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be from a novel that involves a character named Councilman Lark and a female character who is waiting for him. The passage also mentions a courtyard and a father, which suggests a story with a family or familial relationship.  Considering these elements, I believe the passage originates from the book ""The Secret History"" by Donna Tartt. The author of this",['lark'],"that “Councilman not me. stops minute. and of then quite double the front my his One We of doors They’re his Lark, to reach wait eyes easily In moments, by I Lark, in height, turns you.” side the nearly for Father side us of ready the for catch into uncomfortable lead handful one Miss mine. agents heels, stylist-mandated a courtyard.","""title"": ""The Picture of Dorian Gray"",""author"": ""Oscar Wilde""&lt;/output"
"“But they found a replacement,” Cal adds, sliding a manila folder on the counter. “Everything’s in here. They want to know if she has your approval.”","""title"": ""Unknown Book"",""author"": ""Unknown Author""",['cal'],"know replacement,” has counter. if “Everything’s they your on found here. adds, she They want in manila sliding folder the a Cal approval.” a “But to","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a book that discusses the concept of a ""manila sliding folder"" and mentions ""Cal approval."" Given the context, I believe the passage originates from a book that discusses organizational or administrative topics.  After analyzing the passage, I have determined that the book is likely ""The 7 Habits of Highly Effective People"" by Stephen Covey."
"The first things I notice are the two walls of windows, which is exactly what Father wants. Every Human I’ve talked with assumes that Vampyres hate light and relish darkness, but they couldn’t be more wrong. The sun may be forbidden to us, toxic always and deathly in large quantities, but that’s precisely why we covet it with such intensity. Windows are a luxury, because they need to be treated with absurdly expensive materials that filter everything that might harm us. And windows this large are the most bombastic of status symbols, in a full display of dynastic power and obscene wealth. And beyond them . . .","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be from a fantasy novel, and the author's style and themes are reminiscent of J.R.R. Tolkien. However, the passage does not explicitly mention the author's name. Given the context, I would suggest that the passage is from a work of fantasy, but I cannot provide a definitive title or author without further information.",['vampyres'],"need are in And windows, this status treated . the I we hate display such power is and of darkness, are wrong. may wealth. luxury, and beyond us, but of And Father more might with precisely a harm intensity. with Vampyres in I’ve are expensive be dynastic full that’s assumes with toxic a deathly large they and obscene to of that be windows most quantities, walls bombastic exactly the because filter it be notice us. Windows to Human The The but that why materials them which what light Every absurdly talked relish couldn’t two covet things they everything forbidden wants. symbols, that first sun . always . large","Based on the provided passage, I have made an educated guess that the passage originates from the book ""The Vampyre"" by John Polidori. However, I must note that the passage does not explicitly mention the book title or author. The passage seems to be a fragment of a larger text, possibly a novel or a story, and it does not provide enough context to determine the exact book and author with certainty. Therefore, my guess is based on the style and content of the passage,"
"“Whose? Yours? Are you going to . . .” I don’t bother finishing the sentence—the sheer thought is ludicrous. It’s not just weddings that have gone out of fashion hundreds of years ago, but the entire idea of long-term relationships. As it turns out, when your species sucks at producing children, encouraging sexual walkabouts and the search for reproductively compatible partners takes precedence over romance. I doubt Vampyres were ever particularly romantic, anyway. “Whose?”","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""&lt;/",['vampyres'],"weddings precedence don’t at for I “Whose?” the not to . . turns Vampyres particularly but of ludicrous. going relationships. were sexual sentence—the hundreds that gone of It’s encouraging of doubt your fashion .” out, the Are walkabouts entire thought over is sheer Yours? years species reproductively producing and finishing the long-term ever ago, compatible “Whose? search have just romantic, As sucks takes I children, partners idea romance. bother you out it when anyway.","Based on the provided passage, it appears to be from a book that discusses relationships, romance, and the concept of ""Whose?"" in the context of relationships. The passage seems to be from a non-fiction book, possibly a self-help or relationship guide.  After analyzing the passage, I believe it originates from a book titled ""The Art of Relationships"" by John Gray. The author, John Gray, is a well-known relationship expert and the author of several best"
“And your take on her . . . ?” He must have one. Father’s collaboration with Governor Davenport is the driving force behind the amicable relationship between our two people.,"""title"": ""The Book of Five Rings"",""author"": ""Miyamoto Musashi""",['davenport'],the . relationship Davenport two . is must He “And her the force amicable one. have collaboration . people. on behind between Governor Father’s with take ?” our your driving,"Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a novel that explores relationships and collaboration between characters. Given the context, I believe the passage originates from the book ""The Age of Innocence"" by Edith Wharton. The author is Edith Wharton."
"“However, I am still tasked with guaranteeing the safety of my people. And once Governor Davenport is gone, in addition to the Were threat that we constantly face at the southern border, there might be one at the north. From the Humans.”","""title"": ""Unknown Book"",""author"": ""Unknown Author""",['davenport'],"north. Governor still border, southern be safety once “However, guaranteeing people. might From in am Humans.” we the gone, the face constantly the there is the addition at at with I tasked And of threat the my Davenport one to Were that","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be from a work of fiction, possibly a novel. After analyzing the passage, I believe it originates from the book ""The Count of Monte Cristo"" by Alexandre Dumas. The author's name is Alexandre Dumas."
"“You hold a Human child as a deterrent for ten years, with the mutual understanding that if the Humans violate the terms of our alliance, the Vampyres will instantly murder the child. That seems crude and simplistic, too.”","""title"": ""Unknown Book"",""author"": ""Unknown Author""",['vampyres'],"will seems crude the simplistic, with deterrent child terms “You too.” a the our understanding the That and Vampyres of the ten violate alliance, Humans as if murder hold for instantly Human a child. years, the that mutual","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be from a dystopian novel, and after analyzing the content, I believe it originates from the book ""The Handmaid's Tale"" by Margaret Atwood. The author's name is Margaret Atwood."
