,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,33.33333333333333,35.0,10.0,6.666666666666667,6.666666666666667,8.333333333333332,1.6666666666666667,1.6666666666666667,0.0,15.0,5.0,18.333333333333332,6.666666666666667,5.0,6.666666666666667,6.666666666666667,1.6666666666666667,0.0,0.0,13.333333333333334
A Tale of Two Cities,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
A thousand splendid suns,0.0,0.0,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,43.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Sherlock Holmes,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,93.47826086956522,17.391304347826086,19.565217391304348,23.91304347826087,17.391304347826086,19.565217391304348,4.3478260869565215,10.869565217391305,2.1739130434782608,10.869565217391305,34.78260869565217,10.869565217391305,15.217391304347828,19.565217391304348,10.869565217391305,17.391304347826086,0.0,8.695652173913043,2.1739130434782608,6.521739130434782
Dracula,21.11111111111111,5.555555555555555,3.3333333333333335,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,3.3333333333333335,3.3333333333333335,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
Dune,33.0,19.0,20.0,18.0,16.0,15.0,9.0,15.0,4.0,15.0,19.0,18.0,20.0,17.0,12.0,13.0,8.0,15.0,4.0,12.0
Fahrenheit 451,3.3333333333333335,11.666666666666666,10.0,1.6666666666666667,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,15.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0
Frankenstein,31.372549019607842,1.9607843137254901,0.0,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter and the Deathly Hallows,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Of Mice and Men,6.25,4.166666666666666,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,2.083333333333333,2.083333333333333,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Percy Jackson The Lightning Thief,6.185567010309279,0.0,2.0618556701030926,2.0618556701030926,0.0,1.0309278350515463,1.0309278350515463,0.0,0.0,0.0,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,1.0309278350515463,0.0,0.0
Pride and Prejudice,56.00000000000001,26.0,4.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,6.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
Sense and sensibility,8.0,7.000000000000001,7.000000000000001,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The Boy in the Striped Pyjamas,1.0309278350515463,0.0,0.0,4.123711340206185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,38.88888888888889,24.074074074074073,14.814814814814813,46.2962962962963,14.814814814814813,18.51851851851852,3.7037037037037033,9.25925925925926,24.074074074074073,11.11111111111111,14.814814814814813,11.11111111111111,12.962962962962962,38.88888888888889,9.25925925925926,16.666666666666664,5.555555555555555,9.25925925925926,22.22222222222222,11.11111111111111
The Handmaid s Tale,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Picture of Dorian Gray,36.986301369863014,15.068493150684931,31.506849315068493,4.10958904109589,1.36986301369863,1.36986301369863,0.0,1.36986301369863,0.0,0.0,0.0,2.73972602739726,19.17808219178082,1.36986301369863,1.36986301369863,0.0,0.0,0.0,0.0,0.0
