en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"Within the shadows of his bed, [MASK] held his eyes open to mere slits. Two bird-bright ovals—the eyes of the old woman—seemed to expand and glow as they stared into his.",Old woman,"Yatağının gölgeleri arasında uzanan [MASK] gözlerini hafifçe aralamıştı. Parlak, oval şeklinde iki kuş gözü –yaşlı kadının gözleri– onun gözlerinin içine bakarken sanki irileşiyor, alevleniyordu.",Madame de Maintenon,"Nằm giữa hai cái bóng hắt lên giường, [MASK] khẽ ti hí mắt. Hai hình bầu dục sáng quắc - đôi mắt của bà lão - dường như giãn ra và bừng sáng khi nhìn chằm chằm vào cậu bé.",Madame Defarge,"En las sombras de su lecho, [MASK] entrecerró los ojos hasta reducirlos a dos líneas. Dos óvalos brillantes como los de un pájaro, los ojos de la vieja mujer, parecieron dilatarse y llamear mientras se clavaban en los suyos.",La vieille,"the his Within glow of they held slits. of bed, the as and old stared Two bird-bright woman—seemed eyes ovals—the expand into to shadows eyes his. to mere open [MASK] his",eyes,"alevleniyordu. içine Yatağının gözleri– şeklinde onun aralamıştı. Parlak, kadının gözlerini arasında hafifçe sanki [MASK] irileşiyor, iki gözü gözlerinin uzanan oval bakarken –yaşlı kuş gölgeleri",Yatağın,"- giữa đôi cái và nhìn sáng chằm [MASK] Hai sáng bà khi ti chằm bừng hắt hình bầu cậu giường, ra giãn như khẽ bóng lão lên Nằm mắt. của hí dường quắc hai vào bé. - mắt dục",Trăng,"de los ojos sombras a como pájaro, de las óvalos reducirlos clavaban los mientras líneas. brillantes [MASK] vieja entrecerró dilatarse ojos suyos. Dos dos llamear mujer, de los hasta y se en parecieron su la En lecho, un los",La Vieja
"[MASK] fell asleep to dream of an Arrakeen cavern, silent people all around him moving in the dim light of glowglobes. It was solemn there and like a cathedral as he listened to a faint sound—the drip-drip-drip of water. Even while he remained in the dream, [MASK] knew he would remember it upon awakening. He always remembered the dreams that were predictions.",Paul Atreides,"Uykuya dalan [MASK] rüyasında bir Arrakis mağarası gördü; etrafı korkürelerin loş ışığında hareket eden suskun insanlarla çevriliydi. Hayal meyal duyduğu bir sesi... şıp şıp damlayan suyun sesini dinlerken, ortalığa katedral ciddiyeti hâkimdi. [MASK] rüya görmeye devam ederken bile, uyandığında bütün bunları hatırlayacağını biliyordu. Gelecekten haber veren rüyaları daima hatırlardı.",Paul Atreides,"[MASK] thiếp đi, mơ thấy một cái hang ở Arrakeen, những con người yên lặng di chuyển vòng quanh cậu trong ánh sáng lờ mờ của những quả đèn cầu. Không khí thật trang nghiêm và khi lắng nghe một âm thanh yếu ớt - tiếng nước chảy tí tách - tí tách - tí tách, cậu cảm thấy nơi đây giống như thánh đường vậy. Ngay cả khi chìm trong giấc mơ, [MASK] vẫn biết cậu sẽ nhớ về nó khi tỉnh giấc. Cậu luôn nhớ những giấc mơ là điềm báo.",Paul Atreides,"[MASK] se durmió de nuevo y soñó en una caverna arrakena, con seres silenciosos irguiéndose a su alrededor a la pálida claridad de los globos. Todo era solemne, como en el interior de una catedral, y oía un débil sonido, el drip-drip-drip del agua. Aún soñando, [MASK] sabía sin embargo que al despertar lo recordaría todo. Siempre recordaba sus sueños premonitorios.",Gandalf,"awakening. dreams water. sound—the dream of people the would to glowglobes. silent remember as of asleep him all He around Arrakeen [MASK] remembered It drip-drip-drip a an moving was light a dim cathedral Even that the upon remained dream, he the to listened cavern, faint it there always solemn he and in [MASK] predictions. like were of in while he knew fell",Shaddam IV,"ortalığa mağarası gördü; hâkimdi. haber etrafı bir damlayan dinlerken, şıp ciddiyeti rüya ederken çevriliydi. suskun hatırlayacağını dalan meyal Uykuya daima Hayal insanlarla devam [MASK] veren Arrakis bile, eden [MASK] rüyaları duyduğu rüyasında hareket loş hatırlardı. ışığında katedral korkürelerin bir görmeye uyandığında suyun sesi... şıp biliyordu. bunları Gelecekten sesini bütün",Arrakis,"trong những cầu. nghiêm điềm cậu lờ báo. khi Ngay về hang [MASK] là lắng ánh nghe lặng vậy. cậu Không như và thấy tí một di những trang những mơ thiếp của giấc trong chuyển biết vẫn cái đường tách, Cậu khi tí cả thấy đây thánh nước tách nơi quanh nhớ thật một tí sẽ mơ yếu đi, giống luôn tách nhớ đèn khi Arrakeen, cậu tiếng người - nó khí quả giấc ớt yên - [MASK] thanh giấc. vòng ở - mơ, mờ chìm sáng cảm tỉnh chảy âm con",Arrakeen,"agua. al oía a Aún en una embargo en de la el premonitorios. soñó era el Todo sueños su drip-drip-drip y débil recordaría con [MASK] solemne, sonido, globos. un una catedral, Siempre durmió seres soñando, que [MASK] a sabía despertar lo irguiéndose arrakena, recordaba interior de nuevo los silenciosos alrededor sin de todo. y caverna del claridad se como pálida sus",Don Quijote
"[MASK] sensed his own tensions, decided to practice one of the mind-body lessons his mother had taught him. Three quick breaths triggered the responses: he fell into the floating awareness … focusing the consciousness … aortal dilation … avoiding the unfocused mechanism of consciousness … to be conscious by choice … blood enriched and swift-flooding the overload regions … one does not obtain food-safety-freedom by instinct alone … animal consciousness does not extend beyond the given moment nor into the idea that its victims may become extinct … the animal destroys and does not produce … animal pleasures remain close to sensation levels and avoid the perceptual … the human requires a background grid through which to see his universe … focused consciousness by choice, this forms your grid … bodily integrity follows nerve-blood flow according to the deepest awareness of cell needs … all things/cells/beings are impermanent … strive for flow-permanence within….",Jonah,"Kendi gerginliğini hisseden [MASK], annesinin öğrettiği zihin-beden egzersizlerini uygulamaya karar verdi. Peş peşe aldığı üç nefes, çeşitli tepkileri tetikledi: farkındalığı salınmaya başladı... bilinci odaklandı... şahdamarı genişledi... odaksız bilinç mekanizmasından kaçındı... bilinçli olarak farkında olmayı seçti... hızlanan kan akışı, fazla zorlanan kısımlarında yoğunlaştı... insan yalnızca içgüdüleriyle besin-güvenlik-özgürlük elde edemez... hayvan bilinci yaşanan anın ötesine geçemediği gibi, kurbanlarının soyunun tükenebileceğini de düşünemez... hayvan yok eder, üretmez... hayvani zevkler duyumsal düzeylerin civarında kalır ve algısal olandan kaçınır... yaşadığı evreni görmek isteyen insan, olayları oturtacağı bir ağa ihtiyaç duyar... bilincin nereye odaklanacağını seçmek, bu ağı biçimlendirir... hücresel gereksinimlerin en yoğun şekilde farkında olmanın etkilediği sinir-kan akışı, bedensel bütünlüğü getirir... her şey/hücreler/varlıklar geçicidir... içindeki akışın kalıcı olması için uğraş...",Descartes,"[MASK] cảm nhận được sự căng thẳng của chính mình, bèn quyết định thực hành một trong những bài tập thân-trí mà mẹ đã dạy cậu. Ba hơi thở nhanh khởi đầu các phản ứng: cậu chìm vào nhận thức được thả trôi... tập trung vào ý thức... giãn nở động mạch chủ... tránh sự phân tâm của ý thức... ý thức theo lựa chọn... máu được làm giàu và nhanh chóng tràn đầy các vùng quá tải... người ta không chỉ dựa vào bản năng để giành được tự do - an toàn - thức ăn... ý thức động vật không vượt ra ngoài khoảnh khắc hiện tại cũng không vươn đến cái ý nghĩ rằng nạn nhân của nó có thể bị tuyệt chủng... con vật hủy diệt mà không tạo sinh... lạc thú của con vật gần với cấp độ cảm giác mà tránh những gì dựa trên tri giác... con người cần một mạng lưới nền để qua đó nhìn thấy vũ trụ của y... ý thức tập trung theo lựa chọn, điều này tạo thành mạng lưới của mi... tính chỉnh thể của thể xác theo dòng máu-thần kinh phù hợp với nhận thức sâu xa nhất về các nhu cầu của tế bào... mọi sự vật/tế bào/thực thể đều vô thường. .. hãy nỗ lực đạt tới dòng chảy thường hằng ở bên trong...",Thích Quảng Đức,"[MASK] sintió sus propias tensiones y decidió practicar uno de los ejercicios corporales-mentales que le había enseñado su madre. Tres rápidas inspiraciones desencadenaron las respuestas: entró en estado de percepción flotante... ajustó su conciencia... dilatación aórtica... alejamiento de todo mecanismo no focalizado... concienciación deliberada... enriquecimiento de la sangre e irrigación de las regiones sobrecargadas... nadie obtiene alimento-seguridad-libertad sólo con el instinto... La consciencia animal no se extiende más allá de un momento dado, como tampoco admite la posibilidad de la extinción de sus victimas... el animal destruye y no produce... los placeres animales permanecen encerrados en el nivel de las sensaciones sin alcanzar la percepción... el ser humano necesita una escala graduada a través de la cual poder ver el universo... una consciencia selectivamente focalizada, esto forma su escala... La integridad del cuerpo depende del flujo nervioso-sanguíneo, sensible a las necesidades de cada una de las células... todos los seres/células/cosas son no permanentes... todo lucha para mantener el flujo de la permanencia...",Carlos Castaneda,"… choice not floating your and tensions, flow the mind-body [MASK] consciousness victims the consciousness background the awareness nor Three flow-permanence … animal grid obtain the his mechanism idea he of by the by fell follows animal requires practice avoiding be impermanent alone unfocused … remain sensation see responses: that choice, to taught lessons … close not extinct integrity not forms to instinct become according grid does within…. nerve-blood the pleasures regions decided focused to consciousness food-safety-freedom overload into to consciousness animal his his are bodily into levels the one … beyond focusing and awareness the breaths conscious universe the … … of things/cells/beings all mother enriched … aortal of triggered had does moment produce … swift-flooding this blood for needs one its quick … strive given … … avoid destroys dilation extend cell perceptual … human does to through deepest the the … sensed which by a and own him. the may",mind-body consciousness,"gereksinimlerin salınmaya ihtiyaç kalır insan, şekilde en yalnızca yaşadığı ve biçimlendirir... nefes, aldığı tetikledi: eder, içgüdüleriyle kaçındı... bilinç farkındalığı görmek kalıcı Kendi kurbanlarının üç olmanın nereye üretmez... bedensel duyumsal odaklandı... insan anın verdi. hayvan odaksız tepkileri tükenebileceğini civarında [MASK], olması akışın kısımlarında karar annesinin ötesine hisseden geçemediği gibi, genişledi... akışı, zorlanan algısal soyunun düzeylerin bu farkında olayları ağı içindeki de akışı, olmayı yoğunlaştı... peşe seçti... Peş oturtacağı şey/hücreler/varlıklar mekanizmasından bir zihin-beden şahdamarı yok etkilediği fazla geçicidir... olarak sinir-kan yoğun elde bilincin bilinci getirir... kaçınır... duyar... hayvani yaşanan her odaklanacağını için başladı... olandan bilinçli öğrettiği bütünlüğü farkında gerginliğini uğraş... seçmek, isteyen edemez... hücresel zevkler hayvan çeşitli bilinci besin-güvenlik-özgürlük egzersizlerini kan hızlanan evreni ağa uygulamaya düşünemez...",Hayvan,"nghĩ mà ý cậu. rằng dựa tránh nhanh năng theo nhận thức xác vào máu mà chọn, máu-thần chóng nhân cần mi... của nền ý động hợp để tập giác... vũ xa gì tự thức... của gần chìm bên của trung đã vật ứng: không thẳng lựa ở hơi cũng qua của cảm không trong chủ... mạch của bào... không lực thể chính thức động với chỉnh vật/tế mình, tri phân thả tại và vượt được vô tải... bị thể chảy ý chủng... người đó dựa con tràn này thân-trí kinh an thấy bèn khởi nhanh của lạc những dòng thức... để tuyệt phản .. mẹ y... thức không toàn thường các chọn... độ nó tâm sự của trụ các giàu nỗ tính vật bào/thực đầu theo tập làm dạy tập thực vật con nhận khoảnh ra ý ngoài lưới lưới trên thức tới về nhìn lựa dòng hằng sự [MASK] cấp hành người sâu bài thể trung nạn tạo mà một đến nở những hãy ý vùng thú tránh thở chỉ cái hủy một đều cầu Ba thành mạng mọi nhất nhu khắc sự của quyết đầy đạt giác vào định tạo căng trong... các điều mạng do vào vươn được thường. được - với phù ta diệt trôi... theo quá bản giãn tế con cậu có nhận ý hiện giành ăn... sinh... - thể cảm thức thức được",Ho Chi Minh,"nivel produce... integridad las cada ajustó el aórtica... son animal la rápidas nervioso-sanguíneo, alimento-seguridad-libertad ver de y dado, había La sensaciones su irrigación para se a todo de de sin en del el obtiene extiende una poder focalizada, humano la no consciencia deliberada... el ser las Tres permanencia... cual la madre. La sólo sus practicar de flotante... el y los consciencia desencadenaron células... encerrados regiones permanecen admite con animales flujo e tensiones sensible selectivamente a corporales-mentales victimas... sintió sus concienciación la una conciencia... de de animal percepción sobrecargadas... de escala... su ejercicios de nadie tampoco que cuerpo su la más momento placeres del dilatación todos extinción escala de focalizado... mecanismo entró posibilidad decidió uno lucha necesita la esto estado través alejamiento respuestas: le de graduada un [MASK] universo... mantener todo allá no enriquecimiento necesidades las permanentes... una seres/células/cosas el como depende las en de los sangre los el de destruye flujo forma alcanzar inspiraciones percepción... propias las no no de instinto... enseñado",Universidad
"[MASK] crossed to the window, flung wide the draperies, stared across the river orchards toward Mount Syubi. “You’ll learn about … the gom jabbar soon enough,” she said.",Gaius Helen Mohiam,"[MASK] pencereye gidip perdeleri açtı ve ırmak boyunca, Syubi Dağı’na doğru uzanan meyve bahçelerine baktı. “Gomcebbârın ne olduğunu... çok yakında öğreneceksin,” dedi.",Alişer,"[MASK] tiến về phía cửa sổ, kéo rộng tấm rèm, đăm đăm nhìn vượt qua vườn cây ăn quả bên sông về phía núi Syubi. “Con sẽ biết về... gom jabbar, chẳng lâu nữa đâu,” nàng nói.",Reverend Mother Gaius Helen Mohiam,"[MASK] se acercó a la ventana, corrió las cortinas y durante un instante contempló, al otro lado del río, el monte Syubi. —Pronto sabrás lo que es el gom jabbar... demasiado pronto —dijo.",Gaius Helen Mohiam,"Mount said. learn wide the the orchards jabbar [MASK] toward the “You’ll Syubi. flung window, gom she river draperies, the to about crossed soon enough,” stared … across",Jabbar,"“Gomcebbârın Dağı’na meyve boyunca, Syubi yakında baktı. bahçelerine öğreneceksin,” uzanan ırmak doğru gidip açtı perdeleri ve [MASK] olduğunu... pencereye çok dedi. ne",Nilüfer,"tiến núi vườn ăn kéo nói. về biết tấm lâu nữa chẳng phía quả nàng nhìn rộng cửa sông phía đăm “Con rèm, vượt [MASK] gom về jabbar, về... sổ, đâu,” bên sẽ Syubi. qua cây đăm",Chương Dương,"el —Pronto un lo a lado río, del —dijo. instante gom es monte la jabbar... ventana, sabrás otro cortinas las se pronto al contempló, corrió el [MASK] Syubi. acercó que y durante demasiado",Syubi
"The command whipped out at him. [MASK] found himself obeying before he could think about it. Using the Voice on me, he thought. He stopped at her gesture, standing beside her knees.",Commander,"Bu emir kırbaç gibi inmişti. [MASK] hiç düşünmeden itaat etti. Üstümde Ses’i kullanıyor, diye düşündü. Kadının bir işaretiyle, onun dizlerinin yanında durdu.",Abdi İpekçi,"Mệnh lệnh đưa ra nhanh chóng và bất ngờ như một nhát roi quất vào cậu. Chưa kịp nghĩ gì thì [MASK] nhận ra mình đã tuân theo nó. Dùng Giọng nói để điều khiển mình, cậu nghĩ. Cậu dừng lại khi bà ta ra hiệu, đứng cạnh đầu gối bà ta.",Minerva,"La orden fue como un latigazo. [MASK] se dio cuenta de que había obedecido incluso antes de haber pensado en ello. Ha usado la voz contra mí —se dijo. Ella lo detuvo con un gesto, cerca de sus rodillas.",Alfredo,"he stopped [MASK] before thought. standing it. Using at about her found himself gesture, The he at knees. me, think out him. whipped beside the her obeying Voice could command He on",Mr. Rochester,"diye bir dizlerinin durdu. düşünmeden kırbaç hiç Bu etti. onun yanında Ses’i işaretiyle, emir inmişti. Kadının Üstümde itaat kullanıyor, gibi [MASK] düşündü.",Abdülhamid,"lệnh để Mệnh kịp mình, khi đứng bất cậu ngờ theo nói roi nghĩ. gối [MASK] đưa cạnh ra cậu. nghĩ quất ra tuân vào mình Giọng đã chóng hiệu, Chưa thì như nhanh ra dừng đầu nhát gì ta. lại nhận bà ta khiển Dùng một nó. Cậu bà điều và",Trần Quốc Tuấn,"—se incluso un voz fue sus un antes de en La la orden de como con se Ella rodillas. ello. de latigazo. pensado gesto, dio detuvo contra obedecido mí dijo. había cerca Ha que lo haber [MASK] cuenta usado",la señora de Rochester
"“See this?” she asked. From the folds of her gown, she lifted a green metal cube about fifteen centimeters on a side. She turned it and [MASK] saw that one side was open—black and oddly frightening. No light penetrated that open blackness.",the,"Kadın, “Bunu görüyor musun?” diye sordu. Cüppesinin kıvrımları arasından bir küp çıkarmıştı; bu yeşil metal küpün bir kenarı aşağı yukarı on beş santimetreydi. Kadın elindeki nesneyi çevirince, [MASK] küpün bir yüzünün açık olduğunu gördü... Küpün içi karanlık ve tuhaf bir şekilde ürkütücü görünüyordu. O karanlığın içine ışık giremiyordu.",Arslan,“Thấy cái này không?” bà ta hỏi. Bà ta nhấc từ những nếp gấp áo choàng lên một hộp kim loại hình lập phương màu xanh lục mỗi cạnh chừng mười lăm phân. Bà ta xoay chiếc hộp và [MASK] nhìn thấy một mặt đã mở sẵn - tối om và đáng sợ một cách kỳ lạ. Không có chút ánh sáng nào lọt vào khoảng tối đen mở hoác đó.,Madame Tussaud,"—¿Ves esto? —preguntó. Sacó de entre los pliegues de su ropa un cubo de metal verde que tenía alrededor de quince centímetros de lado. Lo hizo girar, y [MASK] vio que uno de sus lados estaba abierto... negro y extrañamente aterrador. Ninguna luz penetraba en su abierta oscuridad.",el protagonista,"open—black lifted that fifteen she turned side a asked. centimeters of her From [MASK] folds No on saw frightening. penetrated she light and open about this?” that metal a “See green side. the oddly cube and She one gown, blackness. was it",Martha,"bir arasından küp görüyor tuhaf musun?” Kadın Cüppesinin sordu. ve aşağı “Bunu gördü... yeşil ışık bu çevirince, [MASK] bir nesneyi küpün kenarı içi içine yukarı şekilde karanlık Kadın, O beş ürkütücü kıvrımları elindeki olduğunu Küpün açık diye çıkarmıştı; metal yüzünün giremiyordu. karanlığın görünüyordu. bir bir on küpün santimetreydi.",Green Lantern,khoảng mặt từ đã đen Không mười những lục nhấc và - gấp cái mở phân. Bà xanh sẵn kỳ chừng nào ta choàng hộp bà vào thấy đó. ánh mỗi [MASK] có xoay hoác màu hộp sợ cạnh và ta Bà chút sáng một lập nếp ta hỏi. lạ. đáng hình mở lên loại không?” một lọt nhìn tối kim om tối phương cách “Thấy một này chiếc lăm áo,Phương,"vio de sus de extrañamente [MASK] los girar, uno un su —¿Ves pliegues y cubo negro lado. de oscuridad. luz abierta aterrador. ropa en Ninguna hizo de metal penetraba lados esto? Sacó que su y tenía de verde —preguntó. estaba que Lo abierto... alrededor entre de quince centímetros",El Capitán Nemo
"Slowly, feeling the compulsions and unable to inhibit them, [MASK] put his hand into the box. He felt first a sense of cold as the blackness closed around his hand, then slick metal against his fingers and a prickling as though his hand were asleep.",Dr. Roberta Connolly,"Kendine hâkim olamayan [MASK], elini yavaşça kutunun içine soktu. Kutudaki karanlık elini sarmalayınca önce soğukluk hissetti; sonra, parmakları kaygan metale dokunduğunda, eli uyuşmuş gibi karıncalandı.",İbrahim,"Chầm chậm, cảm thấy sự ép buộc và không tài nào cưỡng lại được, [MASK] đút tay vào trong hộp. Đầu tiên cậu cảm thấy lạnh khi bóng tối phủ quanh tay cậu, rồi chất kim loại trơn tuột áp vào các ngón tay và một cảm giác kiến bò như thể tay cậu tê dại.",Thierry,"Lentamente, consciente de las compulsiones que surgían de su interior y no podía rechazar, [MASK] metió su mano dentro de la caja. Al principio experimentó una sensación de frío a medida que la oscuridad se acercaba en torno a su mano, después sintió el contacto del liso metal en sus dedos y un hormigueo, como si su mano se adormeciera.",Elisa,"box. his of the a felt feeling closed the into around them, as sense as though then unable to slick were and first fingers metal put against a hand blackness asleep. and cold Slowly, [MASK] He hand his hand, the his inhibit prickling compulsions his",Jack,"karanlık Kutudaki içine Kendine sonra, karıncalandı. hâkim soğukluk eli gibi hissetti; soktu. parmakları kaygan metale yavaşça önce kutunun elini dokunduğunda, olamayan [MASK], sarmalayınca uyuşmuş elini",karıncalar,"trong rồi thể cảm vào tay sự Đầu chậm, đút cưỡng một Chầm hộp. [MASK] bò bóng kim cậu, dại. chất phủ được, các loại tay ép vào như kiến lạnh lại và ngón tối và giác nào trơn tuột tay cảm tài quanh không cậu tiên cậu tay thấy khi thấy buộc cảm áp tê",Phạm Văn Đồnh,"del un medida a sintió sensación si experimentó rechazar, adormeciera. torno y una a surgían las y metió metal de mano, la mano que en de liso en se principio se mano el de dedos interior de su oscuridad su caja. Lentamente, frío consciente como [MASK] no después compulsiones acercaba la dentro sus podía su que Al su contacto hormigueo,",Dr. Frankenstein
"[MASK] tried to swallow in a dry throat. He could not take his attention from the seamed old face, the glistening eyes, the pale gums around silvery metal teeth that flashed as she spoke.",Miss Emily,"[MASK] yutkunmaya çalıştı; boğazı kupkuruydu. Kadının yaşlı ve kırışıklı yüzünden, ışıldayan gözlerinden ve konuşurken parlayan, gümüş rengi metal dişlerinin üstündeki soluk dişetlerinden gözlerini alamıyordu.",Leopoldo Lugones,"[MASK] cố gắng nuốt nước bọt trong cổ họng khô khốc. Cậu không thể rời mắt khỏi khuôn mặt già nua nhăn nheo, đôi mắt lấp lánh, bộ nướu nhợt nhạt bao quanh hàm răng kim loại màu bạc lóe sáng khi bà ta nói.",Trần Văn Giàu,"[MASK] intentó deglutir, pero su garganta estaba seca. No conseguía apartar su atención de aquel viejo rostro arrugado, aquellos ojos brillantes, aquellas encías pálidas, aquellos dientes de metal plateado que brillaban a cada palabra.",El viejo,"could spoke. she as dry take his gums [MASK] throat. a old silvery to tried flashed swallow not attention the metal He from seamed glistening that pale in around eyes, the the face, teeth",,"soluk yaşlı Kadının metal alamıyordu. parlayan, dişetlerinden ve ışıldayan yutkunmaya kırışıklı boğazı [MASK] rengi üstündeki yüzünden, çalıştı; kupkuruydu. konuşurken gözlerinden gümüş ve gözlerini dişlerinin",metalik,"họng nhạt mặt nhợt không nước sáng rời khô bạc màu kim bao bà đôi Cậu mắt khi [MASK] già nói. khốc. khuôn bọt nua quanh thể bộ cố lấp lánh, cổ nuốt lóe ta răng khỏi hàm nheo, gắng mắt loại trong nhăn nướu",Thiên Đạo,"apartar estaba de de aquellos conseguía plateado brillaban a seca. que metal ojos su aquellas su palabra. brillantes, deglutir, encías aquel rostro dientes pero intentó viejo arrugado, garganta No cada atención [MASK] pálidas, aquellos",Don Benito Cereno
"[MASK] clenched his left hand into a fist as the burning sensation increased in the other hand. It mounted slowly: heat upon heat upon heat … upon heat. He felt the fingernails of his free hand biting the palm. He tried to flex the fingers of the burning hand, but couldn’t move them.",Paul Atreides,"Sağ elindeki yanma hissi artınca, [MASK] sol elini sıkıp yumruk yaptı. Yanma hissi yavaş yavaş artıyordu, eli giderek daha çok yanıyordu. Serbest elinin tırnaklarının avucuna battığını hissetti. Yanan elinin parmaklarını açmaya çalıştı, ama kımıldatamadı.",Yukarı,"[MASK] nắm chặt tay trái thành một quả đấm khi cái cảm giác bỏng rát tăng lên ở tay phải. Nó từ từ tăng lên: nóng dần, nóng dần, nóng... nóng dần lên. Cậu cảm thấy móng tay của bàn tay đang tự do bấm vào gan bàn tay đau nhói. Cậu cố gắng gập các ngón tay phải đang bị thiêu đốt lại, nhưng chúng không cử động được.",Trần Lãm,"[MASK] cerró fuertemente su mano izquierda, mientras la sensación de quemadura aumentaba en la otra mano. Crecía lentamente: calor y más calor... y más calor. Sintió que las uñas de su mano izquierda se clavaban en su palma. Intentó sostener los dedos de su mano que ardía, pero no consiguió moverlos.",El diablo,"the his slowly: felt heat burning clenched them. the upon the mounted his burning move fingernails He the tried heat fist sensation upon It the heat free increased of … into a in flex hand left [MASK] of fingers biting couldn’t palm. hand. He upon hand, but as heat. hand to other the",Unknown,"Yanan kımıldatamadı. hissi yanma avucuna Sağ elini Yanma çok giderek sıkıp çalıştı, yanıyordu. eli hissetti. yavaş hissi ama elinin açmaya tırnaklarının artıyordu, elinin yumruk daha yaptı. [MASK] parmaklarını yavaş sol battığını artınca, Serbest elindeki",Serbest,"lên. phải. cái giác khi cảm tay bàn lên: tự cố Cậu bỏng nóng tay thiêu gắng Cậu gan từ dần, đang từ tay dần trái tay nóng chặt đấm không các đốt dần, thành bị nóng quả cử đau nóng... lại, cảm phải lên ngón do đang một của [MASK] móng nhưng nhói. bấm chúng thấy tay rát tăng được. bàn gập nắm vào ở Nó tay động tăng",Trần Quốc Tuấn,"izquierda pero se palma. más su de calor... en [MASK] mano Crecía lentamente: calor Intentó su las de sostener ardía, en los sensación no moverlos. y mano que izquierda, más y mientras mano Sintió uñas que aumentaba dedos consiguió mano. fuertemente quemadura la calor. su de cerró la su clavaban otra",La Mano
"[MASK] felt his left hand aching, uncurled the clenched fingers, looked at four bloody marks where fingernails had bitten his palm. He dropped the hand to his side, looked at the old woman. “You did that to my mother once?”",John,"Sol elinin zonkladığını hisseden [MASK] yumruğunu açıp, avucuna batan tırnaklarının bıraktığı dört kanlı ize baktı. Elini indirip gözlerini yaşlı kadına dikti. “Bunu anneme de mi yaptın?",Salaheddin,"[MASK] thấy tay trái đau nhức bèn duỗi các ngón tay nãy giờ nắm chặt, rồi nhìn bốn vết lằn đỏ như máu ở những chỗ móng tay bấm vào gan bàn tay. Cậu thả tay xuống, nhìn bà lão: “Bà từng làm việc này với mẹ tôi à",Phạm Văn Đồng,"[MASK] notó que su mano izquierda le dolía, la abrió, y descubrió cuatro sangrantes marcas allí donde las uñas se habían clavado en su palma. Dejó caer la mano a lo largo de su costado y miró a la vieja mujer. —¿Hicisteis esto mismo a mi madre?",El viejo,"aching, side, dropped looked clenched my bitten at mother the woman. had to fingers, left his to his uncurled once?” hand did “You fingernails the four that marks looked the felt where at He palm. hand his old bloody [MASK]",John Merrick,"elinin indirip zonkladığını anneme ize gözlerini dikti. hisseden Elini mi kadına kanlı avucuna baktı. “Bunu Sol yaptın? batan dört bıraktığı tırnaklarının [MASK] açıp, yaşlı yumruğunu de",Tayfun,"bà tay rồi lão: tay. tay nắm gan từng làm tay nhức bèn “Bà [MASK] đỏ với chỗ nhìn xuống, Cậu đau vết việc móng giờ bốn thấy bấm các những máu mẹ ngón thả à nãy trái chặt, lằn nhìn này tôi bàn vào ở như tay duỗi",Madame Defarge,"caer lo cuatro —¿Hicisteis uñas le allí mi que dolía, marcas su madre? esto costado habían palma. abrió, a las miró izquierda mano en la [MASK] sangrantes se la y a clavado vieja mano Dejó notó su a mismo mujer. donde de descubrió la y su largo",Manuel
