en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"“I see no occasion for that. You and the girls may go—or you may send them by themselves, which perhaps will be ill better; for as you are as handsome as any of them, [MASK] might like you the best of the party.”",Emma,"""Bunun için bir sebep yok. Sen kızlarla gidebilirsin, ya da onları kendi başlarına gönderebilirsin, hatta bu belki daha iyi olur, çünkü güzellikte onlardan aşağı kalır yanın olmadığı için [MASK] aradan seni seçebilir.",Mercedes,"- Tôi chẳng thấy có cơ hội nào cả. và mấy đứa có thể đi, hay là để mấy đứa tự đi, như vậy có thể tốt hơn. Vì còn đẹp hơn chúng nó, tôi e rằng [MASK] lại mến hơn.",Emily,"––No veo la razón para ello. Puedes ir tú con las muchachas o mandarlas a ellas solas, que tal vez sea mejor; como tú eres tan guapa como cualquiera de ellas, a lo mejor el [MASK] te prefiere a ti.",María,"best you handsome for see any them, occasion the party.” themselves, perhaps will the ill the You be might for are may girls like as which may of no “I by send better; that. them go—or [MASK] you of and as you as",Miss Crawford,"gidebilirsin, olmadığı başlarına belki Sen için kalır iyi sebep da bu yok. bir gönderebilirsin, kızlarla daha aşağı çünkü yanın güzellikte [MASK] onlardan olur, seni ya hatta için aradan onları seçebilir. ""Bunun kendi",Emma,"hơn cơ chúng còn Tôi đi, chẳng [MASK] là đứa hội đẹp nào có lại đứa để tự có - cả. hơn. e mấy tốt đi, rằng có thể Vì vậy mấy thể thấy và hơn. như mến hay tôi nó,",Emily,"mejor; te tan a mejor Puedes eres la que ellas, vez tal como veo ello. mandarlas ir solas, prefiere [MASK] de como o sea tú para el a cualquiera las con a muchachas razón guapa ellas ––No lo tú ti.",María
"[MASK] was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three-and-twenty years had been insufficient to make his wife understand his character. Her mind was less difficult to develope. She was a woman of mean understanding, little information, and uncertain temper. When she was discontented, she fancied herself nervous. The business of her life was to get her daughters married: its solace was visiting and news.",Walter,"[MASK] öylesine tuhaf bir hazırcevaplık, ince alaycılık, soğukluk ve bencillik karışımı bir adamdı ki yirmi üç yıllık deneyim karısının onun karakterini anlamasına yetmemişti. Karısının huyunu anlamak daha az zordu. Anlayışı kıt, eğitimi düşük, tepkileri kestirilemez bir kadındı. Mutsuz olduğu zaman sinirleri bozuldu sanırdı. Hayatta bütün derdi kızlarını evlendirmekti; tesellisi ise ziyaretler ve haberlerdi.",John,"Cá tính của [MASK] là sự pha trộn giữa láu lình, trào phúng châm biếm, dè dặt, và thất thường, đến nỗi mấy chục năm sống chung vẫn không đủ cho vợ hiểu nổi . Đầu óc của giản đơn hơn. có tính cảm thông hẹp hòi, kiến thức nghèo nàn, và tính khí vô chừng. Khi không được như ý, tưởng như mình bị lo lắng. Cả đời chỉ lo mỗi việc là kiếm chồng cho năm cô con gái. Việc thăm viếng và trao đổi chuyện phiếm là cách khuây khỏa của .",Nguyễn Thị Huyền,"El [MASK] era una mezcla tan rara entre ocurrente, sarcástico, reservado y caprichoso, que la experiencia de veintitrés años no habían sido suficientes para que su esposa entendiese su carácter. Sin embargo, el de ella era menos difícil, era una mujer de poca inteligencia, más bien inculta y de temperamento desigual. Su meta en la vida era casar a sus hijas; su consuelo, las visitas y el cotilleo.",Don Pedro,"develope. and of to get information, quick woman mixture understanding, was reserve, was been parts, her was she of and was solace daughters When uncertain so caprice, married: the its his she nervous. make years fancied business life insufficient experience mean was of to to that discontented, her odd humour, She temper. herself news. of a difficult visiting a mind Her The three-and-twenty and understand wife sarcastic was had his character. little [MASK] less",Eliza Bennet,"sinirleri hazırcevaplık, bencillik onun az anlamak düşük, Mutsuz haberlerdi. ki sanırdı. karışımı bir ve ise derdi [MASK] deneyim adamdı Karısının tuhaf karısının alaycılık, kestirilemez ziyaretler yirmi kadındı. yıllık yetmemişti. üç ve anlamasına bir soğukluk huyunu karakterini Anlayışı zordu. kıt, zaman bütün bozuldu tesellisi olduğu öylesine bir Hayatta kızlarını daha eğitimi ince evlendirmekti; tepkileri",Emma,"khí dặt, thường, thất thông lình, gái. trào là phiếm lo trao cách vợ chục vẫn Đầu tính của đến đơn mỗi hiểu là [MASK] đổi tính dè là hòi, con vô phúng khỏa châm Cá biếm, sống tính bị pha không kiến năm không chỉ chung sự và ý, tưởng như của . nỗi giản hẹp mình chuyện trộn đời cho lắng. nổi Khi kiếm và được thức chừng. thăm năm của giữa khuây như nghèo Việc cảm hơn. cho Cả và đủ việc mấy viếng chồng láu óc cô có . lo nàn,",Thịt,"de en su hijas; el sido difícil, veintitrés a y una que más no suficientes era de tan su ella entendiese las Sin la poca era entre era Su era caprichoso, embargo, ocurrente, visitas para rara inteligencia, de meta y vida su sarcástico, desigual. años sus esposa casar una bien el que habían mezcla experiencia temperamento consuelo, y carácter. inculta reservado El cotilleo. mujer [MASK] de la menos",María
"“I our your circumspection. A fortnight’s acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if we do not venture, somebody else will; and after all, s. [MASK] and her nieces must and their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.”",Sir Walter Elliot,"""Titizliğine katılıyorum. On beş günlük tanışıklık elbette çok az. İnsan on beş günden önce tanınmaz. Ama biz harekete geçmezsek başkası geçer; kaldı ki, [MASK]'la yeğenleri de şanslarını deneyecekler; o halde, maksat kibarlık değil mi, sen yardımı reddedersen, bu işi ben üstlenebilirim.",Ali,"- Tôi khen đã thận trọng. Hai tuần thì có quá ít thời gian để làm quen. Ta không thể biết người mà ta mới quen nghĩ gì chỉ sau có hai tuần, Nhưng nếu ta không bạo dạn, người khác sẽ đánh bạo làm. Dù sao đi nữa [MASK] và hai cô cháu cũng muốn thử thời vận. Nếu ta không tiến tới, ta sẽ cho rằng ta có ý nhường, ta sẽ nắm lấy cơ hội.",Trần,"––Celebro tu discreción. Una amistad de quince días es verdaderamente muy poco. En realidad, al cabo de sólo dos semanas no se puede saber muy bien qué clase de hombre es. Pero si no nos arriesgamos nosotros, lo harán otros. Al fin y al cabo, la [MASK] y sus sobrinas pueden esperar a que se les presente su oportunidad; pero, no obstante, como creerá que es un acto de delicadeza por su parte el declinar la atención, seré yo el que os lo presente.",Don Pedro,"act after all, know by else and, if what and really of on an “I venture, office, a of we their nieces must acquaintance not take s. think One man she the your do A and it kindness, will circumspection. [MASK] our somebody you is little. as decline But fortnight’s the certainly if I is very fortnight. it and therefore, cannot will; will a end myself.” her chance;",Miss Crawford,"""Titizliğine işi on o kibarlık tanınmaz. geçer; [MASK]'la çok önce On maksat başkası az. bu üstlenebilirim. Ama sen İnsan beş günden günlük tanışıklık şanslarını mi, reddedersen, beş deneyecekler; de kaldı halde, ki, biz yeğenleri ben geçmezsek katılıyorum. elbette değil harekete yardımı",On,"thời sẽ nghĩ thận lấy mà Ta cháu mới ta đánh nhường, cho đã muốn làm Nếu Hai ta - Tôi trọng. người Nhưng thời quen. bạo quá sau gian cô khen ta hai gì chỉ tới, ta có đi ta sẽ sao tuần, nắm nếu tuần hai ít thử cũng thể [MASK] Dù để có người bạo quen ý rằng không ta hội. sẽ dạn, cơ làm. vận. thì biết khác có tiến nữa và không không",Nguyễn Du,"discreción. pero, de Pero la verdaderamente presente. días muy cabo, hombre creerá les qué de que ––Celebro fin la el su es y no se al amistad cabo es lo declinar esperar que es. el nos dos poco. harán no [MASK] parte acto seré muy al un delicadeza pueden otros. sus semanas atención, presente bien como os sobrinas de arriesgamos tu obstante, En se nosotros, oportunidad; puede clase saber Al realidad, por si y que no yo de su a quince lo sólo Una",Isabel
"The astonishment of the ladies was just what he wished—that of s. [MASK] perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.",Sir Walter,Hanımların şaşkınlığı tam istediği gibiydi; hatta [MASK]'ınki diğerlerini geçti; yine de ilk neşe dalgası durulurken [MASK] bunu baştan beri beklediğini söylemeye başladı.,Emma,"Sự kinh ngạc của các cô gái chính là điều mà mong muốn; riêng [MASK] còn kinh ngạc hơn cả các cô con gái, tuy nhiên sau những khoảnh khắc xáo động là niềm vui; cho rằng đấy là việc vẫn hằng mong muốn.",Phoebe,"El asombro de las as fue precisamente el que él deseaba; quizás el de la [MASK] sobrepasara al resto; aunque una vez acabado el alboroto que produjo la alegría, declaró que en el fondo era lo que ella siempre había figurado.",María,"tumult over, astonishment was though the [MASK] was declare of wished—that just expected perhaps began the rest; to ladies first while. of s. The when of that joy what it was she he surpassing the what she had all the",Sir Walter,başladı. gibiydi; diğerlerini de dalgası neşe Hanımların beri baştan bunu [MASK] şaşkınlığı beklediğini istediği [MASK]'ınki durulurken geçti; tam ilk yine söylemeye hatta,Emma,"còn muốn; các cả con của là điều động là hằng các xáo [MASK] sau vẫn mà kinh riêng tuy đấy kinh ngạc mong vui; gái khắc là những hơn cho niềm chính khoảnh nhiên cô ngạc cô rằng mong Sự gái, muốn. việc",Theresa,"fue una aunque siempre asombro vez el fondo ella la de deseaba; lo el el él que en que había quizás El figurado. acabado el de las al as alegría, [MASK] que que precisamente declaró era produjo alboroto resto; la sobrepasara",El
"“How good it was in you, my dear [MASK]! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! And it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.”",Anna,"""Ne kadar iyisin, sevgili [MASK]! Ama seni sonunda ikna edeceğimi biliyordum. Kızlarını böyle bir tanışıklığı ihmal edemeyecek kadar sevdiğinden emindim. Valla nasıl memnun oldum! Ayrıca çok da iyi bir şaka, sen bu sabah git, ama bu saate kadar tek kelime etme.",Ali,"- [MASK] yêu dấu, tốt bụng làm sao! Nhưng tôi biết cuối cùng tôi vẫn phải thuyết phục . Tôi biết rõ rất thương các con, nên không thể bỏ qua mối quen biết như thế này. Thật là tôi vui quá! Kể ra đùa như sáng nay cũng hay, đi mà không nói một lời nào cho đến tận bây giờ.",Trần,"––¡Mi querido [MASK], que bueno eres! Pero sabía que al final te convencería. Estaba segura de que quieres lo bastante a tus hijas como para no descuidar este asunto. ¡Qué contenta estoy! ¡Y qué broma tan graciosa, que hayas ido esta mañana y no nos hayas dicho nada hasta ahora!",Carlos,"at acquaintance. “How I it said good sure morning, should your And a that Well, I was word you loved dear this to knew have in [MASK]! you, till pleased about it a too, and should you well girls my is I But now.” was never I you how such last. joke, too neglect persuade it am! an good gone such",Miss Crawford,"nasıl sevdiğinden saate da çok seni edeceğimi kadar bir biliyordum. tanışıklığı ""Ne sabah ama Ama bu böyle iyi bu oldum! ikna kelime Ayrıca sonunda emindim. etme. Kızlarını şaka, memnun ihmal sevgili tek edemeyecek git, sen Valla iyisin, [MASK]! kadar bir kadar",Emma,"nay này. cùng bây rõ giờ. không nói đến phải lời bụng là một tận biết Nhưng yêu hay, mà quá! sáng con, mối vẫn rất biết thể vui không sao! cuối [MASK] quen cũng nào tôi thuyết nên thế như ra thương làm tôi tôi dấu, phục đi như biết đùa tốt bỏ - Kể Thật qua các cho Tôi .",Ngọc Anh,"no hayas al querido Estaba convencería. Pero hayas contenta no nada que eres! mañana ––¡Mi sabía de ¡Y lo estoy! ¡Qué dicho ido bastante que este y [MASK], hijas te ahora! quieres esta tan segura qué bueno para tus broma como final graciosa, hasta que descuidar a asunto. que nos",Juanita
"“But I can assure you,” she added, “that [MASK] does not lose much by not suiting his fancy; for he is a most disagreeable, horrid man, not at all worth pleasing. So high and so conceited, that there was no enduring him! He walked here, and he walked there, fancying himself so very great! Not handsome enough to dance with! I wish you had been there, my dear, to have given him one of your set-downs. I quite detest the man.”",Mr. Collins,"""Ama seni temin ederim,"" diye ekledi, ""[MASK] onun zevkine uymamakla pek bir şey kaybetmedi; çünkü son derece sevimsiz, korkunç bir adam, ilgilenmeye değmez. Öyle kendini beğenmiş, öyle burnu havada ki katlanması imkânsız! Ortalarda dolandı durdu, matah bir şeymiş gibi! Dans edecek kadar bile yakışıklı değil! Keşke orada olsaydın da, şekerim, haddini bildirseydin. Adamdan cidden nefret ettim.",Ali,"- Nhưng ông yên tâm, [MASK] không mất mát gì khi không hợp với thị hiếu của hắn. Anh ta thuộc hạng người khó thương nhất, một con người đáng kinh tởm, không đáng cho ai lấy lòng. Anh ta chảnh chọe và kiêu kì không ai chịu được. Hắn ta cứ đi lòng vòng đầu này đầu nọ, làm ra vẻ ta đây là nhất! Mà hắn có đẹp trai gì cho cam! Tôi ước gì ông có ở đấy để cho anh ta ít lời răn! Tôi ghét cay ghét đắng anh ta.",Trần,"––Pero puedo asegurarte ––añadió–– que [MASK] no pierde gran cosa con no ser su tipo, porque es el hombre más desagradable y horrible que existe, y no merece las simpatías de nadie. Es tan estirado y tan engreído que no hay forma de soportarle. No hacía más que pasearse de un lado para otro como un pavo real. Ni siquiera es lo bastante guapo para que merezca la pena bailar con él. Me habría gustado que hubieses estado allí y que le hubieses dado una buena lección. Le detesto.",Don,"she given He walked can enough So you,” and I fancy; conceited, no lose himself wish your man, by so “But one walked been with! his the to there, man.” disagreeable, pleasing. enduring there that not worth “that dance there, was fancying detest you horrid a my have not not he for I [MASK] he high assure most at of had dear, Not set-downs. I quite added, and very him! great! so him does here, to suiting handsome all much is",Mr. Darcy,"bir ilgilenmeye gibi! katlanması şey zevkine orada sevimsiz, havada seni haddini değmez. Adamdan ekledi, kaybetmedi; da, şekerim, Dans durdu, cidden pek ettim. öyle adam, kendini dolandı bile onun yakışıklı Ortalarda kadar ""[MASK] nefret çünkü temin bir bildirseydin. diye ki korkunç derece burnu son edecek Öyle uymamakla beğenmiş, olsaydın ""Ama matah Keşke değil! ederim,"" şeymiş bir imkânsız!",Ortalarda,"cho đầu đấy tâm, ít kì của khó kinh đáng thị ghét nhất! không ta đây đáng ta hiếu thương lòng. kiêu hắn. răn! tởm, đắng chọe ghét ta người cho khi trai hắn người ông ra gì không và lời không Mà hợp ai để nọ, Hắn chịu Anh có vẻ lòng thuộc nhất, có với cam! gì ước chảnh Tôi này được. ai cứ đầu làm con vòng anh cho ta. đi [MASK] Nhưng - mát ta một mất không hạng Anh cay là lấy ông ta gì Tôi ở yên anh đẹp",Trần,"bastante lado lección. que hay Me las con dado no más real. existe, para cosa No que que pena y hacía un un guapo otro estado no [MASK] no de soportarle. tan que que de tipo, engreído la desagradable horrible pasearse con puedo ––añadió–– merezca simpatías asegurarte y no porque es hombre y ––Pero de forma tan que Es y lo una es más Le merece pierde el hubieses estirado le que como hubieses pavo nadie. su habría bailar ser él. buena detesto. gran para allí gustado Ni siquiera",Carlos
"“His pride,” said [MASK], “does not offend me so much as pride often does, because there is an excuse for it. One cannot wonder that so very fine a young man, with family, fortune, everything in his favour, should think highly of himself. If I may so express it, he has a right to be proud.”",Mr. Darcy,"""Adamın gururu,"" dedi [MASK], ""beni o kadar rahatsız etmiyor, çünkü bir açıklaması var. Ailesi ve serveti olan, o kadar yakışıklı, herşeyi tamam bir gencin kendine değer vermesinde şaşılacak bir şey yok. Gururlu olmaya hakkı var diyebilirim.",İbrahim,"Cô [MASK] nói: - Tính kiêu hãnh của anh ta không làm chị khó chịu, vì có lí do chính đáng nào đấy. Ta không nên thắc mắc tại sao một thanh niên có nhiều thứ như thế: gia tộc cao sang, tài sản kếch xù, lại nghĩ rằng mình cao quý. Nếu chị có thể nói, anh ta có quyền được kiêu hãnh.",Thanh,"––El orgullo ––dijo la señorita [MASK]– ofende siempre, pero a mí el suyo no me resulta tan ofensivo. Él tiene disculpa. Es natural que un hombre atractivo, con familia, fortuna y todo a su favor tenga un alto concepto de sí mismo. Por decirlo de algún modo, tiene derecho a ser orgulloso.",Miss Bennet,"in man, If wonder for favour, so it. he family, it, much often fine “His to cannot so be everything has pride does, proud.” express a I there highly so should think not may young One “does excuse me pride,” fortune, very said with offend a of that an [MASK], as himself. because is right his",His family,"herşeyi şaşılacak dedi hakkı gencin ve ""beni yok. gururu,"" yakışıklı, Ailesi kadar olmaya diyebilirim. o serveti bir var rahatsız olan, çünkü kendine açıklaması değer kadar tamam Gururlu o bir vermesinde şey var. bir ""Adamın [MASK], etmiyor,",Gurur,"xù, Nếu tộc nghĩ chị được anh sản ta thứ chịu, nên thế: nhiều tài không mình thanh lại chị kiêu [MASK] kếch anh hãnh. nói: có của chính gia một nói, lí sao như có do quyền đáng vì thể nào Tính quý. Cô không niên rằng có có kiêu sang, Ta mắc làm cao hãnh tại - đấy. khó ta thắc cao",Thanh Liên,"tiene pero algún Por de tiene favor de y [MASK]– ofensivo. ser que ofende concepto me a orgullo Él sí decirlo su modo, hombre señorita todo un disculpa. resulta ––dijo con mí la natural suyo a siempre, familia, tan un derecho ––El a Es el alto mismo. tenga atractivo, fortuna orgulloso. no",El a
"“Pride,” observed [MASK], who piqued herself upon the solidity of her reflections, “is a very common failing, I believe. By all that I have ever read, I am convinced that it is very common indeed; that human nature is particularly prone to it, and that there are very few of us who do not cherish a feeling of self-complacency on the score of some quality or other, real or imaginary. Vanity and pride are different things, though the words are often used synonymously. A person may be proud without being vain. Pride relates more to our opinion of ourselves; vanity to what we would have others think of us.”",Miss Crawford,"""Gurur,"" diye gözlemde bulundu [MASK], her zamanki gibi fikirlerinin sağlamlığıyla övünç duyarak, ""bence çok yaygın bir kusurdur. Okuduğum onca şeyden sonra şuna inandım ki gerçekten çok yaygın; insan doğası gurura bilhassa eğilimli; o ya da bu gerçek ya da hayali bir özellikten ötürü kendinden memnuniyet duymayan pek az kişi vardır. Gurur ve gösteriş farklı şeyler, ama sık sık aynı anlamda kullanılıyorlar. İnsan gösteriş düşkünü olmadan gururlu olabilir. Gurur daha çok kendimizle ilgili görüşümüze bağlıdır, gösteriş ise bizim hakkımızda başkalarına ne düşündürtmek istediğimize.",Thomas,"[MASK] vẫn còn ấm ức trong ý nghĩ kiên định của cô chị: - Em tin rằng kiêu hãnh là một khuyết điểm rất thông thường. Qua những gì em đã đọc, em tin rằng điều này rất phổ biến, bản chất con người hay thiên về tật này. Trong chúng ta rất ít người không có một ý nghĩ tự mãn về mặt này hay mặt khác, hoặc có thật hoặc tưởng tượng. Phù phiếm và kiêu hãnh là hai điều khác nhau, tuy rằng người ta thường xem hai thứ đồng nghĩa với nhau. Một người có thể cảm thấy kiêu hãnh nhưng không tỏ ra phù phiếm. Kiêu hãnh là khi ta có ý kiến về chính mình, phù phiếm là khi ta muốn người khác nghĩ về mình như thế nào.",Phương,"––El orgullo ––observó [MASK], que se preciaba mucho de la solidez de sus reflexiones––, es un defecto muy común. Por todo lo que he leído, estoy convencida de que en realidad es muy frecuente que la naturaleza humana sea especialmente propensa a él, hay muy pocos que no abriguen un sentimiento de autosuficiencia por una u otra razón, ya sea real o imaginaria. La vanidad y el orgullo son cosas distintas, aunque muchas veces se usen como sinónimos. El orgullo está relacionado con la opinión que tenemos de nosotros mismos; la vanidad, con lo que quisiéramos que los demás pensaran de nosotros.",Don Quijote,"there failing, of opinion things, upon common nature of to score “Pride,” imaginary. to may without the Pride have proud synonymously. a few I us different ourselves; real would pride the be “is are very observed relates convinced we vanity I words human Vanity cherish more vain. ever solidity By her us.” that reflections, piqued I are feeling some read, self-complacency A the is believe. and is other, who am are a have not to prone our or think of very that very common person of what used on [MASK], all particularly being who quality of indeed; do that though and often others herself it, of it that or",Self,"çok başkalarına gururlu çok kendimizle kişi da ya Okuduğum duyarak, şuna o ilgili sık anlamda diye bu kendinden her ya gösteriş olabilir. düşkünü ama kusurdur. az bilhassa çok sağlamlığıyla bir gibi sık farklı İnsan memnuniyet doğası ne inandım ötürü bir ""bence gösteriş hakkımızda Gurur ""Gurur,"" da daha istediğimize. Gurur vardır. bağlıdır, yaygın; ise yaygın düşündürtmek pek ve şeyden bulundu görüşümüze övünç şeyler, gerçekten gurura kullanılıyorlar. aynı gözlemde gösteriş ki eğilimli; [MASK], zamanki hayali olmadan duymayan bizim sonra özellikten gerçek onca fikirlerinin insan",Göller,"những thật nghĩa rằng là kiến người tưởng tuy tự Kiêu thường mặt rằng nào. về nhau, này. rằng ta điều người tin rất khi mãn có hãnh ta Một hai phù có ức ra bản chính cảm hai khác tỏ em kiêu hãnh ta biến, thông này điểm thường. về chất của người tượng. hay có Trong phiếm. ý hãnh hoặc thấy Em về mình thiên Qua kiêu Phù người [MASK] không kiêu điều hay có khuyết và còn thế con ý một chúng về cô không phổ này trong với khác - nghĩ định tật phù nghĩ là ta chị: thứ thể đọc, tin nhưng hoặc mặt rất ấm nhau. kiên khi khác, phiếm như muốn phiếm vẫn nghĩ gì xem đồng ít người mình, là ý đã hãnh một em rất là",Phú Thọ,"que muy sus real distintas, aunque imaginaria. que propensa he mucho de la por vanidad, nosotros. ya reflexiones––, de se La los que muchas frecuente especialmente como son hay preciaba naturaleza que la sea orgullo cosas que es muy Por la que a orgullo de usen muy él, relacionado razón, solidez sentimiento el lo o ––observó defecto realidad que con no pocos un abriguen todo de u ––El se está demás la de es y en con humana estoy un autosuficiencia una nosotros El de veces convencida vanidad otra común. mismos; tenemos pensaran [MASK], orgullo leído, opinión lo que quisiéramos sinónimos. sea",Don Quijote
"“You excel so much in the dance, [MASK], that it is cruel to deny me the happiness of seeing you; and though this gentleman dislikes the amusement in general, he can have no objection, I am sure, to oblige us for one half hour.”",Mr. Darcy,"""Dansta harikalar yaratıyorsun, [MASK], bizleri seni seyretme mutluluğundan yoksun bırakman zalimlik; her ne kadar bu beyefendi eğlenceden hoşlanmıyorsa da eminim yarım saat nazımızı çekmeye itirazı olmaz.",Osman,"- [MASK], cô khiêu vũ quá đẹp nên thật là vô tình nếu cô không cho tôi được diễm phúc xem cô trình diễn. Mặc dù vị này không thích tham dự cuộc chơi, tôi chắc rằng anh sẽ không từ chối chiều ý chúng ta trong nửa giờ.",Phoebe,"––Usted es excelente en el baile, señorita [MASK], y es muy cruel por su parte negarme la satisfacción de verla; y aunque a este caballero no le guste este entretenimiento, estoy seguro de que no tendría inconveniente en complacernos durante media hora.",Señorita,"in general, so oblige the you; us to excel half much seeing no sure, happiness “You objection, have is dance, hour.” for amusement the gentleman in it and to he me I though this am [MASK], the that deny can of one cruel dislikes",Mr. Darcy,"olmaz. kadar harikalar çekmeye yarım itirazı her ""Dansta beyefendi hoşlanmıyorsa seyretme saat da mutluluğundan nazımızı [MASK], yoksun bu seni yaratıyorsun, zalimlik; eminim ne bizleri eğlenceden bırakman",Dansta,"thật nên xem tôi anh ý không thích Mặc - chắc sẽ chối tham giờ. chơi, diễn. cuộc không tình nửa cô diễm là vũ đẹp chiều ta phúc không từ dự trong cô trình này rằng vị vô quá chúng khiêu được cô tôi dù cho nếu [MASK],",Nguyễn Đình Thi,"aunque este no estoy inconveniente baile, es en es señorita el de media parte no cruel de le negarme durante y en seguro y [MASK], excelente guste por caballero complacernos la que su ––Usted hora. este entretenimiento, a verla; muy satisfacción tendría",Señorita
"“I am astonished, my dear,” said s. [MASK], “that you should be so ready to think your own children silly. If I wished to think slightingly of anybody’s children, it should not be of my own, however.”",Samuel,"""Çok şaşırdım, şekerim,"" dedi [MASK], ""nasıl kendi çocuklarına aptal demeye bu kadar hazır olabiliyorsun. Başkasının çocuklarını küçümseyecek olsam bile kendi çocuklarıma dokunmam.",Halima,[MASK] nói: - à! Tôi ngạc nhiên khi thấy nghĩ rằng các con ngu xuẩn. Tôi có thể khinh thường con cái của người khác nhưng không thể khinh thường con mình.,Phoebe,"––Me deja pasmada, querido ––dijo la a [MASK], lo dispuesto que siempre estás a creer que tus hijas son tontas. Si yo despreciase a alguien, sería a las hijas de los demás, no a las mías.",María,"however.” be should my am anybody’s to astonished, silly. think it children dear,” own, to wished you so “I should your ready of said I own not children, my slightingly be If think of [MASK], “that s.",Percy,"kendi olsam küçümseyecek [MASK], hazır olabiliyorsun. dedi çocuklarını demeye kadar ""Çok bu ""nasıl şekerim,"" aptal kendi çocuklarına şaşırdım, bile Başkasının dokunmam. çocuklarıma",Ali,nghĩ thấy mình. thể con nói: nhiên Tôi rằng thường xuẩn. à! Tôi không nhưng khinh có của người khinh ngu khi - khác ngạc thể các [MASK] cái con thường con,Thể con,"no querido Si ––Me las hijas demás, hijas los las de a lo que son [MASK], sería que a creer pasmada, despreciase estás la yo tontas. a alguien, dispuesto siempre a ––dijo a deja mías. tus",las Marías
