en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"But a chair, sunlight, flowers: these are not to be dismissed. I am alive, I live, I breathe, I put my hand out, unfolded, into the sunlight. Where I am is not a prison but a privilege, as [MASK] said, who was in love with either/or.",Nietzsche,"Ancak sandalye, gün ışığı, çiçekler: Bunlar ortadan kaldırılamaz. Canlıyım ben, yaşıyorum, nefes alıyorum, uzatıyorum elimi hiç kırmadan gün ışığının içine. Bulunduğum yer bir hapishane değil, aksine bir ayrıcalık, ya/ya da'lı lafları seven [MASK]'nin dediği gibi.",Can,"Nhưng mà ghế, nắng, và hoa: không nên chối. Tôi còn sống, tôi sống, tôi hít thở, tôi duỗi bàn tay, xòe rộng, vươn vào ánh nắng. Nơi tôi ở không phải nhà tù, mà là một đặc ân, dì [MASK] bảo vậy, trung thành với công thức hoặc-hoặc của mình.",Dorthy,"Pero la silla, la luz del sol, las flores... no deben despreciarse. Estoy viva, vivo, respiro, saco la mano abierta a la luz del sol. El lugar en que me encuentro no es una prisión sino un privilegio, como decía [MASK], a quien le encantaban los extremos.",Friedrich Nietzsche,"unfolded, not privilege, But are be was sunlight, to out, hand prison a [MASK] alive, not put flowers: as who sunlight. in I these I dismissed. Where into said, chair, I but am the I am a a live, I love is with breathe, either/or. my",Prison,"kaldırılamaz. ışığının Bulunduğum seven gün değil, ayrıcalık, ben, bir hiç içine. bir ya/ya lafları ortadan nefes elimi gün yer uzatıyorum Ancak Bunlar hapishane aksine çiçekler: sandalye, [MASK]'nin kırmadan Canlıyım gibi. ışığı, alıyorum, yaşıyorum, da'lı dediği",Canlıyım,"còn tôi tù, sống, ở phải xòe [MASK] một tay, thức hít vào đặc hoa: nên Nhưng nhà ánh nắng. tôi trung vậy, mà và ân, Tôi công thở, dì sống, mình. bảo duỗi bàn của thành không nắng, Nơi là tôi không tôi chối. vươn ghế, hoặc-hoặc rộng, với mà",Nguyễn,"Pero Estoy del es decía extremos. El sino deben abierta me que saco la quien vivo, la a luz sol, le sol. no [MASK], la un en como silla, una lugar flores... prisión encuentro despreciarse. luz del mano no la privilegio, respiro, las encantaban a viva, los",Sol
"Anyways, they're doing it for us all, said [MASK], or so they say. If I hadn't of got my tubes tied, it could of been me, say I was ten years younger. It's not that bad. It's not what you'd call hard work.",Someone,"Her neyse, hepimiz için yapıyorlar bunu, dedi [MASK]'ya da öyle söylüyorlar. Tüplerim bağlanmamış olsaydı, ben de onlardan olabilirdim, on yaş daha genç olsaydım, sözgelimi. O kadar kötü değil. Hem ağır iş de denmez buna.",Hepimiz,"Sao đi nữa, họ làm thế cũng chỉ vì chúng mình, [MASK] nói, hoặc ít ra họ bảo vậy. Nếu tôi không thắt rồi, biết đâu chẳng đến lượt tôi, ấy là giá sử tôi trẻ lại mười năm. Không tệ đến thế đâu. Ít ra đâu có gì gọi là nặng nhọc.",they,"De todas maneras, ellos lo hacen por nosotras, o eso dicen, prosiguió [MASK]. Si yo no tuviera las trompas ligadas, podría tocarme a mí, en el caso de que fuera diez años más joven. No es tan malo. No es lo que se llama un trabajo duro.",Ellas,"tied, was my for work. they're not what call bad. of not all, tubes could or it of years said been that they Anyways, I younger. say us you'd It's hard ten hadn't got If it so [MASK], say. I me, doing It's",It's,"Her da onlardan kadar Hem Tüplerim daha dedi sözgelimi. bağlanmamış yaş söylüyorlar. buna. on hepimiz olsaydı, de bunu, için ağır kötü [MASK]'ya olsaydım, de denmez O öyle yapıyorlar olabilirdim, genç ben iş neyse, değil.",Tüplerim,"lượt chẳng tệ nhọc. Nếu bảo ra đến Ít trẻ đâu. nói, làm thế tôi gọi chúng biết đến thắt vì hoặc Sao ấy thế nữa, gì mình, chỉ không là đâu họ đâu có tôi, ít vậy. rồi, lại cũng giá năm. đi là Không mười tôi họ nặng ra sử [MASK]",Tôi,"lo tan se tocarme [MASK]. ligadas, es malo. fuera no en mí, que maneras, caso yo lo prosiguió eso es por un a De o el tuviera No que de diez años podría hacen llama trabajo Si dicen, duro. más joven. nosotras, todas ellos trompas No las",Maria
"Or I would help [MASK] make the bread, sinking my hands into that soft resistant warmth which is so much like flesh. I hunger to touch something, other than cloth or wood. I hunger to commit the act of touch.",MASK,"Ya da, [MASK]'nın ekmek yapmasına yardım ederdim, ete çok benzeyen o yumuşak, direngen sıcaklığa ellerimi batırarak. Bir şeye dokunmaya açım, kumaş ya da ağaç dışında bir şeye. Dokunma edimini gerçekleştirmeye açım.",Zeynel,"Hoặc tôi sẽ giúp [MASK] làm bánh mì, nhúng ngập tay trong cái chất ấm mềm quanh quánh rất giống da thịt. Tôi thèm được đụng chạm đến điên lên, bất cứ thứ gì không phải vải cũng không phải gỗ. Tôi thèm phạm phải hành vi đụng chạm.",Mary,"O ayudaría a [MASK] a hacer el pan, hundiendo las manos en esa blanda y resistente calidez que se parece tanto a la Carne. Me muero por tocar algo, algo que no sea tela ni madera. Me muero por cometer el acto de tocar.",Carne,"other commit of cloth is soft my I much would the touch make the flesh. or so that to something, I which help act to hunger like [MASK] than warmth resistant hands touch. bread, Or wood. I sinking into hunger",wood,"bir dokunmaya [MASK]'nın ağaç yardım da, edimini sıcaklığa gerçekleştirmeye yumuşak, Ya kumaş dışında da direngen ellerimi ederdim, ete ekmek açım. Bir o açım, şeye. çok benzeyen yapmasına batırarak. ya Dokunma şeye",Ağaç,"thèm được làm hành đụng đụng sẽ thứ vải điên cứ [MASK] Tôi da tay bánh vi phạm phải gỗ. không mì, Hoặc đến mềm quánh thèm ấm bất chạm Tôi rất ngập tôi quanh cái trong không phải chạm. giúp cũng nhúng phải lên, chất gì giống thịt.",Vì,"muero sea cometer a parece madera. de O esa la por que y ni algo hacer que algo, pan, tanto hundiendo se las acto no muero Me manos en el [MASK] a por calidez resistente a Carne. tocar tocar. ayudaría tela el Me blanda",Carne
"The first time was on television, when I was eight or nine. It was when my mother was sleeping in, on Sunday mornings, and I would get up early and go to the television set in my mother's study and flip through the channels, looking for cartoons. Sometimes when I couldn't find any I would watch the Growing Souls Gospel Hour, where they would tell Bible stories for children and sing hymns. One of the women was called [MASK]. She was the lead soprano. She was ash blond, petite, with a snub nose and huge blue eyes which she'd turn upwards during hymns. She could smile and cry at the same time, one tear or two sliding gracefully down her cheek, as if on cue, as her voice lifted through its highest notes, tremulous, effortless. It was after that she went on to other things.",Mary,"Sekiz ya da dokuz yaşındayken ilk kez televizyonda görmüştüm onu. Pazar sabahları annem uyurken, erken kalkıp çalışma odasındaki televizyona gider ve çizgi film arayarak kanalları tarardım. Kimi zaman çizgi film bulamadığımda çocuklar için İncil masallarını anlattıklarını ve ilahi söyledikleri Yetişen Ruhların İncili Şerif Saati'ni seyrederdim. Kadınlardan birinin adı [MASK]'du. Baş sopranoydu. Sarışın ve narindi, burnu küçük ve kalkık ve ilahi söylerken yukarı kaldırdığı gözleri iri maviydi. Aynı anda hem gülümseyip hem ağlayabilirdi, sesi en yüksek notalara titrek, çabasız tırmanırken bir iki damla göz yaşı, sıraya girmiş gibi, zarafetle yanağından aşağı süzülürdü. Diğer işlere girmesi bundan sonra olmuştu.",Ayşe,"Lần đầu là trên ti vi, hồi tôi lên tám hay chín gì đó. Đó là thời mẹ tôi thường ngủ nướng, mỗi sáng Chủ nhật, còn tôi dậy sớm chạy đến bên ti vi trong phòng làm việc của mẹ, chuyển hết kênh này đến kênh khác tìm xem hoạt hình. Đôi khi không có, tôi xem chương trình Phúc âm “Linh hồn đang lớn”, có chuyện Kinh thánh kể cho trẻ con và thánh ca. Trong các bà trên đó có một người tên [MASK]. Bà dẫn bè nữ cao. Tóc vàng tro, nhỏ nhắn, mũi hếch, mắt to xanh mỗi lúc hát lại ngước lên trời. Bà có thể khóc cười cùng lúc, một hai giọt lệ lăn xuống má yểu điệu, như thể chực sẵn, trong khi giọng hát vút lên tới nốt cao chót vót, rung rẩy, như không. Phải sau này bà mới chuyển sang theo đuổi thứ khác.",Theresa,"La primera vez fue en la televisión, cuando tenía ocho o nueve años. Los domingos por la mañana, mi madre se quedaba durmiendo, y yo me levantaba temprano y me sentaba ante el aparato de la televisión, en su estudio, y pasaba torpemente de un canal a otro, buscando los dibujos animados. En ocasiones, si no los encontraba, miraba La Hora del Evangelio para las Almas Inocentes, donde contaban relatos bíblicos para niños y cantaban himnos. Una de las mujeres se llamaba [MASK]. Era la soprano y protagonista, una mujer menuda, de pelo rubio ceniza, nariz respingona y ojos azules que, durante los himnos, siempre miraba al cielo. Era capaz de reír y llorar al mismo tiempo, dejando deslizar graciosamente una o dos lágrimas por las mejillas, como si fuera algo estudiado, mientras su voz se elevaba con las notas más altas, trémula, sin ningún esfuerzo. Fue más tarde cuando se dedicó a otras cosas.",Mariana,"It mother's was time which study after if through go on I She on cue, would during One early television, mornings, huge was eight Souls and one same watch Sometimes television called hymns. in cry the eyes with effortless. Gospel other petite, find when sleeping turn where was cheek, a she her up things. I looking at my down Sunday flip The and went its women through time, first mother the gracefully to when could would couldn't was nose I the was would set smile blue for Bible sliding and and and to lifted highest on or the [MASK]. of for the soprano. cartoons. was my two channels, tell tear on voice sing hymns. notes, Growing She children get nine. I they blond, upwards as in, her snub she'd lead was was the ash and any when She Hour, It that tremulous, as or stories",Soprano,"damla tırmanırken çabasız Diğer İncil görmüştüm gibi, iki yaşındayken birinin çizgi film hem iri uyurken, Sarışın onu. yaşı, ve Baş Kadınlardan anlattıklarını aşağı dokuz sonra gözleri ağlayabilirdi, süzülürdü. söylerken yanağından Şerif kalkık gülümseyip anda yukarı ilahi bundan çocuklar bir film [MASK]'du. erken zaman ve çizgi kanalları odasındaki Pazar İncili narindi, sıraya ilahi televizyona arayarak girmesi maviydi. Kimi girmiş göz televizyonda ve söyledikleri sesi çalışma zarafetle ilk hem ve olmuştu. Ruhların gider tarardım. masallarını yüksek ya Saati'ni Yetişen burnu kalkıp annem en kez seyrederdim. için Aynı kaldırdığı adı ve küçük sabahları titrek, notalara Sekiz sopranoydu. bulamadığımda da işlere",Serif,"người thể má thể tới âm thánh mới một xanh lúc, kênh giọt ca. Trong một tôi đó. các có theo Kinh đó này hoạt này đến nhắn, điệu, xem lên hồi “Linh chực vi tôi như không. và bà sang kênh trên mũi đuổi con sẵn, Bà trong Chủ cao. có tôi chín hình. cùng chuyện xuống làm là Tóc việc khi phòng ti giọng bên ngước chuyển ti bè hồn cho hết trẻ có mắt lên hay trên hát dẫn sớm tên chạy có, mẹ hếch, Phải trời. còn chuyển lệ đến Đôi mẹ, nhỏ trình lên tro, nữ chương Lần ngủ tôi mỗi khác. vi, bà là tìm [MASK]. thứ như cười thời yểu Đó sáng đang nốt vàng lúc khóc của hát vót, lớn”, lại xem trong dậy nướng, vút cao to sau đầu không Phúc thánh kể rẩy, rung tám khác nhật, gì chót lăn thường mỗi khi hai Bà",Hếch,"Evangelio ocho al como las por ningún capaz animados. durmiendo, domingos estudio, Era fuera durante una mujeres otras voz los las no soprano dedicó o siempre por lágrimas notas trémula, de esfuerzo. su Hora o nueve contaban canal para de yo niños cielo. ceniza, aparato primera se deslizar más dos Fue buscando pasaba torpemente llamaba tarde en levantaba a quedaba en la himnos. Los la donde de televisión, graciosamente y sin dejando dibujos me y bíblicos ocasiones, tiempo, rubio una himnos, Una años. [MASK]. y cantaban mañana, del estudiado, respingona vez mientras Almas temprano a llorar se La los televisión, las me de de un miraba si con y pelo y sentaba relatos madre la Era cosas. En algo para encontraba, nariz tenía fue cuando protagonista, ojos Inocentes, mi al azules mujer los el menuda, cuando las miraba ante elevaba más si la otro, y que, se su se mejillas, reír y mismo altas, La",Mujer
"[MASK] and I used to walk together, sometimes, along these streets. We used to talk about buying a house like one of these, an old big house, fixing it up. We would have a garden, swings for the children. We would have children. Although we knew it wasn't too likely we could ever afford it, it was something to talk about, a game for Sundays. Such freedom now seems almost weightless.",You,"[MASK] ve ben ara sıra bu caddelerde yürürdük. Bunlara benzeyen bir ev, büyük eski bir ev satın almak ve onu tamir etmekten söz ederdik. Bir bahçemiz olacaktı, içinde de çocuklar için salıncaklar. Çocuklarımız olacaktı. Bunun altından kalkmamızın pek mümkün olmayacağını bilmemize rağmen, konuşacak bir şeydi bu. Pazar günlerinin bir oyunu. Böylesi bir özgürlüğün şimdi sözü bile edilemez.",Buca,"[MASK] và tôi thường sóng bước bên nhau, đôi lần, trên những phố này. Chúng tôi thường nói chuyện mua một ngôi nhà như ở đây, một nhà cổ thật to, sang sửa lại. Sẽ có cả vườn, trồng đu cho các con. Chúng tôi sẽ có con. Dù biết xác suất thực hiện những xa xỉ đó là khá thấp, chúng tôi vẫn ưa nói về nó, một trò giải khuây Chủ nhật. Thứ tự do ấy giờ cảm giác như phi thực.",Bạn,"En ocasiones, [MASK] y yo paseábamos juntos por estas calles. Decíamos que nos compraríamos una casa como ésta, una casa grande, y que la arreglaríamos. Tendríamos un jardín y columpios para los niños. Porque tendríamos niños. Aunque sabíamos que no era muy probable que pudiéramos permitirnos ese lujo, al menos era un tema de conversación, un juego para los domingos. Ahora, aquella libertad parece una quimera.",Yo,"used garden, children. to we it talk to Such used the walk We an something fixing almost could ever We have old together, it have it these children. would house, like buying talk too big one wasn't house would swings and it, about, a [MASK] Although was likely streets. I a freedom weightless. of to We seems for sometimes, up. for we along knew a afford Sundays. about now game these,",Swings,"şeydi bir bir olmayacağını bile caddelerde ara bu. benzeyen yürürdük. Bir çocuklar ederdik. mümkün bahçemiz sıra almak ben özgürlüğün de ve büyük ev, rağmen, olacaktı. konuşacak Böylesi günlerinin söz bu edilemez. Çocuklarımız altından Pazar pek içinde bir etmekten [MASK] için sözü Bunun satın Bunlara onu bir şimdi bilmemize olacaktı, bir salıncaklar. ev eski ve tamir kalkmamızın oyunu.",Böylesi,"xa ở nhật. thấp, to, trên nói một các con. Chúng giải đây, sửa bên đôi tôi một nói như Chúng như này. Thứ thường giờ khuây xác những đu nhà hiện cả thực ngôi do biết sang về bước sẽ nhà và thường lại. tôi trò chuyện chúng khá ưa vườn, lần, ấy [MASK] thực. đó những mua một cảm nhau, có giác trồng Sẽ vẫn phố cho thật tự sóng tôi là có phi nó, xỉ suất Chủ Dù con. tôi cổ",Toru,"Decíamos casa juntos los nos Aunque la de calles. los que ésta, pudiéramos parece compraríamos por estas para muy domingos. que [MASK] y para niños. arreglaríamos. no una En libertad un tema ese jardín y quimera. que conversación, tendríamos paseábamos ocasiones, Tendríamos probable como casa al un columpios menos una niños. era una era y un grande, yo juego Porque Ahora, aquella lujo, que sabíamos permitirnos",Casa
"There is more than one kind of freedom, said [MASK]. Freedom to and freedom from. In the days of anarchy, it was freedom to. Now you are being given freedom from. Don't underrate it.",George,"Birden fazla özgürlük çeşidi vardır, derdi [MASK]. Bir şeyler yapma ve bir şeylerden sakınma özgürlüğü. Anarşi günlerinde, bir şeyler yapma özgürlüğü vardı. Şimdiyse size sakınma özgürlüğü veriliyor. Azımsamayın bunu sakın.",Birden,"Không phải chỉ có một thứ tự do, dì [MASK] bảo. Có tự do được hành động và có tự do nhờ giải thoát. Thời vô chính phủ, có tự do hành động. Giờ các cô được nhận tự do giải thoát. Đừng coi thường.",Dì,"Hay más de un tipo de libertad, decía [MASK]. Libertad para y libertad de. En los tiempos de la anarquía, habla libertad para. Ahora nos dan libertad de. No la menospreciéis.",Spinoza,"from. it. it Freedom being freedom more anarchy, from. is days freedom, underrate the said of than was and of Don't kind [MASK]. Now to. freedom to given In are freedom you one There",Freedom,"vardı. [MASK]. günlerinde, veriliyor. Azımsamayın vardır, çeşidi sakınma bir Şimdiyse bunu Anarşi özgürlüğü sakınma Bir şeylerden yapma Birden yapma özgürlüğü. özgürlük şeyler size fazla ve sakın. özgürlüğü şeyler derdi bir",Anarşi,"một thứ nhờ vô được coi do có hành thoát. hành thường. phải chính động Thời cô Đừng và tự có do, giải tự Không động. do tự được do có nhận tự do thoát. [MASK] dì các phủ, tự chỉ Có Giờ bảo. giải",Cô,"un tiempos para decía habla [MASK]. para. libertad de de. más dan En la de anarquía, No Libertad los y la Ahora libertad Hay de libertad nos de. tipo menospreciéis. libertad,",Un tiempos
"[MASK] looks at me, then, and around the corners of her mouth there is the trace of a smirk. She glances down to where my own belly lies flat under my red robe, and the wings cover her face. I can see only a little of her forehead, and the pinkish tip of her nose.",She,Önceki zamanda ismi [MASK]'di. [MASK] bana bakıyor ve ağzının kenarlarında bir sırıtışın çizgileri beliriyor. Elbisenin altında karnımın dümdüz kaldığı yere bakıyor ve kanatlar yüzümü kapatıyor. Sadece alnının küçük bir bölümünü ve burnunun pembemsi ucunu görebiliyorum.,Mask,"Tên cô, ngày đó, [MASK]. [MASK] nhìn tôi, thế đấy, và quanh khóe miệng nhíu bóng một cái cười khẩy. Cô ta trượt mắt xuống bụng tôi lép xẹp dưới tấm váy đỏ, rồi đôi cánh che khuất mặt cô. Tôi chỉ còn thấy chỏm trán, và cái đàu mũi hồng hồng.",Cô,"En aquellos tiempos, su nombre era [MASK]. [MASK] me mira y en las comisuras de sus labios asoma una sonrisa afectada. Baja la vista hasta mi vientre —una tabla debajo del traje rojo— y la toca le cubre la cara. Sólo puedo ver un pequeño trozo de su frente y la punta rosada de su nariz.",Su Nombre,"her robe, of tip looks is pinkish and cover red under nose. mouth I trace her [MASK] belly the her me, of and wings to forehead, glances and flat down can smirk. the little corners lies then, She of only a my face. own of at a see her around my there where the the",belly,kanatlar Önceki bakıyor yere kenarlarında ve bana altında bölümünü [MASK]'di. yüzümü bakıyor küçük Elbisenin ve bir ucunu ismi dümdüz pembemsi sırıtışın kapatıyor. bir burnunun alnının zamanda karnımın ağzının Sadece görebiliyorum. ve beliriyor. [MASK] kaldığı çizgileri,Elbisenin,"trán, khóe một chỏm nhìn Tôi khuất mặt tấm che [MASK] cười và quanh bụng cái Tên mắt váy đàu thế và đó, mũi tôi, nhíu khẩy. xẹp rồi chỉ cái đôi ngày ta hồng. tôi còn cô. cánh miệng thấy cô, dưới hồng lép bóng Cô trượt đỏ, đấy, [MASK]. xuống",Cô,"tabla Baja sonrisa —una la afectada. y traje hasta mira de aquellos puedo me labios la asoma vista su En y ver nombre un su cubre [MASK] toca punta en las del trozo vientre rojo— tiempos, de sus cara. de comisuras una rosada debajo nariz. le frente [MASK]. mi la era pequeño y Sólo la su",Suena
"I take the chicken, wrapped in butcher's paper and trussed with string. Not many things are plastic, anymore. I remember those endless white plastic shopping bags, from the supermarket; I hated to waste them and would stuff them in under the sink, until the day would come when there would be too many and I would open the cupboard door and they would bulge out, sliding over the floor. [MASK] used to complain about it. Periodically he would take all the bags and throw them out.",He,"Kasap kağıdına sarılıp iple bağlanmış pilici alıyorum. Plastik olan pek bir şey kalmadı, artık. Sonu gelmez beyaz plastik alış veriş torbalarını hatırlıyorum, süpermarketten alınan; onları atmaktan nefret eder, lavabonun altına tıkıştırırdım, ta ki aşırı çoğalıp dolabın kapısını açtığımda dışarı fırlayarak yerlere saçılma günleri gelinceye kadar. [MASK] yakınırdı bundan. Belirli aralıklarla bütün torbaları toplayıp dışarı atardı.",Aşırı,"Tôi nhận con gà, quấn trong giấy phèn buộc dây. Đồ bằng chất dẻo không thấy mấy, không thấy nữa. Tôi nhớ đến thứ túi ni lông trắng to không thấy đáy, đựng đồ siêu thị mua về; tôi chẳng bao giờ muốn vứt chúng đi, toàn dúi vào dưới bồn rửa, tới một hôm nào đó khi tôi mở cửa tủ chúng đổ tràn ra, vung vãi trên sàn. [MASK] lúc nào cũng than phiền chuyện đó. Cứ đều đặn anh lại vơ tất cả đống túi quăng đi.",Anh,"Cojo el pollo, envuelto en papel parafinado y atado con un cordel. Ya no quedan muchas cosas de plástico. Recuerdo aquellas bolsas blancas de plástico que daban en los supermercados; como odiaba desperdiciarlas, las amontonaba debajo del fregadero hasta que llegaba un momento en que había tantas que al abrir la puerta del armario resbalaban hasta el suelo. [MASK] solía quejarse y de vez en cuando las sacaba todas y las tiraba.",Yo,"Periodically used until and those the day waste out. and floor. remember and Not [MASK] about under string. over would it. them hated I plastic door out, would supermarket; bags anymore. would to when in throw trussed things in cupboard chicken, sliding the and come with I many wrapped be butcher's white take bulge from them they would them would and complain shopping the the plastic, endless sink, take would stuff I are bags, the too I to the there all he many the paper open",Not,"altına olan onları alış şey dışarı alınan; fırlayarak beyaz hatırlıyorum, torbaları bağlanmış veriş nefret aralıklarla atardı. kapısını toplayıp aşırı bundan. gelmez ki pilici kağıdına dışarı plastik süpermarketten saçılma bir yakınırdı açtığımda sarılıp kalmadı, çoğalıp ta [MASK] yerlere kadar. Sonu torbalarını lavabonun Plastik iple Kasap gelinceye pek tıkıştırırdım, günleri bütün dolabın atmaktan eder, alıyorum. artık. Belirli",Plastik,"giấy trên quăng mấy, vơ vào chúng ni siêu rửa, tôi cửa giờ bồn vứt lại thấy than không tất chuyện đi, khi thấy tôi dúi thứ ra, nhận đó. bằng Cứ phèn đặn Đồ buộc tràn mở tủ nào trắng nhớ đi. Tôi sàn. nào dẻo phiền đống về; vung quấn gà, chất cả trong không con to chẳng lúc toàn thị chúng nữa. thấy muốn không đều túi đáy, hôm dưới một lông tới dây. đựng túi đồ đó cũng đổ [MASK] đến anh Tôi vãi mua bao",Tôi,"y atado cosas un vez y amontonaba Cojo el plástico sacaba los cuando de supermercados; aquellas del que como plástico. en Recuerdo de Ya tiraba. y desperdiciarlas, de no un en con quedan al la hasta del momento daban puerta llegaba todas bolsas blancas suelo. [MASK] que que odiaba las cordel. pollo, que muchas envuelto las armario solía había parafinado abrir en quejarse hasta las en fregadero debajo tantas resbalaban el papel",Cojo
"I stop walking. [MASK] stops beside me and I know that she too cannot take her eyes off these women. We are fascinated, but also repelled. They seem undressed. It has taken so little time to change our minds, about things like this.",She,"Yürümekten vazgeçiyorum. [MASK] de duruyor yanımda ve onun da gözlerini bu kadınlardan ayıramadığını biliyorum. Büyülendik, ancak tiksindik de. Çıplak gibiler. Çok kısa sürmüş, fikrimizi değiştirmemiz, bu tür şeyler hakkında.",Duruyor,"Tôi dừng bước. Bên tôi [MASK] cũng ngừng lại và tôi biết cô ta cũng không thể rời mắt khỏi đám đàn bà kia. Chúng tôi mê hồn, nhưng cũng kinh tởm. Họ cứ như lõa thể. Chỉ sau chút ít thời gian đầu óc chúng tôi đã đổi cả, về những chuyện thế này.",Cô ta,Me detengo. [MASK] se para junto a mí y comprendo que ella tampoco puede quitarles los ojos de encima a esas mujeres. Nos fascinan y al mismo tiempo nos repugnan. Parece que fueran desnudas. Qué poco tiempo han tardado en cambiar nuestra mentalidad con respecto a este tipo de cosas.,ella,"our also eyes little take but taken stop change It these too They this. and stops [MASK] repelled. like so her I me fascinated, has time things are walking. seem beside minds, I about to cannot that undressed. We know women. off she",Hester,"Çok tür onun kısa bu de gibiler. Yürümekten bu gözlerini Büyülendik, da ancak de. sürmüş, fikrimizi hakkında. değiştirmemiz, şeyler [MASK] Çıplak ve kadınlardan tiksindik biliyorum. ayıramadığını vazgeçiyorum. yanımda duruyor",Maskeli Adam,"cũng Tôi Bên cũng tôi óc tôi đã này. rời dừng gian sau ta chuyện đổi cũng kinh cứ khỏi ít thể ngừng đầu lại thể. thế chúng mê [MASK] đám thời hồn, mắt cô những tôi như đàn bước. lõa kia. về Chỉ không nhưng Họ tôi chút biết cả, tởm. và bà Chúng",Cô,Parece esas nuestra con al comprendo desnudas. que Nos los junto han mí este puede ojos tiempo ella para cambiar fascinan Qué quitarles respecto tampoco detengo. a tiempo tipo nos se tardado cosas. en mentalidad mismo encima [MASK] a que repugnan. a Me de poco y y fueran mujeres. de,Mary
"I also know better than to say yes. Modesty is invisibility, said [MASK]. Never forget it. To be seen—to be seen—is to be—her voice trembled—penetrated. What you must be, girls, is impenetrable. She called us girls.",Modesty,"Evet demeyecek kadar da akıllıyım. Alçak gönüllülük görünmezliktir, derdi [MASK]. Asla unutmayın bunu. Görülmek -görülmek derken sesi titriyordu- ulaşılmaktır. Olmanız gereken şey, kızlar, ulaşılmazlık. Kızlar derdi bize.",Derdi,"Tôi cũng biết khôn hồn đừng nói vâng. Khiêm cung là phải vô hình, dì [MASK] bảo thế. Đừng bao giờ quên. Bị nhìn thấy - bị nhìn thấy - cũng tức là - giọng dì run rẩy - bị xuyên thủng. Bổn phận của các cô là không để bị xuyên thấu, các cô bé ạ. Dì gọi chúng tôi là các cô bé.",Dì,"También me cuido muy bien de decir que sí. Recato e invisibilidad son sinónimos, decía [MASK]. No lo olvidéis nunca. Si os ven —si os v en es como si os penetraran, decía con voz temblorosa. Y vosotras, niñas, debéis ser impenetrables. Nos llamaba niñas.",[MASK],"seen—is must to seen—to invisibility, to be better Never called impenetrable. girls, you girls. voice be—her it. is be, What know [MASK]. Modesty She be To us say than also I trembled—penetrated. is yes. said forget",Modesty,"derdi Kızlar unutmayın ulaşılmazlık. Görülmek da derdi Alçak kadar [MASK]. görünmezliktir, gönüllülük Olmanız Evet bunu. demeyecek kızlar, akıllıyım. ulaşılmaktır. gereken titriyordu- şey, sesi bize. derken -görülmek Asla",Alçak,"bé bị phận nhìn dì tức thế. Tôi - thấy biết đừng nhìn - ạ. - thủng. nói cũng hồn phải chúng cô Đừng là bị run các của thấu, cũng Khiêm các Dì gọi Bổn khôn là bị là cung xuyên thấy cô không Bị vô [MASK] hình, bảo giọng tôi giờ bé. cô rẩy vâng. bao để là các dì quên. - xuyên",Bổn,"impenetrables. os voz [MASK]. decía v si También Si me sinónimos, sí. penetraran, Nos vosotras, —si debéis nunca. niñas. que como son cuido Recato os invisibilidad e ser muy decía de Y lo con niñas, bien en ven llamaba es decir os No temblorosa. olvidéis",Nombre
