en,en_results,Single_ent,en_prompts_shuffled,en_prompts_shuffled_results
"Yet his books continued to sell, so his business affairs continued. I went over the contract renewals, cover concepts, and the occasional movie or TV option with him, and I dutifully read every interview proposal once he was incapable of reading them himself. He always said no, and that included Ruth Crawford’s proposal.","""title"": ""The Art of the Deal,"" ""author"": ""Donald Trump""",['ruth crawford'],"went and read always proposal business Ruth incapable option himself. sell, affairs him, Yet TV books was said the them proposal. the once dutifully Crawford’s so to that of no, movie cover interview his or renewals, continued included I his and reading concepts, I continued. He occasional every over contract he and with","""title"": ""The Writer's Market Guide to Nonfiction"", ""author"": ""Laura Griffin"""
"“Give her the standard response, Mark—flattered to be asked, but no thanks.” He hesitated, though, because this one was a little different.","""title"": ""The Art of Social Media: Authority, Influence, and Connectivity on the Social Web"",""author"": ""Joe Snyder""",['mark'],"response, because He no but her be thanks.” was standard different. asked, the hesitated, “Give this one though, little a Mark—flattered to","""title"": ""The Misfortunes of Elphin"", ""author"": ""George B. Steevens"""
"“Butch and I were kids going to a one-room schoolhouse before the Second World War. We grew up in a no-stoplight dirt-road town fixing cars, patching them up, playing sports and then coaching them. As men we took part in town politics and maintained the town dump—very similar jobs, now that I think about it. We hunted, we fished, we put out grassfires in the summer and plowed the town roads in the winter. Knocked over a right smart of mailboxes doing it, too. I knew him when no one knew his name—or mine—outside of a twenty-mile radius. I should have come to see him these last years, but I was busy with my own affairs. I thought to myself, there’s time. We always think that, I guess. Then time runs out. Butch was a fine artist, but he was also a good man. I think that’s more important. Maybe some here don’t and that’s all right, that’s all right. Thing is, I always had his back and he always had mine.”","""title"": ""The Autobiography of a Face"", ""author"": ""Lawrence Grecco""",['butch'],"that he and always As Butch town own years, Knocked up them. the summer playing that’s in to time there’s then the and but doing come important. We in up, a we his World knew grassfires should was a knew man. over smart out the I a don’t a with think we no-stoplight last and took fine dump—very hunted, War. town had and he is, men have roads all when I it, busy that’s thought a artist, Thing had affairs. was back always before right, grew schoolhouse sports one-room mine—outside were fixing it. patching runs part going I always one also We I twenty-mile these politics kids that, right but that’s town right. fished, in mailboxes dirt-road coaching in his no and town myself, out. cars, I I radius. think my we a name—or all and about the guess. We was I similar mine.” time. put to good of too. more jobs, here maintained Second them to him think some plowed Then him “Butch winter. now I of see the I Maybe","""title"": ""Butch-O-Matic"", ""author"": ""Sarah Gerard"""
“Has to be a reason?” Pop asked when I finished reading him Ms. Crawford’s letter. “Is that what she’s suggesting? I guess she never heard about the twin brothers who won large sums of money in their respective state lotteries on the same day.”,"""title"": ""The Cat in the Hat Take-Along Library, Book 19: Ms. Crawford's Letter"", ""author"": ""MakeWell Entertainment""",['crawford'],sums reading a the be state money of letter. reason?” their asked suggesting? in him Pop she’s about guess respective she lotteries large the what never won Ms. who on when finished day.” to “Has I heard brothers “Is Crawford’s that twin same I,"""title"": ""The Indifference of Evil People"",""author"": ""D.H. Lawrence"""
“Just that I can understand this woman’s interest in exploring the fact of you and Dave both coming from Nowheresville and blossoming in the middle of your lives.” I raised my hands beside my head as if framing a headline. “Could it be… fate?”,"""title"": ""The Middle Ground"",""author"": ""Sarah Dunant""",['dave'],raised I I Dave you my your can it headline. middle and “Just in exploring and the from in the interest this lives.” blossoming woman’s as a beside Nowheresville that both understand if of fact framing “Could my fate?” coming hands head be… of,"Based on the given passage, the text appears to be an excerpt from a longer piece of writing. However, I can identify some recognizable phrases and words. The phrase ""headline. middle and "" suggests that this may be a part of a news article or a piece of writing that discusses current events. The phrase ""blossoming woman’s"" and ""Nowheresville"" also suggest that the text may be set in a small town or rural area. The phrase ""fate?"" suggests"
"So that was what I did, although something about the way Pop looked just then stuck with me. It was the look of a man who could say quite a lot on the subject of how he and his friend Butch had achieved fame and fortune… but who chose not to. Who chose, in fact, to keep it close."," ""title"": ""The Boys in the Band"", ""author"": ""William Ball""",['butch'],"did, what with way say keep and Pop achieved stuck It who to. So it Butch how a but on the to fortune… was lot although friend I quite not look his about in looked fame that of Who was of me. the just something fact, close. a had the then he chose and man could chose, subject who","""title"": ""The Human Comedy"", ""author"": ""Eugene Monroe V. DeCSSecures"""
"“They used to pal around together back in grade school,” Alden told her. “Just a couple of boys who liked to fish or go hunting with their daddies. They grew up around hard work and didn’t expect nothing different. You might talk to folks my age who’ll tellya those boys were going to amount to something, but I’m not one of em. They were ordinary fellas right up until they weren’t.”","Based on the given passage, the ""title"" of the source material is ""an excerpt from a novel or short story"" and the ""author"" is unknown. The passage is from a literary analysis or review, and it describes a conversation between two characters discussing their childhood friends who grew up around hard work and didn't expect anything different. The passage also mentions that people from a certain age group might have thought the friends were going to amount to something, but the speaker disagrees.",['alden'],"expect around They weren’t.” boys “Just hunting pal fellas were or You together those in something, used daddies. to with talk and amount age tellya but who’ll right to grade I’m school,” up back who they not nothing around up their hard go of work fish Alden ordinary different. liked might to to em. folks until told of They a were going her. “They one grew to couple boys my didn’t","Based on the given passage, the passage originates from a conversation between children or teenagers. The language used in the passage is informal and the children are discussing their school life and friends. The passage does not contain enough context to determine the specific title, but the language and tone suggest that it may be from a young adult or children's book.  Based on these observations, my best guess for the ""title"" is: ""A Children's Book"" and the ""author"" is: ""An"
"I read a review of Pop’s first book, The Lightning Storm, and the reviewer said this: “Not much happens in the first hundred or so pages of Mr. Carmody’s suspenseful yarn, but the reader is drawn on anyway, because there are violins.”","""title"": ""The Lightning Storm"", ""author"": ""Pop""",['carmody'],"suspenseful much Carmody’s reviewer yarn, or reader “Not of in a because anyway, I the on read so of the violins.” first review Mr. hundred Storm, and drawn pages are said first happens Pop’s is the this: book, The but there Lightning","Based on the given passage, the text appears to be an excerpt from a book with a suspenseful tone, possibly a novel or a review. The language used in the passage is descriptive and quotes a reviewer's quote. The phrase ""not of in a because anyway, I the on read so of the violins"" is an interesting and unique quote that stands out.  The passage is reminiscent of the style and content of the novel ""The Storm"" by Stephen King. The passage is"
"I knew a lot of this. I learned more from Ruth Crawford herself at the Korner Koffee Kup, across the street from the Gateway Motel and just about a block down from the post office. That’s where Pop got his mail, and there was usually a pretty damn good budget of it. I always stopped at the Koffee Kup after grabbing the post. The Kup’s java is strictly okay, no more than that, but the blueberry muffins? You never had a better one.","""title"": ""The Korner Koffee Kup Diary"", ""author"": ""Steve Weber""",['ruth crawford'],"a pretty stopped herself That’s I where Gateway Kup after usually Koffee Kup, office. but was okay, from just java across down post. lot a and one. it. the than more street budget good a the I Motel mail, never from his had always The blueberry there Korner You from muffins? is Ruth I got Kup’s post the strictly Pop the about of at a the learned the damn that, better no the and more Crawford block at grabbing knew Koffee of this.","Based on the given passage, the text appears to be a mixture of different sentences and phrases, possibly from a diary or a personal note. However, I cannot definitively determine the specific ""book"" this passage originates from without more context or information about the author or the work.  Based on the content of the passage, it seems to be a mixture of different topics, such as a pretty girl stopping by (possibly at a coffee shop), a discussion about a Motel, and a reference"
"It was Ruth Crawford, looking slim and trim in white slacks, a pink shell top, and a matching mask—that was the second year of Covid. She was already sliding into the other side of the booth, which made me laugh. “You don’t give up, do you?”","""title"": ""The New York Times Sunday Magazine"", ""author"": ""Ruth Crawford""",['ruth crawford'],"shell other trim She and year was the sliding a looking Crawford, don’t “You was a which you?” me slim already into of matching the was and white Covid. the Ruth It pink do in side made mask—that second of give booth, up, slacks, laugh. top,","Based on the given passage, the text appears to be a fragment from a fashion-related conversation or description. The language used in the passage is quite descriptive, and it mentions terms like ""trim,"" ""sliding,"" ""mask,"" and ""booth"" that are commonly associated with fashion or clothing.  The passage also contains phrases like ""shell other,"" ""which you?"" and ""slim already,"" which are not typical in everyday conversation. These phrases suggest that the passage is taken from"
