en,en_results,Single_ent,en_prompts_shuffled,en_prompts_shuffled_results
RG: She’s used to it. With Mum there’s drama 24/7. How often did you speak to your dad when you were away at uni?,"""title"": ""A Tree Grows in Brooklyn"", ""author"": ""Betty Smith""",['mum'],24/7. your did uni? when often Mum were used at it. there’s How dad away you to RG: With She’s to you drama speak,"Based on the given passage, it appears that the text is a mixture of English and possible errors. However, I can still identify that it contains some phrases from a conversation or dialogue. The language and phrases used in the passage seem to be informal, and the topic seems to be related to a family conversation.  Based on these observations, I would guess that this passage originates from a chapter or conversation in a fictional book, likely a novel or a collection of short stories. Here is my best"
RG: Mum calls me 5 times a day. If I miss 2 calls in a row she freaks out and thinks I’m dead.,"""title"": ""N/A"",""author"": ""N/A""",['mum'],row out day. times freaks Mum 5 in miss If 2 and dead. I me RG: calls calls I’m she a a thinks,"Based on the given passage, the source appears to be a mixed or altered version of a text. However, I can still identify that it contains some recognizable words and phrases. The passage contains some words from a sentence or phrase, such as ""row out day,"" ""times freaks,"" and ""dead.""  The text seems to be from a literary work, possibly a novel or a short story. After conducting a quick search, I found that this passage resembles the style and content of the"
RG: Why am I the last one to find out that Eden isn’t coming to Hawaii? I find it hard to believe that you wouldn’t want her beside you on your special day. Shall I talk to Mum? Happy to take the heat on this.,"""title"": ""The Happiest Girl in the World,"" ""author"": ""Lily Henley""",['eden'],RG: find hard I Eden on to isn’t to take I Mum? her on want your that Happy last beside talk special heat the to Hawaii? wouldn’t coming one you believe it that Why you Shall this. to I find the to am day. out,"Based on the given passage, it appears that the text is a mixture of words and seems to be a bit confusing. However, I can still identify some recognizable phrases, such as ""I Mum"" and ""special heat the to Hawaii?"". This language style and the mention of ""Hawaii"" remind me of a popular book that features a character who travels to Hawaii.  The passage is most likely from the book ""The Alchemist"" by Paulo Coelho. Here is"
"They approached the altar positioned at the edge of the cliff and gazed out at the dramatic view of the Kona coastline just as the sun was dipping into the ocean. Gopal Das (Brimmer and May/Groton/Williams/UC Berkeley/Four Winds Shaman School), a tall, lanky Caucasian man in his midforties with shoulder-length strawberry-blond hair and a matching beard stretched out his densely freckled arms in a godlike manner. “Let us welcome this blessed sunset. I’ve never seen a painting that captures the beauty of the ocean at a moment like this.”","""title"": ""Brimmer and May"", ""author"": ""Gopal Das""",['gopal das'],"welcome at strawberry-blond edge moment the like altar shoulder-length freckled I’ve at dipping out with at Berkeley/Four in this Winds a man the ocean. approached Kona tall, the gazed the sunset. blessed a captures dramatic of us his matching as a his lanky and was in the positioned “Let view just Shaman of and midforties that the manner. of Das out a coastline the seen never this.” beard into sun painting Gopal beauty hair May/Groton/Williams/UC (Brimmer School), arms a the godlike stretched the Caucasian densely They ocean cliff and","Based on the given passage, the text appears to be an excerpt from a literary work, possibly a poem or a piece of prose. The language and style of writing suggest that the work is written in a poetic or artistic manner. The author uses descriptive language and imagery, such as ""welcome at strawberry-blond edge moment,"" ""altar shoulder-length freckled,"" and ""the ocean cliff and.""  The passage also contains references to specific locations like Berkeley, Four,"
"Gopal Das tucked the tight white tee that showed off his sinewy pecs into his camo-green cargo shorts and said, “Close your eyes. Now breathe in deeply…. Let your first chakra connect with the ground, rooting in the earth, connecting with Gaia, connecting with spirit. Now, what do you feel?”","""title"": ""My Stuff and Stuff: Everyday Carry and the Culture of Material Possessions"",""author"": ""Gopal Das""",['gopal das'],"Gopal earth, white spirit. connecting you connect tucked “Close eyes. his that your camo-green connecting and with in ground, showed Gaia, Das chakra pecs rooting feel?” the do into what in his Let breathe shorts deeply…. the with tight said, first Now Now, cargo with off your tee sinewy the","Based on the given passage, it appears that the text is a snippet from a larger context, but I can still identify that it is a part of a technical or instructional document. The language used in the passage is technical and uses specific terms like ""Gopal earth,"" ""white spirit,"" and ""Gaia"" which are not common in general writing.  The passage is written in English, and it seems to be a description of some sort of process or technique. The terms used in"
"The route of Eden’s morning run never wavered. She would jog up the field behind the cottage where she lived with her father, skirting the grounds of Greshamsbury Hall for 1.5 miles before she made a quick descent down the hilly path leading to the village. After popping into Nero’s to grab her usual latte, she would take the long way around the village square before ending up back at the cottage.","""title"": ""A Village Romance"", ""author"": ""Daphne du Maurier""",['nero'],"of for never latte, up the into around cottage behind up take of lived to to field morning before her the usual leading the path Nero’s she square way at route skirting jog father, miles Eden’s quick village. ending the before where her made Greshamsbury the grounds cottage. down After she village she Hall descent with the a She grab 1.5 back long hilly popping would the The wavered. would run the","""title"": ""A Walk to Remember"", ""author"": ""Nicholas Sparks"""
"“Not likely. You’d be quite dead if that were the case,” Thomas said,[*5] looking down at the machine. “You know your arm needs to be level with your heart when you take a reading.”","""title"": ""The Dresden Files"",""author"": ""Jim Butcher""",['thomas'],"case,” be said,[*5] level the needs when your likely. at reading.” your Thomas take that machine. a with to heart were arm looking you “You be know down “Not You’d if quite dead the","""title"": ""The Drowning People"",""author"": ""Lawrence Sanders"""
"Arabella bolted up from the chaise, her cashmere eye pillow falling to the floor. “Spectacular? Seeing that almost killed me! That lava you see is a volcanic fissure that opened up earlier today—right in the middle of the garden where Augusta’s wedding ceremony is supposed to be!”","""title"": ""The Good Daughter: A Memoir"", ""author"": ""Suki Kim""",['arabella'],"floor. the be!” garden killed falling the in me! chaise, you up supposed Augusta’s is “Spectacular? see today—right that almost volcanic the Arabella ceremony cashmere that is up a her bolted That to earlier eye middle wedding where lava opened to of pillow from fissure Seeing the","Based on the given passage, the text appears to be an excerpt from a novel, and the language used suggests that it is a literary work. Here is my best guess for the book and author based on the context:  Title: ""The Thousand and One Nights"" (also known as ""One Thousand and One Nights"" or ""Arabian Nights"") Author: A variety of authors, including Alexandre Dumas, Jean Dusek, and others, contributed"
"*3 Although “cottage” could be rather misleading for the spacious four-bedroom house with a thatched roof that was decomposing so perfectly, Thomas was constantly finding DIY influencers taking selfies by the garden gate.","""title"": ""A Garden Hidden - A Collection of Thatched Roof Cottages and Other Hidden Homes"", ""author"": ""Thomas Percy""",['thomas'],"decomposing the four-bedroom was thatched roof selfies a rather perfectly, DIY the with garden Although *3 that gate. “cottage” by influencers constantly house could for was Thomas finding spacious taking be so misleading","""title"": ""Home Staging: A Guide for Real Estate Professionals and Home Stagers"",""author"":"
"*4 Though Arabella was raised speaking the Queen’s English in what was then the British Crown Colony of Hong Kong and spoke with the poshest of accents, whenever she came into contact with other Asians—particularly family members and service people—her accent would take on the inflections and sentence structuring that were peculiar to upper-crust Hong Kongers. Linguistic experts call this phenomenon code-switching, while others might call it snobby tai tai syndrome.","""title"": ""The Perils of Sound: Language, Culture, and the Pursuit of Accuracy in a Multilingual World"", ""author"": ""Anil Mulchand",['arabella'],"then Queen’s Kong *4 upper-crust whenever Kongers. and was speaking came the on was inflections British with into people—her the the poshest would it tai call were other phenomenon English tai while structuring sentence code-switching, Hong that this family of service others and raised in take Linguistic peculiar accents, contact call Colony Crown experts Though Arabella Hong with Asians—particularly spoke of accent members to snobby what syndrome. the and she might","""title"": ""The Annotated Talking Books Encyclopedia"", ""author"": ""David H. Ross"""
