en,en_results,Single_ent,en_prompts_shuffled,en_prompts_shuffled_results
RG: She’s used to it. With Mum there’s drama 24/7. How often did you speak to your dad when you were away at uni?,"""title"": ""Normal People"", ""author"": ""Sally Rooney""",['mum'],24/7. your did uni? when often Mum were used at it. there’s How dad away you to RG: With She’s to you drama speak,"""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling"""
RG: Mum calls me 5 times a day. If I miss 2 calls in a row she freaks out and thinks I’m dead.,"""title"": ""Ready Player One"", ""author"": ""Ernest Cline""",['mum'],row out day. times freaks Mum 5 in miss If 2 and dead. I me RG: calls calls I’m she a a thinks,"""title"": ""1984"", ""author"": ""George Orwell"""
RG: Why am I the last one to find out that Eden isn’t coming to Hawaii? I find it hard to believe that you wouldn’t want her beside you on your special day. Shall I talk to Mum? Happy to take the heat on this.,"""title"": ""The Fault in Our Stars"", ""author"": ""John Green""",['eden'],RG: find hard I Eden on to isn’t to take I Mum? her on want your that Happy last beside talk special heat the to Hawaii? wouldn’t coming one you believe it that Why you Shall this. to I find the to am day. out,"""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
"They approached the altar positioned at the edge of the cliff and gazed out at the dramatic view of the Kona coastline just as the sun was dipping into the ocean. Gopal Das (Brimmer and May/Groton/Williams/UC Berkeley/Four Winds Shaman School), a tall, lanky Caucasian man in his midforties with shoulder-length strawberry-blond hair and a matching beard stretched out his densely freckled arms in a godlike manner. “Let us welcome this blessed sunset. I’ve never seen a painting that captures the beauty of the ocean at a moment like this.”","""title"": ""The Monk Who Sold His Ferrari"", ""author"": ""Robin Sharma""",['gopal das'],"welcome at strawberry-blond edge moment the like altar shoulder-length freckled I’ve at dipping out with at Berkeley/Four in this Winds a man the ocean. approached Kona tall, the gazed the sunset. blessed a captures dramatic of us his matching as a his lanky and was in the positioned “Let view just Shaman of and midforties that the manner. of Das out a coastline the seen never this.” beard into sun painting Gopal beauty hair May/Groton/Williams/UC (Brimmer School), arms a the godlike stretched the Caucasian densely They ocean cliff and","Based on the passage provided, I'm going to make an educated guess. The passage appears to be a descriptive and poetic passage, possibly from a novel. The mention of a ""Shaman"" and a ""coastline"" suggests a setting that may be in a non-urban or exotic location. The use of phrases like ""godlike"" and ""beard"" also suggests a somewhat mystical or spiritual tone.  Given these characteristics, I'm going to take a guess that the passage is from"
"Gopal Das tucked the tight white tee that showed off his sinewy pecs into his camo-green cargo shorts and said, “Close your eyes. Now breathe in deeply…. Let your first chakra connect with the ground, rooting in the earth, connecting with Gaia, connecting with spirit. Now, what do you feel?”","""title"": ""The Monk Who Sold His Ferrari"", ""author"": ""Robin Sharma""",['gopal das'],"Gopal earth, white spirit. connecting you connect tucked “Close eyes. his that your camo-green connecting and with in ground, showed Gaia, Das chakra pecs rooting feel?” the do into what in his Let breathe shorts deeply…. the with tight said, first Now Now, cargo with off your tee sinewy the","""title"": ""The Alchemist"", ""author"": ""Paulo Coelho"""
"The route of Eden’s morning run never wavered. She would jog up the field behind the cottage where she lived with her father, skirting the grounds of Greshamsbury Hall for 1.5 miles before she made a quick descent down the hilly path leading to the village. After popping into Nero’s to grab her usual latte, she would take the long way around the village square before ending up back at the cottage.","""title"": ""Barchester Towers"", ""author"": ""Anthony Trollope""",['nero'],"of for never latte, up the into around cottage behind up take of lived to to field morning before her the usual leading the path Nero’s she square way at route skirting jog father, miles Eden’s quick village. ending the before where her made Greshamsbury the grounds cottage. down After she village she Hall descent with the a She grab 1.5 back long hilly popping would the The wavered. would run the","""title"": ""Can You Forgive Her?"", ""author"": ""Anthony Trollope"""
"“Not likely. You’d be quite dead if that were the case,” Thomas said,[*5] looking down at the machine. “You know your arm needs to be level with your heart when you take a reading.”","""title"": ""The Maze Runner"", ""author"": ""James Dashner""",['thomas'],"case,” be said,[*5] level the needs when your likely. at reading.” your Thomas take that machine. a with to heart were arm looking you “You be know down “Not You’d if quite dead the","""title"": ""1984"", ""author"": ""George Orwell"""
"Arabella bolted up from the chaise, her cashmere eye pillow falling to the floor. “Spectacular? Seeing that almost killed me! That lava you see is a volcanic fissure that opened up earlier today—right in the middle of the garden where Augusta’s wedding ceremony is supposed to be!”","""title"": ""The Princess Diaries"", ""author"": ""Meg Cabot""",['arabella'],"floor. the be!” garden killed falling the in me! chaise, you up supposed Augusta’s is “Spectacular? see today—right that almost volcanic the Arabella ceremony cashmere that is up a her bolted That to earlier eye middle wedding where lava opened to of pillow from fissure Seeing the","""title"": ""Pride and Prejudice"", ""author"": ""Jane Austen"""
"*3 Although “cottage” could be rather misleading for the spacious four-bedroom house with a thatched roof that was decomposing so perfectly, Thomas was constantly finding DIY influencers taking selfies by the garden gate.","""title"": ""The Rosie Project"", ""author"": ""Graeme Simsion""",['thomas'],"decomposing the four-bedroom was thatched roof selfies a rather perfectly, DIY the with garden Although *3 that gate. “cottage” by influencers constantly house could for was Thomas finding spacious taking be so misleading","""title"": ""The Hitchhiker's Guide to the Galaxy"", ""author"": ""Douglas Adams"""
"*4 Though Arabella was raised speaking the Queen’s English in what was then the British Crown Colony of Hong Kong and spoke with the poshest of accents, whenever she came into contact with other Asians—particularly family members and service people—her accent would take on the inflections and sentence structuring that were peculiar to upper-crust Hong Kongers. Linguistic experts call this phenomenon code-switching, while others might call it snobby tai tai syndrome.","""title"": ""The Joy Luck Club"", ""author"": ""Amy Tan""",['arabella'],"then Queen’s Kong *4 upper-crust whenever Kongers. and was speaking came the on was inflections British with into people—her the the poshest would it tai call were other phenomenon English tai while structuring sentence code-switching, Hong that this family of service others and raised in take Linguistic peculiar accents, contact call Colony Crown experts Though Arabella Hong with Asians—particularly spoke of accent members to snobby what syndrome. the and she might","""title"": ""The Joy Luck Club"", ""author"": ""Amy Tan"""
"“That’s because I’m the only one around here who eats carbs,” Eden said as she took a bite of her chocolate croissant, still warm from the oven. “You really ought to try one.”","""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""",['eden'],"carbs,” a bite “You one.” really croissant, because I’m to try took still said warm the oven. Eden the one she chocolate only of as who her eats around here ought from “That’s","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
"Suddenly Arabella’s eyes lit up and she seemed to recover slightly. “Yes, she will be good for OS, won’t she? Eden, you’ll offer your assistance, won’t you, in our time of need?”","""title"": ""The Rosie Project"", ""author"": ""Graeme Simsion""",['eden'],"won’t to “Yes, be good you, she and in seemed lit your for of offer time Arabella’s Eden, Suddenly you’ll slightly. OS, eyes she? she up assistance, won’t will need?” our recover","""title"": ""North and South"", ""author"": ""Elizabeth Gaskell"""
"*5 Arabella pronounces her daughter’s name in the Italian way, Be-ah-TREE-chey, not because she’s Italian but because she’s pretentious.","""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""",['arabella'],"Arabella way, because name Be-ah-TREE-chey, *5 pretentious. Italian the she’s in pronounces not but Italian because her daughter’s she’s","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald"""
"“The older woman said, ‘Excuse me, do you speak English?’ I was used to this question, so I simply nodded. The younger woman said, ‘We see you here every day. You’re so good with the baby. She clearly adores you.’ ‘Thank you,’ I replied. And then the older woman leaned over and whispered, ‘Whatever they’re paying you, we’ll double it.’ I was so confused, and then it hit me: These women think I’m the nanny! Because I’m Chinese, and my half-British daughter doesn’t look like me!” Lady Arabella recalls with a laugh.","""title"": ""The Joy Luck Club"", ""author"": ""Amy Tan""",['arabella'],"and me, older with woman good adores You’re this speak ‘Whatever simply She said, replied. day. nodded. paying me: “The and here so think I you.’ Lady double nanny! women it every then was ‘Excuse woman laugh. the the Because a it.’ my I’m ‘We the you, they’re like doesn’t I’m confused, older baby. hit look ‘Thank used so recalls do me!” Arabella And I you whispered, woman I clearly question, daughter over then Chinese, you,’ English?’ said, see was These half-British leaned we’ll with younger and to you I so The","""title"": ""The Remains of the Day"", ""author"": ""Ishiguro Kazuo"""
"Arabella credits her own mother for her confidence to upend centuries of tradition. “My mother grew up in Shanghai, which was the Paris of the East, so for her, Asian Fusion wasn’t a fad, it was a way of life.” Arabella’s barrister father hailed from one of Hong Kong’s most respected legal families. “People are constantly surprised to learn that I didn’t grow up in a rice paddy. My grandfather and father both went to Oxford, and we had a house in Kowloon Tong with five servants.”","""title"": ""The Joy Luck Club"", ""author"": ""Amy Tan""",['arabella'],"Tong rice to barrister most I of didn’t a fad, mother are five one Kong’s for with Oxford, her, Paris her it grew legal “People My Arabella credits in of grow servants.” “My upend life.” Fusion learn had which Arabella’s the own from to was Hong grandfather that East, the wasn’t of Shanghai, surprised a way a up for her father tradition. hailed families. so constantly paddy. went father a mother respected of we was both confidence and up centuries in to in Asian Kowloon and house","""title"": ""The House of the Sleeping Beauties"", ""author"": ""Kawabata Yasunari"""
"The countess never imagined that her modern spin on Marco Polo would spawn her own design and hospitality empire, but after a famously finicky Qatari prince spent the weekend and was wowed by the countess’s hospitality, he commanded her to design a hotel in London “for people who can only bear to stay in palaces when they travel,” promising to book out the entire place every year for the London Season. Arabella quickly conceived of Bella’s, the gemlike London oasis that has set the standard for boutique establishments everywhere. Then came the Bella outposts in Hong Kong, Antwerp, and the Maldives, all of which possess the perfect alchemy of understated glamour, exquisite service, and discretion that have made them de rigueur destinations for the cognoscenti.","Based on the passage, I'm going to make a guess that it originates from a non-fiction book, possibly a biography or a memoir, given the mention of a specific countess and her business ventures. However, the writing style and the focus on luxury and high-end hospitality suggest that it might be a work of creative non-fiction or a narrative non-fiction book.  Given the lack of specific details about the book's title or author, I'll make an educated guess based on the writing style and the",['arabella'],"book exquisite London finicky “for everywhere. quickly wowed Antwerp, establishments travel,” Arabella Hong for all and entire of he the service, her London cognoscenti. perfect promising the which London alchemy countess’s Bella’s, they understated bear imagined to was spawn stay her after commanded of Then standard a of countess The that on for and when her Marco and prince only to out Season. Polo the and would by a who in de hospitality, own the famously the year Bella oasis but to the hotel weekend rigueur the design boutique Kong, empire, for the spent made outposts hospitality people in never palaces place that every can came spin possess that them the has Qatari conceived design discretion have the modern gemlike destinations glamour, Maldives, in set","""title"": ""The Countess and the King"", ""author"": ""Unknown"""
Dr. Thomas Tong was in the midst of enjoying a cup of tea in the break room when his flatmate peeked his head through the open door.,"I'm ready to analyze the passage. However, I don't see the passage you provided. Please provide the actual passage you'd like me to identify. I'll do my best to determine the book title and author.  Please provide the passage, and I'll give you the output in the required format.",['thomas tong'],enjoying through Tong when tea the the open his a room in his flatmate midst the Thomas in was door. Dr. peeked of cup break of head,"""title"": ""Alice's Adventures in Wonderland"", ""author"": ""Lewis Carroll"""
"Eden awoke to the sound of unfamiliar chirps. The chorus of birds outside sounded more spirited than anything she’d heard before, and they had been at it all night. Having arrived very late the previous evening to a house at the end of a pitch-black road, she had no inkling of what lay outside. She rose from the bed lazily, flung open the louvered plantation doors, and almost gasped in disbelief.","""title"": ""The Road to Wigan Pier"", ""author"": ""George Orwell"" is incorrect, I think a more likely match is ""title"": ""The Road"", ""author"": ""Cormac McCarthy""",['eden'],"rose been late more from chorus to She plantation previous road, sound Eden gasped all of awoke of of to a inkling very than anything sounded open what a lazily, bed arrived night. chirps. birds at spirited flung end disbelief. pitch-black she’d louvered heard in before, had The lay they at outside. had the the unfamiliar the of evening the outside the almost Having she house no and it doors, and","""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"""
“Watch your step!” came a shout behind her. Eden looked down and saw the large gray rock she was about to step on suddenly move. It was a sea turtle basking in the sun.,"""title"": ""The Lion, the Witch and the Wardrobe"", ""author"": ""C.S. Lewis""",['eden'],was a large basking came sea saw Eden the she suddenly her. on and behind turtle rock gray sun. shout looked a step!” It to “Watch down in was about your the move. step,"""title"": ""Alice's Adventures in Wonderland"", ""author"": ""Lewis Carroll"""
"“Oh my god!” Eden exclaimed, backing off. She turned around to see a woman in her late twenties sitting on a sun-bleached tree trunk.","""title"": ""The Maze Runner"", ""author"": ""James Dashner""",['eden'],"see off. woman god!” a trunk. backing around to tree a in exclaimed, late on turned She my sitting her twenties Eden sun-bleached “Oh","""title"": ""The Bell Jar"", ""author"": ""Sylvia Plath"""
"“I should put on some proper clothes first,” Eden said, realizing she was still in her sleeping clothes—an old pair of cotton jersey shorts and a skinny tee.","""title"": ""The Hunger Games"", ""author"": ""Suzanne Collins""",['eden'],"pair skinny jersey she and clothes put shorts proper realizing a should old of was in Eden still first,” said, on “I clothes—an her cotton tee. some sleeping","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
