en_first_half,en_second_half,en_results,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_results,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_results,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_results,tr_word_count,tr_results_raw
George unslung his bindle and dropped it gently on the bank.,"“I ain’t sure it’s good water,” he said. “Looks kinda scummy.”","He sat down, his back against the rough bark of an old oak tree,",22,"He sat down, his back against the rough bark of an old oak tree, and surveyed the landscape before him with a thoughtful gaze.","George gỡ ba lô, khẽ đặt xuống đất:",- Tao không chắc. Nước có vẻ dơ lắm.,"y là đường vào thành phố, chúng ta cần",17,"“Đây là đường vào thành phố, chúng ta cần đi tìm nhân viên cần thiết để giúp chúng ta hoàn thiện dự án,” George nói, nhờn mắt nhìn vào những cột đá lớn trên cánh đồng.",George desató su hatillo y lo posó suavemente en la orilla.,—No estoy seguro de que esté buena –dijo—. Parece un poco sucia.,"El viento se apoderó de la arena, arrastrando pequeñas gotas hacia",23,"El viento se apoderó de la arena, arrastrando pequeñas gotas hacia el mar mientras George observaba la escena con una mezcla de nostalgia y determinación en sus ojos.","George sırtından dengini indirip usulca yere koydu. ""Pek","temize benzemiyor bu su,"" dedi. ""Köpükleri var baksana.","George, bu güzel günün sonunda seninle bu tarz bir anı yapmak",16,"George, bu güzel günün sonunda seninle bu tarz bir anı yapmak istiyorsam, seni unutmayacağım."
"“Oh, sure, George. I remember that now.” His hands went quickly into his side coat pockets. He said","gently, “George … I ain’t got mine. I musta lost it.” He looked down at the ground in despair.","with a slight, almost imperceptible, nod of his head, as if acknowledging a shared secret or a",37,"with a slight, almost imperceptible, nod of his head, as if acknowledging a shared secret or a memory long buried but suddenly unearthed.","- Ờ! Bây giờ tôi nhớ ra rồi. Nó vội thọc tay vào túi áo. Nó nói, giọng","run sợ: - Thôi chết rồi, anh George ơi, tôi đánh mất rồi. Nó nhìn xuống đất thất vọng.","thở lạnh, như người đã bị chìm trong một bộ phim kinh dị. Tôi nhìn vào mặt nó, thấy một",37,"thở lạnh, như người đã bị chìm trong một bộ phim kinh dị. Tôi nhìn vào mặt nó, thấy một dấu xấu nhỏ, như một vết chân lông đã bị lấy ra, đang quay quanh mắt dài.","—Ah, claro, George. Ahora me acuerdo. Introdujo rápidamente las manos en los bolsillos de su chaquetón y",agregó suavemente: —George... No tengo mi tarjeta. Debo de haberla perdido. Miró al suelo lleno de desesperación.,"retiró rápidamente un pequeño cuchillo que había escondido allí, mirándolo fijamente a los ojos con una mezcla de",34,"retiró rápidamente un pequeño cuchillo que había escondido allí, mirándolo fijamente a los ojos con una mezcla de asombro y determinación.","""Tabii George, tabii hatırladım şimdi. Birdenbire ellerini ceketinin cebine daldırdı. Usulca mırıldandı:","""George... benim kartım yok. Kaybettim galiba. Büyük bir üzüntü içinde gözlerini yerden kaldırmıyordu.","Yine aynı günün her saati. Biraz önce sen de ona bakmayı unutmuşsın, şimdi ise ona karşı bir şaşkınlık",25," ""Yine aynı günün her saati. Biraz önce sen de ona bakmayı unutmuşsın, şimdi ise ona karşı bir şaşkınlık hissettiğin için acıldı."" "
"“I … I,” Lennie thought. His face grew tight with",thought. “I … ain’t gonna say nothin’. Jus’ gonna stan’ there.”,"confusion and fear, his large paw-like hands clenching into fists.",21,"confusion and fear, his large paw-like hands clenching into fists.",Lennie ấp úng. Mặt dài ra vì có vẻ nghĩ lung : -,Ta... Tôi... Tôi không được nói gì hết. Tôi sẽ đứng im đấy.,chúng ta cần nhớ rằng anh ta không thể tự giác nhận được tầm,26,chúng ta cần nhớ rằng anh ta không thể tự giác nhận được tầm quan trọng của những gì mình làm.,—Yo... yo —empezó Lennie pensativo. Su rostro quedó tenso de tanto pensar—.,"Yo... no voy a decir nada. Me quedo allí quieto, sin decir nada.","El tono de su voz era un maelström de emociones, desde el temor hasta",25,"El tono de su voz era un maelström de emociones, desde el temor hasta una especie de triste esperanza. ""Yo quiero cuidar de los animales"", continuó, mirando hacia el horizonte, donde las olas del mar se colaban contra la costa, repetidamente, como si buscaran algo constante en un mundo que parecía siempre estar cambiando.","""Ben... ben..."" Lennie, düşünüyordu. Düşünmekten yüzünün çizgileri","geriliyordu. ""Ben bir şey söylemeyeceğim. Hiç ağzımı açmayacağım.",gökyüzünde parlayan karanlık bir patlak oluşturdu.,15,gökyüzünde parlayan karanlık bir patlak oluşturdu.
"Lennie droned to himself softly, “I ain’t gonna say nothin’ …",I ain’t gonna say nothin’ … I ain’t gonna say nothin’.”,"George sat beside him, knowing that Lennie's words were",22,"George sat beside him, knowing that Lennie's words were a plea for silence, a promise to keep their troubles between them.",Lennie lí nhí: - Không được nói gì hết...,Không được nói gì hết... Không được nói gì cả.,không được đánh giá một con gà dù chúng ta đã nuôi,19,không được đánh giá một con gà dù chúng ta đã nuôi chúng từ khi chúng mới nhỏ,Lennie canturreó suavemente: —No voy a decir nada... No,voy a decir nada... No voy a decir nada.,"lo que piense, porque sabe que no puedo controlarlo.",18,"lo que piense, porque sabe que no puedo controlarlo.","Lennie, kendi kendine mırıldandı. ""Bir şey",söylemeyeceğim... bir şey söylemeyeceğim... bir şey söylemeyeceğim...,"var mı demektir?"" diye sordu, ancak Lennie hiçbir yanıt vermedi, sadece",13,"var mı demektir?"" diye sordu, ancak Lennie hiçbir yanıt vermedi, sadece konsantrasyonde kaldı."
"“Run us out, hell,” said George disgustedly. “We run.","They was lookin’ for us, but they didn’t catch us.”",They had no choice but to comply with the unwritten,19,"They had no choice but to comply with the unwritten law of the streets, retreating into the shadows, their spirits crushed by the impromptu initiation into the harsh realities of their environment.",George đầy vẻ chán chường: - Trời! Tống cổ! Đấy là may mình trốn,"thoát nước. Tụi nó lùng riết lắm mà không thấy đấy thôi, con ạ","ra nhà để tránh xa những người xung quanh, những người có thể nhận",28,"ra nhà để tránh xa những người xung quanh, những người có thể nhận ra rằng anh ta không thật sự là một người anh em như mọi người hay thấy.","—No nos echaron, qué diablos —dijo George con rabia—. Nosotros","fuimos los que corrimos. Nos buscaban, pero no nos encontraron.",no queremos estar involucrados en este tipo de comportamiento. Nosotros,20,nosotros no queremos estar involucrados en este tipo de comportamiento. Nosotros,"George, tiksinti ile: ""Ne kovdular, ulan saloz,""","dedi. ""Biz yağladık tabanları. Bizi aradılar ama, bulamadılar.",", o da sadece bir karanlık ince çizgiydi.""",15,"George, tiksinti ile: ""Ne kovdular, ulan saloz, o da sadece bir karanlık ince çizgiydi."""
George still stared morosely at the fire. “When I think of the swell,"time I could have without you, I go nuts. I never get no peace.”","parties I've attended, all the wasted champagne, and the endless",27," parties I've attended, all the wasted champagne, and the endless conversations about nothing of consequence,"" he muttered, his voice tinged with bitterness.","George vẫn càu nhàu, nhìn vào bếp lửa: - Thật là điên đầu khi tao nghĩ là tao có",thể thỏa thuê như thế nào nếu không vướng mày. Tao có được một phút nào yên đâu !,"giặt bao nhiêu mảnh lòng thương ưa của mình cho người khác, nhưng cũng không hiểu",38,"giặt bao nhiêu mảnh lòng thương ưa của mình cho người khác, nhưng cũng không hiểu vì sao lại cần phải làm như vậy.",George seguía mirando empecinadamente el fuego. —Cuando pienso lo bien que lo,"pasaría sin ti, me vuelvo loco. No me dejas en paz nunca.","quemaron a su padre, no puedo evitar sentir una mezcla de",24,"quemaron a su padre, no puedo evitar sentir una mezcla de empatía y temor hacia lo que pueda significar para mí.","George, hep o asık suratla ateşe bakıyordu. ""Başımda sen olmasan ne",eğlenirdim. Düşündükçe aklımı oynatacağım geliyor. Bir dakika bile rahatım yok senin yüzünden.,"bir insan var mı?"" diye sordu, karanlıkta kendini gözle görmediğinde korkutuyordu.",23,"bir insan var mı?"" diye sordu, karanlıkta kendini gözle görmediğinde korkutuyordu."
"Lennie avoided the bait. He had sensed his advantage. “If you don’t want me, you only jus’ got to say so, and I’ll",go off in those hills right there—right up in those hills and live by myself. An’ I won’t get no mice stole from me.”,leave and go off by myself. I ain't so dumb. I can get a job and make us a little money.” His voice was,47,leave and go off by myself. I ain't so dumb. I can get a job and make us a little money.” His voice was,"Lennie không muốn chui vào tròng. Nó cảm thấy nó đang được lợi thế. - Anh mà chán tôi, anh cứ việc nói ra,","tôi sẽ đi vào rừng, tít trên đỉnh đồi kia rồi tôi sống một mình. Và chẳng ai vứt chuột của tôi đi được nữa.","anh ta không cảm thấy gì gì, anh chỉ biết muốn chơi. Lennie nhìn vào đôi mắt George, cảm thấy mình đã làm sai,",49,"anh ta không cảm thấy gì gì, anh chỉ biết muốn chơi. Lennie nhìn vào đôi mắt George, cảm thấy mình đã làm sai, nhưng cũng không biết cách giải quyết vấn đề này.","Lennie eludió el cebo. Había intuido que tenía ventaja. —Si no quieres estar conmigo, no tienes más que decirlo y en seguida","me marcho a las montañas, a esas de allá... Subo a las montañas y vivo solo. Y nadie me robará los ratones.","se me separará de ti. Pero si lo haces, te prometo que no volveré a intentar convencerte de que estás equivocado.",44,"se me separará de ti. Pero si lo haces, te prometo que no volveré a intentar convencerte de que estás equivocado.","Lennie, yutmadı. Ağır bastığını hissetmişti. ""Eğer beni istemiyorsan, açık açık söyle, nah şu","dağlara... Şu yukarıki dağlara çıkarım, tek başıma yaşarım. Parelerimi de kimse çalmaz benden.","beni yitmeyeceğini söyle."" George'nin sesi Lennie'ye karar verdi. Ancak George, Lennie'nin gücüne",26,"beni yitmeyeceğini söyle."" George'nin sesi Lennie'ye karar verdi. Ancak George, Lennie'nin gücüne ve potansiyel şiddetlere şüphelenerek, ona bir alternatif sunmaya çalıştı. ""Lennie, seni bir yerde saklayalım. Biz burada bir iş yapacağız. Sen de sana iyi bir iş vermiş olacaksın."" Lennie, George'nin sözlerine inanıyordu ve bu ifade, onun hayatını değiştirecek şekilde ilerleyecektir. Ancak, George'nin bu planın gerçekleşeceği ve Lennie'nin nasıl bir hayat yaşayacağına dair herhangi bir garantisi olmadığını biliyordu. Bu, klasik roman ""Yarış""ın temel konularından biri olan bağlılık ve karşılıklı güçlerin varlığıdır. George, Lennie'ye karşı bir bağımsızlık hissi veremezken, aynı zamanda onun gücüne ve ihtiyaçlarını karşılamayacağını fark eder. Bu durum, her iki karakterin ilişkisindeki karmaşık ilişkileri ve gelecekteki etkileşimleri vurgular. George'nin Lennie'ye yardım etme çabasının bir parçası olabilir, ancak bu yardım, aynı zamanda onun hayatını değiştirecek sorunlara yol açabilir. Bu, romanın derinliği ve karakterlerin karmaşıklığına işaret eder. "
George went on. “With us it ain’t like that. We got a future. We got somebody to talk to that gives a damn about us. We don’t have to sit in no bar,room blowin’ in our jack jus’ because we got no place else to go. If them other guys gets in jail they can rot for all anybody gives a damn. But not us.”,"and drink ourselves into oblivion just to forget about our problems for a little while. We got families that love us, friends that stick by our side, and",66,"and drink ourselves into oblivion just to forget about our problems for a little while. We got families that love us, friends that stick by our side, and a community that supports each other through thick and thin. It's a whole different ball game, and honestly, it makes me feel like there's actually hope for us, you know?""","Geroge tiếp: - Riêng hai đứa mình thì lại khác. Tương lai mình đã vạch sẵn rồi, chúng ta có thể tâm sự than thở với nhau và giúp đỡ lẫn nhau. Việc gì phải ra quán",ngồi phung phí hết số tiền kiếm được vì không còn chỗ nào để lui tới. Bọn họ mà không may thì có thể ở tù rục xương vì chẳng ai để ý tới. Mình thì khác.,"không chỉ là việc duy trì mối quan hệ mà còn là cơ hội để học hỏi và phát triển cá nhân mỗi người. Tôi cảm thấy rằng, dù có những khó khăn nào đó xảy ra,",74,"không chỉ là việc duy trì mối quan hệ mà còn là cơ hội để học hỏi và phát triển cá nhân mỗi người. Tôi cảm thấy rằng, dù có những khó khăn nào đó xảy ra, chúng ta vẫn nên vững vàng và tin tưởng vào quyền lực mỗi người đang có. Chúng ta cần phải học cách xây dựng mối quan hệ tốt, giữ gìn sự gắn kết và trao đổi suy nghĩ, cảm xúc để tạo nên một mối quan hệ lành mạnh và độc đáo. Mỗi khi gặp khó khăn, chúng ta cần đến sự hỗ trợ lẫn nhau, không ngừng nỗ lực cải thiện và phát triển, vì vậy mà tương lai của chúng ta sẽ đẹp hơn hết.","George prosiguió: —Con nosotros no pasa así. Tenemos un porvenir. Tenemos alguien con quien hablar, alguien que piensa en nosotros. No tenemos que sentarnos en un café malgastando","el dinero sólo porque no hay otro lugar adonde ir. Si esos otros tipos caen en la cárcel, pueden pudrirse allí porque a nadie le importa. Pero nosotros, no.","esperanzas vaga. Tenemos un plan, algo con lo que luchar. No vamos a permitir que la injusticia nos enganche de nuevo. Hemos aprendido de nuestros errores anteriores",57,"esperanzas vaga. Tenemos un plan, algo con lo que luchar. No vamos a permitir que la injusticia nos enganche de nuevo. Hemos aprendido de nuestros errores anteriores y ahora somos más fuertes, más unidos que nunca. La lucha será difícil, pero creemos en la victoria. Juntos, podemos cambiar las cosas para que el futuro sea mejor para todos.","George devam etti: ""Bize gelince iş değişir. Bizim umduğumuz var. Bizim konuşacak, bize ilgi gösterecek bir kimsemiz var. Gidecek başka yeri olmadığı için,","bir meyhanede oturup bütün parasını harcayanlar gibi değiliz biz. Ötekiler kodese girecek olsalar, geberip gitseler de kimsenin umurunda olmaz. Ama biz öyle değiliz.","bizimle birlikte yeni bir hayat başlatacağız. Bunu yapmak için gerekli olan her şeyi planladık ve bütün güvenilir kaynaklara sahip olmak için buradayız.""",46,"bizimle birlikte yeni bir hayat başlatacağız. Bunu yapmak için gerekli olan her şeyi planladık ve bütün güvenilir kaynaklara sahip olmak için buradayız."""
"“’Course you did. Well, look. Lennie—if you jus’ happen to get in trouble like you","always done before, I want you to come right here an’ hide in the brush.”","did with the mouse back on the ranch, you come straight to me, you hear? I'll",30,"did with the mouse back on the ranch, you come straight to me, you hear? I'll",- Tốt lắm! Nghe tao hao nữa đây! Lennie... nếu chẳng may mày có gây chuyện,"lôi thôi như lần trước, mày lập tức tìm chỗ này và nấp vào trong bụi rậm.","không được đánh nhau. Tôi sẽ giúp bạn giải quyết vấn đề này, chúng ta sẽ nói",33,"không được đánh nhau. Tôi sẽ giúp bạn giải quyết vấn đề này, chúng ta sẽ nói với ông Carlson và đề nghị một lời giải thích.","—Claro que sí. Bueno, oye, Lennie... Si llegas a verte en aprietos, como siempre","te ocurre, quiero que vengas a este lugar y te escondas en el matorral.","te harás daño accidental, ¿viste? Eso te preocuparía, ¿no?",28,"te harás daño accidental, ¿viste? Eso te preocuparía, ¿no?","""Tabii. Peki öyleyse, dinle, Lennie... Geçen seferki gibi başını yine","belaya sokacak olursan, hemen koşup buraya gelir, çalıların arasında saklanırsın.","kaldı. Ben seninle her şeyi anlayabilirim, Lennie. Senin hikayesinde her şey bir önceki",20,"kaldı. Ben seninle her şeyi anlayabilirim, Lennie. Senin hikayesinde her şey bir önceki anıdır."
George stepped over and threw his blankets down on the burlap sack of straw that was a mattress. He,looked into his box shelf and then picked a small yellow can from it. “Say. What the hell’s this?”,"lay down, his mind racing with the day's events, the weight of his decisions pressing heavily upon",38,"lay down, his mind racing with the day's events, the weight of his decisions pressing heavily upon his chest. The room, dimly lit by the flickering candle on the small nightstand, cast long shadows that danced across the walls, mirroring the turmoil within him. He knew he had to make a choice, one that would define the course of his life and potentially alter the lives of those around him. The quiet of the night seemed to mock his inner turmoil, offering no solace or answers. Sleep evaded him, his eyes stubbornly open, as he grappled with the complexity of his emotions and the impending reality of his future.",George bước lại gần và ném bó chăn lên chiếc nệm rơm. Nó nhìn cái hòm,"và với lấy một cái hộp sắt màu vàng. - Này cụ, gì đây hả trời?",trông như một cái thiên thạch đang trôi trên một mực sâu và mênh,32,"trông như một cái thiên thạch đang trôi trên một mực sâu và mênh mông, nhưng lại không có gì ở trong.",George se acercó a un camastro y arrojó sus mantas en el saco de arpillera lleno de paja que formaba,el colchón. Miró el cajón de sus estantes y sacó de dentro una latita amarilla. —¡Eh! ¿Qué diablos es esto?,"una cama rígida y incómoda, sintiendo la brisa fresca de la noche en su piel desnuda, consciente de que su vida,",40,"una cama rígida y incómoda, sintiendo la brisa fresca de la noche en su piel desnuda, consciente de que su vida, tan complicada y marcada por secretos, estaba a punto de cambiar drásticamente.",George yaklaştı ve şilte vazifesini gören saman çuvalının üstüne battaniyesini attı. Raflık,"sandığına baktı ve içinden sarı bir teneke kutu aldı: ""Hey, bu da nesi?","George, karanlığın derinliklerine doğru ilerledi, samanla dolu gölgeye dikkat",25,"George, karanlığın derinliklerine doğru ilerledi, samanla dolu gölgeye dikkat etti, ancak kendisine güvenmeyen bir his defetti."
