en_first_half,en_second_half,en_results,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_results,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_results,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_results,tr_word_count,tr_results_raw
"""Unlike weeds, I had to be replanted, you see, given food and water.","On account of you. That was the deal Jalil made with his family.""","It was a slow process, requiring patience and care, much like nurturing",26,"It was a slow process, requiring patience and care, much like nurturing a fragile seedling back to health.","“Nhưng khác loài cỏ dại, mẹ được người ta mang đi trồng lại, con thấy đấy, được cho thức",ăn và nước uống. Vì con đấy. Đó là những gì Jalil đã thỏa thuận với gia đình ông ta.”,". Con gái này từ đó càng quý trọng hơn mẹ, chúng cố gắng học cách sống và sống một cách",39,"thức. Con gái này từ đó càng quý trọng hơn mẹ, chúng cố gắng học cách sống và sống một cách tự lập, dẫn dắt bản thân vào một tương lai mới và khỏe mạnh hơn.","–Pero, al contrario de lo que se hace con los hierbajos, a mí tenían que volver a plantarme, ¿entiendes?",Tenían que darme agua y comida. Por ti. Éste fue el acuerdo al que llegó Yalil con su familia.,"pero esta vez no solo para cultivar, sino para recuperar mi sentido de pertenencia a este mundo,",38,"pero esta vez no solo para cultivar, sino para recuperar mi sentido de pertenencia a este mundo, a este lugar donde mi historia se entrelaza con las de todos.","“Ancak, yabani otların aksine, benim yeniden bir yere ekilmem, beslenip","sulanmam gerekiyordu. Senin hatırına. İşte, Celil’in ailesiyle yaptığı sözleşme buydu.","gölgeye çıkarmam gerektiğini biliyorum."" Ancak, bu olayla ilgili sadece kendine özgü bir",20,"gölgeye çıkarmam gerektiğini biliyorum."" Ancak, bu olayla ilgili sadece kendine özgü bir tutum sergilemeyeceğim; aynı zamanda, bu tür olaylara karşı genel bir tavır geliştirmem gerekiyor."
"""When the pain got bad, I'd bite on a pillow and scream into it until I was hoarse. And still no one came to wipe my face or give me a drink of water. And you,","Mariam jo, you were in no rush. Almost two days you made me lay on that cold, hard floor. I didn't eat or sleep, all I did was push and pray that you would come out.""","it seemed, were expected to endure the agony in silence, a testament to some unspoken code of resilience that demanded self-reliance above all else. The absence of a comforting",72,"it seemed, were expected to endure the agony in silence, a testament to some unspoken code of resilience that demanded self-reliance above all else. The absence of a comforting hand or a soothing voice only amplified the isolation, making the ordeal a private torment that no outsider could fully comprehend. The lack of support was a harsh lesson in solitude, teaching that the world could be a cold and indifferent place, where suffering was often met with apathy rather than compassion. Yet, amidst the despair, a strange kind of strength began to take root, a silent resolve that whispered of survival and endurance, born from the depths of that very pain and solitude. It was a harsh school, but one that forged an unbreakable spirit, capable of withstanding the harshest of trials without faltering or yielding.","“Khi những cơn đau hành hạ, mẹ phải cắn vào gối và la hét cho đến khi lạc cả giọng. Vậy mà vẫn chẳng có ai đến để lau mồ hôi trên mặt mẹ hay rót cho mẹ một cốc nước. Và con, Mariam","bé bỏng, con cũng chẳng vội gì. Con đã để cho mẹ nằm trên sàn nhà cứng lạnh gần hai ngày liền. Mẹ không ăn, không ngủ, tất cả những gì mẹ làm được là cố rặn và cầu nguyện để con sớm chui ra.”",,89,,"–Cuando el dolor se hizo insoportable, mordí una almohada y grité hasta quedarme ronca. Pero nadie acudió a secarme la cara ni darme un trago de agua. Y","tú, Mariam yo, no tenías prisa. Casi dos días me tuviste tumbada en el frío y duro suelo. No comí ni dormí, sólo empujaba y rezaba para que salieras.",completa,57,completa,"“Sancılar arttığında, yastığı ısırıyor, sesim kısılıncaya kadar bağırıyordum. Yine de, bir Allah kulu gelip yüzümü silmedi, bir bardak su vermedi. Sana gelince, Meryem co, hiç acele etmedin","kızını! O soğuk, taş gibi zeminde tam iki gün yatırdın beni. Ne bir şey yedim, ne de uyudum; sürekli ıkınıyor, bir an önce gelmen için Tanrı’ya yakarıyordum.","ama beni geri döndürmeyeceksin. Benim için bu, bir tuzak olabilir, ama senin için bir sevdiğim yer olabilir. Hayatımızın her adımında birbirimize inanmayı unutmayalım.",54,"ama beni geri döndürmeyeceksin. Benim için bu, bir tuzak olabilir, ama senin için bir sevdiğim yer olabilir. Hayatımızın her adımında birbirimize inanmayı unutmayalım."
"""Is that what you want?"" Mullah Faizullah said, looking at her with his soft, watery eyes, his","hands behind his stooping back, the shadow of his turban falling on a patch of bristling buttercups.","expression of concern and curiosity mingled. ""I want to understand,"" she replied, her voice barely above",34,"expression of concern and curiosity mingled. ""I want to understand,"" she replied, her voice barely above a whisper, reflecting the gravity of the moment and the weight of the secrets she carried within her heart.","“Có phải đó là điều con muốn?” Giáo sĩ Faizullah hỏi, nhìn cô bé với đôi mắt dịu dàng và long lanh nước, đôi tay chắp","sau tấm lưng còng, bóng của chiếc khăn ông đội trên đầu đổ dài trên mảnh đất có những cây mao lương hoa vàng mọc tua tủa.","trong tay, nhưng không có câu trả lời nào được nói ra. Cô bé chỉ quay quay đầu, như cô đang nhận diện về sự vắng vẻ của một",53,"trong tay, nhưng không có câu trả lời nào được nói ra. Cô bé chỉ quay quay đầu, như cô đang nhận diện về sự vắng vẻ của một gì đó quan trọng, một điều không thể nói ra bằng lời. Giáo sĩ Faizullah cảm thấy đau đớn, nhưng cũng hiểu rằng việc hỗ trợ cô bé này đòi hỏi sự hiểu biết và sự kiên nhẫn. Anh ấy tự hỏi bản thân: ""Có thể là một trải nghiệm không may mắn trong cuộc sống của cô ấy không?"" Anh ấy nhấn mạnh rằng cần phải giúp cô bé nhận ra rằng mọi thứ không phải đều đẹp, và họ cần phải biết cách tự giải quyết vấn đề. Anh ấy nhắc nhở cô bé rằng mọi người đều có thời gian để học hỏi và phát triển, và đó là một phần quan trọng của quá trình sống. ""Chúng ta sẽ đi theo đường này cùng nhau"", Giáo sĩ Faizullah nói với tâm trạng yêu thương, mong muốn cô bé biết rằng anh ấy sẽ luôn là một nguồn sự hỗ trợ và hướng dẫn trong cuộc sống của mình.","–¿Es eso lo que quieres? – preguntó el ulema Faizulá, fijando en ella sus dulces ojos llorosos, con",las manos a la espalda y la sombra de su turbante proyectándose sobre una mata de hirsutos ranúnculos.,"un tono de voz que parecía mezclar tristeza con un deseo casi palpable de comprender. Ella, con la mirada",36,"un tono de voz que parecía mezclar tristeza con un deseo casi palpable de comprender. Ella, con la mirada fija en él, sintió una mezcla de emociones que la abrumó; la culpa, la gratitud, el miedo y un anhelo profundo de reconciliación. ""Sí"", respondió ella, su voz suave pero determinada, ""sí, eso es lo que quiero"". Su respuesta no fue inmediatamente, ya que la profundidad de sus sentimientos la obligó a reflexionar sobre cada palabra. El ulema Faizulá, observando la transformación en su expresión, sintió una sensación de consuelo mixta con el dolor de verla sufriendo. ""Entendido"", murmuró él, extendiendo su mano hacia ella con una delicadeza casi palpable. Ella, sin dudarlo, se dio la mano, permitiendo que el ulema la sostiera. En ese contacto, se sentaron juntos en el suelo, unión de dos corazones que habían sido golpeados por la crueldad del mundo, pero ahora encontraban consuelo en el entendimiento mutuo. ""Hagamos esto juntos"", dijo Faizulá, su voz llena de resolución. ""Hagamos todo lo que sea necesario para corregir lo que hemos hecho mal"". La promesa de un nuevo comienzo, llena de reparación y amor, se estableció en ese momento, entre dos seres que, a pesar de sus errores, decidieron luchar juntos por la redención y el amor incondicional. ","“İstediğin bu mu?” dedi Molla Feyzullah o sevecen, sulu gözlerini kıza dikerek;","ellerini arkada, bükülmüş belinde kavuşturmuştu, sarığının gölgesi dikenli düğünçiçeklerinden oluşan, küçük öbeğe düşüyordu.","Ne var ki, seni görmek istiyorum, ama bu şeyin neden?” diye sortu.",25,"“Ne var ki, seni görmek istiyorum, ama bu şeyin neden?” diye sortu."
"She went on to say how Mil's wives had called her an ugly, lowly stone carver's daughter. How",they'd made her wash laundry outside in the cold until her face went numb and her fingertips burned.,"they had mocked her for her simple clothes and unrefined manners, making her feel like an outsider in",36,"they had mocked her for her simple clothes and unrefined manners, making her feel like an outsider in her own home. Despite the pain of those memories, she had persevered, using them as fuel to build a life that was the polar opposite of her past. Now, as she looked at Mil's contented face, she realized that the hurtful words had inadvertently shaped her into a stronger, more compassionate person, capable of offering love and support to those who needed it most.",Rồi bà tiếp tục nói về chuyện bị các bà vợ của Jalil gọi là con gái của người thợ đẽo đá xấu xí và thấp hèn như thế,"nào, chuyện họ bắt bà phải giặt quần áo ngoài trời lạnh cho đến lúc mặt tê cóng và các đầu ngón tay tím tái cả lại ra sao.","trong khi họ không biết rằng anh chàng đó có một tình yêu thương vô tình dành cho cô gái này, tình cảm quyết liệt mà anh ta",58,"trong khi họ không biết rằng anh chàng đó có một tình yêu thương vô tình dành cho cô gái này, tình cảm quyết liệt mà anh ta không thể chia sẻ với ai. Bà nói rằng họ đã tạo ra một người con người không thể coi trọng bằng việc gọi cô gái đó thấp hèn và xấu xí, điều này đã gây ra sự cảm thán lớn trong tâm trí Jalil, khi cậu bé phải nhìn thấy mẹ của cô gái cô ấy bị trừu tượng và bị xem như một người không đáng được yêu.","Y añadió que las mujeres de Yalil la habían llamado horrible y sucia hija de cantero, y que la habían obligado",a lavar la ropa en medio del frío hasta que la cara se le quedaba helada y le ardían los dedos.,"a lavar sus ropas constantemente, incluso cuando sabían que no tenía culpa de nada, dejándola sentir",42,"a lavar sus ropas constantemente, incluso cuando sabían que no tenía culpa de nada, dejándola sentir humillada y despreciada por todos.","Sonra, başladı sıralamaya: Celil’in karılarının onu nasıl basit bir taş işçisinin çirkin kızı diye","aşağıladığını. Çamaşırı nasıl dışarıda, buz gibi havada yıkattıklarını; yüzünün soğuktan nasıl uyuştuğunu, parmak uçlarının yandığını.",bir hazineye taşıdığına dair hikayesiyle sıradan bir işçiyi tanımladı.,29,bir hazineye taşıdığına dair hikayesiyle sıradan bir işçiyi tanımladı.
"Lili Mi birdbath, Sitting on a dirt path, Minnow sat on","the rim and drank, Slipped, and in the water she sank","the soft grass, contemplating the beauty of the surrounding",22,"the soft grass, contemplating the beauty of the surrounding nature, her thoughts wandering to the complexities of human emotions and the simplicity of bird life.","Lili lili chiếc chậu tắm của chim, Để trên bờ đất, Con","cá tuế ngồi trên vành uống nước, Trượt xuống dưới chìm mất.",là một hình ảnh đáng nhớ về sự tự do và sự tinh tế của sinh,24,là một hình ảnh đáng nhớ về sự tự do và sự tinh tế của sinh sống trên Trái Đất.,"Lili lili para pájaros la pila en un sendero de la villa, Minnow","se posó en el borde y bebió, resbaló y en el agua se hundió.","era un refugio silvestre, donde los pájaros se reunían para cantar",27,"era un refugio silvestre, donde los pájaros se reunían para cantar y bailar, escapando al abarrotar bosque de la vida urbana.","Lili lili kuş tasında yundu, Toprak yola kondu. Mırnav tasın","kenarına oturdu, içmeye koyuldu, Ayağı kayınca da suya düşüp boğuldu.","bir gün ayaklanarak güneşin ışığına uğrayıp, kendini yeniden canlandırdı.",20,"bir gün ayaklanarak güneşin ışığına uğrayıp, kendini yeniden canlandırdı."
"""You know,"" he said, ""the picture quality isn't that good. Neither is the sound. And the projector's","been malfunctioning recently. Maybe your mother is right. Maybe you can think of another present, Mariam jo.""","the bulb is burned out, and it's making a loud buzzing noise whenever it tries to turn on. It's really distracting",34,"the bulb is burned out, and it's making a loud buzzing noise whenever it tries to turn on. It's really distracting and ruining the whole experience for everyone here tonight. I'm not sure if we should even try watching the movie like this, maybe we should just call it a night and find something else to do.","“Con biết không,” ông nói, “chất lượng hình ảnh của phim không được tốt. Âm thanh cũng thế. Và gần đây máy chiếu không hoạt","động được. Có lẽ mẹ con đúng đấy. Có lẽ con có thể nghĩ đến một món quà khác, Mariam yêu quý của bố ạ.”","ra như bình thường. Nhưng tôi vẫn muốn nó được hoàn thiện, vì vậy tôi sẽ cố gắng tìm kiếm các phương pháp",50,"ra như bình thường. Nhưng tôi vẫn muốn nó được hoàn thiện, vì vậy tôi sẽ cố gắng tìm kiếm các phương pháp cải tiến và phát triển mới, để đưa phim đến mức độ kỳ diệu mà nó đáng được có. Tôi hy vọng rằng sự cố gắng của tôi sẽ đáp ứng mong muốn của người xem và đưa nó trở thành một bộ phim đáng chú ý.",–¿Sabes? – dijo-. La calidad de la imagen no es muy buena. Ni la del sonido. Y últimamente el proyector,"no funciona muy bien. Me parece que tu madre tiene razón. Será mejor que pienses en otro regalo, Mariam yo.","parece estar fallando con más frecuencia que nunca. Es frustrante, especialmente cuando uno se prepara para",40,"parece estar fallando con más frecuencia que nunca. Es frustrante, especialmente cuando uno se prepara para una noche de entretenimiento y se enfrenta a estas interrupciones inesperadas.","“Biliyor musun,” diye başladı, “filmin kalitesi, görüntü pek iyi değil. Sesi de öyle. Son zamanlarda","makinede bir bozukluk var. Bence annen haklı. Belki de başka bir armağan düşünmelisin, Meryem co.","uygulayarak film dünyasında önemli bir yer kazandıysa da, en büyük kararlılığını yaratmak için bir",30,"uygulayarak film dünyasında önemli bir yer kazandıysa da, en büyük kararlılığını yaratmak için bir film yapmak gerekiyor.”"
"Mariam climbed onto thegari. They rode in silence, side by side. On the way there, Mariam saw herb shops, and open-fronted cubbyholes where shoppers bought oranges and","pears, books, shawls, even falcons. Children played marbles in circles drawn in dust. Outside teahouses, on carpet-covered wooden platforms, men drank tea and smoked tobacco from hookahs.","fresh figs. The air was filled with the scent of spices and the sound of haggling voices. She noticed children playing in the dirt streets, their laughter mingling with the clatter of donkeys'",54,"fresh figs. The air was filled with the scent of spices and the sound of haggling voices. She noticed children playing in the dirt streets, their laughter mingling with the clatter of donkeys' hooves and the distant tolling of the city's many bells, signaling the passage of time in this ancient, bustling metropolis.","Mariam trèo lên chiếc gari. Họ ngồi im lặng cạnh nhau. Trên đường tới đó, Mariam nhìn thấy những cửa hàng bán thảo dược và nhiều dãy kệ hàng nơi khách hàng mua cam và lê, sách, khăn","choàng, thậm chí cả chim ưng nữa. Trẻ con chơi bi trong những vòng tròn vẽ dưới đất. Bên ngoài các tiệm trà, trên bục gỗ có trải thảm, cánh đàn ông vừa uống trà vừa hút tẩu thuốc.","trang viết. Cảnh quan này gợi ra những suy nghĩ về sự phong phú và sự phát triển của thành phố, cũng như những người dân đang sống và làm việc theo chiều hướng tiên tiến. Mariam cảm",77,"trang viết. Cảnh quan này gợi ra những suy nghĩ về sự phong phú và sự phát triển của thành phố, cũng như những người dân đang sống và làm việc theo chiều hướng tiên tiến. Mariam cảm thấy mình đang trên một đường đầy biển ngạch mới, nơi mà mọi việc đang phát triển một cách nhanh chóng, từ sản xuất thảo dược đến thị trường văn hóa. Họ nhìn thấy những người dân đang tham gia vào cuộc sống này, mua sắm và giao tiếp, tạo thành một cảnh sống đầy đa dạng và sống còn. Đường trước họ dễ dàng nhìn ra được sự kết hợp giữa truyền thống và sự tiến bộ, khi những người dân cùng nhau tạo ra một môi trường thịnh vượng và phong phú. Mariam cảm thấy cảm giác hứng thú và hy vọng, nhờ đó họ cảm thấy họ đã đến một nơi mới, nơi có thể mang lại những thay đổi tốt đẹp cho cuộc sống họ. Mariam cũng nhìn thấy những ngôi nhà phong phú và công nghiệp hiện đại, thể hiện sự phát triển kinh tế và chuyển đổi nền kinh tế mà thành phố đang đối mặt. Họ nhận thấy sự đa dạng của người dân, từ người lao động đến những người tham gia vào ngành kinh doanh hiện đại, tạo thành một cộng đồng đa dạng và phong phú. Mariam cảm thấy mình đang trên một đường đầy khả năng tìm kiếm mới, nơi mà mọi người đều có cơ hội để phát triển và thực hiện khát vọng của mình. Đường trước họ trở nên không chỉ là một con đường dẫn đến một nơi cụ thể mà còn là biểu tượng của sự tiến bộ và hy vọng, mang đến cho Mariam cảm giác hứng thú về cuộc sống mới mà họ đang chờ đợi.","Mariam subió al gari. Hicieron el trayecto en silencio, codo con codo. Por el camino, Mariam vio herbolarios y casetas donde se compraban naranjas y peras, libros, chales, incluso halcones. Había","niños jugando a canicas en círculos trazados en el polvo. A la puerta de las casas de té, sobre plataformas de maderas alfombradas, había hombres bebiendo té y fumando tabaco de narguiles.","una variedad de colores de telas, joyas artesanías y artículos de cocina. Las vendedoras hablaban con voz alta, intentando atraer la atención de aquellos que pasaban. Al llegar a la plaza central,",63,"una variedad de colores de telas, joyas artesanías y artículos de cocina. Las vendedoras hablaban con voz alta, intentando atraer la atención de aquellos que pasaban. Al llegar a la plaza central, Mariam notó cómo el ambiente se intensificaba, con música suave tocándose de las bandas locales y el aroma de comida caliente en el aire. Había una mezcla de alegría y tensión, ya que cada persona venía con sus propias historias y deseos. Mariam, con el corazón latiendo con mayor energía, se dio cuenta de que este viaje le daría una perspectiva única sobre su propia vida y las de las personas que habitaban en este lugar tan distante de su hogar.","Meryem gari’ye bindi. Yola düştüler; yan yana, sessizce. Meryem yol boyunca baharatçılar, portakal, armut, kitap, şal, hatta atmaca satılan, önü açık, tek","göz dükkâncıklar gördü. Çocuklar toprağa çizdikleri dairelerin içinde bilye oynuyorlardı. Çayevlerinin önünde, üzeri kilim kaplı tahta sedirlerde erkekler çay içiyor, nargile fokurdatıyorlardı.","bir mutfak makinesi. Meryem, kendisine güzel bir gecin başladı. Yolculukta, evcil hayvanlarla konuştu, çocuklarla rastladı ve güzel anılar kaydedti. Her adımda, aşkla dolu bir hayat sergileyen bu",44," bir mutfak makinesi. Meryem, kendisine güzel bir gecin başladı. Yolculukta, evcil hayvanlarla konuştu, çocuklarla rastladı ve güzel anılar kaydedti. Her adımda, aşkla dolu bir hayat sergileyen bu geceden baharın her günleri daha da güzel hâle geldi."
"""Look at me,"" he said. ""Jalil Khan says that I need to","take you back now. Right now. Do you understand? Jalil Khan says so.""",prove my worthiness to rule this kingdom and to win the hand of Princess,25,"prove my worthiness to rule this kingdom and to win the hand of Princess Aisha,"" he continued, his voice steady but his eyes betraying a flicker of doubt.","“Nhìn ta đây này,” ông ta nói. “Jalil Khan nói rằng ta phải đưa cháu quay",về bây giờ. Ngay bây giờ. Cháu có hiểu không? Chính Jalil Khan nói như vậy.”,"ra đường để tìm kiếm một người bạn cũ của mình, một người mà anh ta đã quên quá",32,"ra đường để tìm kiếm một người bạn cũ của mình, một người mà anh ta đã quên quá lâu, nhưng vẫn còn yêu.” Ông ta nhìn thấy màn ảnh trên điện thoại, một chàng trai trẻ với màn mày đen như một con sông sâu và mắt đen như đám trời đang tròn trên mặt phẳng, đem đến cảm giác nhìn vào một điều đáng yêu. Chúng ta cùng nhìn thấy chúng ta đã gặp lại kẻ yêu thương cũ, một người đã qua đời một thời gian dài nhưng vẫn mãi đang sống trong tâm trí Jalil Khan. “Anh ta vẫn còn nhớ”, ông ta nói với chúng ta, “có lẽ, chúng ta cũng phải nhớ lại những ngày qua, để chúng ta không quên ai và gì.”",–Mírame -ordenó el chófer-. Yalil Jan dice que he de llevarte,a tu casa ahora mismo. ¿Lo entiendes? Lo ha dicho Yalil Jan.,"al hospital, dicen que tu hermana necesita atención inmediata.",23,"al hospital, dicen que tu hermana necesita atención inmediata.","“Dinle beni,” dedi adam. “Celil Han seni geri götürmemi","istedi. Hemen şimdi. Anlıyor musun? Bu, Celil Han’ın talimatı.","demeyeceksiniz.” Adam, sesini kuvvetle dinlendikten sonra, çatısına",18,"demeyeceksiniz.” Adam, sesini kuvvetle dinlendikten sonra, çatısına çıktı."
"she was ashamed of how she had dismissed her mother's stricken looks, her","puffy eyes. Nana, who had warned her, who had been right all along.","silence during their last conversation. It was a cold, calculated silence",26,"silence during their last conversation. It was a cold, calculated silence born out of her own",Và cô thấy hổ thẹn vì đã không đếm xỉa đến ánh mắt buồn khổ và đôi mắt,"sưng húp của mẹ. Mẹ Nana đã cảnh báo cô, và tới giờ bà đã hoàn toàn đúng.","trong trạng thái căng thẳng, nhưng sau đó, một tia sáng tỏa ra từ một khu",36,"trong trạng thái căng thẳng, nhưng sau đó, một tia sáng tỏa ra từ một khu vực xa lạ, làm cho hai mắt hổ thẹn trông như có thể chứa được một tình cảm đầy đủ mà họ cần thiết phải khám phá.","Y sentía vergüenza de no haber hecho caso del rostro desconsolado de su madre,","de sus ojos hinchados. Nana, que se lo había advertido, que siempre había tenido razón.","sentando la culpa de haberse alejado de ella durante tanto tiempo, como si cada día sin",29,"sentando la culpa de haberse alejado de ella durante tanto tiempo, como si cada día sin hablar hubiera sido un acto de descaro hacia su amor inquebrantable.","Annesinin yaralı görüntüsüne, ağlamaktan şişmiş gözlerine boş verdiği için de","utanıyordu. Onu uyaran, baştan beri haklı olan Nana’yı hiçe saydığı için.",her zaman unutulmaz bir hikaye anlatıcısıydı.,21,her zaman unutulmaz bir hikaye anlatıcısıydı.
"""You can stay with me, Mariam jo,"" he said. ""I've asked them already to clean a","room for you. It's upstairs. You'll like it, I think. You'll have a view of the garden.""","room for you and your things. You'll be safe here, I promise.""",33,"room for you and your things. You'll be safe here, I promise.""","“Con có thể ở với bố, Mariam thân yêu,” ông nói. “Bố đã yêu cầu người ta dọn dẹp phòng cho",con. Phòng đó ở trên tầng. Bố nghĩ con sẽ thích nó. Từ trên phòng con có thể nhìn thấy khu vườn.,"người này, nhưng anh ta không muốn. Anh ta muốn con gái của mình có thể tự do chơi và học tập, không",43,"người này, nhưng anh ta không muốn. Anh ta muốn con gái của mình có thể tự do chơi và học tập, không bị chôn vào một không gian nhỏ và mệt mỏi với lời hẹn hò độc lập của một tuổi thanh niên.”","–Puedes quedarte conmigo, Mariam yo -dijo-. Ya les he pedido que te",preparen una habitación. Está arriba. Creo que te gustará. Podrás ver el jardín.,"quedaran en paz, y creo que mereces algo de tranquilidad en tu vida.",25,"quedaran en paz, y creo que mereces algo de tranquilidad en tu vida.","“Benimle kalabilirsin, Meryem co,” dedi. “Sana bir oda hazırlamalarını",tembihledim bile. Üst katta. Orayı seveceksin. Manzaralı; bahçeye bakıyor.,"getireceğim. Şu anda evimin ortasında bir oda var, oda için yatak oluşturacağım.",18,"getireceğim. Şu anda evimin ortasında bir oda var, oda için yatak oluşturacağım."
