en_first_half,en_second_half,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_word_count,tr_results_raw
"But a chair, sunlight, flowers: these are not to be dismissed. I am alive, I live, I breathe, I put my hand out,","unfolded, into the sunlight. Where I am is not a prison but a privilege, as Aunt Lydia said, who was in love with either/or.",47,"feeling the texture of the fabric, the warmth of the sun, the fragrance of the flowers filling the air around me. It is a simple existence, yet it is mine, a testament to the fact that life continues, that I am part of this world, experiencing its beauty and its challenges. Each day is a gift, a new beginning, a chance to embrace the unknown and to find meaning in the ordinary. In this chair, under the sun, surrounded by flowers, I find a moment of peace, a respite from the storms of life, a reminder that happiness can be found in the smallest of things. My existence is a quiet rebellion against the notion that one must have grandeur or drama to be truly alive. Here, in this moment, I am content, grateful for the simple pleasures that define my days.","Nhưng mà ghế, nắng, và hoa: không nên chối. Tôi còn sống, tôi sống, tôi hít thở, tôi duỗi bàn tay, xòe rộng, vươn vào","ánh nắng. Nơi tôi ở không phải nhà tù, mà là một đặc ân, dì Lydia bảo vậy, trung thành với công thức hoặc-hoặc của mình.",51,"trái tim của một con chim. Tôi nhìn thấy đại diện của sự tồn tại, một cái nhìn tự nhiên và mãnh liệt không có chỗ cho sự đổi thay hoặc sự bỏ qua. Mỗi lúc tôi hít thở, tôi cảm nhận được sự sống mãnh liệt của cuộc đời, và tôi cảm thấy bản thân tôi đang trở lại đây từ một chuyến đi xa, nhận ra sự quý giá của những gì mình có.","Pero la silla, la luz del sol, las flores... no deben despreciarse. Estoy viva, vivo, respiro, saco la mano abierta a la luz del","sol. El lugar en que me encuentro no es una prisión sino un privilegio, como decía Tía Lydia, a quien le encantaban los extremos.",48,"mano, y puedo testificar que mi alma aún late con fuerza. La vida es preciosa y no debe ser ignorada ni menospreciada en ningún momento. Cada detalle que me rodea es un regalo que merezco, y me dirijo a ellos con gratitud y amor incondicional.","Ancak sandalye, gün ışığı, çiçekler: Bunlar ortadan kaldırılamaz. Canlıyım ben, yaşıyorum, nefes alıyorum, uzatıyorum elimi hiç kırmadan gün","ışığının içine. Bulunduğum yer bir hapishane değil, aksine bir ayrıcalık, ya/ya da'lı lafları seven Lydia Teyze'nin dediği gibi.",36,"üstüne dökürürüm, hayatıma sevindirim, her anı gerçekleştirir ve hayallerimi umuduyla yürüyorum."
"Anyways, they're doing it for us all, said Cora, or so they say. If I hadn't of got my tubes tied,","it could of been me, say I was ten years younger. It's not that bad. It's not what you'd call hard work.",43,"she wouldn't have been able to bear the thought of bringing a child into this world, especially under these circumstances. It's a hard decision, but sometimes it's necessary for the greater good, she pondered, looking out at the horizon where the sun was setting, casting long shadows over the group gathered on the porch, each lost in their own thoughts about the sacrifices made and the uncertain future that lay ahead.","Sao đi nữa, họ làm thế cũng chỉ vì chúng mình, Cora nói, hoặc ít ra họ bảo vậy. Nếu tôi không thắt rồi, biết đâu","chẳng đến lượt tôi, ấy là giá sử tôi trẻ lại mười năm. Không tệ đến thế đâu. Ít ra đâu có gì gọi là nặng nhọc.",53,"Có thể họ sẽ quay trở lại và tôi sẽ trở thành người mất mát mà họ mong muốn tôi phải trở thành. Tôi nhìn mặt Cora, thấy một bóng đáng kinh ngạc, một bóng có thể tạo ra một cuộc chiến tranh hoặc một trò chơi đơn giản, tùy thuộc vào những người chơi.","De todas maneras, ellos lo hacen por nosotras, o eso dicen, prosiguió Cora. Si yo no tuviera las trompas ligadas, podría tocarme a","mí, en el caso de que fuera diez años más joven. No es tan malo. No es lo que se llama un trabajo duro.",47,"mí misma, pero no lo haría, porque sabemos que eso sería muy peligroso. Ellos están ahí para protegernos y nos guiarán con su experiencia y sabiduría, asegurando que nos mantengamos seguras en este mundo tan peligroso y desconocido.","Her neyse, hepimiz için yapıyorlar bunu, dedi Cora'ya da öyle söylüyorlar. Tüplerim bağlanmamış olsaydı, ben de onlardan","olabilirdim, on yaş daha genç olsaydım, sözgelimi. O kadar kötü değil. Hem ağır iş de denmez buna.",34,bu konuda biraz daha fazla bilgi alabilmiş olmış olmam.
"Or I would help Rita make the bread, sinking my hands into that soft resistant warmth which is so much","like flesh. I hunger to touch something, other than cloth or wood. I hunger to commit the act of touch.",40,"like the embrace of a long-lost friend, kneading it with a rhythm that spoke of comfort and tradition, the scent of yeast and flour filling the air with a promise of sustenance and love.","Hoặc tôi sẽ giúp Rita làm bánh mì, nhúng ngập tay trong cái chất ấm mềm quanh quánh rất giống da thịt. Tôi thèm","được đụng chạm đến điên lên, bất cứ thứ gì không phải vải cũng không phải gỗ. Tôi thèm phạm phải hành vi đụng chạm.",49,"ra làm bánh mì này là một cách tốt để gắn kết cảm xúc và cùng cảm nhận về quyền lực và sự hỗ trợ trong mối quan hệ. Bạn sẽ cảm thấy mình không chỉ là một người có vai trò hỗ trợ mà còn là một thành viên cần thiết trong hoạt động hàng ngày của gia đình, dẫn đến một cảm giác đặc biệt ấm áp và ổn định.","O ayudaría a Rita a hacer el pan, hundiendo las manos en esa blanda y resistente calidez que se parece tanto a","la Carne. Me muero por tocar algo, algo que no sea tela ni madera. Me muero por cometer el acto de tocar.",44,"una almohada de mi abuela, que siempre me contaba historias mientras la amolaba en las mañanas de invierno.","Ya da, Rita'nın ekmek yapmasına yardım ederdim, ete çok benzeyen o yumuşak, direngen sıcaklığa ellerimi","batırarak. Bir şeye dokunmaya açım, kumaş ya da ağaç dışında bir şeye. Dokunma edimini gerçekleştirmeye açım.",31,"görmüşüm, biraz saçmalık hissedim çünkü o ekmekin tadı çok iyi olmuş ve onun için size yardımcı olmak için elimden geleni yapmışım."
"The first time was on television, when I was eight or nine. It was when my mother was sleeping in, on Sunday mornings, and I would get up early and go to the television set in my mother's study and flip through the channels, looking for cartoons. Sometimes when I couldn't find any I would watch the Growing Souls Gospel Hour, where they would tell Bible stories for children and sing hymns. One","of the women was called Serena Joy. She was the lead soprano. She was ash blond, petite, with a snub nose and huge blue eyes which she'd turn upwards during hymns. She could smile and cry at the same time, one tear or two sliding gracefully down her cheek, as if on cue, as her voice lifted through its highest notes, tremulous, effortless. It was after that she went on to other things.",146,,"Lần đầu là trên ti vi, hồi tôi lên tám hay chín gì đó. Đó là thời mẹ tôi thường ngủ nướng, mỗi sáng Chủ nhật, còn tôi dậy sớm chạy đến bên ti vi trong phòng làm việc của mẹ, chuyển hết kênh này đến kênh khác tìm xem hoạt hình. Đôi khi không có, tôi xem chương trình Phúc âm “Linh hồn đang lớn”, có chuyện Kinh thánh kể cho trẻ con và thánh ca. Trong","các bà trên đó có một người tên Serena Joy. Bà dẫn bè nữ cao. Tóc vàng tro, nhỏ nhắn, mũi hếch, mắt to xanh mỗi lúc hát lại ngước lên trời. Bà có thể khóc cười cùng lúc, một hai giọt lệ lăn xuống má yểu điệu, như thể chực sẵn, trong khi giọng hát vút lên tới nốt cao chót vót, rung rẩy, như không. Phải sau này bà mới chuyển sang theo đuổi thứ khác.",156,,"La primera vez fue en la televisión, cuando tenía ocho o nueve años. Los domingos por la mañana, mi madre se quedaba durmiendo, y yo me levantaba temprano y me sentaba ante el aparato de la televisión, en su estudio, y pasaba torpemente de un canal a otro, buscando los dibujos animados. En ocasiones, si no los encontraba, miraba La Hora del Evangelio para las Almas Inocentes, donde contaban relatos bíblicos para niños y cantaban himnos. Una de","las mujeres se llamaba Serena Joy. Era la soprano y protagonista, una mujer menuda, de pelo rubio ceniza, nariz respingona y ojos azules que, durante los himnos, siempre miraba al cielo. Era capaz de reír y llorar al mismo tiempo, dejando deslizar graciosamente una o dos lágrimas por las mejillas, como si fuera algo estudiado, mientras su voz se elevaba con las notas más altas, trémula, sin ningún esfuerzo. Fue más tarde cuando se dedicó a otras cosas.",156,,"Sekiz ya da dokuz yaşındayken ilk kez televizyonda görmüştüm onu. Pazar sabahları annem uyurken, erken kalkıp çalışma odasındaki televizyona gider ve çizgi film arayarak kanalları tarardım. Kimi zaman çizgi film bulamadığımda çocuklar için İncil masallarını anlattıklarını ve ilahi söyledikleri Yetişen Ruhların İncili Şerif Saati'ni seyrederdim. Kadınlardan birinin adı Serena","Joy'du. Baş sopranoydu. Sarışın ve narindi, burnu küçük ve kalkık ve ilahi söylerken yukarı kaldırdığı gözleri iri maviydi. Aynı anda hem gülümseyip hem ağlayabilirdi, sesi en yüksek notalara titrek, çabasız tırmanırken bir iki damla göz yaşı, sıraya girmiş gibi, zarafetle yanağından aşağı süzülürdü. Diğer işlere girmesi bundan sonra olmuştu.",98,"sevgiliyimdi. O dönemde televizyonlar çok popülerdi ve herkes onları izliyordu. Serena, çizgi filmleriyle ilgilenen bir kadınydı ve her sabah televizyonuna gözlerini çekti. Ben de onun ilgisini çekmek için çeşitli programlarda yer aldım. O dönemde televizyon kanallarında çeşitli eğitim ve hikaye programları bulunuyordu. Serena, öğrenmeye ve insanların birbirlerine nasıl etkileşime girebileceğine dair bilgileri paylaşmaya devam etti. Ayrıca, onunla ilgili haberlerle de ilgili olabildiğimde, ona danışmaya çalıştım. Bu deneyimler, onunla daha derin bir bağa bağlanmamı için önemli oldu."
"Luke and I used to walk together, sometimes, along these streets. We used to talk about buying a house like one of these, an old big house, fixing it up. We would have a garden,","swings for the children. We would have children. Although we knew it wasn't too likely we could ever afford it, it was something to talk about, a game for Sundays. Such freedom now seems almost weightless.",71,"planting flowers and vegetables, maybe even keeping a few chickens. We dreamed about it, planned for it, and it felt so real. Those walks were more than just passing time; they were moments of shared future, of building a life together. Now, standing here alone, the house seems to whisper our dreams back to me, echoing the laughter we once shared under its creaky roof. The garden would be overgrown, the chickens long gone, and the house itself might be in need of more than just our tender care. Yet, in my heart, those memories remain vivid, a testament to the life we envisioned and the love we thought would sustain it. The city has changed, but those streets hold the echoes of our past, reminding me of the person I was when I walked them hand in hand with Luke.","Luke và tôi thường sóng bước bên nhau, đôi lần, trên những phố này. Chúng tôi thường nói chuyện mua một ngôi nhà như ở đây, một nhà cổ thật to, sang sửa lại. Sẽ có cả vườn, trồng đu cho các","con. Chúng tôi sẽ có con. Dù biết xác suất thực hiện những xa xỉ đó là khá thấp, chúng tôi vẫn ưa nói về nó, một trò giải khuây Chủ nhật. Thứ tự do ấy giờ cảm giác như phi thực.",84,"quả bơ. Đó là một mong muốn lớn, một nơi ở đây chúng ta có thể trải qua những ngày tốt hơn, bên nhau, xây dựng cuộc sống mình muốn.","En ocasiones, Luke y yo paseábamos juntos por estas calles. Decíamos que nos compraríamos una casa como ésta, una casa grande, y que la arreglaríamos. Tendríamos un jardín y columpios para los niños.","Porque tendríamos niños. Aunque sabíamos que no era muy probable que pudiéramos permitirnos ese lujo, al menos era un tema de conversación, un juego para los domingos. Ahora, aquella libertad parece una quimera.",66,"Compartir nuestras ideas y sueños, nos sentíamos más fuertes. Hablabamos de casarnos, de construir una vida juntos. A veces, nos perdíamos en pensamientos, imaginando la tranquilidad de tener nuestra propia morada, un lugar donde podamos cultivar no solo jardines, sino también recuerdos y momentos felices. En esos paseos, aunque no sabíamos exactamente cómo llegaríamos allí, sentíamos una conexión profunda, como si cada rincón de estas calles estuviera guardando secretos de nuestra futura vida compartida.","Luke ve ben ara sıra bu caddelerde yürürdük. Bunlara benzeyen bir ev, büyük eski bir ev satın almak ve onu tamir etmekten söz ederdik. Bir bahçemiz olacaktı, içinde","de çocuklar için salıncaklar. Çocuklarımız olacaktı. Bunun altından kalkmamızın pek mümkün olmayacağını bilmemize rağmen, konuşacak bir şeydi bu. Pazar günlerinin bir oyunu. Böylesi bir özgürlüğün şimdi sözü bile edilemez.",57,"pekmez, muz, ve bitkilerin çiçeklerine sahip olacaktı. Bahçemiz, hepimizin güneş ışınlarını keşfetmesi ve ortalarına katkıda bulunacak bir yer olacak, aynı zamanda yaşamımızın daha sağlıklı ve bitmiş olduğu bir alan olacak."
"There is more than one kind of freedom, said Aunt Lydia. Freedom to and freedom from. In","the days of anarchy, it was freedom to. Now you are being given freedom from. Don't underrate it.",35,"the world outside the walls of the compound, women are given the freedom to choose, but they are also constantly bombarded with choices that are dictated by societal expectations and the oppressive regime of Gilead. This freedom to choose is, in many ways, an illusion, as the true power lies in the hands of the men who control what options are available to women. Freedom from, on the other hand, refers to the liberation from the chaos and moral decay that Aunt Lydia and the Gilead regime claim to protect women from. This freedom from is presented as a false security, as it comes at the cost of individual autonomy and personal happiness. The narrative suggests that true freedom is a complex interplay between the ability to make choices and the liberation from oppressive constraints, a balance that the society of Gilead severely lacks.","Không phải chỉ có một thứ tự do, dì Lydia bảo. Có tự do được hành động và có tự do nhờ","giải thoát. Thời vô chính phủ, có tự do hành động. Giờ các cô được nhận tự do giải thoát. Đừng coi thường.",45,"ra vào cuộc sống của mình mà không cần phải chịu ảnh hưởng từ người khác. Tuy nhiên, bản lĩnh của quyền tự do này phụ thuộc rất nhiều vào môi trường và quyền lực của người có quyền cung cấp và quyết định. Ví dụ, trong một môi trường xã hội phù hợp, quyền tự do có thể đem lại lợi ích cho người sử dụng nó, nhưng nếu không có các quy định chung quy định, quyền tự do có thể dẫn đến những hậu quả xấu. Ví dụ thêm, một người phụ nữ có quyền tự do điều hành quan hệ tình dục, nhưng nếu không có quy định về quyền lợi cùng và bảo vệ, quyền tự do này có thể dẫn đến sự bất công hoặc khuyết tật cho cả hai bên. Do đó, một quan điểm cân nhắc quan trọng là cần phải đảm bảo một cách hợp lý và đều đặn quyền tự do để đảm bảo rằng chúng có thể hành động một cách tốt đối với bản thân và cộng đồng.","Hay más de un tipo de libertad, decía Tía Lydia. Libertad para y libertad de. En","los tiempos de la anarquía, habla libertad para. Ahora nos dan libertad de. No la menospreciéis.",32,"la vida cotidiana, como la de los pobres o de los rehenes, no siempre es una elección.","Birden fazla özgürlük çeşidi vardır, derdi Lydia Teyze. Bir şeyler yapma ve bir şeylerden sakınma","özgürlüğü. Anarşi günlerinde, bir şeyler yapma özgürlüğü vardı. Şimdiyse size sakınma özgürlüğü veriliyor. Azımsamayın bunu sakın.",31,"İçinde bulunduğu ev, onun kişisel alanıdır; bunun üzerine kurulu kısıtlamalar, onun kişisel özgürlüğüne engel olmamalıdır. Özgürlük, bireyin kişisel tercihlerini ve yaşam tarzını ifade etme yeteneğini temsil eder; bu nedenle, birinin evinin kısıtlamalarından bağımsız olarak kendi seçeneklerini tercih etme hakkını vurgulamak, toplumun genel özgürlüğüne ve bireysel ifadeye önemli bir katkıdır."
"Janine looks at me, then, and around the corners of her mouth there is the trace of a smirk. She glances down to where my own belly","lies flat under my red robe, and the wings cover her face. I can see only a little of her forehead, and the pinkish tip of her nose.",55,"peeks out from the hem of my shirt, a small but undeniable curve that seems to mock the flatness of her own. Her smirk widens as she leans in closer, her voice dropping to a conspiratorial whisper, ""So, it seems you've finally decided to embrace your womanly figure, huh?""","Tên cô, ngày đó, Janine. Janine nhìn tôi, thế đấy, và quanh khóe miệng nhíu bóng một cái cười khẩy. Cô ta trượt mắt xuống bụng","tôi lép xẹp dưới tấm váy đỏ, rồi đôi cánh che khuất mặt cô. Tôi chỉ còn thấy chỏm trán, và cái đàu mũi hồng hồng.",52,"trong sự bí ẩn của áo quần đen, đồng thời gợi ra một cảm giác rất đột ngột và không một chút dễ hiểu. Tôi nhìn thấy những mảnh tóc màu xanh lá cây dày đặc của cô ta, vừa bị lửa đèn pha, vừa mang đến một chi tiết về tính cách không ngờ đến. Cô ta không nói gì, nhưng cười của cô lại chứng minh được sự vô cùng bất ngờ và đột ngột trong cuộc gặp giữa chúng ta.","En aquellos tiempos, su nombre era Janine. Janine me mira y en las comisuras de sus labios asoma una sonrisa afectada. Baja la vista hasta mi vientre —una",tabla debajo del traje rojo— y la toca le cubre la cara. Sólo puedo ver un pequeño trozo de su frente y la punta rosada de su nariz.,56,"lluvia de gotas que parecen destellos de luz en un horizonte oscuro. Su mirada, tan intensa y llena de secretos, me envuelve como un abraço caloroso. ""Te he estado buscando"", dice entre bocanadas, su voz un susurro en el viento frío que entra por la ventana abierta. ""He estado aquí, esperándote"", continuo, sintiendo cómo mi corazón se acelera con anticipación. ""Tus palabras son como un refugio en este mundo confuso"", sus palabras son como un soplo de vida en mi pecho apagado. ""Quiero que sepas que no estás solo"", asegura, acercándose aún más, su calor superando el frío del ambiente. ""Juntos, podemos construir algo real, algo que realmente importe"". Su promesa resonó en mí, despertando una esperanza que había estado escondida detrás de una muralla de dudas. ""Sí"", respondo, mi voz firme, ""juntos haremos algo maravilloso"". Y en ese momento, sentados en la penumbra de la habitación, nuestra conexión se fortaleció, uniendo fuerzas para enfrentar lo que vendría. Nuestra historia apenas comienza.",Önceki zamanda ismi Janine'di. Janine bana bakıyor ve ağzının kenarlarında bir sırıtışın çizgileri beliriyor. Elbisenin altında karnımın,dümdüz kaldığı yere bakıyor ve kanatlar yüzümü kapatıyor. Sadece alnının küçük bir bölümünü ve burnunun pembemsi ucunu görebiliyorum.,35,"gölgesi, gerginlik hissiyle dolu. Kendimi kontrol edemem, ağzımı kapatıp hemen ona bakmamaya çalışıyorum. Kendimi kendime soruyorum, ne oldu bu? Bu sırıtışın ne anlama geldi? Biraz daha fazla odaklanmak gerekir, aslında ne yapmamı istediğim? Ancak, onun gözleriyle karşılaşmak istemem, çünkü buna karşı kendimi biraz daha fazla yorgun hissettiğimden eminim."
"I take the chicken, wrapped in butcher's paper and trussed with string. Not many things are plastic, anymore. I remember those endless white plastic shopping bags, from the supermarket; I hated to waste them and would stuff them in under the sink, until","the day would come when there would be too many and I would open the cupboard door and they would bulge out, sliding over the floor. Luke used to complain about it. Periodically he would take all the bags and throw them out.",86,"they burst open, leaking their insidious, toxic remnants into the air of my small kitchen. Now, it's cloth bags, or better yet, the sturdy, reusable woven ones that last for years. I unwrap the chicken, its skin still glistening with the remnants of its last bath, a mixture of water and vinegar to keep it fresh. The butcher's paper, once crisp and white, now bears the stains of its journey from the poultry counter to my hands. I set it aside, deciding to marinate it first, to infuse it with flavors that will complement the herbs and vegetables I plan to roast alongside. The kitchen fills with the scent of garlic and rosemary, a fragrant prelude to the meal to come. I prepare the marinade, a simple concoction of olive oil, lemon juice, and a sprinkle of salt and pepper, whisking it together in a small bowl. The chicken goes into the mixture, ensuring every part is coated, as I let it sit, savoring the moment of anticipation. Soon, the oven will be preheated, and the vegetables prepared, each one destined to play its part in a symphony of flavors. The clock ticks, marking the passage of time, but in the warmth of the kitchen, it feels almost irrelevant. Cooking is more than just a task; it's an expression of care, a way to transform raw ingredients into a meal that nourishes body and soul. As I move about the kitchen, my mind wanders to thoughts of family and friends, each meal a reminder of the bonds we share. The chicken, now sufficiently marinated, is transferred to a roasting pan, surrounded by its aromatic companions. The oven door closes with a soft thud, sealing in the promise of a meal to come. The rest of the preparations are a blur of activity—washing and chopping vegetables, setting the table, and lighting a few candles to set the mood. The oven timer dings, signaling the end of the cooking process, and I carefully remove the pan, using oven mitts to protect my hands from the heat. The chicken, now golden and fragrant, is set aside to rest, while the vegetables are plated alongside, each one a testament to the care and attention they received. The meal is ready, a testament to the journey from farm to table, a journey that began with a simple chicken, wrapped in butcher's paper and trussed with string.","Tôi nhận con gà, quấn trong giấy phèn buộc dây. Đồ bằng chất dẻo không thấy mấy, không thấy nữa. Tôi nhớ đến thứ túi ni lông trắng to không thấy đáy, đựng đồ siêu thị mua về; tôi chẳng bao giờ muốn vứt chúng","đi, toàn dúi vào dưới bồn rửa, tới một hôm nào đó khi tôi mở cửa tủ chúng đổ tràn ra, vung vãi trên sàn. Luke lúc nào cũng than phiền chuyện đó. Cứ đều đặn anh lại vơ tất cả đống túi quăng đi.",90,,"Cojo el pollo, envuelto en papel parafinado y atado con un cordel. Ya no quedan muchas cosas de plástico. Recuerdo aquellas bolsas blancas de plástico que daban en los supermercados; como odiaba desperdiciarlas, las amontonaba debajo",del fregadero hasta que llegaba un momento en que había tantas que al abrir la puerta del armario resbalaban hasta el suelo. Luke solía quejarse y de vez en cuando las sacaba todas y las tiraba.,72,"de mi cama, esperando el día en que pudiera reciclarlas. Ahora, viendo cómo el pollo se cocía, me preguntaba cómo había cambiado mi enfoque en la gestión del desechos. La conscientización sobre el impacto ambiental de nuestros consumos ha aumentado significativamente en los últimos años, llevando a muchas personas a adoptar prácticas más ecológicas. Las bolsas de plástico, que antes eran usadas y desechadas sin pensarlo dos veces, ahora son una preocupación que muchos abordan con cuidado. Las tiendas y supermercados ofrecen incentivos para la devolución de estos desechos, y hay iniciativas comunitarias que se dedican a reciclarlos y reducir la carga que ponen en el medio ambiente. El pollo, cocinándose en mi cocina, recordaba cómo mi actitud hacia el consumo y el descarte había evolucionado, reflejando un cambio más amplio en la sociedad hacia una conciencia más consciente y responsable del impacto que tenemos en el planeta.","Kasap kağıdına sarılıp iple bağlanmış pilici alıyorum. Plastik olan pek bir şey kalmadı, artık. Sonu gelmez beyaz plastik alış veriş torbalarını hatırlıyorum, süpermarketten alınan; onları atmaktan nefret","eder, lavabonun altına tıkıştırırdım, ta ki aşırı çoğalıp dolabın kapısını açtığımda dışarı fırlayarak yerlere saçılma günleri gelinceye kadar. Luke yakınırdı bundan. Belirli aralıklarla bütün torbaları toplayıp dışarı atardı.",55,"kaçırdım çünkü bunlar sadece bir süre kullanıma iyi gelecektiler. Ancak, bu pilici, beni biraz ilgi çekiyor, çünkü gerçekten çok az kullanılmış gibi görünüyor. Biraz eski bir boyutta, belki de yıllar boyunca kalmış bir şey mi? Bu tip malzemelerin pek çok anlam taşıdığı biliniyor; özellikle kültür unsurlarıyla ilgili araştırmalar yapılmıştır. Bu nedenle, piliciyi kendi evimde bir yerde atmak ve onu nasıl kullanacağımı düşünmek istiyorum. Özellikle, bir kitap kağıdı olarak kullanmak, hem kişisel hem de kişisel bir deneyim sunabilir. Kitaplar, genellikle hem bilgi hem de duygusal bir bağlantı sunarlar. Bu pilici, belki de kısa bir metin yazarken kullanılacağına dair bir sembol olarak hala var olabilir mi?"
I stop walking. Ofglen stops beside me and I know that she too cannot take her eyes off these women. We,"are fascinated, but also repelled. They seem undressed. It has taken so little time to change our minds, about things like this.",43,"stand silently, our faces reflecting the horror and the pity that we feel, unable to turn away from the grim spectacle before us.",Tôi dừng bước. Bên tôi Ofglen cũng ngừng lại và tôi biết cô ta cũng không thể rời mắt khỏi đám đàn bà kia. Chúng tôi mê,"hồn, nhưng cũng kinh tởm. Họ cứ như lõa thể. Chỉ sau chút ít thời gian đầu óc chúng tôi đã đổi cả, về những chuyện thế này.",55,"chúng một lần nữa, nhưng tôi không hiểu tại sao. Bất cứ ai đó trong đám đàn đó có thể là một người bạn lâu đời, hay có thể chỉ là một người mà bạn mới gặp đầu tiên trong cuộc đời của mình. Tôi nhìn vào mặt Ofglen, cô ta đang nhìn vào tôi cũng như thế, một bức tranh đầy đam mê và những suy nghĩ không thể diễn tả.",Me detengo. Deglen se para junto a mí y comprendo que ella tampoco puede quitarles los ojos de encima a esas mujeres. Nos fascinan y,al mismo tiempo nos repugnan. Parece que fueran desnudas. Qué poco tiempo han tardado en cambiar nuestra mentalidad con respecto a este tipo de cosas.,50,"son incapaces de mirar hacia abajo. Observo cómo sus expresiones se tensan y su mirada se enraiza en nosotros, como si buscara encontrar algo en nuestro comportamiento o en la apariencia física que nos diferencie de ellas. Es un momento de silencio, donde las palabras parecen insignificantes frente a la intensidad de la situación. Sin embargo, comprendo que hay algo en nuestra interacción que les intrigúa, algo que nos hace destacar de la multitud que nos rodea. Quizá sea la manera en que nos mantemos firmes, desafiando silenciosamente su intento de dominación. O quizá sea algo más sutil, algo que solo nosotros entendemos en ese momento compartido.",Yürümekten vazgeçiyorum. Gleninki de duruyor yanımda ve onun da gözlerini bu kadınlardan ayıramadığını biliyorum.,"Büyülendik, ancak tiksindik de. Çıplak gibiler. Çok kısa sürmüş, fikrimizi değiştirmemiz, bu tür şeyler hakkında.",29,"Ben de onların huzurunu hissetmek zorunda kalıyorum, çünkü her adımı takip etmek, her yüzüyle ilişkime girmek, onların acılarından kaçınmak için gerekli bir çaba ve kararlılık ifade eder."
"I also know better than to say yes. Modesty is invisibility, said Aunt Lydia. Never forget it. To","be seen—to be seen—is to be—her voice trembled—penetrated. What you must be, girls, is impenetrable. She called us girls.",37,"act as if you are unseen, unheard, and unimportant. It is a powerful tool, one that keeps us safe, that keeps others from taking advantage of us, from seeing us as anything other than what they expect us to be.","Tôi cũng biết khôn hồn đừng nói vâng. Khiêm cung là phải vô hình, dì Lydia bảo thế. Đừng bao giờ quên. Bị nhìn thấy - bị nhìn thấy - cũng tức","là - giọng dì run rẩy - bị xuyên thủng. Bổn phận của các cô là không để bị xuyên thấu, các cô bé ạ. Dì gọi chúng tôi là các cô bé.",65,"chúng ta đều có thể thấy một cái nhìn sâu sắc về tình cảm của con người. Bản chất của con người, đặc biệt là trong mối quan hệ, thường là điều không rõ ràng và có thể gây ra những đau thương không thể diễn tả bằng lời. Lydia đã phản đối bằng cách ngụ ý về việc không nói lên, có thể để tránh những khó khăn hoặc đau đớn mà chính cảm xúc không thể diễn tả hoặc hiểu. Có thể cậu bé đang cảm thấy đau đớn vì không thể hiểu rõ cảm xúc của mình hoặc lo sợ nhận thấy mình làm sai. Điều này là một cái nhìn về khả năng phát hiện và hiểu biết về cảm xúc của một người khác trong mối quan hệ, điều rất quan trọng trong quá trình phát triển tình cảm và mối quan hệ. Tình cảm thường đòi hỏi sự hiểu biết, tình nguyện và sự thích nghi với những gì chẳng có thể nói ra hoặc thể hiện bằng lời. Lydia's response, dù trông thấy nhẹ nhàng nhưng có nhiều đặc điểm sâu sắc, cho thấy sự phân tâm và sự hiểu biết về cảm xúc của một người bạn. Đó là một đặc điểm quan trọng trong mối quan hệ, giúp hai người thân thiện hơn và hòa đồng hơn với nhau.","También me cuido muy bien de decir que sí. Recato e invisibilidad son sinónimos, decía Tía Lydia. No lo olvidéis nunca. Si os","ven —si os v en es como si os penetraran, decía con voz temblorosa. Y vosotras, niñas, debéis ser impenetrables. Nos llamaba niñas.",46,"mejora en algo, es como si hubieras mejorado en todo. Así que siempre intentaré ser lo mejor posible, especialmente cuando alguien lo espera de mí.","Evet demeyecek kadar da akıllıyım. Alçak gönüllülük görünmezliktir, derdi Lydia Teyze. Asla unutmayın bunu.","Görülmek -görülmek derken sesi titriyordu- ulaşılmaktır. Olmanız gereken şey, kızlar, ulaşılmazlık. Kızlar derdi bize.",28,"Onun düşündüğü gibi, bu durum insanların derinliklerindeki zorluklarla ilgilenmelerini, onların var oluşunun daha kompleks yönlerini fark etmeyi gerektirir."
