Single_ent,en,en_results,es,es_results,tr,tr_results,vi,vi_results,en_shuffled,en_shuffled_results,es_shuffled,es_shuffled_results,tr_shuffled,tr_shuffled_results,vi_shuffled,vi_shuffled_results
['bruno'],"Bruno ran downstairs and even passed her out on the staircase so that he was waiting in the dining room when she arrived. He looked at her without saying anything for a moment and thought to himself that she couldn’t have applied her make-up correctly that morning because the rims of her eyes were more red than usual, like his own after he’d been causing chaos and got into trouble and ended up crying.","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","Bruno se volvió y bajó la escalera a toda prisa, adelantando a su madre, de modo que ya la esperaba en el comedor cuando ella llegó. La observó un momento en silencio y pensó que aquella mañana se había aplicado mal el maquillaje, porque tenía los bordes de los párpados más rojos de lo habitual, igual que se le ponían a él cuando se portaba mal, se metía en un aprieto y acababa llorando.","""title"": ""La Sombra del Viento"", ""author"": ""Carlos Ruiz Zafón""","Bruno aşağıya koştu, anneden önce yemek odasında olmak için, onu geçti. Hiçbir şey söylemeden bir an anneye baktı. Bu sabah makyajını düzgün yapamamış, diye düşündü; çünkü gözlerinin çevresi her zamankinden daha kırmızıydı. Tıpkı başı belaya girip ağladığında kendi gözlerinin olduğu gibi...","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","Bruno chạy ào xuống lầu và thậm chí còn vụt qua mặt mẹ cậu trên cầu thang nên khi vào đến phòng ăn thì cậu đã đợi ở đó. Cậu im lặng nhìn bà một lát bụng thầm nghĩ sáng nay bà hẳn đã không trang điểm đúng cách bởi vì viền mắt bà đỏ hơn thường lệ, y hệt như viền mắt cậu mỗi khi gây lộn xộn rồi gặp rắc rối và cuối cùng là khóc lóc.","""title"": ""Đời sống mới"", ""author"": ""Vũ Trọng Phụng""","thought dining were of for himself that been causing and rims into the downstairs the usual, ended out make-up trouble staircase up room chaos couldn’t was a and because he’d on have her correctly the and he that morning passed anything and his she she got moment even own like looked her arrived. ran He that at saying when eyes applied to Bruno than without her so after her waiting crying. more in red","""title"": ""Atonement"",""author"": ""Ian McEwan""","ya modo de de tenía escalera a su cuando a maquillaje, se ella llegó. igual Bruno habitual, que adelantando se mañana metía él en y la silencio ponían aquella cuando los volvió aprieto se en de el momento el portaba lo un pensó rojos bordes aplicado La comedor madre, había le a mal que bajó acababa en y mal, la porque que observó llorando. más esperaba los y se se prisa, toda un párpados","""title"": ""La Sombra del Viento"",""author"": ""Carlos Ruiz Zafón""","zamankinden diye onu yemek kendi Tıpkı söylemeden çevresi gibi... sabah başı Bu bir yapamamış, an olduğu makyajını daha ağladığında geçti. gözlerinin belaya kırmızıydı. anneden odasında gözlerinin önce aşağıya düzgün Bruno çünkü koştu, girip düşündü; anneye için, olmak şey her baktı. Hiçbir","Based on the provided passage, I'm going to take a guess. The passage appears to be a translation of a literary work, and the writing style suggests a classic novel. Although I'm not familiar with the specific text, I'll attempt to identify the book and author.   The passage seems to describe a scene where a character, possibly a child, is interacting with their mother, and there's a sense of emotional distress. The mention of ""gözlerinin belaya kırmızıydı"" (","qua bà lát đợi lộn điểm Bruno rồi đúng nên cách y nay mặt bà khóc vụt vì đã mỗi thường rắc cùng bởi chạy đến và phòng cầu cậu cậu chí cậu thì ào mắt im và hơn thầm một mẹ lệ, bà trên cuối viền đã trang đỏ nhìn ở là rối thang hẳn lóc. như còn khi không sáng gặp ăn viền nghĩ mắt xộn lầu thậm bụng khi xuống lặng gây hệt vào đó. Cậu","Based on the provided passage, I'm going to take a guess that the book is a translation of a classic novel. The writing style and the content seem to suggest that it might be a work of literary fiction.   Given the text, I'm going to take a chance and guess that the book is a translation of ""The Little Prince"" by Antoine de Saint-Exupéry, but the content doesn't seem to match exactly. Another possibility is that it's a translation of a book by a"
['gretel'],"‘No, not just you,’ she said, looking as if she might smile for a moment but thinking better of it. ‘We all are. Your father and I, Gretel and you. All four of us.’","""title"": ""The Grimm Legacy"", ""author"": ""Polly Shulman""","—No, no te vas sólo tú —repuso ella, y por un instante pareció que quería sonreír—. Nos vamos todos. Tú, Gretel, tu padre y yo. Los cuatro.","""title"": ""Hansel and Gretel"",""author"": ""The Brothers Grimm""","“Hayır, sadece sen değil,” Bir an gülümsemeyi düşünüp sonra vazgeçti. “Hepimiz gidiyoruz. Baban, ben, Gretel ve sen. Dördümüz birlikte.","""title"": ""Hansel and Gretel"",""author"": ""Brothers Grimm""&lt;/","“Không, không chỉ mình con,” bà bảo, trông như thể suýt nữa đã mỉm cười nhưng rồi lại nghĩ lại. “Tất cả chúng ta sẽ đi. Cha con và mẹ, Gretel và con. Cả bốn người chúng ta.”","""title"": ""Hansel and Gretel"",""author"": ""The Brothers Grimm""","but of moment Your a All smile if as I, father said, of not four just it. she better Gretel all looking might ‘We you. you,’ for and thinking us.’ and she are. ‘No,","""title"": ""Hansel and Gretel"", ""author"": ""Brothers Grimm""","sonreír—. Gretel, Tú, un y tú pareció tu por te todos. que —No, padre ella, y vamos Los quería instante sólo yo. no Nos vas cuatro. —repuso","""title"": ""Hansel and Gretel"",""author"": ""Brothers Grimm""","ben, gidiyoruz. “Hepimiz sen. “Hayır, vazgeçti. Bir değil,” Dördümüz sen an ve Gretel Baban, gülümsemeyi birlikte. sonra düşünüp sadece","Based on the provided passage, I'm going to take a guess. The passage appears to be a translation of a fairy tale, and the mention of ""Gretel"" and ""Baban"" (which means ""father"" in Turkish) suggests a connection to the classic German fairy tale ""Hansel and Gretel"". Given this information, I'm going to take a chance and attribute the passage to the Brothers Grimm, who are famous for collecting and publishing Germanic and European folk tales.   ","chỉ nghĩ “Tất đã mình chúng như bà chúng bốn thể con. Cả sẽ ta và con nhưng Cha lại. con,” bảo, nữa Gretel cả không mẹ, trông lại rồi mỉm ta.” đi. “Không, suýt người cười và","""title"": ""Hansel and Gretel"",""author"": ""The Brothers Grimm"""
['bruno'],"Bruno’s eyes opened wide and his mouth made the shape of an O. He felt his arms stretching out at his sides like they did whenever something surprised him. ‘You don’t mean we’re leaving Berlin?’ he asked, gasping for air as he got the words out.","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","Bruno abrió mucho los ojos y sus labios formaron una O. Notó que los brazos se le extendían hacia los lados, como solía ocurrirle cuando algo le sorprendía. —No querrás decir que nos vamos de Berlín, ¿verdad? —repuso, intentando tomar aire al mismo tiempo que pronunciaba aquellas palabras.","""title"": ""El niño con el pijama de rayas"",""author"": ""John Boyne""","Bruno’nun gözleri fal taşı gibi açıldı ve ağzı O şeklini aldı. Bir şeye şaşırdığında hep olduğu gibi, kollarının uzadığını hissetti. “Berlin’den ayrılacağız demek istemedin, değil mi?” diye sordu, sözcükler ağzından çıkarken nefes almaya çalıştı.","To determine the book and author of the given passage, I'll analyze the content and style. The passage appears to be a translation, likely from English to Turkish, given the context and the names mentioned (e.g., Bruno, Berlin). The narrative style suggests a contemporary or semi-contemporary work of fiction, possibly a novel that involves themes of surprise, travel, or significant life changes, as indicated by the mention of leaving Berlin.  Given the name ""Bruno"" and the setting of ""Berlin","Mắt Bruno mở to và miệng cậu há thành hình chữ O. Cậu cảm thấy cánh tay mình dang ra hai bên hệt như mỗi lần có gì đó làm cậu ngạc nhiên. “Mẹ không định bảo là chúng ta sẽ rời Berlin đấy chứ ạ?” cậu hỏi, hổn hển thốt ra những lời đó.","""title"": ""Cậu bé ở số 4A - 2 Wall Street"",""author"": ""John Boyne""","Berlin?’ arms they like his asked, words got him. as Bruno’s leaving of sides O. don’t and the whenever ‘You gasping for eyes mouth out. we’re surprised he felt shape mean air out he wide opened something an did the his made at stretching his He","""title"": ""The Boy in the Striped Pajamas"", ""author"": ""John Boyne""","y como decir tiempo aire le los una cuando sus palabras. solía labios ojos que tomar brazos mucho que al algo mismo le —repuso, hacia —No extendían Berlín, que Bruno nos querrás ¿verdad? ocurrirle pronunciaba abrió sorprendía. vamos intentando los se O. aquellas los lados, de Notó formaron","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","ve şeye fal ayrılacağız demek taşı çalıştı. gibi mi?” nefes Bruno’nun gözleri ağzı diye şeklini aldı. ağzından değil “Berlin’den istemedin, kollarının şaşırdığında olduğu Bir hissetti. sordu, açıldı sözcükler uzadığını hep O almaya çıkarken gibi,","""title"": ""The Spy Who Came in from the Cold"",""author"": ""John le Carré""","có há lần Mắt cậu Bruno cậu ra chúng định miệng như bên Berlin hổn tay thấy sẽ mình và thành rời cảm hình cánh hai thốt là mở hệt bảo gì chứ cậu “Mẹ dang làm đấy ta hỏi, ngạc lời đó. ạ?” không mỗi to chữ nhiên. ra đó hển Cậu những O.","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne"""
['bruno'],"When he first saw their new house Bruno’s eyes opened wide, his mouth made the shape of an O and his arms stretched out at his sides once again. Everything about it seemed to be the exact opposite of their old home and he couldn’t believe that they were really going to live there.","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","Cuando vio su casa nueva por primera vez, Bruno abrió los ojos desmesuradamente, sus labios formaron una O y los brazos se le extendieron hacia los lados. Era todo lo contrario de su antigua casa y no podía creer que de verdad fueran a vivir allí.","""title"": ""La boyita"", ""author"": ""John Boyne""",Yeni evlerini ilk gördüğünde Bruno’nun gözleri fal taşı gibi açıldı. Ağzı O şeklini aldı ve kolları yine yanlarında uzadı. Her şeyi ile eski evlerinin tam tersi gibiydi ve gerçekten burada yaşayacaklarına inanamıyordu.,"""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","Khi lần đầu nhìn thấy ngôi nhà mới mắt Bruno mở to, miệng cậu hà thành hình chữ O và một lần nữa cánh tay cậu lại dang ra hai bên. Mọi thứ trong ngôi nhà này dường như hoàn toàn đối lập với ngôi nhà cũ nên cậu không thể tin nổi cả nhà mình sẽ sống ở đây thật.","""title"": ""Cậu bé ở số 4A Heinrich"", ""author"": ""John Boyne""","he opposite his mouth he seemed saw again. and house his their sides new were to it of wide, Everything made really their and once shape of they an O the the out there. going home When that old opened about exact to eyes Bruno’s couldn’t live believe be at arms stretched his first","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","contrario O allí. casa primera lo los a todo no una desmesuradamente, Era abrió los se verdad vez, hacia labios brazos extendieron sus casa fueran lados. vivir su los le podía Cuando nueva de ojos y formaron Bruno antigua creer su que vio de y por","""title"": ""La casa de los espíritus"",""author"": ""Isabel Allende""",yaşayacaklarına inanamıyordu. açıldı. gözleri evlerinin gibiydi gerçekten taşı uzadı. tersi gibi Bruno’nun ilk ve O aldı burada eski evlerini kolları şeyi şeklini tam yine Her ve fal Yeni ile yanlarında gördüğünde Ağzı,"""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","chữ như cũ dang trong nhà hình thành ở lại nhà này hoàn thật. Mọi thể sống nổi Khi cậu nhìn không nên lập nhà dường ngôi ngôi mắt O hai mình đây toàn bên. ngôi mở đầu đối lần ra tin nhà tay một cậu sẽ to, mới hà và cánh Bruno nữa thứ miệng cả lần với thấy cậu","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne"""
['bruno'],"Bruno didn’t know what she meant by that so he pretended that she’d never said it at all. ‘I think this was a bad idea,’ he repeated. ‘I think the best thing to do would be to forget all about this and just go back home. We can chalk it up to experience,’ he added, a phrase he had learned recently and was determined to use as often as possible.","""title"": ""The Boy in the Striped Pajamas"", ""author"": ""John Boyne""","Como no sabía qué significaba aquello, Bruno fingió no haberla oído. —Me parece que nos hemos equivocado —repitió—. Creo que lo mejor será olvidar todo esto y volver a casa. La experiencia es la madre de la ciencia —añadió, una frase que había aprendido hacía poco y que le gustaba utilizar siempre que era posible.","""title"": ""La Sombra del Viento"", ""author"": ""Carlos Ruiz Zafón""","Bruno, annenin bununla neyi kastettiğini anlamadı. Bu yüzden de hiç söylemediğini varsaydı. “Bence bu kötü bir fikirdi,” diye tekrarladı. “Bence yapılacak en iyi şey tüm bunları unutup eve dönmek. Bunu deneyimler hanesine yazabiliriz.” diye ekledi. Bu sözü yeni öğrenmişti ve her fırsatta kullanmaya kararlıydı.","To determine the book and author of the given passage, let's analyze the content and style:  1. **Language and Style**: The passage is written in Turkish, suggesting it's a translation of an original work, likely from English, given the global prevalence of English literature translations.  2. **Content**: The passage involves a character named Bruno who is in a conversation, possibly with his mother, about an idea or event that Bruno doesn't fully understand or agree with. The mention of ""deney","Bruno không hiểu mẹ có ý gì khi nói vậy nên cậu vờ như mẹ chưa hề nói gì. “Con nghĩ đây thật là một ý tưởng tồi,” cậu nhắc lại. “Con nghĩ việc tốt nhất mà chúng ta nên làm là quên hết mấy thứ này đi và quay về nhà. Chúng ta có thể coi như đây kaf một trải nghiệm mà thôi,” cậu nói thêm, một cụm từ mà cậu mới học đượ gần đây và quyết định sẽ dùng khi nào có thể.","""title"": ""Hộ chiếu đến terabithia"",""author"": ""Katherine Paterson""","this can pretended at do to he what was and as bad this back that think up We chalk know the about a all. he possible. learned Bruno phrase he was best had it often to meant it recently didn’t use home. ‘I experience,’ just she and all so would idea,’ never repeated. determined ‘I think she’d a to as he by be to forget go added, that said thing","""title"": ""Mrs. Dalloway"", ""author"": ""Virginia Woolf""","nos todo la significaba madre utilizar experiencia y —repitió—. Bruno que le Como no gustaba qué posible. había —Me no sabía es la equivocado que siempre era Creo casa. haberla La será una —añadió, aprendido oído. volver olvidar ciencia hacía parece mejor hemos de fingió poco que a frase esto y que que lo aquello,","""title"": ""One Hundred Years of Solitude"",""author"": ""Gabriel Garcia Marquez""","bir fırsatta ve diye neyi “Bence kararlıydı. kullanmaya Bu unutup yazabiliriz.” dönmek. Bunu Bu kötü bununla varsaydı. hiç yeni de kastettiğini sözü şey söylemediğini tüm “Bence deneyimler diye bu tekrarladı. her eve en bunları iyi fikirdi,” öğrenmişti yüzden hanesine anlamadı. yapılacak annenin ekledi. Bruno,","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","là đây có thể nhất nào cậu ý nói vờ mấy mẹ đượ mà nên nên nghĩ tốt chúng đây thứ học coi về này cụm và chưa “Con “Con mà có không gì. mới quay trải ý nghiệm một ta như dùng cậu lại. làm kaf tưởng khi đi vậy như thể. nghĩ nói thôi,” gần là hết khi mà hiểu tồi,” một thêm, quên từ Chúng gì thật và ta có việc hề sẽ nói nhà. cậu đây nhắc cậu quyết định một Bruno mẹ","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne"""
"['maria', 'maría']","‘This isn’t home and it never will be,’ he muttered under his breath as he went through his own door to find all his clothes scattered on the bed and the boxes of toys and books not even unpacked yet. It was obvious that Maria did not have her priorities right.","""title"": ""A Series of Unfortunate Events"", ""author"": ""Lemony Snicket""",—Este no es mi hogar y nunca lo será —masculló al entrar en su habitación y encontrar toda su ropa esparcida por la cama y las cajas de juguetes y libros todavía por vaciar. Era evidente que María no tenía claras sus prioridades—.,"""title"": ""Crepúsculo"", ""author"": ""Stephenie Meyer""","“Burası evim değil ve asla olmayacak!” dedi. İki nefes arasında söylenerek odasına girdiğinde, giysilerinin yatağın üzerine dağılmış, oyuncak ve kitap kutularının daha açılmamış olduğunu gördü. Maria’nın, onun önceliklerinin farkında olmadığı belliydi.","To determine the book and author of the given passage, I'll analyze the content and style. The passage seems to describe a scene where a character returns to a place that is supposed to be their home but feels unwelcome or out of place. The mention of personal items like clothes, toys, and books suggests a domestic setting, possibly in a context of conflict or adjustment, such as moving into a new home or returning after a period away.  Given the information and the style, which appears to be","“Đây không phải nhà mình và sẽ không bao giờ là nhà mình hết,” cậu lầm bầm trong họng khi bước qua cánh cửa phòng mình và thấy tất cả quần áo của cậu vứt ngổn ngang trên giường còn những cái hộp đựng đồ chơi sách vở thì thậm chí còn chưa được dỡ ra. Rõ ràng Maria chẳng biết cái gì là quan trọng cả.","""title"": ""Harry Potter và Người thừa kế"",""author"": ""J.K. Rowling""","bed never all breath his door the obvious have ‘This boxes went he isn’t own Maria he right. and not the through not and his that of books to and on muttered be,’ even was home as scattered toys under find his it will unpacked yet. her It priorities clothes did","""title"": ""The God of",y —masculló ropa entrar tenía habitación por en todavía la al hogar será lo libros por encontrar y —Este claras nunca María que sus su mi toda Era y evidente cajas vaciar. juguetes es cama no no las esparcida prioridades—. su y de,"""title"": ""Cien años de soledad"",""author"": ""Gabriel García Márquez""","kitap yatağın söylenerek nefes evim ve asla üzerine gördü. giysilerinin olmadığı ve belliydi. açılmamış dağılmış, odasına oyuncak arasında onun Maria’nın, değil girdiğinde, “Burası olmayacak!” kutularının İki daha olduğunu farkında önceliklerinin dedi.","""title"": ""Unknown"",""author"": ""Unknown""","chưa đồ trọng “Đây thì sách nhà cả. chí là khi cái hết,” cái và mình là áo giờ giường ràng thấy gì cánh vở ngổn cậu bầm còn bước nhà chơi trên đựng thậm phòng tất lầm được vứt mình cậu trong quần bao và những biết còn quan ngang cửa hộp chẳng của cả mình không Rõ không phải ra. Maria sẽ họng qua dỡ","""title"": ""Unknown"",""author"": ""Unknown Vietnamese Author"""
"['maria', 'maría']","‘Mother sent me to help,’ he said quietly, and Maria nodded and pointed towards a big bag that contained all his socks and vests and underpants.","""title"": ""Matilda"", ""author"": ""Roald Dahl""","Mi madre me ha dicho que venga a ayudarte —dijo con voz queda. María asintió y señaló una gran bolsa que contenía todos sus calcetines, camisetas y calzoncillos.","""title"": ""Unknown"",""author"": ""Unknown""","“Annem yardım etmem için gönderdi,” dedi usulca. Maria başını salladı; çoraplarının, iç çamaşırlarının ve yeleklerinin bulunduğu büyük bir torbayı işaret etti.","To determine the book and author of the given passage, I'll analyze the content and style. The passage seems to be a translation, likely from English to Turkish, given the context and sentence structure. The narrative appears to be from a literary work, possibly from the 19th or early 20th century, considering the mention of specific clothing items like ""çoraplarının, iç çamaşırlarının ve yeleklerinin"" which translates to ""her stockings, undergarments","“Mẹ bảo tôi lên giúp chị,” cậu khẽ nói, Maria gật đầu và chỉ về phía cái túi lớn đựng toàn bộ tất chân và quần áo lót của cậu.","""title"": ""Không có thông tin đủ để xác định"",""author"": ""Không xác định""","pointed said he nodded and all Maria ‘Mother big bag help,’ a and and his towards contained and sent quietly, me that vests socks underpants. to","Based on the given passage, I'm going to take a guess. The passage seems to be written in a simple and childish tone, which might suggest that it's from a children's book or a book with a child protagonist. However, without more context, it's difficult to pinpoint the exact book.   Given the limited information, I'll make an educated guess. The style and simplicity of the passage remind me of books written by authors like Roald Dahl or Dr. Seuss, but the","calcetines, voz dicho queda. ayudarte ha madre contenía —dijo señaló todos a venga bolsa una sus con María camisetas me y y calzoncillos. asintió gran que que Mi","""title"": ""Unknown"",""author"": ""Unknown""","için usulca. dedi “Annem işaret gönderdi,” salladı; bulunduğu büyük iç yardım çamaşırlarının çoraplarının, etmem başını Maria bir yeleklerinin ve torbayı etti.","""title"": ""Jane Eyre"",""author"": ""Charlotte Brontë""","đầu và chỉ và toàn cái Maria khẽ phía giúp cậu. lên “Mẹ áo chị,” gật lớn nói, chân lót túi cậu bộ đựng về bảo quần của tôi tất","Based on the provided passage, I'll make an educated guess. The passage appears to be written in Vietnamese, and the content seems to be a narrative about a character, possibly a child, interacting with someone, likely a mother or caregiver. The text mentions ""Mẹ"" which means ""mother"" in Vietnamese.   Given the limited context and the fact that I couldn't find an exact match in my database, I'll take a guess that this passage might be from a Vietnamese novel or a translated work"
['bruno'],Bruno sighed and opened the bag; it was full to the brim with his underwear and he wanted nothing more than to crawl inside it and hope that when he climbed out again he’d have woken up and be back home again.,"""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""",Bruno suspiró y abrió la bolsa repleta de ropa interior. Le habría encantado meterse dentro y confiar en que cuando saliera habría despertado y se encontraría de nuevo en su casa.,"""title"": ""El niño con el pijama de rayas"", ""author"": ""John Boyne""","Bruno içini çekerek torbayı açtı; ağzına kadar iç çamaşırlarıyla doluydu ve tek istediği, torbanın içine kıvrılıp yatmak, uyandığında kendini yine evde bulmaktı.","""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","Bruno thở dài mở chiếc túi ra; nó đầy ứ đồ lót của cậu và cậu chẳng muốn gì hơn là được chui vào trong túi, hy vọng rằng khi chui ra cậu đã tỉnh dậy và lại trở về nhà.","""title"": ""Harry Potter và Người tù Azkaban"", ""author"": ""J.K. Rowling""",more brim bag; home it and when and opened hope he’d the and nothing have than back the and climbed with Bruno crawl again wanted full inside sighed was his that he woken to again. to out it up he be underwear,"""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""",saliera habría suspiró y casa. de que encontraría Le y la meterse nuevo repleta su de encantado dentro despertado confiar cuando habría Bruno bolsa y en abrió interior. ropa en se,"""title"": ""El Laberinto de los Espíritus"",""author"": ""Carlos Ruiz Zafón""","içini yatmak, kadar bulmaktı. istediği, torbanın tek uyandığında doluydu iç çekerek kendini içine çamaşırlarıyla torbayı ağzına açtı; Bruno evde ve kıvrılıp yine","""title"": ""The Metamorphosis"",""author"": ""Franz Kafka""","và cậu cậu hơn ứ gì cậu về là và mở trong túi, chẳng rằng nhà. Bruno dài dậy lại nó được đã hy trở chiếc chui đồ tỉnh ra; khi lót vào của ra đầy thở muốn túi vọng chui","""title"": ""The Little Prince is unlikely, but maybe  'Charlie and the Chocolate Factory' or '"
['bruno'],"‘So you must be only six,’ insisted the monster, and Bruno would run away and do his stretching exercises and hope that he would wake up one morning and have grown an extra foot or two.","""title"": ""The Stinky Cheese Man and Other Fairly Stupid Tales"",""author"": ""Jon Scieszka""","—Venga, di la verdad: sólo tienes seis años —insistía el monstruo. Bruno se iba corriendo y hacía sus estiramientos y confiaba en que una mañana despertaría y habría crecido un palmo o dos.","""title"": ""La niña que robó libros"",""author"": ""Markus Zusak""","“Sadece altı yaşında olmalısın.” diye ısrar ederdi canavar ve Bruno kaçıp vücut geliştirme egzersizlerini yapar, bir sabah uyandığında fazladan otuz kırk santim uzamış olmayı umardı.","""title"": ""The Boy","“Vậy nên chú em chỉ chắc chắn chỉ sáu tuổi thôi,” con quái vật kia vẫn nhai nhải, còn Bruno thì chạy ra thật xa để tập bài kéo xà với hy vọng một sáng kia thức dậy cậu sẽ cao thêm được tầm nửa mét.","""title"": ""Đời sống mới"", ""author"": ""Nam Cao""","wake would or hope would ‘So six,’ you extra the have monster, and and up and foot that must away one an insisted be Bruno stretching two. exercises he morning grown only do and his run","Based on the given passage, I'm going to take a guess that the book is ""The Stinky Cheese Man and Other Fairly Stupid Tales"" doesn't seem to match, but another book that comes to mind is ""The Storied Life of A.J. Fikry"" doesn't match either. However, a more likely match could be a children's book, possibly ""The Bruno stories"" or something similar.   A more likely match could be ""The Bruno stories"" or something","una habría mañana hacía sólo o y y corriendo se di iba que tienes y sus seis el Bruno estiramientos en despertaría palmo —Venga, un —insistía la crecido verdad: confiaba dos. monstruo. años","""title"": ""El Aleph"",""author"": ""Jorge Luis Borges""","geliştirme ısrar kaçıp kırk uzamış yaşında “Sadece diye bir Bruno canavar altı yapar, egzersizlerini fazladan olmayı otuz ederdi uyandığında olmalısın.” vücut umardı. ve santim sabah","""title"": ""The 7 Habits of Highly Effective People"",""author"": ""Stephen Covey""","sáu sáng nửa sẽ với chạy dậy thêm quái tuổi xa kéo một hy vẫn tập xà kia cậu bài thì chắc để được nên con chắn ra cao thức chỉ thôi,” nhai tầm Bruno chỉ “Vậy nhải, mét. thật chú vật còn vọng em kia","""title"": ""The Little Prince"",""author"": ""Antoine de Saint-Exupéry"""
['bruno'],Bruno jumped off the bed and landed with a thud on the carpet. He didn’t like the sound it made. It was very hollow and he immediately decided he’d better not go jumping around this house too often or it might collapse around their ears.,"""title"": ""The Boy in the Striped Pajamas"",""author"": ""John Boyne""","Bruno saltó de la cama y aterrizó en la alfombra con un ruido sordo. No le gustó: era un sonido muy hueco, así que decidió que sería mejor no ir dando saltos por aquella casa porque podía derrumbarse y caérseles encima.","""title"": ""La Sombra del Viento"", ""author"": ""Carlos Ruiz Zafón""","Bruno yataktan atlayıp güm diye halıya indi. Çıkardığı sesi beğenmedi; çok yankılıydı ve hemen karar verdi, burada pek sık atlamasa daha iyi olacaktı yoksa ev üstlerine çökebilirdi.","""title"": ""The Stinky Cheese Man and Other Fairly Stupid Tales"",""author"": ""Jon Scieszka""",Bruno nhày xuống khỏi giường và rơi lên tấm thảm sàn đánh uỵch. Cậu không thích âm thanh cú nhảy tạo ra. Nó nghe rất rỗng và ngay lập tức cậu quyết định tốt hơn là không nên nhảy nhót quanh ngôi nhà này quá nhiều nếu không nó sẽ sụp xuống tới tận tai mọi người mất.,"""title"": ""Cậu bé từ phòng xám"", ""author"": ""John Boyne""",landed was he’d Bruno better jumped house made. the he too decided it ears. on immediately their It He carpet. very this might a bed like off around it sound the thud often didn’t go and and hollow the with around not jumping collapse or,"""title"": ""The Stinky Cheese Man and Other Fairly Stupid Tales"",""author"": ""Jon Scieszka","que podía alfombra saltó gustó: y un saltos con muy hueco, decidió dando sonido así caérseles que cama ruido aquella aterrizó por sería encima. en mejor porque ir la Bruno no sordo. de era y derrumbarse casa No le un la","""title"": ""Cien años de soledad"",""author"": ""Gabriel García Márquez""","atlamasa karar yankılıydı çok ve atlayıp beğenmedi; yoksa iyi indi. güm daha diye Bruno burada hemen sesi yataktan Çıkardığı çökebilirdi. üstlerine verdi, pek ev halıya sık olacaktı","""title"": ""The Stranger"",""author"": ""Albert Camus""",nhà và ngôi ngay nhảy khỏi quá nếu rất không ra. sụp rỗng lên xuống tai nhót tức tận rơi Nó thanh Bruno này nhảy quyết người tốt thảm cú nhày cậu mọi tạo Cậu uỵch. không sẽ xuống nó không nên đánh nhiều mất. tấm nghe là lập âm hơn định giường và thích quanh sàn tới,"""title"": ""The Stinky Cheese Man and"
