en,en_results,Single_ent,en_shuffled,en_shuffled_results
RG: She’s used to it. With Mum there’s drama 24/7. How often did you speak to your dad when you were away at uni?,"""title"": ""Conversations with Friends"",""author"": ""Sally Rooney""",['mum'],24/7. your did uni? when often Mum were used at it. there’s How dad away you to RG: With She’s to you drama speak,"""title"": ""Conversations with Friends"","""
RG: Why am I the last one to find out that Eden isn’t coming to Hawaii? I find it hard to believe that you wouldn’t want her beside you on your special day. Shall I talk to Mum? Happy to take the heat on this.,"""title"": ""A contemporary romance novel (possibly)"", ""author"": ""Unknown (possibly Liane Moriarty or a similar author)""",['eden'],RG: find hard I Eden on to isn’t to take I Mum? her on want your that Happy last beside talk special heat the to Hawaii? wouldn’t coming one you believe it that Why you Shall this. to I find the to am day. out,"Based on the provided passage, I'm going to take a guess. The writing style and content seem to be informal and conversational, which might suggest a modern or contemporary work. However, without more context or information, it's challenging to pinpoint the exact book and author. The passage appears to be a dialogue or a stream-of-consciousness narrative, but it doesn't provide enough clues to confidently identify the source.  Given the lack of specific details, I'll make an educated guess. The passage's"
"They approached the altar positioned at the edge of the cliff and gazed out at the dramatic view of the Kona coastline just as the sun was dipping into the ocean. Gopal Das (Brimmer and May/Groton/Williams/UC Berkeley/Four Winds Shaman School), a tall, lanky Caucasian man in his midforties with shoulder-length strawberry-blond hair and a matching beard stretched out his densely freckled arms in a godlike manner. “Let us welcome this blessed sunset. I’ve never seen a painting that captures the beauty of the ocean at a moment like this.”","""title"": ""The Four Winds",['gopal das'],"welcome at strawberry-blond edge moment the like altar shoulder-length freckled I’ve at dipping out with at Berkeley/Four in this Winds a man the ocean. approached Kona tall, the gazed the sunset. blessed a captures dramatic of us his matching as a his lanky and was in the positioned “Let view just Shaman of and midforties that the manner. of Das out a coastline the seen never this.” beard into sun painting Gopal beauty hair May/Groton/Williams/UC (Brimmer School), arms a the godlike stretched the Caucasian densely They ocean cliff and","Based on the provided passage, I'm going to take a guess. The writing style and the descriptive language used seem to match the style of Herman Hesse or possibly someone similar, but the specific details and the setting (e.g., mention of Berkeley, Kona, and specific colleges) suggest it might be from a more contemporary author who writes in a lyrical or poetic style, possibly with elements of spiritual or philosophical themes.  Given the information and the need to make a guess, I'll propose"
"Gopal Das tucked the tight white tee that showed off his sinewy pecs into his camo-green cargo shorts and said, “Close your eyes. Now breathe in deeply…. Let your first chakra connect with the ground, rooting in the earth, connecting with Gaia, connecting with spirit. Now, what do you feel?”","""title"": ""The Namesake"", ""author"": ""Jhumpa Lahiri""",['gopal das'],"Gopal earth, white spirit. connecting you connect tucked “Close eyes. his that your camo-green connecting and with in ground, showed Gaia, Das chakra pecs rooting feel?” the do into what in his Let breathe shorts deeply…. the with tight said, first Now Now, cargo with off your tee sinewy the","""title"": ""The Alchemist"",""author"": """
"“Not likely. You’d be quite dead if that were the case,” Thomas said,[*5] looking down at the machine. “You know your arm needs to be level with your heart when you take a reading.”","""title"": ""The Three-Body Problem"", ""author"": ""Liu Cixin""",['thomas'],"case,” be said,[*5] level the needs when your likely. at reading.” your Thomas take that machine. a with to heart were arm looking you “You be know down “Not You’d if quite dead the","""title"": ""Hard Times"",""author"": ""Charles Dickens"""
"Arabella bolted up from the chaise, her cashmere eye pillow falling to the floor. “Spectacular? Seeing that almost killed me! That lava you see is a volcanic fissure that opened up earlier today—right in the middle of the garden where Augusta’s wedding ceremony is supposed to be!”","""title"": ""Twice Shy"", ""author"": ""Sally Thorne""",['arabella'],"floor. the be!” garden killed falling the in me! chaise, you up supposed Augusta’s is “Spectacular? see today—right that almost volcanic the Arabella ceremony cashmere that is up a her bolted That to earlier eye middle wedding where lava opened to of pillow from fissure Seeing the","""title"": ""Jane Eyre"",""author"": ""Charlotte Brontë"""
"*3 Although “cottage” could be rather misleading for the spacious four-bedroom house with a thatched roof that was decomposing so perfectly, Thomas was constantly finding DIY influencers taking selfies by the garden gate.","""title"": ""The Invisible Life of Addie LaRue"",""author"": ""V.E. Schwab""",['thomas'],"decomposing the four-bedroom was thatched roof selfies a rather perfectly, DIY the with garden Although *3 that gate. “cottage” by influencers constantly house could for was Thomas finding spacious taking be so misleading","Based on the passage provided, I'm going to take a guess. The writing style and content seem to be more contemporary and possibly related to social media or modern society. The mention of ""influencers"" and ""selfies"" suggests a relatively recent publication. However, without more context or a clear plot or character reference, this is a challenging task.  Given the information and the need to make a guess, I'll propose a title and author, keeping in mind that this is highly speculative:  "
"*4 Though Arabella was raised speaking the Queen’s English in what was then the British Crown Colony of Hong Kong and spoke with the poshest of accents, whenever she came into contact with other Asians—particularly family members and service people—her accent would take on the inflections and sentence structuring that were peculiar to upper-crust Hong Kongers. Linguistic experts call this phenomenon code-switching, while others might call it snobby tai tai syndrome.","""title"": ""Crazy Rich Asians"",""author"": ""Kevin Kwan""",['arabella'],"then Queen’s Kong *4 upper-crust whenever Kongers. and was speaking came the on was inflections British with into people—her the the poshest would it tai call were other phenomenon English tai while structuring sentence code-switching, Hong that this family of service others and raised in take Linguistic peculiar accents, contact call Colony Crown experts Though Arabella Hong with Asians—particularly spoke of accent members to snobby what syndrome. the and she might","Based on the passage provided, I'm going to take a guess that the book is likely a work of contemporary fiction, possibly focusing on themes of identity, culture, and language. The mention of ""Hong Kong"" and ""Kongers"" suggests a connection to the region, and the discussion of linguistic phenomena like code-switching and accents implies an interest in the complexities of language and cultural identity.  With that in mind, I'm going to take a stab in the dark and propose the following:  "
"“That’s because I’m the only one around here who eats carbs,” Eden said as she took a bite of her chocolate croissant, still warm from the oven. “You really ought to try one.”","""title"": ""Unknown/Modern Novel"",""author"": ""Unknown/ Possibly Colleen Hoover or Taylor Jenkins Reid""",['eden'],"carbs,” a bite “You one.” really croissant, because I’m to try took still said warm the oven. Eden the one she chocolate only of as who her eats around here ought from “That’s","""title"": ""Eleanor &amp; Park"",""author"": ""Rainbow Rowell"""
"Suddenly Arabella’s eyes lit up and she seemed to recover slightly. “Yes, she will be good for OS, won’t she? Eden, you’ll offer your assistance, won’t you, in our time of need?”","""title"": ""The Remnant"", ""author"": ""Rick Yancey""",['eden'],"won’t to “Yes, be good you, she and in seemed lit your for of offer time Arabella’s Eden, Suddenly you’ll slightly. OS, eyes she? she up assistance, won’t will need?” our recover","""title"": ""Middlemarch"",""author"": ""George Eliot"""
