,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,46.666666666666664,48.333333333333336,8.333333333333332,13.333333333333334,11.666666666666666,16.666666666666664,8.333333333333332,6.666666666666667,1.6666666666666667,20.0,41.66666666666667,50.0,8.333333333333332,10.0,10.0,10.0,6.666666666666667,8.333333333333332,1.6666666666666667,13.333333333333334
A Tale of Two Cities,12.0,10.0,10.0,14.000000000000002,4.0,2.0,0.0,3.0,0.0,3.0,9.0,8.0,14.000000000000002,17.0,3.0,2.0,1.0,2.0,1.0,2.0
A thousand splendid suns,2.127659574468085,0.0,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.127659574468085,0.0,0.0,2.127659574468085,2.127659574468085,0.0,0.0,0.0,2.127659574468085
Adventures of Huckleberry Finn,68.0,5.0,0.0,7.000000000000001,6.0,11.0,2.0,1.0,3.0,3.0,38.0,2.0,3.0,3.0,8.0,4.0,3.0,0.0,1.0,0.0
Adventures of Sherlock Holmes,5.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,89.13043478260869,26.08695652173913,17.391304347826086,23.91304347826087,19.565217391304348,36.95652173913043,8.695652173913043,21.73913043478261,2.1739130434782608,26.08695652173913,67.3913043478261,17.391304347826086,15.217391304347828,28.26086956521739,19.565217391304348,23.91304347826087,8.695652173913043,13.043478260869565,2.1739130434782608,10.869565217391305
Dracula,36.666666666666664,15.555555555555555,8.88888888888889,11.11111111111111,5.555555555555555,5.555555555555555,2.2222222222222223,1.1111111111111112,1.1111111111111112,4.444444444444445,21.11111111111111,8.88888888888889,7.777777777777778,10.0,7.777777777777778,5.555555555555555,4.444444444444445,1.1111111111111112,1.1111111111111112,4.444444444444445
Dune,36.0,35.0,18.0,23.0,17.0,21.0,7.000000000000001,16.0,1.0,18.0,27.0,23.0,18.0,19.0,18.0,20.0,7.000000000000001,16.0,0.0,16.0
Fahrenheit 451,3.3333333333333335,30.0,13.333333333333334,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.3333333333333335,0.0,1.6666666666666667,1.6666666666666667,30.0,18.333333333333332,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0
Frankenstein,60.78431372549019,13.725490196078432,0.0,9.803921568627452,0.0,0.0,0.0,0.0,0.0,0.0,25.49019607843137,1.9607843137254901,0.0,0.0,0.0,3.9215686274509802,1.9607843137254901,0.0,0.0,0.0
Harry Potter and the Deathly Hallows,3.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Of Mice and Men,25.0,6.25,2.083333333333333,0.0,0.0,4.166666666666666,0.0,0.0,0.0,4.166666666666666,4.166666666666666,4.166666666666666,2.083333333333333,2.083333333333333,0.0,2.083333333333333,0.0,0.0,0.0,4.166666666666666
Percy Jackson The Lightning Thief,10.309278350515463,3.0927835051546393,1.0309278350515463,6.185567010309279,1.0309278350515463,2.0618556701030926,1.0309278350515463,0.0,0.0,2.0618556701030926,6.185567010309279,1.0309278350515463,1.0309278350515463,4.123711340206185,1.0309278350515463,1.0309278350515463,1.0309278350515463,1.0309278350515463,0.0,1.0309278350515463
Pride and Prejudice,48.0,47.0,13.0,17.0,6.0,8.0,5.0,4.0,0.0,5.0,78.0,33.0,14.000000000000002,9.0,8.0,10.0,5.0,6.0,0.0,7.000000000000001
Sense and sensibility,15.0,8.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,7.000000000000001,9.0,7.000000000000001,1.0,2.0,3.0,1.0,1.0,0.0,2.0
The Boy in the Striped Pyjamas,2.0618556701030926,1.0309278350515463,1.0309278350515463,3.0927835051546393,0.0,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,55.55555555555556,33.33333333333333,29.629629629629626,50.0,20.37037037037037,29.629629629629626,16.666666666666664,12.962962962962962,1.8518518518518516,14.814814814814813,37.03703703703704,33.33333333333333,37.03703703703704,55.55555555555556,25.925925925925924,18.51851851851852,16.666666666666664,9.25925925925926,9.25925925925926,14.814814814814813
The Handmaid s Tale,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Picture of Dorian Gray,30.136986301369863,23.28767123287671,27.397260273972602,2.73972602739726,2.73972602739726,1.36986301369863,1.36986301369863,0.0,0.0,1.36986301369863,9.58904109589041,19.17808219178082,43.83561643835616,0.0,2.73972602739726,1.36986301369863,1.36986301369863,0.0,0.0,0.0
