Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['wotton', 'henry', 'lord henry wotton', 'henry wotton', 'lord']",dorian,0,0.4,incorrect,tokyo,0,0.36,incorrect,dorian,0,0.4,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,laburnum,0,0.33,incorrect,farid,0,0.44,incorrect,dorian,0,0.4,incorrect,jade,0,0.25,incorrect,dorian,0,0.4,incorrect,tokyo,0,0.36,incorrect,dorian,0,0.4,incorrect,henry,1,1.0,correct,henry,1,1.0,correct,tokyo,0,0.36,incorrect,dorian,0,0.4,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect,farid,0,0.44,incorrect,jade,0,0.25,incorrect,tokyo,0,0.36,incorrect,henry,1,1.0,correct,tokyo,0,0.36,incorrect,tokyo,0,0.36,incorrect
"['hallwar', 'hallward', 'basil hallward', 'basil', 'basil hallwar']",dorian,0,0.21,incorrect,michael,0,0.43,incorrect,victor,0,0.21,incorrect,idunnu,0,0.2,incorrect,thato,0,0.33,incorrect,lesire,0,0.36,incorrect,paul,0,0.44,incorrect,john,0,0.18,incorrect,basil,1,1.0,correct,gautam,0,0.31,incorrect,dorian gray,0,0.25,incorrect,tao,0,0.25,incorrect,basil,1,1.0,correct,dorian,0,0.21,incorrect,basil hallward,1,1.0,correct,odanin,0,0.36,incorrect,basil,1,1.0,correct,thanh,0,0.33,incorrect,basilio,0,0.83,correct,diego,0,0.2,incorrect,michael,0,0.43,incorrect,idunnu,0,0.2,incorrect,lesire,0,0.36,incorrect,john,0,0.18,incorrect,gautam,0,0.31,incorrect,tao,0,0.25,incorrect,dorian,0,0.21,incorrect,odanin,0,0.36,incorrect,thanh,0,0.33,incorrect,diego,0,0.2,incorrect
"['lord henry', 'henry', 'lord']",oscar,0,0.44,incorrect,laurel,0,0.4,incorrect,olu,0,0.29,incorrect,laurel,0,0.4,incorrect,<output>ga lela,0,0.24,incorrect,laurel,0,0.4,incorrect,paul,0,0.25,incorrect,rauere,0,0.38,incorrect,paul,0,0.25,incorrect,laurel,0,0.4,incorrect,albert,0,0.4,incorrect,john,0,0.44,incorrect,dorian,0,0.4,incorrect,laurel,0,0.4,incorrect,ahmet,0,0.4,incorrect,gunes,0,0.2,incorrect,henry,1,1.0,correct,hung,0,0.44,incorrect,jorge,0,0.44,incorrect,javier,0,0.36,incorrect,laurel,0,0.4,incorrect,laurel,0,0.4,incorrect,laurel,0,0.4,incorrect,rauere,0,0.38,incorrect,laurel,0,0.4,incorrect,john,0,0.44,incorrect,laurel,0,0.4,incorrect,gunes,0,0.2,incorrect,hung,0,0.44,incorrect,javier,0,0.36,incorrect
"['lord henry', 'henry', 'lord']",alice,0,0.27,incorrect,daisy,0,0.27,incorrect,daisy,0,0.27,incorrect,daisy,0,0.27,incorrect,alice,0,0.27,incorrect,mohibidu,0,0.33,incorrect,tarona,0,0.25,incorrect,tarona,0,0.25,incorrect,alice,0,0.27,incorrect,daisy,0,0.27,incorrect,alice,0,0.27,incorrect,hahatakatra,0,0.25,incorrect,oscar,0,0.44,incorrect,daisy,0,0.27,incorrect,alice,0,0.27,incorrect,ayse,0,0.22,incorrect,henry,1,1.0,correct,huan,0,0.44,incorrect,alicia,0,0.2,incorrect,carlos,0,0.4,incorrect,daisy,0,0.27,incorrect,daisy,0,0.27,incorrect,mohibidu,0,0.33,incorrect,tarona,0,0.25,incorrect,daisy,0,0.27,incorrect,hahatakatra,0,0.25,incorrect,daisy,0,0.27,incorrect,ayse,0,0.22,incorrect,huan,0,0.44,incorrect,carlos,0,0.4,incorrect
['agatha'],mary,0,0.2,incorrect,paul,0,0.2,incorrect,mary,0,0.2,incorrect,mi,0,0.0,incorrect,mozart,0,0.33,incorrect,pianong,0,0.31,incorrect,paul,0,0.2,incorrect,tati,0,0.4,incorrect,schubert,0,0.14,incorrect,yugal,0,0.36,incorrect,clara,0,0.36,incorrect,mary,0,0.2,incorrect,augusta,0,0.62,incorrect,she,0,0.22,incorrect,halam,0,0.36,incorrect,halam,0,0.36,incorrect,may,0,0.22,incorrect,thinh,0,0.36,incorrect,catalina,0,0.43,incorrect,juan,0,0.2,incorrect,paul,0,0.2,incorrect,mi,0,0.0,incorrect,pianong,0,0.31,incorrect,tati,0,0.4,incorrect,yugal,0,0.36,incorrect,mary,0,0.2,incorrect,she,0,0.22,incorrect,halam,0,0.36,incorrect,thinh,0,0.36,incorrect,juan,0,0.2,incorrect
"['doria', 'dorian']",peter,0,0.2,incorrect,lebona,0,0.36,incorrect,name,0,0.22,incorrect,michael,0,0.33,incorrect,john,0,0.4,incorrect,tshepo,0,0.18,incorrect,michelangelo,0,0.33,incorrect,mai,0,0.25,incorrect,ravi,0,0.44,incorrect,sachet,0,0.18,incorrect,david,0,0.4,incorrect,john,0,0.4,incorrect,dorian,1,1.0,correct,john,0,0.4,incorrect,ahmet,0,0.2,incorrect,ressam,0,0.36,incorrect,nam,0,0.25,incorrect,phien,0,0.36,incorrect,dorian,1,1.0,correct,diego,0,0.4,incorrect,lebona,0,0.36,incorrect,michael,0,0.33,incorrect,tshepo,0,0.18,incorrect,mai,0,0.25,incorrect,sachet,0,0.18,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,ressam,0,0.36,incorrect,phien,0,0.36,incorrect,diego,0,0.4,incorrect
['basil'],mary,0,0.22,incorrect,o ka,0,0.22,incorrect,bola,0,0.44,incorrect,sibe,0,0.44,incorrect,mafoko,0,0.18,incorrect,thabo,0,0.2,incorrect,mask,0,0.44,incorrect,noa,0,0.25,incorrect,raghav,0,0.18,incorrect,ravi,0,0.44,incorrect,rasoa,0,0.4,incorrect,john,0,0.0,incorrect,dorian,0,0.18,incorrect,wilful,0,0.36,incorrect,lord henry,0,0.13,incorrect,dorian,0,0.18,incorrect,dorian,0,0.18,incorrect,minh,0,0.22,incorrect,dorian,0,0.18,incorrect,carlos,0,0.36,incorrect,o ka,0,0.22,incorrect,sibe,0,0.44,incorrect,thabo,0,0.2,incorrect,noa,0,0.25,incorrect,ravi,0,0.44,incorrect,john,0,0.0,incorrect,wilful,0,0.36,incorrect,dorian,0,0.18,incorrect,minh,0,0.22,incorrect,carlos,0,0.36,incorrect
['harry'],moratuwa,0,0.15,incorrect,moratuwa,0,0.15,incorrect,mask,0,0.22,incorrect,kunle,0,0.0,incorrect,tshepo,0,0.18,incorrect,tsala,0,0.2,incorrect,maria,0,0.4,incorrect,peter,0,0.2,incorrect,vincent,0,0.0,incorrect,adbhut,0,0.18,incorrect,ravel,0,0.2,incorrect,ry,0,0.57,incorrect,lord henry,0,0.4,incorrect,sorry,0,0.6,incorrect,<output>mask,0,0.12,incorrect,resim,0,0.2,incorrect,dorian,0,0.18,incorrect,nguyen,0,0.18,incorrect,dorian,0,0.18,incorrect,imagino,0,0.17,incorrect,moratuwa,0,0.15,incorrect,kunle,0,0.0,incorrect,tsala,0,0.2,incorrect,peter,0,0.2,incorrect,adbhut,0,0.18,incorrect,ry,0,0.57,incorrect,sorry,0,0.6,incorrect,resim,0,0.2,incorrect,nguyen,0,0.18,incorrect,imagino,0,0.17,incorrect
"['henry—', 'lord henry—', 'lord henry', 'henry', 'lord']",ee,0,0.29,incorrect,jesus,0,0.2,incorrect,name,0,0.22,incorrect,okan,0,0.29,incorrect,baa,0,0.0,incorrect,baa,0,0.0,incorrect,jesus,0,0.2,incorrect,e,0,0.33,incorrect,krishna,0,0.35,incorrect,krishna,0,0.35,incorrect,eny,0,0.75,correct,zavaboary,0,0.32,incorrect,lord henry,1,1.0,correct,unknown,0,0.24,incorrect,oscar wilde,0,0.4,incorrect,mevlana,0,0.33,incorrect,henry,1,1.0,correct,huan,0,0.44,incorrect,dorian,0,0.4,incorrect,sabe,0,0.22,incorrect,jesus,0,0.2,incorrect,okan,0,0.29,incorrect,baa,0,0.0,incorrect,e,0,0.33,incorrect,krishna,0,0.35,incorrect,zavaboary,0,0.32,incorrect,unknown,0,0.24,incorrect,mevlana,0,0.33,incorrect,huan,0,0.44,incorrect,sabe,0,0.22,incorrect
"['dorian gray', 'gray', 'dorian']",tyrian,0,0.67,incorrect,tyrian,0,0.67,incorrect,tyrian,0,0.67,incorrect,tyrian,0,0.67,incorrect,go,0,0.33,incorrect,sethunya,0,0.21,incorrect,quentin,0,0.31,incorrect,turia,0,0.55,incorrect,unknown,0,0.31,incorrect,tyrian,0,0.67,incorrect,tyro,0,0.25,incorrect,tyro,0,0.25,incorrect,dorian,1,1.0,correct,tyrian,0,0.67,incorrect,ahmet,0,0.22,incorrect,leyla,0,0.22,incorrect,dorian,1,1.0,correct,hoang,0,0.55,incorrect,lucas,0,0.22,incorrect,ramon,0,0.55,incorrect,tyrian,0,0.67,incorrect,tyrian,0,0.67,incorrect,sethunya,0,0.21,incorrect,turia,0,0.55,incorrect,tyrian,0,0.67,incorrect,tyro,0,0.25,incorrect,tyrian,0,0.67,incorrect,leyla,0,0.22,incorrect,hoang,0,0.55,incorrect,ramon,0,0.55,incorrect
