Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],john,0,0.0,incorrect,fate,0,0.44,incorrect,fate,0,0.44,incorrect
['peter'],alex,0,0.22,incorrect,mein,0,0.22,incorrect,mein,0,0.22,incorrect
['daphne'],lucy,0,0.0,incorrect,heidi,0,0.36,incorrect,heidi,0,0.36,incorrect
['peter'],john,0,0.0,incorrect,story,0,0.4,incorrect,story,0,0.4,incorrect
['dorner'],smith,0,0.0,incorrect,mr. smith,0,0.13,incorrect,mr. smith,0,0.13,incorrect
['petra'],chad,0,0.22,incorrect,stoner,0,0.36,incorrect,stoner,0,0.36,incorrect
['peter'],john,0,0.0,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['daphne'],emma,0,0.2,incorrect,"sorry, i can't determine a proper name to fill the [mask] from the given passage as it lacks meaningful context or structure.",0,0.09,incorrect,"sorry, i can't determine a proper name to fill the [mask] from the given passage as it lacks meaningful context or structure.",0,0.09,incorrect
['peter'],chris,0,0.2,incorrect,kidding,0,0.0,incorrect,kidding,0,0.0,incorrect
['peter'],emma,0,0.22,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['daph'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['peter'],john,0,0.0,incorrect,mac,0,0.0,incorrect,mac,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,fool,0,0.0,incorrect,fool,0,0.0,incorrect
['peter'],james,0,0.2,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['arham'],charlie,0,0.33,incorrect,max,0,0.25,incorrect,max,0,0.25,incorrect
['fontana'],emma,0,0.18,incorrect,mom,0,0.2,incorrect,mom,0,0.2,incorrect
['renesmee'],sophie,0,0.29,incorrect,hell,0,0.17,incorrect,hell,0,0.17,incorrect
['landon'],james,0,0.18,incorrect,kills,0,0.18,incorrect,kills,0,0.18,incorrect
['peter'],michael,0,0.17,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],james,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
"['munch', 'edvard', 'edvard munch']",edvard munch,1,1.0,correct,edvard,1,1.0,correct,edvard,1,1.0,correct
['peter'],alex,0,0.22,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['peter'],michael,0,0.17,incorrect,spring,0,0.36,incorrect,spring,0,0.36,incorrect
['peter'],alex,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maya'],emily,0,0.44,incorrect,british,0,0.0,incorrect,british,0,0.0,incorrect
['harvey'],michael,0,0.46,incorrect,ordinarily,0,0.38,incorrect,ordinarily,0,0.38,incorrect
