Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['jake'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],east,0,0.25,incorrect,west,0,0.25,incorrect,west,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['anna'],emma,0,0.25,incorrect,anna,1,1.0,correct,anna,1,1.0,correct
"['john', 'john wayne', 'wayne']",hong kong,0,0.42,incorrect,singapore,0,0.32,incorrect,singapore,0,0.32,incorrect
['anna'],chris,0,0.0,incorrect,alex,0,0.25,incorrect,alex,0,0.25,incorrect
['anna'],west,0,0.0,incorrect,kanye,0,0.44,incorrect,kanye,0,0.44,incorrect
['conan'],merlin,0,0.18,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect
['anna'],emma,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],jack,0,0.75,correct,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],west,0,0.25,incorrect,mike,0,0.5,incorrect,mike,0,0.5,incorrect
['conan'],west,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['jake'],emily,0,0.22,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect,indonesia,0,0.46,incorrect,indonesia,0,0.46,incorrect
['anna'],lucy,0,0.0,incorrect,miss piggy,0,0.0,incorrect,miss piggy,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],sophie,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],alex,0,0.25,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],cinderella,0,0.29,incorrect,jingga,0,0.4,incorrect,jingga,0,0.4,incorrect
['anna'],emily,0,0.0,incorrect,froot,0,0.0,incorrect,froot,0,0.0,incorrect
['jake'],sarah,0,0.22,incorrect,hills,0,0.0,incorrect,hills,0,0.0,incorrect
"['jenny', 'jenny nelson', 'nelson']",michael,0,0.31,incorrect,sheila,0,0.33,incorrect,sheila,0,0.33,incorrect
['anna'],jane,0,0.5,incorrect,hope,0,0.0,incorrect,hope,0,0.0,incorrect
['anna'],john,0,0.25,incorrect,points,0,0.2,incorrect,points,0,0.2,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['babe'],mom,0,0.0,incorrect,aretha,0,0.4,incorrect,aretha,0,0.4,incorrect
['anna'],tracy,0,0.22,incorrect,insurance,0,0.31,incorrect,insurance,0,0.31,incorrect
"['anna', 'anna green', 'green']",the others,0,0.27,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect,myra,0,0.25,incorrect,myra,0,0.25,incorrect
['anna'],sophia,0,0.2,incorrect,sheila,0,0.2,incorrect,sheila,0,0.2,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,apologizing,0,0.27,incorrect,apologizing,0,0.27,incorrect
"['anna', 'anna green', 'green']",kermit,0,0.18,incorrect,kermit,0,0.18,incorrect,kermit,0,0.18,incorrect
['anna'],emma,0,0.25,incorrect,fabric,0,0.2,incorrect,fabric,0,0.2,incorrect
['anna'],emily,0,0.0,incorrect,seattle,0,0.18,incorrect,seattle,0,0.18,incorrect
['anna'],alex,0,0.25,incorrect,mary,0,0.25,incorrect,mary,0,0.25,incorrect
['anna'],sarah,0,0.44,incorrect,her,0,0.0,incorrect,her,0,0.0,incorrect
['jake'],john,0,0.25,incorrect,power,0,0.22,incorrect,power,0,0.22,incorrect
['anna'],sophia,0,0.2,incorrect,anna,1,1.0,correct,anna,1,1.0,correct
"['kellan mckellan', 'mckellan', 'kellan']",west weston,0,0.31,incorrect,weston,0,0.33,incorrect,weston,0,0.33,incorrect
['anna'],emily,0,0.0,incorrect,susan,0,0.44,incorrect,susan,0,0.44,incorrect
['anna'],sarah,0,0.44,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['gede'],john,0,0.0,incorrect,michelin,0,0.17,incorrect,michelin,0,0.17,incorrect
['janet'],grace,0,0.4,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['anna'],marilyn,0,0.36,incorrect,elizabeth,0,0.15,incorrect,elizabeth,0,0.15,incorrect
['janet'],linda,0,0.2,incorrect,james,0,0.6,incorrect,james,0,0.6,incorrect
['anna'],emily,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['gede'],west,0,0.25,incorrect,esme,0,0.5,incorrect,esme,0,0.5,incorrect
['anna'],west,0,0.0,incorrect,karma,0,0.44,incorrect,karma,0,0.44,incorrect
['anna'],unknown,0,0.36,incorrect,september,0,0.0,incorrect,september,0,0.0,incorrect
['anna'],anna,1,1.0,correct,truthfully,0,0.0,incorrect,truthfully,0,0.0,incorrect
['anna'],missy,0,0.0,incorrect,weston,0,0.2,incorrect,weston,0,0.2,incorrect
['jake'],ezra,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],weston,0,0.2,incorrect,weston,0,0.2,incorrect,weston,0,0.2,incorrect
['anna'],sophie,0,0.0,incorrect,lisa,0,0.25,incorrect,lisa,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect,good,0,0.0,incorrect,good,0,0.0,incorrect
['jake'],james,0,0.67,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],nick,0,0.25,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['anna'],james,0,0.22,incorrect,alexa,0,0.44,incorrect,alexa,0,0.44,incorrect
['anna'],emily,0,0.0,incorrect,nixon,0,0.44,incorrect,nixon,0,0.44,incorrect
['janet'],emma,0,0.22,incorrect,anna,0,0.44,incorrect,anna,0,0.44,incorrect
['alex'],dr. walker,0,0.43,incorrect,michael,0,0.36,incorrect,michael,0,0.36,incorrect
['alex'],john,0,0.0,incorrect,jason,0,0.22,incorrect,jason,0,0.22,incorrect
['alex'],mom,0,0.0,incorrect,therapist,0,0.15,incorrect,therapist,0,0.15,incorrect
['alex'],scarecrow,0,0.31,incorrect,oz,0,0.0,incorrect,oz,0,0.0,incorrect
['alex'],west,0,0.25,incorrect,west,0,0.25,incorrect,west,0,0.25,incorrect
['alex'],jessica,0,0.18,incorrect,west,0,0.25,incorrect,west,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect,monumental,0,0.43,incorrect,monumental,0,0.43,incorrect
['anna'],sarah,0,0.44,incorrect,myra,0,0.25,incorrect,myra,0,0.25,incorrect
['anna'],sophia,0,0.2,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,byron,0,0.22,incorrect,byron,0,0.22,incorrect
['anna'],jessica,0,0.18,incorrect,sheila,0,0.2,incorrect,sheila,0,0.2,incorrect
['anna'],jess,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['alex'],mark,0,0.25,incorrect,anna,0,0.25,incorrect,anna,0,0.25,incorrect
['anna'],emma,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['eko'],sarah,0,0.0,incorrect,reef,0,0.29,incorrect,reef,0,0.29,incorrect
['alex'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['alex'],jessica,0,0.18,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['anna'],max,0,0.29,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
