Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['celil', 'jalil', 'yalil']",jesus,0,0.2,incorrect,john,0,0.22,incorrect,adehun,0,0.18,incorrect,adehun,0,0.18,incorrect,agreement,0,0.14,incorrect,ka,0,0.29,incorrect,noah,0,0.22,incorrect,tera,0,0.22,incorrect,ram,0,0.25,incorrect,ram,0,0.25,incorrect,joseph,0,0.18,incorrect,mary,0,0.22,incorrect,noah,0,0.22,incorrect,john,0,0.22,incorrect,<output>maskeli,0,0.3,incorrect,ahmet,0,0.2,incorrect,nguyen,0,0.18,incorrect,thuy,0,0.22,incorrect,juan,0,0.44,incorrect,este,0,0.22,incorrect,john,0,0.22,incorrect,adehun,0,0.18,incorrect,ka,0,0.29,incorrect,tera,0,0.22,incorrect,ram,0,0.25,incorrect,mary,0,0.22,incorrect,john,0,0.22,incorrect,ahmet,0,0.2,incorrect,thuy,0,0.22,incorrect,este,0,0.22,incorrect
"['mariam', 'co', 'meryem co', 'mariam jo', 'jo', 'meryem']",mask,0,0.4,incorrect,uena,0,0.2,incorrect,name,0,0.4,incorrect,fola,0,0.33,incorrect,mothusi,0,0.31,incorrect,malatsi,0,0.46,incorrect,outou,0,0.29,incorrect,tama,0,0.4,incorrect,shyam,0,0.36,incorrect,ram,0,0.67,incorrect,andry,0,0.36,incorrect,rano,0,0.46,incorrect,mary,0,0.6,incorrect,adam,0,0.6,incorrect,anne,0,0.2,incorrect,tanri,0,0.55,incorrect,con,0,0.8,correct,me,0,0.5,incorrect,sofia,0,0.36,incorrect,maria,0,0.91,correct,uena,0,0.2,incorrect,fola,0,0.33,incorrect,malatsi,0,0.46,incorrect,tama,0,0.4,incorrect,ram,0,0.67,incorrect,rano,0,0.46,incorrect,adam,0,0.6,incorrect,tanri,0,0.55,incorrect,me,0,0.5,incorrect,maria,0,0.91,correct
"['faizulá', 'feyzullah', 'molla feyzullah', 'mullah', 'mullah faizullah', 'molla', 'faizullah', 'faizu']",ali,0,0.5,incorrect,sheba,0,0.29,incorrect,ahmed,0,0.36,incorrect,turban,0,0.33,incorrect,mohammed,0,0.46,incorrect,moriti,0,0.36,incorrect,tera,0,0.31,incorrect,tera,0,0.31,incorrect,ram,0,0.25,incorrect,ram,0,0.25,incorrect,rakoto,0,0.18,incorrect,izany,0,0.5,incorrect,ali,0,0.5,incorrect,hamlet,0,0.36,incorrect,ahmet,0,0.36,incorrect,ahmet,0,0.36,incorrect,nguyen,0,0.18,incorrect,giao,0,0.36,incorrect,ibn,0,0.25,incorrect,hassan,0,0.31,incorrect,sheba,0,0.29,incorrect,turban,0,0.33,incorrect,moriti,0,0.36,incorrect,tera,0,0.31,incorrect,ram,0,0.25,incorrect,izany,0,0.5,incorrect,hamlet,0,0.36,incorrect,ahmet,0,0.36,incorrect,giao,0,0.36,incorrect,hassan,0,0.31,incorrect
"['mil', 'celil', 'jalil', 'yalil']",mary,0,0.29,incorrect,carver,0,0.36,incorrect,sola,0,0.29,incorrect,o,0,0.0,incorrect,mary,0,0.29,incorrect,mary,0,0.29,incorrect,joseph,0,0.18,incorrect,tamahine,0,0.36,incorrect,krishna,0,0.2,incorrect,sunna,0,0.2,incorrect,pygmalion,0,0.57,incorrect,ny,0,0.29,incorrect,ramesh,0,0.22,incorrect,carver,0,0.36,incorrect,gulenay,0,0.2,incorrect,ahmet,0,0.25,incorrect,tan thuy hoang,0,0.21,incorrect,hung,0,0.0,incorrect,cenicienta,0,0.4,incorrect,juana,0,0.4,incorrect,carver,0,0.36,incorrect,o,0,0.0,incorrect,mary,0,0.29,incorrect,tamahine,0,0.36,incorrect,sunna,0,0.2,incorrect,ny,0,0.29,incorrect,carver,0,0.36,incorrect,ahmet,0,0.25,incorrect,hung,0,0.0,incorrect,juana,0,0.4,incorrect
"['lili', 'lili lili', 'mi', 'lili mi']",minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minerva,0,0.44,incorrect,minow,0,0.57,incorrect,minow,0,0.57,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minno,0,0.57,incorrect,ravi,0,0.33,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,sitting minnow,0,0.48,incorrect,mirnav,0,0.5,incorrect,mirnav,0,0.5,incorrect,chim tue,0,0.27,incorrect,chau,0,0.0,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minerva,0,0.44,incorrect,minow,0,0.57,incorrect,minnow,0,0.5,incorrect,ravi,0,0.33,incorrect,minnow,0,0.5,incorrect,sitting minnow,0,0.48,incorrect,mirnav,0,0.5,incorrect,chau,0,0.0,incorrect,minnow,0,0.5,incorrect
"['mariam', 'co', 'meryem co', 'mariam jo', 'jo', 'meryem']",john,0,0.67,incorrect,mohlomong,0,0.33,incorrect,mary,0,0.6,incorrect,boya,0,0.33,incorrect,mopodi,0,0.33,incorrect,mopodi,0,0.33,incorrect,unknown,0,0.22,incorrect,mary,0,0.6,incorrect,ravi,0,0.4,incorrect,soundarya,0,0.4,incorrect,marie,0,0.73,correct,marina,0,0.83,correct,emily,0,0.36,incorrect,john,0,0.67,incorrect,ahmet,0,0.36,incorrect,armagan,0,0.46,incorrect,lan,0,0.22,incorrect,am,0,0.5,incorrect,maria,0,0.91,correct,ni,0,0.25,incorrect,mohlomong,0,0.33,incorrect,boya,0,0.33,incorrect,mopodi,0,0.33,incorrect,mary,0,0.6,incorrect,soundarya,0,0.4,incorrect,marina,0,0.83,correct,john,0,0.67,incorrect,armagan,0,0.46,incorrect,am,0,0.5,incorrect,ni,0,0.25,incorrect
"['gari', 'meryem gari', 'meryem', 'mariam']",thegari,0,0.73,correct,thegari,0,0.73,correct,karim,0,0.73,correct,pepsi,0,0.25,incorrect,gadget,0,0.4,incorrect,falcon,0,0.2,incorrect,ta'uma,0,0.33,incorrect,falcon,0,0.2,incorrect,ram,0,0.67,incorrect,hukka,0,0.22,incorrect,thegari,0,0.73,correct,thegari,0,0.73,correct,ali,0,0.57,incorrect,ali,0,0.57,incorrect,ali,0,0.57,incorrect,meryem,1,1.0,correct,mai,0,0.67,incorrect,le,0,0.25,incorrect,ali,0,0.57,incorrect,hicieron,0,0.29,incorrect,thegari,0,0.73,correct,pepsi,0,0.25,incorrect,falcon,0,0.2,incorrect,falcon,0,0.2,incorrect,hukka,0,0.22,incorrect,thegari,0,0.73,correct,ali,0,0.57,incorrect,meryem,1,1.0,correct,le,0,0.25,incorrect,hicieron,0,0.29,incorrect
"['yalil jan', 'chính jalil khan', 'yalil', 'chính', 'celil han', 'jalil', 'han', 'khan', 'jalil khan', 'celil', 'jan']",shebang,0,0.6,incorrect,shebang,0,0.6,incorrect,olu,0,0.25,incorrect,tayo,0,0.29,incorrect,tebogo,0,0.18,incorrect,ntebeng,0,0.25,incorrect,jesus,0,0.25,incorrect,john,0,0.57,incorrect,ram,0,0.33,incorrect,unknown,0,0.36,incorrect,john,0,0.57,incorrect,amin,0,0.57,incorrect,john,0,0.57,incorrect,john,0,0.57,incorrect,tanri,0,0.5,incorrect,mustafa,0,0.25,incorrect,jalil,1,1.0,correct,jalil,1,1.0,correct,juan,0,0.86,correct,juan,0,0.86,correct,shebang,0,0.6,incorrect,tayo,0,0.29,incorrect,ntebeng,0,0.25,incorrect,john,0,0.57,incorrect,unknown,0,0.36,incorrect,amin,0,0.57,incorrect,john,0,0.57,incorrect,mustafa,0,0.25,incorrect,jalil,1,1.0,correct,juan,0,0.86,correct
['nana'],joseph,0,0.0,incorrect,mask,0,0.25,incorrect,ade,0,0.29,incorrect,kojo,0,0.0,incorrect,john,0,0.25,incorrect,o,0,0.0,incorrect,michelangelo,0,0.25,incorrect,maria,0,0.44,incorrect,radha,0,0.44,incorrect,sharmila,0,0.33,incorrect,andry,0,0.44,incorrect,mary,0,0.25,incorrect,mary,0,0.25,incorrect,mary,0,0.25,incorrect,ahmet,0,0.22,incorrect,ali,0,0.29,incorrect,lan,0,0.57,incorrect,hung,0,0.25,incorrect,maria,0,0.44,incorrect,maria,0,0.44,incorrect,mask,0,0.25,incorrect,kojo,0,0.0,incorrect,o,0,0.0,incorrect,maria,0,0.44,incorrect,sharmila,0,0.33,incorrect,mary,0,0.25,incorrect,mary,0,0.25,incorrect,ali,0,0.29,incorrect,hung,0,0.25,incorrect,maria,0,0.44,incorrect
"['mariam', 'co', 'meryem co', 'mariam jo', 'jo', 'meryem']",mary,0,0.6,incorrect,jesus,0,0.29,incorrect,ade,0,0.22,incorrect,michael,0,0.46,incorrect,john,0,0.67,incorrect,ke,0,0.25,incorrect,marie,0,0.73,correct,marie,0,0.73,correct,ramesh,0,0.5,incorrect,krishna,0,0.46,incorrect,maria,0,0.91,correct,maria,0,0.91,correct,emily,0,0.36,incorrect,john,0,0.67,incorrect,ahmet,0,0.36,incorrect,ust manzarali,0,0.42,incorrect,mary,0,0.6,incorrect,an,0,0.25,incorrect,ana,0,0.44,incorrect,creo,0,0.67,incorrect,jesus,0,0.29,incorrect,michael,0,0.46,incorrect,ke,0,0.25,incorrect,marie,0,0.73,correct,krishna,0,0.46,incorrect,maria,0,0.91,correct,john,0,0.67,incorrect,ust manzarali,0,0.42,incorrect,an,0,0.25,incorrect,creo,0,0.67,incorrect
