Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['gatsby'],emma,0,0.2,incorrect,unknown,0,0.0,incorrect,victor,0,0.17,incorrect,michael,0,0.15,incorrect,john,0,0.0,incorrect,botlhaba,0,0.29,incorrect,atua,0,0.4,incorrect,atua,0,0.4,incorrect,gatsby,1,1.0,correct,garima,0,0.33,incorrect,gatsby,1,1.0,correct,"```output
noah
```",0,0.08,incorrect,gatsby,1,1.0,correct,east,0,0.4,incorrect,gatsby,1,1.0,correct,insan,0,0.18,incorrect,gatsby,1,1.0,correct,hanh,0,0.2,incorrect,gatsby,1,1.0,correct,don quijote,0,0.12,incorrect,unknown,0,0.0,incorrect,michael,0,0.15,incorrect,botlhaba,0,0.29,incorrect,atua,0,0.4,incorrect,garima,0,0.33,incorrect,"```output
noah
```",0,0.08,incorrect,east,0,0.4,incorrect,insan,0,0.18,incorrect,hanh,0,0.2,incorrect,don quijote,0,0.12,incorrect
"['tom buchanan', 'buchanan', 'tom']",gatsby,0,0.22,incorrect,georgia,0,0.21,incorrect,gatsby,0,0.22,incorrect,egg,0,0.0,incorrect,peter,0,0.25,incorrect,lekgwa,0,0.14,incorrect,gatsby,0,0.22,incorrect,egg,0,0.0,incorrect,gatsby,0,0.22,incorrect,george,0,0.22,incorrect,gatsby,0,0.22,incorrect,egg,0,0.0,incorrect,tom,1,1.0,correct,colonial,0,0.38,incorrect,tom,1,1.0,correct,east egg,0,0.2,incorrect,tom,1,1.0,correct,egg,0,0.0,incorrect,tom,1,1.0,correct,gatsby,0,0.22,incorrect,georgia,0,0.21,incorrect,egg,0,0.0,incorrect,lekgwa,0,0.14,incorrect,egg,0,0.0,incorrect,george,0,0.22,incorrect,egg,0,0.0,incorrect,colonial,0,0.38,incorrect,east egg,0,0.2,incorrect,egg,0,0.0,incorrect,gatsby,0,0.22,incorrect
"['tom buchanan', 'buchanan', 'tom']",gatsby,0,0.22,incorrect,martha,0,0.33,incorrect,kehinde,0,0.27,incorrect,awon,0,0.33,incorrect,mary,0,0.29,incorrect,morago,0,0.22,incorrect,<output>hurricane,0,0.34,incorrect,tahiti,0,0.22,incorrect,gatsby,0,0.22,incorrect,sophia,0,0.33,incorrect,rivotra,0,0.21,incorrect,samy,0,0.29,incorrect,gatsby,0,0.22,incorrect,daisy,0,0.15,incorrect,daisy,0,0.15,incorrect,salondaki,0,0.35,incorrect,daisy,0,0.15,incorrect,phanh,0,0.46,incorrect,gatsby,0,0.22,incorrect,laura,0,0.31,incorrect,martha,0,0.33,incorrect,awon,0,0.33,incorrect,morago,0,0.22,incorrect,tahiti,0,0.22,incorrect,sophia,0,0.33,incorrect,samy,0,0.29,incorrect,daisy,0,0.15,incorrect,salondaki,0,0.35,incorrect,phanh,0,0.46,incorrect,laura,0,0.31,incorrect
['daisy'],mpho,0,0.0,incorrect,thabo,0,0.2,incorrect,adebisi,0,0.5,incorrect,adebisi,0,0.5,incorrect,lebo,0,0.0,incorrect,mosetsana,0,0.14,incorrect,vaira,0,0.4,incorrect,tamahine,0,0.31,incorrect,radha,0,0.4,incorrect,manmohan,0,0.15,incorrect,mary,0,0.44,incorrect,marie,0,0.4,incorrect,daisy,1,1.0,correct,jane,0,0.22,incorrect,ahmet,0,0.2,incorrect,oteki,0,0.2,incorrect,nang,0,0.22,incorrect,duyen,0,0.4,incorrect,ana,0,0.25,incorrect,maria,0,0.4,incorrect,thabo,0,0.2,incorrect,adebisi,0,0.5,incorrect,mosetsana,0,0.14,incorrect,tamahine,0,0.31,incorrect,manmohan,0,0.15,incorrect,marie,0,0.4,incorrect,jane,0,0.22,incorrect,oteki,0,0.2,incorrect,duyen,0,0.4,incorrect,maria,0,0.4,incorrect
"['miss', 'bayan', 'baker', 'bayan baker', 'miss baker']",sarah,0,0.4,incorrect,john,0,0.22,incorrect,david,0,0.22,incorrect,kiakia,0,0.38,incorrect,jesus,0,0.44,incorrect,moagi,0,0.44,incorrect,unknown,0,0.22,incorrect,mana'o-ore-hia,0,0.32,incorrect,ravi,0,0.25,incorrect,ayala,0,0.6,incorrect,rabe,0,0.44,incorrect,alexander,0,0.5,incorrect,mary,0,0.44,incorrect,evidently,0,0.21,incorrect,ahmet,0,0.4,incorrect,tam,0,0.29,incorrect,mai,0,0.57,incorrect,ngoc,0,0.22,incorrect,maria,0,0.44,incorrect,maria,0,0.44,incorrect,john,0,0.22,incorrect,kiakia,0,0.38,incorrect,moagi,0,0.44,incorrect,mana'o-ore-hia,0,0.32,incorrect,ayala,0,0.6,incorrect,alexander,0,0.5,incorrect,evidently,0,0.21,incorrect,tam,0,0.29,incorrect,ngoc,0,0.22,incorrect,maria,0,0.44,incorrect
"['bayan baker', 'bayan', 'baker']",miss havisham,0,0.22,incorrect,mary,0,0.44,incorrect,omidan,0,0.36,incorrect,grace,0,0.4,incorrect,keitumetse,0,0.27,incorrect,matlho,0,0.18,incorrect,marie,0,0.4,incorrect,maui,0,0.22,incorrect,miss emily,0,0.19,incorrect,cadet,0,0.4,incorrect,miss emily,0,0.19,incorrect,miss,0,0.0,incorrect,baker,1,1.0,correct,miss,0,0.0,incorrect,ayse,0,0.44,incorrect,askeri,0,0.73,correct,lan,0,0.5,incorrect,thao,0,0.22,incorrect,brody,0,0.4,incorrect,miss,0,0.0,incorrect,mary,0,0.44,incorrect,grace,0,0.4,incorrect,matlho,0,0.18,incorrect,maui,0,0.22,incorrect,cadet,0,0.4,incorrect,miss,0,0.0,incorrect,miss,0,0.0,incorrect,askeri,0,0.73,correct,thao,0,0.22,incorrect,miss,0,0.0,incorrect
['daisy'],scrooge,0,0.17,incorrect,michael,0,0.17,incorrect,abel,0,0.22,incorrect,ojo,0,0.0,incorrect,ke,0,0.0,incorrect,hased,0,0.4,incorrect,unknown,0,0.0,incorrect,hi'o,0,0.22,incorrect,ramesh,0,0.36,incorrect,anguri,0,0.36,incorrect,tom,0,0.0,incorrect,andry,0,0.4,incorrect,daisy,1,1.0,correct,them,0,0.0,incorrect,ahmet,0,0.2,incorrect,nese,0,0.22,incorrect,lan,0,0.25,incorrect,ngoc,0,0.0,incorrect,clara,0,0.2,incorrect,elena,0,0.2,incorrect,michael,0,0.17,incorrect,ojo,0,0.0,incorrect,hased,0,0.4,incorrect,hi'o,0,0.22,incorrect,anguri,0,0.36,incorrect,andry,0,0.4,incorrect,them,0,0.0,incorrect,nese,0,0.22,incorrect,ngoc,0,0.0,incorrect,elena,0,0.2,incorrect
"['tom”', 'tom']",mohau,0,0.25,incorrect,ke,0,0.0,incorrect,john,0,0.29,incorrect,ola,0,0.33,incorrect,peter,0,0.25,incorrect,michael,0,0.2,incorrect,jesus,0,0.0,incorrect,rahi,0,0.0,incorrect,ramesh,0,0.22,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,fantatro,0,0.36,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,ayse,0,0.0,incorrect,senin,0,0.0,incorrect,daisy,0,0.0,incorrect,daisy,0,0.0,incorrect,juan,0,0.0,incorrect,se,0,0.0,incorrect,ke,0,0.0,incorrect,ola,0,0.33,incorrect,michael,0,0.2,incorrect,rahi,0,0.0,incorrect,john,0,0.29,incorrect,fantatro,0,0.36,incorrect,tom,1,1.0,correct,senin,0,0.0,incorrect,daisy,0,0.0,incorrect,se,0,0.0,incorrect
['daisy'],thabo,0,0.2,incorrect,velvet,0,0.0,incorrect,velvet,0,0.0,incorrect,velvet,0,0.0,incorrect,mary,0,0.44,incorrect,morwadie,0,0.31,incorrect,marie,0,0.4,incorrect,maria,0,0.4,incorrect,radha,0,0.4,incorrect,chhotki,0,0.17,incorrect,marie,0,0.4,incorrect,maria,0,0.4,incorrect,daisy,1,1.0,correct,velvet,0,0.0,incorrect,leyla,0,0.2,incorrect,elif,0,0.22,incorrect,lan,0,0.25,incorrect,hoang,0,0.2,incorrect,clara,0,0.2,incorrect,maria,0,0.4,incorrect,velvet,0,0.0,incorrect,velvet,0,0.0,incorrect,morwadie,0,0.31,incorrect,maria,0,0.4,incorrect,chhotki,0,0.17,incorrect,maria,0,0.4,incorrect,velvet,0,0.0,incorrect,elif,0,0.22,incorrect,hoang,0,0.2,incorrect,maria,0,0.4,incorrect
['tom'],gatsby,0,0.22,incorrect,anna,0,0.0,incorrect,god,0,0.33,incorrect,ether,0,0.25,incorrect,god,0,0.33,incorrect,modimo,0,0.44,incorrect,jesus,0,0.0,incorrect,teva,0,0.29,incorrect,god,0,0.33,incorrect,ether,0,0.25,incorrect,god,0,0.33,incorrect,andriamanitra,0,0.12,incorrect,tom,1,1.0,correct,she,0,0.0,incorrect,tanri,0,0.25,incorrect,tanri,0,0.25,incorrect,anh,0,0.0,incorrect,ngoc,0,0.29,incorrect,gatsby,0,0.22,incorrect,estupendo,0,0.33,incorrect,anna,0,0.0,incorrect,ether,0,0.25,incorrect,modimo,0,0.44,incorrect,teva,0,0.29,incorrect,ether,0,0.25,incorrect,andriamanitra,0,0.12,incorrect,she,0,0.0,incorrect,tanri,0,0.25,incorrect,ngoc,0,0.29,incorrect,estupendo,0,0.33,incorrect
