Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jack'],chris,0,0.22,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],alex,0,0.25,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],gale,0,0.25,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
['jack'],james,0,0.44,incorrect,heath,0,0.22,incorrect,heath,0,0.22,incorrect
['jack'],alex,0,0.25,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['jack'],alex,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],james,0,0.44,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],jason,0,0.44,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],jason,0,0.44,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],chris,0,0.22,incorrect,jv,0,0.33,incorrect,jv,0,0.33,incorrect
['jack'],michael,0,0.18,incorrect,chuck,0,0.44,incorrect,chuck,0,0.44,incorrect
['jack'],alex,0,0.25,incorrect,even,0,0.0,incorrect,even,0,0.0,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],sarah,0,0.22,incorrect,it,0,0.0,incorrect,it,0,0.0,incorrect
['jack'],michael,0,0.18,incorrect,her,0,0.0,incorrect,her,0,0.0,incorrect
['jack'],jake,0,0.75,correct,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],emma,0,0.25,incorrect,anna,0,0.25,incorrect,anna,0,0.25,incorrect
['autumn'],mary,0,0.2,incorrect,mary,0,0.2,incorrect,mary,0,0.2,incorrect
['autumn'],sarah,0,0.18,incorrect,emma,0,0.2,incorrect,emma,0,0.2,incorrect
['autumn'],emma,0,0.2,incorrect,sarah,0,0.18,incorrect,sarah,0,0.18,incorrect
['jack'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],michael,0,0.18,incorrect,sorry,0,0.0,incorrect,sorry,0,0.0,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
