,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
A Tale of Two Cities,61.0,11.0,24.0,16.0,17.0,13.0,11.0,7.000000000000001,24.0,16.0,26.0,4.0,15.0,9.0,13.0,11.0,4.0,6.0,12.0,11.0
A thousand splendid suns,14.893617021276595,4.25531914893617,2.127659574468085,6.382978723404255,2.127659574468085,0.0,0.0,0.0,2.127659574468085,4.25531914893617,6.382978723404255,2.127659574468085,0.0,4.25531914893617,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,91.0,69.0,47.0,48.0,46.0,28.999999999999996,11.0,21.0,51.0,36.0,81.0,28.000000000000004,25.0,18.0,36.0,16.0,10.0,10.0,27.0,24.0
Adventures of Sherlock Holmes,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,89.13043478260869,80.43478260869566,58.69565217391305,63.04347826086957,63.04347826086957,36.95652173913043,23.91304347826087,17.391304347826086,71.73913043478261,69.56521739130434,71.73913043478261,43.47826086956522,32.608695652173914,28.26086956521739,28.26086956521739,17.391304347826086,6.521739130434782,4.3478260869565215,19.565217391304348,28.26086956521739
Dracula,93.33333333333333,67.77777777777779,52.22222222222223,34.44444444444444,43.333333333333336,24.444444444444443,7.777777777777778,7.777777777777778,38.88888888888889,33.33333333333333,32.22222222222222,20.0,11.11111111111111,8.88888888888889,11.11111111111111,7.777777777777778,2.2222222222222223,5.555555555555555,8.88888888888889,8.88888888888889
Dune,83.0,46.0,36.0,35.0,15.0,16.0,8.0,8.0,16.0,24.0,35.0,21.0,25.0,16.0,11.0,12.0,3.0,8.0,12.0,15.0
Fahrenheit 451,70.0,35.0,48.333333333333336,48.333333333333336,26.666666666666668,13.333333333333334,6.666666666666667,11.666666666666666,31.666666666666664,21.666666666666668,38.333333333333336,20.0,21.666666666666668,6.666666666666667,11.666666666666666,10.0,3.3333333333333335,6.666666666666667,20.0,16.666666666666664
Frankenstein,89.58333333333334,72.91666666666666,60.416666666666664,68.75,54.166666666666664,47.91666666666667,16.666666666666664,22.916666666666664,50.0,50.0,79.16666666666666,33.33333333333333,37.5,14.583333333333334,14.583333333333334,14.583333333333334,10.416666666666668,12.5,14.583333333333334,20.833333333333336
Harry Potter and the Deathly Hallows,49.0,27.0,19.0,18.0,13.0,12.0,1.0,4.0,8.0,20.0,15.0,6.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,5.0
Of Mice and Men,89.58333333333334,29.166666666666668,20.833333333333336,18.75,29.166666666666668,12.5,10.416666666666668,0.0,29.166666666666668,27.083333333333332,60.416666666666664,6.25,16.666666666666664,0.0,20.833333333333336,2.083333333333333,6.25,0.0,6.25,12.5
Percy Jackson The Lightning Thief,53.68421052631579,2.1052631578947367,7.368421052631578,20.0,6.315789473684211,7.368421052631578,0.0,0.0,12.631578947368421,7.368421052631578,12.631578947368421,3.1578947368421053,5.263157894736842,5.263157894736842,1.0526315789473684,2.1052631578947367,0.0,0.0,2.1052631578947367,2.1052631578947367
Pride and Prejudice,80.8080808080808,61.61616161616161,41.41414141414141,73.73737373737373,53.535353535353536,40.4040404040404,23.232323232323232,23.232323232323232,64.64646464646465,53.535353535353536,88.88888888888889,38.38383838383838,36.36363636363637,30.303030303030305,29.292929292929294,11.11111111111111,8.080808080808081,10.1010101010101,40.4040404040404,26.262626262626267
Sense and sensibility,41.0,19.0,19.0,7.000000000000001,7.000000000000001,6.0,4.0,3.0,9.0,11.0,12.0,4.0,10.0,5.0,6.0,6.0,2.0,4.0,5.0,4.0
The Boy in the Striped Pyjamas,30.0,19.0,10.0,15.0,8.0,0.0,0.0,1.0,3.0,5.0,5.0,9.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0
The Great Gatsby,96.29629629629629,70.37037037037037,42.592592592592595,81.48148148148148,53.70370370370371,37.03703703703704,22.22222222222222,24.074074074074073,46.2962962962963,59.25925925925925,61.111111111111114,35.18518518518518,35.18518518518518,35.18518518518518,22.22222222222222,9.25925925925926,9.25925925925926,12.962962962962962,16.666666666666664,33.33333333333333
The Handmaid s Tale,88.0,53.0,52.0,32.0,28.000000000000004,14.000000000000002,4.0,6.0,39.0,43.0,18.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0
The Picture of Dorian Gray,87.67123287671232,73.97260273972603,47.94520547945205,75.34246575342466,42.465753424657535,30.136986301369863,23.28767123287671,19.17808219178082,46.57534246575342,56.16438356164384,52.054794520547944,35.61643835616438,26.027397260273972,9.58904109589041,13.698630136986301,4.10958904109589,0.0,4.10958904109589,10.95890410958904,21.91780821917808
