en,Single_ent,Multiple_ents,en_masked,token_count
There was no genocide-adjacent follow-up: Any family still there [understanding moue]? Do you ever visit [sympathetic smile]? Beautiful country [darkening with tears]; when I visited [visible on lower lid] they were so friendly.…,,[],,52
"“She would never refer to herself as a refugee, or even a former refugee,” I added. “It’s been quite weird to hear people say that.”",,[],,31
"No one had any idea what traveling through time might do to the human body. So the second reason that it was important to pick people who would have died in their own timelines is that they might well die in ours, like deep-sea fish brought up to the beach. Perhaps there were only so many epochs the human nervous system could stand. If they got the temporal equivalent of the bends and sluiced into gray-and-pink jelly in a Ministry laboratory, at least it wouldn’t be, statistically speaking, murder.",,[],,104
"I was thrilled to get the job. I’d plateaued where I was, in the Languages department of the Ministry of Defence. I worked as a translator-consultant specializing in Southeast Asia, specifically Cambodia. I’d learned the languages I translated from at university. Despite my mother speaking Khmer to us at home, I hadn’t retained it through my formative years. I came to my heritage as a foreigner.",,[],,83
"I liked my Languages job well enough, but I’d wanted to become a field agent, and after failing the field exams twice I was at a bit of a loss for career trajectory. It wasn’t what my parents had had in mind for me. When I was a very small child, my mother made her ambitions known. She wanted me to be prime minister. As prime minister, I would “do something” about British foreign policy and I would also take my parents to fancy governmental dinners. I would have a chauffeur. (My mother never learned to drive; the chauffeur was important.) Regrettably she also drilled the karmic repercussions of gossip and lying into me—the fourth Buddhist precept is unambiguous on this—and thus at the age of eight my political career was over before it began.",,[],,161
"He had a mole on his throat, close to his earlobe. The only existing daguerreotype of him showed him in 1840s fashion, with a high cravat. I stared at the mole.",,[],,45
"He folded his arms and regarded me. His eyes were hazel, scrawled faintly with green, and thickly lashed. They were both striking and uncommunicative.",,[],,38
"This is everything I remember about my earliest hours with him. We separated and spent the fading day bobbing shyly around each other like clots in a lava lamp. I was expecting him to have a time-travel-induced psychotic break and perhaps chew or fold me with murderous intent. Mostly he touched things, with a compulsive brushing motion I was later to learn was because of permanent nerve damage from frostbite. He flushed the toilet fifteen times in a row, silent as a kestrel while the cistern refilled, which could have been wonder or embarrassment. At hour two, we tried to sit in the same room. I looked up when he breathed in sharply through his nose to see him pulling his fingers away from a light bulb in the lamp. He retreated to his bedroom for a while, and I went to sit on the back porch. It was a mild spring evening. Idiot-eyed wood pigeons lumbered across the lawn, belly-deep in clover.",,[],,199
"Upstairs, I heard a cautious woodwind polonaise strike up, waver, and cease. A few moments later, his tread in the kitchen. The pigeons took off, their wings making a noise like swallowed laughter.",,[],,46
"He hands off his bag to the officers’ steward and insists on attending the meeting, trying to shake the ice-dementia. He knows without consulting a glass that his mouth is corpsey blue.",,[],,40
