,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,26.666666666666668,18.333333333333332,5.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,5.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Tale of Two Cities,8.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0
A thousand splendid suns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,17.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Sherlock Holmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,56.52173913043478,2.1739130434782608,0.0,0.0,2.1739130434782608,2.1739130434782608,0.0,2.1739130434782608,0.0,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dracula,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dune,13.0,7.000000000000001,4.0,7.000000000000001,1.0,5.0,1.0,4.0,0.0,1.0,8.0,3.0,7.000000000000001,5.0,2.0,6.0,1.0,1.0,0.0,2.0
Fahrenheit 451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frankenstein,10.416666666666668,2.083333333333333,2.083333333333333,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,4.166666666666666,2.083333333333333,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter and the Deathly Hallows,17.0,14.000000000000002,9.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
Of Mice and Men,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paper Towns,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,
Percy Jackson The Lightning Thief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pride and Prejudice,34.34343434343434,4.040404040404041,2.0202020202020203,1.0101010101010102,1.0101010101010102,2.0202020202020203,1.0101010101010102,2.0202020202020203,0.0,1.0101010101010102,4.040404040404041,3.0303030303030303,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.0,1.0101010101010102,0.0,2.0202020202020203
Sense and sensibility,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Boy in the Striped Pyjamas,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,31.48148148148148,5.555555555555555,3.7037037037037033,7.4074074074074066,0.0,3.7037037037037033,0.0,5.555555555555555,1.8518518518518516,3.7037037037037033,7.4074074074074066,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0
The Handmaid s Tale,14.000000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Picture of Dorian Gray,30.136986301369863,6.8493150684931505,6.8493150684931505,1.36986301369863,0.0,0.0,0.0,0.0,1.36986301369863,0.0,9.58904109589041,0.0,1.36986301369863,0.0,0.0,0.0,0.0,0.0,1.36986301369863,0.0
