Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['henry', 'wotton', 'lord', 'lord henry wotton', 'henry wotton']",laburnum,0,0.33,incorrect,mount fuji,0,0.25,incorrect,london,0,0.6,incorrect,paris,0,0.22,incorrect,japan,0,0.2,incorrect,paris,0,0.22,incorrect,london,0,0.6,incorrect,london,0,0.6,incorrect,monet,0,0.36,incorrect,van gogh,0,0.3,incorrect,londres,0,0.55,incorrect,london,0,0.6,incorrect,mount fuji,0,0.25,incorrect,paris,0,0.22,incorrect,paris,0,0.22,incorrect,london,0,0.6,incorrect,van gogh,0,0.3,incorrect,london,0,0.6,incorrect,dorian,0,0.4,incorrect,carpets,0,0.25,incorrect,lord henry,0,0.74,correct,henry,1,1.0,correct,dai uy,0,0.26,incorrect,thanh,0,0.4,incorrect,dorian gray,0,0.38,incorrect,shakespeare,0,0.38,incorrect,carpets,0,0.25,incorrect,henry,1,1.0,correct,thanh,0,0.4,incorrect,shakespeare,0,0.38,incorrect
"['hallward', 'hallwar', 'basil hallward', 'basil hallwar', 'basil']",leonardo da vinci,0,0.32,incorrect,god,0,0.18,incorrect,oduduwa,0,0.29,incorrect,jesus,0,0.2,incorrect,botswana,0,0.38,incorrect,god,0,0.18,incorrect,adam,0,0.36,incorrect,tahiti,0,0.36,incorrect,vincent van gogh,0,0.21,incorrect,salvador dali,0,0.48,incorrect,marie antoinette,0,0.28,incorrect,adam,0,0.36,incorrect,god,0,0.18,incorrect,jesus,0,0.2,incorrect,god,0,0.18,incorrect,tahiti,0,0.36,incorrect,salvador dali,0,0.48,incorrect,adam,0,0.36,incorrect,basil hallward,1,1.0,correct,leonardo da vinci,0,0.32,incorrect,van gogh,0,0.29,incorrect,rembrandt,0,0.29,incorrect,van gogh,0,0.29,incorrect,nguyen du,0,0.17,incorrect,maestro,0,0.33,incorrect,velazquez,0,0.25,incorrect,leonardo da vinci,0,0.32,incorrect,rembrandt,0,0.29,incorrect,nguyen du,0,0.17,incorrect,velazquez,0,0.25,incorrect
"['lord', 'henry', 'lord henry']",orpheus,0,0.47,incorrect,apollo,0,0.4,incorrect,oliver twist,0,0.27,incorrect,oluwa,0,0.22,incorrect,orpheus,0,0.47,incorrect,god,0,0.57,incorrect,moana,0,0.27,incorrect,adam,0,0.25,incorrect,praakrtik,0,0.21,incorrect,kail,0,0.25,incorrect,robert louis stevenson,0,0.31,incorrect,robert louis stevenson,0,0.31,incorrect,apollo,0,0.4,incorrect,oluwa,0,0.22,incorrect,god,0,0.57,incorrect,adam,0,0.25,incorrect,kail,0,0.25,incorrect,robert louis stevenson,0,0.31,incorrect,oscar wilde,0,0.4,incorrect,girl,0,0.25,incorrect,oguz atay,0,0.32,incorrect,gunes,0,0.2,incorrect,dai uy,0,0.38,incorrect,nguyen dinh chieu,0,0.3,incorrect,lord byron,0,0.6,incorrect,laurel,0,0.4,incorrect,girl,0,0.25,incorrect,gunes,0,0.2,incorrect,nguyen dinh chieu,0,0.3,incorrect,laurel,0,0.4,incorrect
"['lord', 'henry', 'lord henry']",god,0,0.57,incorrect,daisy,0,0.27,incorrect,olodumare,0,0.46,incorrect,olodumare,0,0.46,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,job,0,0.29,incorrect,jesus,0,0.2,incorrect,albert einstein,0,0.4,incorrect,vishvaas,0,0.15,incorrect,alakamisy,0,0.21,incorrect,nitsiky,0,0.33,incorrect,daisy,0,0.27,incorrect,olodumare,0,0.46,incorrect,god,0,0.57,incorrect,jesus,0,0.2,incorrect,vishvaas,0,0.15,incorrect,nitsiky,0,0.33,incorrect,sherlock holmes,0,0.4,incorrect,adam,0,0.25,incorrect,ali,0,0.29,incorrect,ibrahim,0,0.24,incorrect,alice,0,0.27,incorrect,huan,0,0.44,incorrect,pincho,0,0.2,incorrect,el,0,0.33,incorrect,adam,0,0.25,incorrect,ibrahim,0,0.24,incorrect,huan,0,0.44,incorrect,el,0,0.33,incorrect
['agatha'],mozart,0,0.33,incorrect,jesus,0,0.0,incorrect,yoruba,0,0.17,incorrect,orun,0,0.0,incorrect,martin luther king jr.,0,0.21,incorrect,god,0,0.22,incorrect,te manahune,0,0.35,incorrect,jesus,0,0.0,incorrect,beethoven,0,0.27,incorrect,beethoven,0,0.27,incorrect,mozart,0,0.33,incorrect,mozart,0,0.33,incorrect,jesus,0,0.0,incorrect,orun,0,0.0,incorrect,god,0,0.22,incorrect,jesus,0,0.0,incorrect,beethoven,0,0.27,incorrect,mozart,0,0.33,incorrect,mary,0,0.2,incorrect,aunt,0,0.4,incorrect,yakup,0,0.18,incorrect,benim,0,0.0,incorrect,dao,0,0.22,incorrect,thinh,0,0.36,incorrect,maria,0,0.36,incorrect,beethoven,0,0.27,incorrect,aunt,0,0.4,incorrect,benim,0,0.0,incorrect,thinh,0,0.36,incorrect,beethoven,0,0.27,incorrect
"['dorian', 'doria']",jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,olodumare,0,0.29,incorrect,samson,0,0.33,incorrect,god,0,0.25,incorrect,jesus,0,0.0,incorrect,adam,0,0.44,incorrect,citrkaar,0,0.31,incorrect,van gogh,0,0.29,incorrect,andriamanitra,0,0.53,incorrect,andriamanitra,0,0.53,incorrect,jesus,0,0.0,incorrect,olodumare,0,0.29,incorrect,god,0,0.25,incorrect,adam,0,0.44,incorrect,van gogh,0,0.29,incorrect,andriamanitra,0,0.53,incorrect,tom,0,0.25,incorrect,rembrandt,0,0.4,incorrect,delikanli,0,0.53,incorrect,ressam,0,0.36,incorrect,anh,0,0.44,incorrect,duc,0,0.25,incorrect,jose,0,0.22,incorrect,el greco,0,0.15,incorrect,rembrandt,0,0.4,incorrect,ressam,0,0.36,incorrect,duc,0,0.25,incorrect,el greco,0,0.15,incorrect
['basil'],beethoven,0,0.14,incorrect,god,0,0.0,incorrect,olodumare,0,0.14,incorrect,israel,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,noa,0,0.25,incorrect,lord aragorn,0,0.12,incorrect,god,0,0.0,incorrect,voltaire,0,0.31,incorrect,adam,0,0.22,incorrect,god,0,0.0,incorrect,israel,0,0.36,incorrect,jesus,0,0.2,incorrect,noa,0,0.25,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,christminster,0,0.22,incorrect,god,0,0.0,incorrect,basil,1,1.0,correct,dorian,0,0.18,incorrect,cau,0,0.25,incorrect,duc,0,0.0,incorrect,su amigo,0,0.31,incorrect,edgar allan poe,0,0.2,incorrect,god,0,0.0,incorrect,dorian,0,0.18,incorrect,duc,0,0.0,incorrect,edgar allan poe,0,0.2,incorrect
['harry'],jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,olodumare,0,0.29,incorrect,elegbe,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,leonardo da vinci,0,0.18,incorrect,monalisa,0,0.15,incorrect,god,0,0.0,incorrect,andriamanitra,0,0.33,incorrect,jesus,0,0.0,incorrect,elegbe,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,monalisa,0,0.15,incorrect,andriamanitra,0,0.33,incorrect,dorian,0,0.18,incorrect,god,0,0.0,incorrect,annem,0,0.2,incorrect,resim,0,0.2,incorrect,anh ay,0,0.55,incorrect,duc,0,0.0,incorrect,el pintor,0,0.14,incorrect,maria,0,0.4,incorrect,god,0,0.0,incorrect,resim,0,0.2,incorrect,duc,0,0.0,incorrect,maria,0,0.4,incorrect
"['henry', 'lord henry—', 'lord', 'henry—', 'lord henry']",jesus,0,0.2,incorrect,israel,0,0.25,incorrect,albert einstein,0,0.4,incorrect,olodumare,0,0.46,incorrect,proverb,0,0.36,incorrect,god,0,0.57,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,lord krishna,0,0.64,incorrect,lord krishna,0,0.64,incorrect,albert einstein,0,0.4,incorrect,andriamanitra,0,0.26,incorrect,israel,0,0.25,incorrect,olodumare,0,0.46,incorrect,god,0,0.57,incorrect,jesus,0,0.2,incorrect,lord krishna,0,0.64,incorrect,andriamanitra,0,0.26,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,pinokyo,0,0.33,incorrect,epikuros,0,0.31,incorrect,albus,0,0.22,incorrect,than,0,0.44,incorrect,sancho,0,0.2,incorrect,dios,0,0.25,incorrect,god,0,0.57,incorrect,epikuros,0,0.31,incorrect,than,0,0.44,incorrect,dios,0,0.25,incorrect
"['gray', 'dorian', 'dorian gray']",europa,0,0.4,incorrect,helios,0,0.17,incorrect,butterfly,0,0.31,incorrect,heliotrope,0,0.25,incorrect,galileo galilei,0,0.31,incorrect,sethunya,0,0.21,incorrect,charles darwin,0,0.4,incorrect,charles darwin,0,0.4,incorrect,albert einstein,0,0.29,incorrect,albert einstein,0,0.29,incorrect,david,0,0.36,incorrect,madagascar,0,0.38,incorrect,helios,0,0.17,incorrect,heliotrope,0,0.25,incorrect,sethunya,0,0.21,incorrect,charles darwin,0,0.4,incorrect,albert einstein,0,0.29,incorrect,madagascar,0,0.38,incorrect,dorian,1,1.0,correct,pyrrhus,0,0.22,incorrect,cicek,0,0.18,incorrect,borazan,0,0.62,incorrect,dinh,0,0.6,incorrect,doa,0,0.67,incorrect,el,0,0.0,incorrect,mariposa,0,0.43,incorrect,pyrrhus,0,0.22,incorrect,borazan,0,0.62,incorrect,doa,0,0.67,incorrect,mariposa,0,0.43,incorrect
