,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,35.0,36.666666666666664,6.666666666666667,10.0,11.666666666666666,10.0,5.0,5.0,1.6666666666666667,18.333333333333332,10.0,21.666666666666668,6.666666666666667,8.333333333333332,10.0,10.0,6.666666666666667,3.3333333333333335,1.6666666666666667,15.0
A Tale of Two Cities,2.0,10.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
A thousand splendid suns,0.0,2.127659574468085,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,34.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Sherlock Holmes,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,86.95652173913044,50.0,23.91304347826087,32.608695652173914,21.73913043478261,32.608695652173914,6.521739130434782,19.565217391304348,4.3478260869565215,26.08695652173913,30.434782608695656,19.565217391304348,13.043478260869565,23.91304347826087,15.217391304347828,17.391304347826086,2.1739130434782608,13.043478260869565,4.3478260869565215,17.391304347826086
Dracula,12.222222222222221,7.777777777777778,12.222222222222221,16.666666666666664,5.555555555555555,3.3333333333333335,1.1111111111111112,0.0,0.0,0.0,5.555555555555555,6.666666666666667,5.555555555555555,6.666666666666667,4.444444444444445,4.444444444444445,1.1111111111111112,0.0,0.0,0.0
Dune,23.0,21.0,19.0,20.0,15.0,16.0,9.0,15.0,2.0,16.0,21.0,17.0,18.0,18.0,14.000000000000002,16.0,7.000000000000001,15.0,2.0,11.0
Fahrenheit 451,3.3333333333333335,28.333333333333332,16.666666666666664,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,1.6666666666666667,30.0,18.333333333333332,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0
Frankenstein,19.607843137254903,13.725490196078432,0.0,9.803921568627452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter and the Deathly Hallows,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Of Mice and Men,2.083333333333333,6.25,2.083333333333333,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,4.166666666666666,6.25,0.0,0.0,0.0,0.0,0.0,2.083333333333333
Paper Towns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Jackson The Lightning Thief,3.0927835051546393,2.0618556701030926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0309278350515463,1.0309278350515463,0.0,0.0,1.0309278350515463,1.0309278350515463,0.0,0.0,0.0,0.0,0.0
Pride and Prejudice,64.0,25.0,13.0,9.0,3.0,9.0,2.0,6.0,6.0,3.0,10.0,19.0,11.0,7.000000000000001,2.0,8.0,2.0,5.0,2.0,3.0
Sense and sensibility,1.0,7.000000000000001,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,7.000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,1.0
The Boy in the Striped Pyjamas,0.0,0.0,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,38.88888888888889,44.44444444444444,37.03703703703704,53.70370370370371,18.51851851851852,22.22222222222222,11.11111111111111,14.814814814814813,25.925925925925924,18.51851851851852,18.51851851851852,25.925925925925924,20.37037037037037,46.2962962962963,14.814814814814813,18.51851851851852,11.11111111111111,12.962962962962962,14.814814814814813,14.814814814814813
The Handmaid s Tale,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Picture of Dorian Gray,21.91780821917808,23.28767123287671,50.68493150684932,12.32876712328767,1.36986301369863,2.73972602739726,0.0,0.0,16.43835616438356,1.36986301369863,0.0,17.80821917808219,43.83561643835616,1.36986301369863,1.36986301369863,0.0,0.0,1.36986301369863,4.10958904109589,0.0
