Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['paul'],maradona,0,0.17,incorrect,hurricane,0,0.15,incorrect,matthew 28,0,0.14,incorrect,lesotho,0,0.18,incorrect,marie antoinette,0,0.1,incorrect,marie antoinette,0,0.1,incorrect,buddh'iyaa,0,0.14,incorrect,paaniilo,0,0.5,incorrect,charles darwin,0,0.22,incorrect,france,0,0.2,incorrect,matante,0,0.18,incorrect,hurricane,0,0.15,incorrect,lesotho,0,0.18,incorrect,marie antoinette,0,0.1,incorrect,paaniilo,0,0.5,incorrect,france,0,0.2,incorrect,old woman,0,0.15,incorrect,eyes,0,0.0,incorrect,madame de maintenon,0,0.09,incorrect,yatagin,0,0.18,incorrect,madame defarge,0,0.11,incorrect,trang,0,0.22,incorrect,la vieille,0,0.29,incorrect,la vieja,0,0.17,incorrect,eyes,0,0.0,incorrect,yatagin,0,0.18,incorrect,trang,0,0.22,incorrect,la vieja,0,0.17,incorrect
['paul'],shadout mapes,0,0.24,incorrect,shadout mapes,0,0.24,incorrect,robert,0,0.0,incorrect,lebowa,0,0.2,incorrect,shaddam iv,0,0.14,incorrect,padme amidala,0,0.35,incorrect,gandhi,0,0.2,incorrect,big brdr,0,0.0,incorrect,paul atreides,0,0.47,incorrect,shaddam iv,0,0.14,incorrect,arrakeen,0,0.17,incorrect,shadout mapes,0,0.24,incorrect,lebowa,0,0.2,incorrect,padme amidala,0,0.35,incorrect,big brdr,0,0.0,incorrect,shaddam iv,0,0.14,incorrect,paul atreides,0,0.47,incorrect,shaddam iv,0,0.14,incorrect,paul atreides,0,0.47,incorrect,arrakis,0,0.18,incorrect,paul atreides,0,0.47,incorrect,arrakeen,0,0.17,incorrect,gandalf,0,0.36,incorrect,don quijote,0,0.13,incorrect,shaddam iv,0,0.14,incorrect,arrakis,0,0.18,incorrect,arrakeen,0,0.17,incorrect,don quijote,0,0.13,incorrect
['paul'],charles,0,0.36,incorrect,albert einstein,0,0.21,incorrect,inspector gadget,0,0.2,incorrect,gonne,0,0.0,incorrect,marie curie,0,0.27,incorrect,charles darwin,0,0.22,incorrect,swami vivekananda,0,0.1,incorrect,rbc,0,0.0,incorrect,william harvey,0,0.11,incorrect,andriamariao,0,0.12,incorrect,antananarivo,0,0.12,incorrect,albert einstein,0,0.21,incorrect,gonne,0,0.0,incorrect,charles darwin,0,0.22,incorrect,rbc,0,0.0,incorrect,andriamariao,0,0.12,incorrect,jonah,0,0.22,incorrect,mind-body consciousness,0,0.07,incorrect,descartes,0,0.15,incorrect,hayvan,0,0.2,incorrect,thich quang duc,0,0.21,incorrect,ho chi minh,0,0.0,incorrect,carlos castaneda,0,0.2,incorrect,universidad,0,0.13,incorrect,mind-body consciousness,0,0.07,incorrect,hayvan,0,0.2,incorrect,ho chi minh,0,0.0,incorrect,universidad,0,0.13,incorrect
['jessica'],paul atreides,0,0.2,incorrect,abdulaziz bin turki al saud,0,0.12,incorrect,patricia,0,0.4,incorrect,she,0,0.2,incorrect,charles,0,0.29,incorrect,syubi,0,0.33,incorrect,gom jbbaar,0,0.24,incorrect,gom,0,0.0,incorrect,paul atreides,0,0.2,incorrect,alioune diouf,0,0.2,incorrect,thaba bosiu,0,0.22,incorrect,abdulaziz bin turki al saud,0,0.12,incorrect,she,0,0.2,incorrect,syubi,0,0.33,incorrect,gom,0,0.0,incorrect,alioune diouf,0,0.2,incorrect,gaius helen mohiam,0,0.24,incorrect,jabbar,0,0.31,incorrect,aliser,0,0.15,incorrect,nilufer,0,0.14,incorrect,reverend mother gaius helen mohiam,0,0.2,incorrect,chuong duong,0,0.11,incorrect,gaius helen mohiam,0,0.24,incorrect,syubi,0,0.33,incorrect,jabbar,0,0.31,incorrect,nilufer,0,0.14,incorrect,chuong duong,0,0.11,incorrect,syubi,0,0.33,incorrect
['paul'],job,0,0.0,incorrect,thomas sankara,0,0.11,incorrect,sechele,0,0.18,incorrect,matlou,0,0.4,incorrect,te ariki,0,0.17,incorrect,te ariki,0,0.17,incorrect,gandhi,0,0.2,incorrect,baadl,0,0.44,incorrect,andriamanelo,0,0.25,incorrect,jesus,0,0.22,incorrect,lekgotla,0,0.17,incorrect,thomas sankara,0,0.11,incorrect,matlou,0,0.4,incorrect,te ariki,0,0.17,incorrect,baadl,0,0.44,incorrect,jesus,0,0.22,incorrect,commander,0,0.15,incorrect,mr. rochester,0,0.0,incorrect,abdi ipekci,0,0.13,incorrect,abdulhamid,0,0.43,incorrect,minerva,0,0.18,incorrect,tran quoc tuan,0,0.22,incorrect,alfredo,0,0.36,incorrect,la senora de rochester,0,0.08,incorrect,mr. rochester,0,0.0,incorrect,abdulhamid,0,0.43,incorrect,tran quoc tuan,0,0.22,incorrect,la senora de rochester,0,0.08,incorrect
['paul'],michael jackson,0,0.21,incorrect,volta region,0,0.12,incorrect,lebogang phalatse,0,0.29,incorrect,david,0,0.22,incorrect,te ariki,0,0.17,incorrect,te ariki,0,0.17,incorrect,guphaa,0,0.4,incorrect,beljiym,0,0.18,incorrect,antarctica,0,0.14,incorrect,andriamanitra,0,0.12,incorrect,matante,0,0.18,incorrect,volta region,0,0.12,incorrect,david,0,0.22,incorrect,te ariki,0,0.17,incorrect,beljiym,0,0.18,incorrect,andriamanitra,0,0.12,incorrect,the,0,0.0,incorrect,martha,0,0.2,incorrect,arslan,0,0.4,incorrect,green lantern,0,0.12,incorrect,madame tussaud,0,0.22,incorrect,phuong,0,0.4,incorrect,el protagonista,0,0.21,incorrect,el capitan nemo,0,0.21,incorrect,martha,0,0.2,incorrect,green lantern,0,0.12,incorrect,phuong,0,0.4,incorrect,el capitan nemo,0,0.21,incorrect
['paul'],david blaine,0,0.25,incorrect,yinka ayefele,0,0.24,incorrect,matlou,0,0.4,incorrect,robetse,0,0.0,incorrect,te arikinui ariiriki,0,0.17,incorrect,te henua 'ava,0,0.12,incorrect,dhaatuko kaatth,0,0.21,incorrect,gel,0,0.29,incorrect,philippines,0,0.27,incorrect,paris,0,0.44,incorrect,britney,0,0.0,incorrect,yinka ayefele,0,0.24,incorrect,robetse,0,0.0,incorrect,te henua 'ava,0,0.12,incorrect,gel,0,0.29,incorrect,paris,0,0.44,incorrect,dr. roberta connolly,0,0.17,incorrect,jack,0,0.25,incorrect,ibrahim,0,0.18,incorrect,karincalar,0,0.29,incorrect,thierry,0,0.0,incorrect,pham van donh,0,0.24,incorrect,elisa,0,0.22,incorrect,dr. frankenstein,0,0.1,incorrect,jack,0,0.25,incorrect,karincalar,0,0.29,incorrect,pham van donh,0,0.24,incorrect,dr. frankenstein,0,0.1,incorrect
['paul'],stephen hawking,0,0.21,incorrect,galileo galilei,0,0.21,incorrect,lesotho,0,0.18,incorrect,lebogang mojapelo,0,0.19,incorrect,yves rossy,0,0.0,incorrect,te ariki eita,0,0.12,incorrect,gautm buddh,0,0.27,incorrect,shhr,0,0.0,incorrect,andriamanelo,0,0.25,incorrect,antananarivo,0,0.12,incorrect,silver,0,0.2,incorrect,galileo galilei,0,0.21,incorrect,lebogang mojapelo,0,0.19,incorrect,te ariki eita,0,0.12,incorrect,shhr,0,0.0,incorrect,antananarivo,0,0.12,incorrect,miss emily,0,0.14,incorrect,,0,0.29,incorrect,leopoldo lugones,0,0.2,incorrect,metalik,0,0.36,incorrect,tran van giau,0,0.24,incorrect,thien dao,0,0.15,incorrect,el viejo,0,0.17,incorrect,don benito cereno,0,0.0,incorrect,,0,0.29,incorrect,metalik,0,0.36,incorrect,thien dao,0,0.15,incorrect,don benito cereno,0,0.0,incorrect
['paul'],thomas andrews,0,0.11,incorrect,lebron james,0,0.12,incorrect,speedy sedibe,0,0.12,incorrect,lebron james,0,0.12,incorrect,charles babbage,0,0.21,incorrect,te ariki,0,0.17,incorrect,baayaan,0,0.18,incorrect,grmii,0,0.0,incorrect,antananarivo,0,0.12,incorrect,charles darwin,0,0.22,incorrect,kenya,0,0.22,incorrect,lebron james,0,0.12,incorrect,lebron james,0,0.12,incorrect,te ariki,0,0.17,incorrect,grmii,0,0.0,incorrect,charles darwin,0,0.22,incorrect,paul atreides,0,0.47,incorrect,unknown,0,0.18,incorrect,yukari,0,0.2,incorrect,serbest,0,0.0,incorrect,tran lam,0,0.33,incorrect,tran quoc tuan,0,0.22,incorrect,el diablo,0,0.31,incorrect,la mano,0,0.18,incorrect,unknown,0,0.18,incorrect,serbest,0,0.0,incorrect,tran quoc tuan,0,0.22,incorrect,la mano,0,0.18,incorrect
['paul'],george floyd,0,0.12,incorrect,john,0,0.0,incorrect,george washington,0,0.1,incorrect,david rameck mogotsi,0,0.08,incorrect,te arikinui tamatoa vi,0,0.15,incorrect,te arikinui tamatoa vi,0,0.15,incorrect,belaa,0,0.22,incorrect,gel,0,0.29,incorrect,andriamanelo,0,0.25,incorrect,paris,0,0.44,incorrect,matsoao,0,0.18,incorrect,john,0,0.0,incorrect,david rameck mogotsi,0,0.08,incorrect,te arikinui tamatoa vi,0,0.15,incorrect,gel,0,0.29,incorrect,paris,0,0.44,incorrect,john,0,0.0,incorrect,john merrick,0,0.0,incorrect,salaheddin,0,0.29,incorrect,tayfun,0,0.4,incorrect,pham van dong,0,0.24,incorrect,madame defarge,0,0.11,incorrect,el viejo,0,0.17,incorrect,manuel,0,0.6,incorrect,john merrick,0,0.0,incorrect,tayfun,0,0.4,incorrect,madame defarge,0,0.11,incorrect,manuel,0,0.6,incorrect
